N,count,degree,dim,error_c,interaction_only,lower,max,max3,mean,median,min,min3,number,order,repeat,test,upper
10000,10,2,5,0,False,0.0016920450143516064,0.0022001462057232857,0.0019876807928085327,0.0019350346643477677,0.001962890848517418,0.0016920450143516064,0.0019138460047543049,1,F,10,PF-0.20.2,0.0022001462057232857
10000,10,2,5,0,False,0.0017777779139578342,0.0018587294034659863,0.0018134480342268944,0.0018005999736487865,0.001789242960512638,0.0017777779139578342,0.0017872927710413933,1,F,10,PF-DEV,0.0018492064212132587
1,10,2,5,0,True,0.00017254287376999855,0.0018332269974052906,0.00018390221521258354,0.00034239208325743676,0.00017516757361590862,0.00017254287376999855,0.0001746579073369503,1,C,10,PF-0.20.2,0.0013164417764210269
1,10,2,5,0,True,0.00021066656336188316,0.00023483624681830406,0.0002149287611246109,0.0002153391484171152,0.00021260883659124374,0.00021066656336188316,0.0002115708775818348,1,C,10,PF-DEV,0.00022900410293834637
1,10,2,5,0,True,0.0001727379858493805,0.00019389670342206955,0.00018600886687636375,0.0001785577740520239,0.00017360597848892212,0.0001727379858493805,0.00017349282279610634,1,F,10,PF-0.20.2,0.00019389670342206955
1,10,2,5,0,True,0.0002113492228090763,0.00022471090778708458,0.00021626194939017296,0.00021459911949932574,0.0002120230346918106,0.0002113492228090763,0.00021162210032343864,1,F,10,PF-DEV,0.0002231389941449235
10,10,2,5,0,True,0.00018925638869404793,0.00020638899877667427,0.0001911013387143612,0.00019218814559280873,0.00019039842300117016,0.00018925638869404793,0.00019029108807444572,1,C,10,PF-0.20.2,0.00020180145779170422
10,10,2,5,0,True,0.0002318420447409153,0.0002448521554470062,0.00023460015654563904,0.00023458683863282205,0.00023255543783307076,0.0002318420447409153,0.00023243995383381844,1,C,10,PF-DEV,0.00024227366163798416
10,10,2,5,0,True,0.0001895800232887268,0.00020334776490926743,0.0001909271813929081,0.0001917922869324684,0.00019053136929869652,0.0001895800232887268,0.00019027898088097572,1,F,10,PF-0.20.2,0.00019942077357451544
10,10,2,5,0,True,0.00023161200806498528,0.00024551479145884514,0.00023822905495762825,0.00023535988293588161,0.00023368396796286106,0.00023161200806498528,0.00023290328681468964,1,F,10,PF-DEV,0.0002434534791806799
100,10,2,5,0,True,0.0002029850147664547,0.00021783681586384773,0.00020552193745970726,0.00020603355951607228,0.00020396639592945576,0.0002029850147664547,0.0002037431113421917,1,C,10,PF-0.20.2,0.00021464382352286745
100,10,2,5,0,True,0.00025175604969263077,0.00029182108119130135,0.0002581779845058918,0.00025936760939657686,0.0002539448905736208,0.00025175604969263077,0.00025238608941435814,1,C,10,PF-DEV,0.00028334892967235147
100,10,2,5,0,True,0.00020210398361086845,0.00021642493084073067,0.00020397407934069633,0.00020421636290848255,0.0002026145812124014,0.00020210398361086845,0.00020219013094902039,1,F,10,PF-0.20.2,0.00021233450699140397
100,10,2,5,0,True,0.00024465424939990044,0.00026611611247062683,0.00025183893740177155,0.00025008535012602804,0.00024846591986715794,0.00024465424939990044,0.00024692807346582413,1,F,10,PF-DEV,0.00026140969701242216
1000,10,2,5,0,True,0.00030926894396543503,0.00039355596527457237,0.00034453999251127243,0.0003407536540180445,0.0003402587026357651,0.00030926894396543503,0.00033726776018738747,1,C,10,PF-0.20.2,0.0003823619086255648
1000,10,2,5,0,True,0.00036808382719755173,0.0004193508066236973,0.00039139995351433754,0.00038385400548577306,0.0003763237036764622,0.00036808382719755173,0.00037469854578375816,1,C,10,PF-DEV,0.0004153656035815094
1000,10,2,5,0,True,0.0003163670189678669,0.0003637261688709259,0.00033323513343930244,0.0003271312918514013,0.00031989673152565956,0.0003163670189678669,0.0003184601664543152,1,F,10,PF-0.20.2,0.0003551721154224287
1000,10,2,5,0,True,0.00033966265618801117,0.0003811460919678211,0.0003607003018260002,0.0003552405163645744,0.0003555591683834791,0.00033966265618801117,0.0003420468419790268,1,F,10,PF-DEV,0.0003811460919678211
10000,10,2,5,0,True,0.0012144207693408422,0.0014885389246046543,0.0014516082592308521,0.001400027610361576,0.0014491728506982327,0.0012066308408975601,0.0014457199722528458,1,C,10,PF-0.20.2,0.0014885389246046543
10000,10,2,5,0,True,0.0013497569598257542,0.0014533190988004208,0.0013751406222581863,0.0013702372089028358,0.0013579805381596088,0.0013497569598257542,0.001353719737380743,1,C,10,PF-DEV,0.0014294428583294743
10000,10,2,5,0,True,0.0012181750498712063,0.0013075866736471653,0.001263272948563099,0.001258107228204608,0.001260306453332305,0.0012181750498712063,0.0012556868605315685,1,F,10,PF-0.20.2,0.0013018020368868342
10000,10,2,5,0,True,0.001140170730650425,0.0013441229239106178,0.0012331022880971432,0.0011946610175073147,0.0011709551326930523,0.001140170730650425,0.0011485847644507885,1,F,10,PF-DEV,0.001317419805491345
1,10,2,10,0,False,0.0007362249307334423,0.0018787612207233906,0.0007490678690373898,0.0008560913614928722,0.0007421288173645735,0.0007362249307334423,0.000739081297069788,1,C,10,PF-0.20.2,0.0015243213566028038
1,10,2,10,0,False,0.0007775607518851757,0.0007941899821162224,0.000790200661867857,0.0007846324704587459,0.0007827200461179018,0.0007775607518851757,0.0007812599651515484,1,C,10,PF-DEV,0.0007941899821162224
1,10,2,10,0,False,0.0007309247739613056,0.000743781216442585,0.000738268718123436,0.0007359943818300962,0.0007350132800638676,0.0007309247739613056,0.0007346007041633129,1,F,10,PF-0.20.2,0.000742763901045048
1,10,2,10,0,False,0.0007780017331242561,0.0007888367399573326,0.0007845950312912464,0.0007821994367986917,0.00078164367005229,0.0007780017331242561,0.000780218280851841,1,F,10,PF-DEV,0.0007885245948982479
10,10,2,10,0,False,0.0008134390227496624,0.000838796142488718,0.0008239676244556904,0.0008198196534067393,0.0008162998128682375,0.0008134390227496624,0.0008160280995070934,1,C,10,PF-0.20.2,0.0008340929145829061
10,10,2,10,0,False,0.0008672969415783882,0.0008812020532786846,0.0008774329908192158,0.0008737931959331036,0.000873522600159049,0.0008672969415783882,0.0008712420240044594,1,C,10,PF-DEV,0.0008812020532786846
10,10,2,10,0,False,0.0008153929375112057,0.0008359681814908981,0.0008250167593359947,0.0008218507282435894,0.0008202556055039167,0.0008153929375112057,0.0008192779496312141,1,F,10,PF-0.20.2,0.0008329725245756294
10,10,2,10,0,False,0.0008692559786140919,0.0008810842409729958,0.000872231088578701,0.0008724272716790438,0.0008714792784303427,0.0008692559786140919,0.0008708029054105282,1,F,10,PF-DEV,0.0008790639691118288
100,10,2,10,0,False,0.0008936119265854359,0.0009333719499409199,0.0009052660316228867,0.0009038760326802731,0.0009001996368169785,0.0008936119265854359,0.0008988599292933941,1,C,10,PF-0.20.2,0.0009248242364841217
100,10,2,10,0,False,0.0009359400719404221,0.000954200979322195,0.00094979302957654,0.0009443574119359255,0.0009432618971914053,0.0009359400719404221,0.0009403279982507229,1,C,10,PF-DEV,0.000954200979322195
100,10,2,10,0,False,0.00087712612003088,0.0009132958948612213,0.000886846799403429,0.0008846237324178219,0.000878665130585432,0.00087712612003088,0.0008784080855548382,1,F,10,PF-0.20.2,0.0009067935776557246
100,10,2,10,0,False,0.0009138910099864006,0.0009298198856413364,0.0009294720366597176,0.0009230079129338264,0.0009217518381774426,0.0009138910099864006,0.0009191893041133881,1,F,10,PF-DEV,0.0009298198856413364
1000,10,2,10,0,False,0.0014247999813383869,0.0015626167878508568,0.0015454143285751343,0.0015189782250672578,0.0015413067303597927,0.0014174720272421837,0.0015389681793749332,1,C,10,PF-0.20.2,0.0015626167878508568
1000,10,2,10,0,False,0.0014325990341603756,0.001489792950451374,0.001439355779439211,0.0014438403770327568,0.0014366528484970331,0.0014325990341603756,0.0014341948553919792,1,C,10,PF-DEV,0.0014780382421687396
1000,10,2,10,0,False,0.0014389553107321262,0.0014937636442482471,0.0014645019546151161,0.0014579245820641519,0.0014513800852000713,0.0014389553107321262,0.0014480357058346272,1,F,10,PF-0.20.2,0.0014901040373582262
1000,10,2,10,0,False,0.0013408688828349113,0.001378251239657402,0.0013504130765795708,0.0013484845403581858,0.00134488963522017,0.0013408688828349113,0.0013423827476799488,1,F,10,PF-DEV,0.0013691349495023146
10000,10,2,10,0,False,0.00611655698480045,0.0074550858698785305,0.007285214029252529,0.007049583364278078,0.007251554634422064,0.006094957236200571,0.007233861833810806,1,C,10,PF-0.20.2,0.0074550858698785305
10000,10,2,10,0,False,0.0058731078170239925,0.006262997165322304,0.005946632008999586,0.005949858855456114,0.005909662926569581,0.0058731078170239925,0.00590326776728034,1,C,10,PF-DEV,0.00616153986896947
10000,10,2,10,0,False,0.006094629876315594,0.007282191887497902,0.007262126076966524,0.006965756602585316,0.007242491468787193,0.006094629876315594,0.007082127965986729,1,F,10,PF-0.20.2,0.007282191887497902
10000,10,2,10,0,False,0.00584015529602766,0.005962046328932047,0.005881021730601788,0.005871857143938541,0.0058655329048633575,0.00584015529602766,0.0058595770969986916,1,F,10,PF-DEV,0.005936835651635852
1,10,2,10,0,True,0.0006261691451072693,0.005669867619872093,0.0006468510255217552,0.0011409313417971134,0.0006374139338731766,0.0006261691451072693,0.0006317230872809887,1,C,10,PF-0.20.2,0.004099908529573916
1,10,2,10,0,True,0.0006675119511783123,0.0006969189271330833,0.0006748908199369907,0.0006742218043655157,0.0006707978900521994,0.0006675119511783123,0.0006687510758638382,1,C,10,PF-DEV,0.0006908385750627327
1,10,2,10,0,True,0.0006207008846104145,0.0006490880623459816,0.0006279931403696537,0.0006275058258324862,0.0006252678576856852,0.0006207008846104145,0.0006245519034564495,1,F,10,PF-0.20.2,0.0006424101729968131
1,10,2,10,0,True,0.000658735167235136,0.0006923768669366837,0.0006748037412762642,0.0006705430801957846,0.0006682388484477997,0.000658735167235136,0.0006669890135526657,1,F,10,PF-DEV,0.0006892057500057128
10,10,2,10,0,True,0.0006789788603782654,0.0007004248909652233,0.0006914022378623486,0.0006865119561553001,0.0006844054441899061,0.0006789788603782654,0.0006812512874603271,1,C,10,PF-0.20.2,0.0007003570712988634
10,10,2,10,0,True,0.0007284199818968773,0.0007462608627974987,0.0007412522099912167,0.0007368470542132854,0.0007369439117610455,0.0007284199818968773,0.0007355962879955769,1,C,10,PF-DEV,0.0007462608627974987
10,10,2,10,0,True,0.0006864434108138084,0.0006980681791901588,0.0006966618821024895,0.0006920980289578438,0.0006913954857736826,0.0006864434108138084,0.0006893728859722614,1,F,10,PF-0.20.2,0.0006980681791901588
10,10,2,10,0,True,0.0007294695824384689,0.0007472159340977669,0.0007400461472570896,0.0007357314694672823,0.0007336526177823544,0.0007294695824384689,0.0007317601703107357,1,F,10,PF-DEV,0.0007467050368308166
100,10,2,10,0,True,0.0007523032836616039,0.0007771537639200687,0.0007647615857422352,0.0007612453773617744,0.0007591445464640856,0.0007523032836616039,0.0007571070455014706,1,C,10,PF-0.20.2,0.0007747385333783734
100,10,2,10,0,True,0.0007978295907378197,0.0008314568549394608,0.0008120383135974407,0.0008082936517894268,0.000805380055680871,0.0007978295907378197,0.0008040452376008034,1,C,10,PF-DEV,0.0008272245877088773
100,10,2,10,0,True,0.0007480541244149208,0.000764467753469944,0.0007606814615428448,0.0007563811261206866,0.0007547433488070965,0.0007480541244149208,0.0007545198313891888,1,F,10,PF-0.20.2,0.000764467753469944
100,10,2,10,0,True,0.0007866951636970043,0.0008307509124279022,0.0008008810691535473,0.0007979111280292273,0.000795111758634448,0.0007866951636970043,0.0007907571271061897,1,F,10,PF-DEV,0.0008216991324379299
1000,10,2,10,0,True,0.0012180230210835953,0.0013088108971714973,0.0013075489550828934,0.00128510445356369,0.0013027493841946125,0.0012175957672297955,0.0012942072935402393,1,C,10,PF-0.20.2,0.0013088108971714973
1000,10,2,10,0,True,0.0012218537740409374,0.0012817950919270515,0.001240539364516735,0.0012366389855742455,0.0012293360196053982,0.0012218537740409374,0.0012287828139960766,1,C,10,PF-DEV,0.0012698556834864606
1000,10,2,10,0,True,0.0012070247903466225,0.0012804549187421799,0.0012231539003551006,0.0012217644602060319,0.001215979689732194,0.0012070247903466225,0.0012115351855754852,1,F,10,PF-0.20.2,0.0012617958010150091
1000,10,2,10,0,True,0.001137087121605873,0.0011882400140166283,0.0011507850140333176,0.0011498697102069854,0.001145083224400878,0.001137087121605873,0.00113982567563653,1,F,10,PF-DEV,0.0011806544373023612
10000,10,2,10,0,True,0.005196230513044885,0.006149766966700554,0.00610944302752614,0.005910571897402406,0.006097484612837434,0.005174852907657623,0.006096231751143932,1,C,10,PF-0.20.2,0.006149766966700554
10000,10,2,10,0,True,0.004985693842172623,0.005074068903923035,0.005049128085374832,0.0050256019458174706,0.0050207620952278376,0.004985693842172623,0.005008838139474392,1,C,10,PF-DEV,0.005074068903923035
10000,10,2,10,0,True,0.005156191997230053,0.005203280132263899,0.005202004220336676,0.005178802041336894,0.0051702335476875305,0.005156191997230053,0.005167040042579174,1,F,10,PF-0.20.2,0.005203280132263899
10000,10,2,10,0,True,0.00404162984341383,0.0041304039768874645,0.00410173274576664,0.0040805010125041005,0.004078758880496025,0.00404162984341383,0.004064570181071758,1,F,10,PF-DEV,0.0041304039768874645
1,10,2,20,0,False,0.0025769956409931183,0.006825998891144991,0.0026200786232948303,0.0030281146988272666,0.0026006295811384916,0.0025769956409931183,0.0025990549474954605,1,C,10,PF-0.20.2,0.005509741327074855
1,10,2,20,0,False,0.0026368838734924793,0.002753252163529396,0.002742134965956211,0.002694306429475546,0.002693882444873452,0.0026368838734924793,0.0026662899181246758,1,C,10,PF-DEV,0.002753252163529396
1,10,2,20,0,False,0.0025788252241909504,0.002784766722470522,0.0026173060759902,0.002618340915068984,0.002598488936200738,0.0025788252241909504,0.00259341299533844,1,F,10,PF-0.20.2,0.002730558676885908
1,10,2,20,0,False,0.0026350002735853195,0.002874651923775673,0.0027083968743681908,0.002701628254726529,0.0026836057659238577,0.0026350002735853195,0.002660909667611122,1,F,10,PF-DEV,0.0028367441543958338
10,10,2,20,0,False,0.002861098852008581,0.0030160280875861645,0.0029070740565657616,0.0029105987399816514,0.0029004269745200872,0.002861098852008581,0.0028982851654291153,1,C,10,PF-0.20.2,0.0029868406381826505
10,10,2,20,0,False,0.0029130405746400356,0.0029951189644634724,0.002951317001134157,0.0029442889150232076,0.0029390985146164894,0.0029130405746400356,0.0029334970749914646,1,C,10,PF-DEV,0.0029911898287678968
10,10,2,20,0,False,0.0028700949624180794,0.0029115560464560986,0.0029059420339763165,0.0028926867991685866,0.00289538293145597,0.0028700949624180794,0.002890980802476406,1,F,10,PF-0.20.2,0.0029115560464560986
10,10,2,20,0,False,0.0029426212422549725,0.0029926770366728306,0.0029674218967556953,0.002962391823530197,0.0029604551382362843,0.0029426212422549725,0.0029537887312471867,1,F,10,PF-DEV,0.002991853305363929
100,10,2,20,0,False,0.003189569339156151,0.0032665058970451355,0.003228220157325268,0.003218241222202778,0.0032151835039258003,0.003189569339156151,0.0032064570114016533,1,C,10,PF-0.20.2,0.0032616169492157127
