N,count,degree,dim,error_c,interaction_only,lower,max,max3,mean,median,min,min3,number,order,repeat,test,upper
100,10,2,20,0,False,0.0032033678144216537,0.0032628891058266163,0.003234514966607094,0.0032237124163657428,0.0032153050415217876,0.0032033678144216537,0.0032133441418409348,1,C,10,PF-DEV,0.0032628891058266163
100,10,2,20,0,False,0.0031382115557789803,0.0032594120129942894,0.003201116342097521,0.003185337129980326,0.003185319947078824,0.0031382115557789803,0.0031675640493631363,1,F,10,PF-0.20.2,0.003246765418097956
100,10,2,20,0,False,0.0031521697528660297,0.0031889658421278,0.0031726090237498283,0.0031702930573374033,0.003170250914990902,0.0031521697528660297,0.0031664278358221054,1,F,10,PF-DEV,0.0031889658421278
1000,10,2,20,0,False,0.005658652050438291,0.006226131692528725,0.006096550729125738,0.006015106337144971,0.0060815769247710705,0.00563476886600256,0.006069401279091835,1,C,10,PF-0.20.2,0.006226131692528725
1000,10,2,20,0,False,0.005321885924786329,0.005443548783659935,0.0053770048543810844,0.005361285107210278,0.0053538978099823,0.005321885924786329,0.005348702892661095,1,C,10,PF-DEV,0.0054292199483332425
1000,10,2,20,0,False,0.005651287874495393,0.005743563175201416,0.005720722023397684,0.005705371405929327,0.005710897268727422,0.005648929160088301,0.005706876050680876,1,F,10,PF-0.20.2,0.005743563175201416
1000,10,2,20,0,False,0.004978023003786802,0.005035990849137306,0.005018590949475765,0.0050084379501640795,0.005007806234061718,0.004978023003786802,0.005002015735954046,1,F,10,PF-DEV,0.005035990849137306
10000,10,2,20,0,False,0.02413181874940326,0.028520463965833187,0.02842330140992999,0.027542851539328693,0.02839057450182736,0.02406323468312621,0.02836174378171563,1,C,10,PF-0.20.2,0.028520463965833187
10000,10,2,20,0,False,0.022770135197788477,0.02288292394950986,0.022839571814984083,0.022815895779058338,0.02280789683572948,0.022770135197788477,0.022789774928241968,1,C,10,PF-DEV,0.02288292394950986
10000,10,2,20,0,False,0.026520249402814198,0.03046725271269679,0.03043765015900135,0.02959223580546677,0.030390693806111813,0.026036652736365795,0.030375953298062086,1,F,10,PF-0.20.2,0.03046725271269679
10000,10,2,20,0,False,0.02282141102477908,0.02288187760859728,0.022857956122606993,0.022849105903878807,0.0228451460134238,0.02282141102477908,0.022842934355139732,1,F,10,PF-DEV,0.02288187760859728
1,10,2,20,0,True,0.004341582767665386,0.02182714780792594,0.004391334019601345,0.0061216085683554414,0.004376868484541774,0.004341582767665386,0.004358871374279261,1,C,10,PF-0.20.2,0.016382714717289353
1,10,2,20,0,True,0.0024382448755204678,0.0025327899493277073,0.002469837199896574,0.0024605073034763337,0.002451061038300395,0.0024382448755204678,0.002448603045195341,1,C,10,PF-DEV,0.0025132335078857154
1,10,2,20,0,True,0.00432694423943758,0.00442708982154727,0.004392310976982117,0.004372729919850826,0.004363919608294964,0.00432694423943758,0.004356455989181995,1,F,10,PF-0.20.2,0.00442708982154727
1,10,2,20,0,True,0.002414085902273655,0.002459194976836443,0.002458692993968725,0.0024437018670141696,0.002451382577419281,0.002414085902273655,0.002435809001326561,1,F,10,PF-DEV,0.002459194976836443
10,10,2,20,0,True,0.004690269008278847,0.00478846812620759,0.004734428133815527,0.004720273846760392,0.004711851244792342,0.004690269008278847,0.004706338979303837,1,C,10,PF-0.20.2,0.004773003483357889
10,10,2,20,0,True,0.002722654026001692,0.0027612210251390934,0.0027491007931530476,0.002737637795507908,0.0027340466622263193,0.002722654026001692,0.0027305372059345245,1,C,10,PF-DEV,0.0027612210251390934
10,10,2,20,0,True,0.004717477131634951,0.0047590588219463825,0.004744981415569782,0.0047345992643386126,0.00473209354095161,0.004717477131634951,0.0047294278629124165,1,F,10,PF-0.20.2,0.0047590588219463825
10,10,2,20,0,True,0.0026958719827234745,0.0027395598590373993,0.002720820251852274,0.002713392488658428,0.002713240450248122,0.0026958719827234745,0.0027062660083174706,1,F,10,PF-DEV,0.0027382839912927026
100,10,2,20,0,True,0.002933822395364597,0.002971889916807413,0.0029686051420867443,0.002959376061335206,0.0029629780910909176,0.0029267980717122555,0.0029590269550681114,1,C,10,PF-0.20.2,0.002971889916807413
100,10,2,20,0,True,0.00295433821156621,0.003021399024873972,0.00301208533346653,0.002989170467481017,0.002985089784488082,0.00295433821156621,0.0029792049899697304,1,C,10,PF-DEV,0.003021399024873972
100,10,2,20,0,True,0.002876988146454096,0.002925775945186615,0.0029176222160458565,0.002899312414228916,0.0029020574875175953,0.002876988146454096,0.002884599380195141,1,F,10,PF-0.20.2,0.002925775945186615
100,10,2,20,0,True,0.0028873877599835396,0.002959680277854204,0.002922947984188795,0.002911351388320327,0.0029078605584800243,0.0028873877599835396,0.002896293066442013,1,F,10,PF-DEV,0.002952780775952161
1000,10,2,20,0,True,0.0050524855076193,0.005491594783961773,0.005443729925900698,0.005359266186133027,0.005420747911557555,0.00502771558240056,0.005413011647760868,1,C,10,PF-0.20.2,0.005491594783961773
1000,10,2,20,0,True,0.004765294026583433,0.004906975664198399,0.004829832352697849,0.004814634099602699,0.004816528409719467,0.004765294026583433,0.004796650260686874,1,C,10,PF-DEV,0.0048920604802337436
1000,10,2,20,0,True,0.005102092865854502,0.005184042267501354,0.005151507910341024,0.005133450916036964,0.005129278637468815,0.005102092865854502,0.0051212008111178875,1,F,10,PF-0.20.2,0.005183933212077699
1000,10,2,20,0,True,0.004483551252633333,0.004615055862814188,0.004536645952612162,0.004522289289161563,0.004513266496360302,0.004483551252633333,0.0045072357170283794,1,F,10,PF-DEV,0.004590403711979654
10000,10,2,20,0,True,0.0214594555342671,0.02540244720876217,0.025399713777005672,0.02453967430628836,0.025349011411890388,0.02135512325912714,0.025320899207144976,1,C,10,PF-0.20.2,0.02540244720876217
10000,10,2,20,0,True,0.020361436996608973,0.020498760975897312,0.02043713629245758,0.020414467481896282,0.020404728827998042,0.020361436996608973,0.02038426510989666,1,C,10,PF-DEV,0.02049274327167981
10000,10,2,20,0,True,0.02135282987728715,0.02148996526375413,0.02139742113649845,0.021389428852126004,0.02138005499728024,0.02135282987728715,0.02136361040174961,1,F,10,PF-0.20.2,0.021466969339936134
10000,10,2,20,0,True,0.016366611700505018,0.016593520063906908,0.016467217821627855,0.016444386355578898,0.016428673407062888,0.016366611700505018,0.01640588417649269,1,F,10,PF-DEV,0.016570887310601485
1,10,2,30,0,False,0.005524644162505865,0.02172561874613166,0.005594607908278704,0.007200916949659586,0.005580754950642586,0.005524644162505865,0.005571735557168722,1,C,10,PF-0.20.2,0.0166907982327396
1,10,2,30,0,False,0.005649215076118708,0.005763627123087645,0.005734059028327465,0.00571107012219727,0.005722986534237862,0.005649215076118708,0.005714177154004574,1,C,10,PF-DEV,0.005763627123087645
1,10,2,30,0,False,0.005525071173906326,0.005612462293356657,0.005603364668786526,0.0055765244644135235,0.0055803179275244474,0.005525071173906326,0.005572125315666199,1,F,10,PF-0.20.2,0.005612462293356657
1,10,2,30,0,False,0.005636356770992279,0.005732348188757896,0.005687807686626911,0.005678919749334455,0.0056802560575306416,0.005636356770992279,0.005668542813509703,1,F,10,PF-DEV,0.00573101322363339
10,10,2,30,0,False,0.00622129300609231,0.0063367560505867004,0.00629285117611289,0.006279142759740353,0.006281377514824271,0.00622129300609231,0.006273872219026089,1,C,10,PF-0.20.2,0.0063367560505867004
10,10,2,30,0,False,0.0062631784292056895,0.006406112108379602,0.006366868037730455,0.0063424729742109776,0.0063455295749008656,0.006260792259126902,0.00631899107247591,1,C,10,PF-DEV,0.006406112108379602
10,10,2,30,0,False,0.00617250798058383,0.006244302727282047,0.006240248214453459,0.006217870535328985,0.006221988936886191,0.006170100066810846,0.006214170251041651,1,F,10,PF-0.20.2,0.006244302727282047
10,10,2,30,0,False,0.006245015654712915,0.006379215978085995,0.0063080210238695145,0.006296988530084491,0.006290215766057372,0.006245015654712915,0.006288807839155197,1,F,10,PF-DEV,0.006368047767356639
100,10,2,30,0,False,0.006858635746960825,0.007048781029880047,0.007038788869976997,0.006995841022580862,0.007028375752270222,0.006816425826400518,0.007021014112979174,1,C,10,PF-0.20.2,0.007048781029880047
100,10,2,30,0,False,0.006937618833035231,0.007053963840007782,0.007014357019215822,0.006997056212276221,0.00700471643358469,0.006937618833035231,0.006977998651564121,1,C,10,PF-DEV,0.007053963840007782
100,10,2,30,0,False,0.006857923898483698,0.007013909053057432,0.006980045232921839,0.006944620097056031,0.006941946456208825,0.006842463742941618,0.006932989228516817,1,F,10,PF-0.20.2,0.007013909053057432
100,10,2,30,0,False,0.006867877162554749,0.006947512738406658,0.006922625005245209,0.006912517920136451,0.006915282923728228,0.006863252725452185,0.006907779257744551,1,F,10,PF-DEV,0.006947512738406658
1000,10,2,30,0,False,0.014580237143196924,0.01581480586901307,0.015631150919944048,0.015397995989769698,0.015562883112579584,0.014516551978886127,0.015497627668082714,1,C,10,PF-0.20.2,0.01581480586901307
1000,10,2,30,0,False,0.013632419984787703,0.01392650930210948,0.013818246312439442,0.013766756048426032,0.013755473773926497,0.013632419984787703,0.013740067835897207,1,C,10,PF-DEV,0.013915690541161655
1000,10,2,30,0,False,0.014506657142192125,0.014622732065618038,0.014569004997611046,0.014554162602871656,0.014554550172761083,0.014506657142192125,0.014535840135067701,1,F,10,PF-0.20.2,0.014616264243933856
1000,10,2,30,0,False,0.012778337354391964,0.012887065298855305,0.01285280054435134,0.012834032531827688,0.012826970312744379,0.01277735223993659,0.012823914177715778,1,F,10,PF-DEV,0.012887065298855305
10000,10,2,30,0,False,0.07062973487926652,0.08004545699805021,0.07976532680913806,0.07791109313257039,0.07972027850337327,0.07047204440459609,0.07969471672549844,1,C,10,PF-0.20.2,0.08004545699805021
10000,10,2,30,0,False,0.06682022381573915,0.06723132403567433,0.06697393534705043,0.06693398426286876,0.06686660996638238,0.06682022381573915,0.06685336166992784,1,C,10,PF-DEV,0.06718218580085829
10000,10,2,30,0,False,0.07209598921162977,0.08069550525397062,0.08054852625355124,0.07882068087346852,0.0804849739652127,0.07116333488374949,0.08043687464669347,1,F,10,PF-0.20.2,0.08069550525397062
10000,10,2,30,0,False,0.06717217620462179,0.0674283099360764,0.06733484612777829,0.06728251073509454,0.06726540206000209,0.06717217620462179,0.06723716808483005,1,F,10,PF-DEV,0.0674283099360764
1,10,2,30,0,True,0.0052507249638438225,0.0069316173903644085,0.0052932570688426495,0.005441050790250301,0.00527885346673429,0.0052507249638438225,0.00526662589982152,1,C,10,PF-0.20.2,0.006415271021497501
1,10,2,30,0,True,0.005316518247127533,0.00539357028901577,0.005381373222917318,0.005351648898795247,0.005353427724912763,0.005316518247127533,0.005326494108885527,1,C,10,PF-DEV,0.00539357028901577
1,10,2,30,0,True,0.005210373366055592,0.005265707150101662,0.005244354717433453,0.005238923849537969,0.005238827085122466,0.005207743030041456,0.005237828008830547,1,F,10,PF-0.20.2,0.005265707150101662
1,10,2,30,0,True,0.005310778971761465,0.005385372322052717,0.005373341962695122,0.005351101141422987,0.005348965525627136,0.005310778971761465,0.005341838113963604,1,F,10,PF-DEV,0.005385372322052717
10,10,2,30,0,True,0.005875505041331053,0.005975645966827869,0.005927675869315863,0.005910824378952384,0.005907984683290124,0.005875505041331053,0.005894558969885111,1,C,10,PF-0.20.2,0.005969240273936865
10,10,2,30,0,True,0.00598502391949296,0.006039521191269159,0.006028146017342806,0.006017394084483385,0.006023778347298503,0.00598502391949296,0.0060156360268592834,1,C,10,PF-DEV,0.006039521191269159
10,10,2,30,0,True,0.005881132212287256,0.005932212807238102,0.0059191943146288395,0.005908915679901839,0.005907487822696567,0.005879909731447697,0.005904704798012972,1,F,10,PF-0.20.2,0.005932212807238102
10,10,2,30,0,True,0.0059461151249706745,0.006005909759551287,0.005979977082461119,0.005969733139500022,0.005966385593637824,0.0059461151249706745,0.005960567854344845,1,F,10,PF-DEV,0.006005909759551287
100,10,2,30,0,True,0.0065187206491827965,0.006734076887369156,0.00667601590976119,0.006625192100182175,0.006633816985413432,0.0065187206491827965,0.0066121770069003105,1,C,10,PF-0.20.2,0.006734076887369156
100,10,2,30,0,True,0.006559241097420454,0.006646880879998207,0.006622415967285633,0.006603613216429949,0.006608828902244568,0.006559241097420454,0.006589412223547697,1,C,10,PF-DEV,0.006646880879998207
100,10,2,30,0,True,0.006515815854072571,0.006613521836698055,0.006563807837665081,0.006552646309137345,0.006558658787980676,0.006515815854072571,0.0065338341519236565,1,F,10,PF-0.20.2,0.0066058540526647
100,10,2,30,0,True,0.00647296719264674,0.0065406495705246925,0.006526472046971321,0.006511498568579554,0.0065096591133624315,0.006472933106124401,0.006502523552626371,1,F,10,PF-DEV,0.0065406495705246925
1000,10,2,30,0,True,0.013762991960772294,0.014745210763067007,0.014706565998494625,0.014476933423429728,0.01462703407742083,0.01375248795375228,0.014613204635679722,1,C,10,PF-0.20.2,0.014745210763067007
1000,10,2,30,0,True,0.012877477798610926,0.013021907303482294,0.012979818973690271,0.012944676959887148,0.012934363214299083,0.012877477798610926,0.012918554246425629,1,C,10,PF-DEV,0.013021907303482294
1000,10,2,30,0,True,0.013637698721140623,0.01377389905974269,0.013739401008933783,0.01371100340038538,0.013722698204219341,0.013637698721140623,0.013699303846806288,1,F,10,PF-0.20.2,0.01377389905974269
1000,10,2,30,0,True,0.011945992708206177,0.0120680988766253,0.012053558602929115,0.012016864214092492,0.01203077519312501,0.011945992708206177,0.012010529171675444,1,F,10,PF-DEV,0.0120680988766253
10000,10,2,30,0,True,0.06492979839800596,0.07359783118590713,0.0735331503674388,0.07176637770608067,0.07351028523407876,0.06473605614155531,0.07343645300716162,1,C,10,PF-0.20.2,0.07359783118590713
10000,10,2,30,0,True,0.06119878590106964,0.06135089322924614,0.0613012220710516,0.06128005152568221,0.061275922460481524,0.06119878590106964,0.06126874405890703,1,C,10,PF-DEV,0.06135089322924614
10000,10,2,30,0,True,0.06568548924155347,0.07382033299654722,0.07371076196432114,0.0720762092154473,0.07366581563837826,0.06485532596707344,0.07364350697025657,1,F,10,PF-0.20.2,0.07382033299654722
10000,10,2,30,0,True,0.06130459578707814,0.06520088762044907,0.06366501934826374,0.06252073696814478,0.06180472089909017,0.06130459578707814,0.06160060875117779,1,F,10,PF-DEV,0.06520088762044907
1,10,3,2,0,False,0.00010747602209448814,0.0015934230759739876,0.00010845717042684555,0.00025735623203217985,0.00010800850577652454,0.00010747602209448814,0.0001076841726899147,1,C,10,PF-0.20.2,0.0011302702715340956
1,10,3,2,0,False,0.00014617061242461205,0.00019815517589449883,0.00014997320249676704,0.00015320191159844397,0.0001478374470025301,0.00014617061242461205,0.00014730589464306831,1,C,10,PF-DEV,0.00018282791681190492
1,10,3,2,0,False,0.0001062699593603611,0.00012002000585198402,0.00010772794485092163,0.00010817316360771656,0.00010673794895410538,0.0001062699593603611,0.00010664202272891998,1,F,10,PF-0.20.2,0.00011597189925608082
1,10,3,2,0,False,0.00014590099453926086,0.00015915371477603912,0.00014922954142093658,0.00014844825491309166,0.00014656130224466324,0.00014590099453926086,0.00014639412984251976,1,F,10,PF-DEV,0.00015615619311452978
10,10,3,2,0,False,0.00011735409498214722,0.00013345805928111076,0.00011908123269677162,0.00011978596448898315,0.00011810963042080402,0.00011735409498214722,0.00011780206114053726,1,C,10,PF-0.20.2,0.00012887958797205628
10,10,3,2,0,False,0.0001602889969944954,0.0001737796701490879,0.00016558123752474785,0.0001636382658034563,0.00016176514327526093,0.0001602889969944954,0.00016105081886053085,1,C,10,PF-DEV,0.00017144665642635735
10,10,3,2,0,False,0.00011731265112757683,0.00012997770681977272,0.00011836085468530655,0.00011931066401302815,0.00011814967729151249,0.00011731265112757683,0.0001180991530418396,1,F,10,PF-0.20.2,0.00012633930989522035
10,10,3,2,0,False,0.00015892274677753448,0.00017375312745571136,0.0001663481816649437,0.00016351086087524892,0.0001618713140487671,0.00015892274677753448,0.00016105687245726585,1,F,10,PF-DEV,0.0001718951239138887
100,10,3,2,0,False,0.00012618210166692734,0.00014096777886152267,0.00012816861271858215,0.00012873304076492785,0.00012769107706844807,0.00012618210166692734,0.00012699700891971588,1,C,10,PF-0.20.2,0.0001368806930470637
100,10,3,2,0,False,0.00017053866758942604,0.00019029481336474419,0.00017917156219482422,0.00017642853781580926,0.00017450051382184029,0.00017053866758942604,0.00017302390187978745,1,C,10,PF-DEV,0.0001881721166358965
100,10,3,2,0,False,0.00012583890929818153,0.00013902503997087479,0.00012781890109181404,0.0001285215374082327,0.00012666964903473854,0.00012583890929818153,0.00012651877477765083,1,F,10,PF-0.20.2,0.0001364642688355022
100,10,3,2,0,False,0.0001703849993646145,0.00018516089767217636,0.00017345929518342018,0.00017343945801258088,0.0001714413519948721,0.0001703849993646145,0.00017086882144212723,1,F,10,PF-DEV,0.000182108824860883
1000,10,3,2,0,False,0.00019166580697577203,0.00021368078887462616,0.00021148007363080978,0.0002063695341348648,0.00020872685126960278,0.00019024917855858803,0.0002075699158012867,1,C,10,PF-0.20.2,0.00021368078887462616
1000,10,3,2,0,False,0.0002488577738404274,0.00027067214250564575,0.0002577798441052437,0.0002576369326561689,0.0002567949704825878,0.0002488577738404274,0.0002555311657488346,1,C,10,PF-DEV,0.0002701005101966382
1000,10,3,2,0,False,0.0001806993968784809,0.00019513675943017006,0.00018488289788365364,0.0001847271341830492,0.00018284330144524574,0.0001806993968784809,0.00018251221626996994,1,F,10,PF-0.20.2,0.00019330434169031747
1000,10,3,2,0,False,0.00022368598729372025,0.00023596128448843956,0.00022725900635123253,0.00022678514942526818,0.00022569741122424603,0.00022368598729372025,0.00022481707856059074,1,F,10,PF-DEV,0.00023367042272029703
10000,10,3,2,0,False,0.0006809237779912165,0.000838445033878088,0.0008365209214389324,0.0007989514619112015,0.0008304170332849026,0.0006748009473085403,0.0008234148845076561,1,C,10,PF-0.20.2,0.000838445033878088
10000,10,3,2,0,False,0.0008482080884277821,0.0009466712363064289,0.0008593159727752209,0.0008657374419271946,0.0008560388814657927,0.0008482080884277821,0.0008552647195756435,1,C,10,PF-DEV,0.0009204772484467192
10000,10,3,2,0,False,0.0007011648267507553,0.0007275398820638657,0.0007192189805209637,0.0007116143591701984,0.0007095509208738804,0.0007011648267507553,0.0007067369297146797,1,F,10,PF-0.20.2,0.0007275398820638657
10000,10,3,2,0,False,0.0007111309096217155,0.0007716570980846882,0.000722080934792757,0.0007257180288434029,0.0007186336442828178,0.0007111309096217155,0.0007146741263568401,1,F,10,PF-DEV,0.0007637384501615286
1,10,3,2,0,True,3.9147213101387024e-05,5.689682438969612e-05,3.975164145231247e-05,4.134560003876686e-05,3.947666846215725e-05,3.9147213101387024e-05,3.940705209970474e-05,1,C,10,PF-0.20.2,5.156127520616369e-05
1,10,3,2,0,True,7.604295387864113e-05,9.378558024764061e-05,8.29482451081276e-05,8.086040616035461e-05,7.815752178430557e-05,7.604295387864113e-05,7.710373029112816e-05,1,C,10,PF-DEV,9.190375471528172e-05
1,10,3,2,0,True,3.877514973282814e-05,5.0755683332681656e-05,3.963196650147438e-05,4.053995944559574e-05,3.921543247997761e-05,3.877514973282814e-05,3.912486135959625e-05,1,F,10,PF-0.20.2,4.738402425595616e-05
1,10,3,2,0,True,7.659522816538811e-05,8.913176134228706e-05,8.150981739163399e-05,8.018417283892632e-05,7.909117266535759e-05,7.659522816538811e-05,7.825903594493866e-05,1,F,10,PF-DEV,8.732169695593879e-05
10,10,3,2,0,True,4.20939177274704e-05,5.503324791789055e-05,4.329485818743706e-05,4.396219737827778e-05,4.243198782205582e-05,4.20939177274704e-05,4.23467718064785e-05,1,C,10,PF-0.20.2,5.1366306578293536e-05
10,10,3,2,0,True,8.189026266336441e-05,9.6192117780447e-05,8.629169315099716e-05,8.550817146897316e-05,8.399970829486847e-05,8.189026266336441e-05,8.352566510438919e-05,1,C,10,PF-DEV,9.357039626498052e-05
10,10,3,2,0,True,4.1705090552568436e-05,5.375826731324196e-05,4.239892587065697e-05,4.343702457845211e-05,4.214397631585598e-05,4.1705090552568436e-05,4.1869934648275375e-05,1,F,10,PF-0.20.2,5.032882797262053e-05
10,10,3,2,0,True,8.242903277277946e-05,9.540794417262077e-05,8.94707627594471e-05,8.645947091281413e-05,8.510681800544262e-05,8.242903277277946e-05,8.387211710214615e-05,1,F,10,PF-DEV,9.394302406071976e-05
100,10,3,2,0,True,4.317006096243858e-05,5.520600825548172e-05,4.465179517865181e-05,4.5127375051379205e-05,4.3585896492004395e-05,4.317006096243858e-05,4.356587305665016e-05,1,C,10,PF-0.20.2,5.194931478484092e-05
100,10,3,2,0,True,8.409703150391579e-05,9.687617421150208e-05,8.836528286337852e-05,8.732299320399762e-05,8.564325980842113e-05,8.409703150391579e-05,8.500134572386742e-05,1,C,10,PF-DEV,9.485206098298027e-05
100,10,3,2,0,True,4.3744221329689026e-05,5.529308691620827e-05,4.5194756239652634e-05,4.558293148875237e-05,4.4159358367323875e-05,4.3744221329689026e-05,4.398589953780174e-05,1,F,10,PF-0.20.2,5.220087491808234e-05
100,10,3,2,0,True,8.417293429374695e-05,9.795324876904488e-05,9.040487930178642e-05,8.796392939984799e-05,8.591008372604847e-05,8.417293429374695e-05,8.526258170604706e-05,1,F,10,PF-DEV,9.616728633147233e-05
1000,10,3,2,0,True,5.564000457525253e-05,6.632693111896515e-05,5.732197314500809e-05,5.7533429935574534e-05,5.657551810145378e-05,5.564000457525253e-05,5.6244898587465286e-05,1,C,10,PF-0.20.2,6.340463535082613e-05
1000,10,3,2,0,True,9.709317237138748e-05,0.00011121481657028198,0.00010204315185546875,0.00010054768063127995,9.868317283689976e-05,9.709317237138748e-05,9.834067896008492e-05,1,C,10,PF-DEV,0.00010874527214578735
1000,10,3,2,0,True,5.5348966270685196e-05,6.580725312232971e-05,5.646189674735069e-05,5.701258778572083e-05,5.605490878224373e-05,5.5348966270685196e-05,5.5573880672454834e-05,1,F,10,PF-0.20.2,6.289346131432685e-05
1000,10,3,2,0,True,9.726686403155327e-05,0.00010962691158056259,0.00010189134627580643,0.00010023540817201137,9.850435890257359e-05,9.726686403155327e-05,9.759096428751945e-05,1,F,10,PF-DEV,0.00010757619653036593
10000,10,3,2,0,True,0.00014998856244373437,0.00015851110219955444,0.00015776604413986206,0.0001560417003929615,0.00015755859203636646,0.0001488281413912773,0.00015698513016104698,1,C,10,PF-0.20.2,0.00015851110219955444
10000,10,3,2,0,True,0.00020026788115501404,0.00023103691637516022,0.00022100843489170074,0.00020924927666783334,0.00020291446708142757,0.00020026788115501404,0.0002023233100771904,1,C,10,PF-DEV,0.00023103691637516022
10000,10,3,2,0,True,0.00015353597700595856,0.00016596168279647827,0.00015679607167840004,0.00015709875151515007,0.00015637767501175404,0.00015353597700595856,0.00015531620010733604,1,F,10,PF-0.20.2,0.00016386860447481852
10000,10,3,2,0,True,0.0001962464302778244,0.00023703603073954582,0.00020093005150556564,0.00020325006917119027,0.00019978545606136322,0.0001962464302778244,0.00019938824698328972,1,F,10,PF-DEV,0.00022569148398850555
1,10,3,5,0,False,0.0006220065988600254,0.0006515919230878353,0.0006321868859231472,0.0006297799758613109,0.0006261463277041912,0.0006220065988600254,0.0006254739128053188,1,C,10,PF-0.20.2,0.0006458501388252499
1,10,3,5,0,False,0.0006705420091748238,0.0006834594532847404,0.0006760060787200928,0.0006746657192707062,0.0006731899920850992,0.0006705420091748238,0.0006718821823596954,1,C,10,PF-DEV,0.0006824383160330086
1,10,3,5,0,False,0.0006221751682460308,0.0006357142701745033,0.0006322218105196953,0.0006273743230849505,0.0006257097702473402,0.0006221751682460308,0.0006240741349756718,1,F,10,PF-0.20.2,0.0006357142701745033
1,10,3,5,0,False,0.0006574951112270355,0.0006759930402040482,0.0006689182482659817,0.0006651155650615692,0.0006630090065300465,0.0006574951112270355,0.0006627473048865795,1,F,10,PF-DEV,0.0006759930402040482
10,10,3,5,0,False,0.0006948206573724747,0.0007104426622390747,0.0007054489105939865,0.0007009272463619709,0.0006986709777265787,0.0006948206573724747,0.0006967899389564991,1,C,10,PF-0.20.2,0.0007104426622390747
10,10,3,5,0,False,0.0007403152994811535,0.0007616272196173668,0.0007504411041736603,0.0007469791453331709,0.0007447407115250826,0.0007403152994811535,0.000742992851883173,1,C,10,PF-DEV,0.0007595967023372562
10,10,3,5,0,False,0.0006922958418726921,0.0007063727825880051,0.0007057120092213154,0.0007002206053584814,0.0006999806500971317,0.0006922958418726921,0.0006992449052631855,1,F,10,PF-0.20.2,0.0007063727825880051
10,10,3,5,0,False,0.0007439609616994858,0.0007805009372532368,0.0007524569518864155,0.0007534827571362257,0.0007468860130757093,0.0007439609616994858,0.000745928380638361,1,F,10,PF-DEV,0.0007796953054677413
100,10,3,5,0,False,0.0007527419365942478,0.0007764319889247417,0.0007610470056533813,0.0007603364065289497,0.0007589254528284073,0.0007527419365942478,0.0007552807219326496,1,C,10,PF-0.20.2,0.0007752472412558408
100,10,3,5,0,False,0.0008049067109823227,0.0008290410041809082,0.0008182711899280548,0.000812126835808158,0.0008082767017185688,0.0008049067109823227,0.0008072778582572937,1,C,10,PF-DEV,0.0008266432791775008
100,10,3,5,0,False,0.0007369830273091793,0.0007674950174987316,0.0007512820884585381,0.0007472476456314326,0.0007454210426658392,0.0007369830273091793,0.0007442650385200977,1,F,10,PF-0.20.2,0.0007645326024033873
100,10,3,5,0,False,0.0007953238673508167,0.0008198171854019165,0.000808018259704113,0.0008043997455388308,0.0008029809687286615,0.0007953238673508167,0.0008018543012440205,1,F,10,PF-DEV,0.0008169250325001179
1000,10,3,5,0,False,0.0012030759826302528,0.0012224451638758183,0.0012172446586191654,0.0012133353389799594,0.0012143158819526434,0.0012030759826302528,0.0012126979418098927,1,C,10,PF-0.20.2,0.0012224451638758183
1000,10,3,5,0,False,0.0011715027503669262,0.001205654814839363,0.0011817780323326588,0.0011798280291259288,0.0011767365504056215,0.0011715027503669262,0.001175852958112955,1,C,10,PF-DEV,0.0011980772725184064
1000,10,3,5,0,False,0.001206940971314907,0.0012355949729681015,0.001231905072927475,0.0012230032589286566,0.0012226870749145746,0.001206940971314907,0.0012180698104202747,1,F,10,PF-0.20.2,0.0012355949729681015
1000,10,3,5,0,False,0.001167727168649435,0.0012088599614799023,0.0011855559423565865,0.0011807382572442294,0.0011781083885580301,0.001167727168649435,0.0011765570379793644,1,F,10,PF-DEV,0.0012028482181919457
10000,10,3,5,0,False,0.005289917343732512,0.006272806320339441,0.006263934541493654,0.006034821411594749,0.006226399214938283,0.005267087835818529,0.006222018040716648,1,C,10,PF-0.20.2,0.006272806320339441
10000,10,3,5,0,False,0.005193168763071299,0.0052368477918207645,0.005234559997916222,0.005213483981788158,0.0052069120574742556,0.005193168763071299,0.005200871266424656,1,C,10,PF-DEV,0.0052368477918207645
10000,10,3,5,0,False,0.006180343218147755,0.010143394116312265,0.006275869905948639,0.006621981877833605,0.006230664439499378,0.006180343218147755,0.006216099951416254,1,F,10,PF-0.20.2,0.008923405245384123
10000,10,3,5,0,False,0.005189280025660992,0.005310866981744766,0.005232035648077726,0.005217331647872925,0.005203404929488897,0.005189280025660992,0.005196872167289257,1,F,10,PF-DEV,0.005285888068959297
1,10,3,5,0,True,0.00029029790312051773,0.004963915329426527,0.0002940250560641289,0.0007617894094437361,0.0002924934960901737,0.00029029790312051773,0.0002911388874053955,1,C,10,PF-0.20.2,0.0035072260987039756
1,10,3,5,0,True,0.0003315065987408161,0.00037404196336865425,0.0003362540155649185,0.0003383873961865902,0.0003339813556522131,0.0003315065987408161,0.00033349497243762016,1,C,10,PF-DEV,0.00036212592019144125
1,10,3,5,0,True,0.00028330693021416664,0.000299639068543911,0.0002869819290935993,0.00028663454577326775,0.0002852128818631172,0.00028330693021416664,0.00028455303981900215,1,F,10,PF-0.20.2,0.0002955562889748122
