lib,N,dataset,dim,model,norm,repeat,number,min,max,mean,lower,upper,count,median,diff_ort,upper_diff_ort,lower_diff_ort,diff_pyrt,upper_diff_pyrt,lower_diff_pyrt,diff_pyrtc,upper_diff_pyrtc,lower_diff_pyrtc,fit_estimator_weights_.shape,fit_estimator_errors_.shape,fit_classes_.shape,fit_n_classes_,fit_estimators_.size,fit_estimators_.n_classes_,fit_estimators_.max|tree_.max_depth,fit_estimators_.classes_.shape,fit_estimators_.n_features_,fit_estimators_.sum|tree_.node_count,fit_estimators_.sum|tree_.leave_count,fit_class_count_.shape,fit_feature_count_.shape,fit_feature_log_prob_.shape,fit_class_log_prior_.shape,fit_n_features_,fit_tree_.node_count,fit_tree_.leave_count,fit_tree_.max_depth,fit_estimators_.shape,fit_train_score_.shape,fit_estimators_.sum|.sum|tree_.leave_count,fit_estimators_..n_classes_,fit_estimators_.max|.max|tree_.max_depth,fit_estimators_..n_features_,fit_estimators_.sum|.sum|tree_.node_count,fit_objective,fit_n_classes,fit_node_count,fit_ntrees,fit_leave_count,fit_mode_count,fit_coef_.shape,fit_intercept_.shape,fit_n_iter_.shape,fit_best_loss_.shape,fit_loss_.shape,fit_class_weight_.shape,fit_support_.shape,fit_support_vectors_.shape,fit_dual_coef_.shape,fit_probA_.shape,fit_probB_.shape
pyrt,500,breast_cancer,-1,ADA-ZM,False,5,1,0.006998075172305107,0.007591571658849716,0.00713255126029253,0.006998075172305107,0.007584671707468176,5,0.007006160914897919,7.936016876985974e-08,7.936016876985974e-08,7.936016876985974e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,50.0,50.0,2.0,2.0,50.0,2.0,1.0,2.0,30.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,500,breast_cancer,-1,ADA-ZM,False,5,1,0.004852005280554295,0.115813709795475,0.02723157685250044,0.004852005280554295,0.11404264972898666,5,0.005097757093608379,7.936016876985974e-08,7.936016876985974e-08,7.936016876985974e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,50.0,50.0,2.0,2.0,50.0,2.0,1.0,2.0,30.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,1000,breast_cancer,-1,ADA-ZM,False,5,1,0.006300725974142551,0.0077447425574064255,0.00659647099673748,0.006300725974142551,0.007721848299491014,5,0.0063107432797551155,7.936016876985974e-08,7.936016876985974e-08,7.936016876985974e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,50.0,50.0,2.0,2.0,50.0,2.0,1.0,2.0,30.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,1000,breast_cancer,-1,ADA-ZM,False,5,1,0.010873292572796345,0.011185667477548122,0.010968775488436222,0.010873292572796345,0.011185667477548122,5,0.010919933207333088,7.936016876985974e-08,7.936016876985974e-08,7.936016876985974e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,50.0,50.0,2.0,2.0,50.0,2.0,1.0,2.0,30.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,1000,breast_cancer,-1,ADA-ZM,False,5,1,0.008439816534519196,0.009501091204583645,0.008661523088812828,0.008439816534519196,0.009484466724067834,5,0.008457686752080917,7.936016876985974e-08,7.936016876985974e-08,7.936016876985974e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,50.0,50.0,2.0,2.0,50.0,2.0,1.0,2.0,30.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,1000,breast_cancer,-1,ADA-ZM,False,5,1,0.006244615651667118,0.007034600712358952,0.006418502517044544,0.006244615651667118,0.007022776072785011,5,0.006273924373090267,7.936016876985974e-08,7.936016876985974e-08,7.936016876985974e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,50.0,50.0,2.0,2.0,50.0,2.0,1.0,2.0,30.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,2000,breast_cancer,-1,ADA-ZM,False,5,1,0.012175489217042923,0.013404946774244308,0.012441305816173554,0.012175489217042923,0.01338651612922799,5,0.012204696424305439,7.936016876985974e-08,7.936016876985974e-08,7.936016876985974e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,50.0,50.0,2.0,2.0,50.0,2.0,1.0,2.0,30.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,2000,breast_cancer,-1,ADA-ZM,False,5,1,0.014825962483882904,0.015074689872562885,0.01489743273705244,0.014825962483882904,0.015074561734265187,5,0.014855795539915562,7.936016876985974e-08,7.936016876985974e-08,7.936016876985974e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,50.0,50.0,2.0,2.0,50.0,2.0,1.0,2.0,30.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,2000,breast_cancer,-1,ADA-ZM,False,5,1,0.011238732375204563,0.012532905675470829,0.011517024226486683,0.011238732375204563,0.012512989520847733,5,0.011265532113611698,7.936016876985974e-08,7.936016876985974e-08,7.936016876985974e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,50.0,50.0,2.0,2.0,50.0,2.0,1.0,2.0,30.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,2000,breast_cancer,-1,ADA-ZM,False,5,1,0.009128861129283905,0.010211731307208538,0.009363849088549614,0.009128861129283905,0.010196150274764407,5,0.009142529219388962,7.936016876985974e-08,7.936016876985974e-08,7.936016876985974e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,50.0,50.0,2.0,2.0,50.0,2.0,1.0,2.0,30.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,5000,breast_cancer,-1,ADA-ZM,False,5,1,0.029810304753482342,0.030776110477745533,0.0301581421867013,0.029810304753482342,0.030776110477745533,5,0.02981842216104269,7.936016876985974e-08,7.936016876985974e-08,7.936016876985974e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,50.0,50.0,2.0,2.0,50.0,2.0,1.0,2.0,30.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,5000,breast_cancer,-1,ADA-ZM,False,5,1,0.026486254297196865,0.02671601064503193,0.02654034160077572,0.026486254297196865,0.026713188416367852,5,0.02650269027799368,7.936016876985974e-08,7.936016876985974e-08,7.936016876985974e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,50.0,50.0,2.0,2.0,50.0,2.0,1.0,2.0,30.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,5000,breast_cancer,-1,ADA-ZM,False,5,1,0.019552981480956078,0.021346461959183216,0.020081935822963713,0.019552981480956078,0.021346461959183216,5,0.019877322018146515,7.936016876985974e-08,7.936016876985974e-08,7.936016876985974e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,50.0,50.0,2.0,2.0,50.0,2.0,1.0,2.0,30.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,5000,breast_cancer,-1,ADA-ZM,False,5,1,0.017275861464440823,0.01939744222909212,0.01771535538136959,0.017275861464440823,0.019364031950022717,5,0.017295812256634235,7.936016876985974e-08,7.936016876985974e-08,7.936016876985974e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,50.0,50.0,2.0,2.0,50.0,2.0,1.0,2.0,30.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,10000,breast_cancer,-1,ADA-ZM,False,5,1,0.05934839975088835,0.06078800465911627,0.05988927744328976,0.05934839975088835,0.06078800465911627,5,0.05939724016934633,7.936016876985974e-08,7.936016876985974e-08,7.936016876985974e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,50.0,50.0,2.0,2.0,50.0,2.0,1.0,2.0,30.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,10000,breast_cancer,-1,ADA-ZM,False,5,1,0.04473199415951967,0.04676872491836548,0.04587750714272261,0.04473199415951967,0.04676872491836548,5,0.045964389108121395,7.936016876985974e-08,7.936016876985974e-08,7.936016876985974e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,50.0,50.0,2.0,2.0,50.0,2.0,1.0,2.0,30.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,10000,breast_cancer,-1,ADA-ZM,False,5,1,0.03299785126000643,0.03434539306908846,0.03329732790589333,0.03299785126000643,0.03432610284880185,5,0.03305085934698582,7.936016876985974e-08,7.936016876985974e-08,7.936016876985974e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,50.0,50.0,2.0,2.0,50.0,2.0,1.0,2.0,30.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,10000,breast_cancer,-1,ADA-ZM,False,5,1,0.031117040663957596,0.03443297278136015,0.031811498478055,0.031117040663957596,0.03438169882919802,5,0.031143500469624996,7.936016876985974e-08,7.936016876985974e-08,7.936016876985974e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,50.0,50.0,2.0,2.0,50.0,2.0,1.0,2.0,30.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,20000,breast_cancer,-1,ADA-ZM,False,5,1,0.1139810448512435,0.12240355275571346,0.11864717528223992,0.1139810448512435,0.12240355275571346,5,0.11835997831076384,7.936016876985974e-08,7.936016876985974e-08,7.936016876985974e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,50.0,50.0,2.0,2.0,50.0,2.0,1.0,2.0,30.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,20000,breast_cancer,-1,ADA-ZM,False,5,1,0.07960549555718899,0.08485546614974737,0.08206495195627213,0.07960549555718899,0.08485546614974737,5,0.08190427999943495,7.936016876985974e-08,7.936016876985974e-08,7.936016876985974e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,50.0,50.0,2.0,2.0,50.0,2.0,1.0,2.0,30.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,20000,breast_cancer,-1,ADA-ZM,False,5,1,0.06037831399589777,0.06356012355536222,0.061041169613599774,0.06037831399589777,0.06351048793156344,5,0.06041858345270157,7.936016876985974e-08,7.936016876985974e-08,7.936016876985974e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,50.0,50.0,2.0,2.0,50.0,2.0,1.0,2.0,30.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,20000,breast_cancer,-1,ADA-ZM,False,5,1,0.058265116065740585,0.06470485217869282,0.059683230705559254,0.058265116065740585,0.06461305822023736,5,0.05851440690457821,7.936016876985974e-08,7.936016876985974e-08,7.936016876985974e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,50.0,50.0,2.0,2.0,50.0,2.0,1.0,2.0,30.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,50000,breast_cancer,-1,ADA-ZM,False,5,1,0.2833794867619872,0.29897571727633476,0.29265564139932393,0.2833794867619872,0.29897571727633476,5,0.29324295930564404,7.936016876985974e-08,7.936016876985974e-08,7.936016876985974e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,50.0,50.0,2.0,2.0,50.0,2.0,1.0,2.0,30.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,50000,breast_cancer,-1,ADA-ZM,False,5,1,0.19368713535368443,0.2058263886719942,0.1972757125273347,0.19368713535368443,0.2058263886719942,5,0.19594877492636442,7.936016876985974e-08,7.936016876985974e-08,7.936016876985974e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,50.0,50.0,2.0,2.0,50.0,2.0,1.0,2.0,30.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,50000,breast_cancer,-1,ADA-ZM,False,5,1,0.1403095480054617,0.14717553090304136,0.14195385947823524,0.1403095480054617,0.14708551737711345,5,0.1406976031139493,7.936016876985974e-08,7.936016876985974e-08,7.936016876985974e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,50.0,50.0,2.0,2.0,50.0,2.0,1.0,2.0,30.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,50000,breast_cancer,-1,ADA-ZM,False,5,1,0.1398862274363637,0.1538855079561472,0.14271619059145452,0.1398862274363637,0.15366225181981044,5,0.1399389011785388,7.936016876985974e-08,7.936016876985974e-08,7.936016876985974e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,9.534109368658505e-08,50.0,50.0,2.0,2.0,50.0,2.0,1.0,2.0,30.0,150.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,1,breast_cancer,-1,ADA-ZM,True,5,1,0.00041271746158599854,0.005662640556693077,0.0014891069382429122,0.00041271746158599854,0.0055800750288496695,5,0.00042265839874744415,3.954284694129839e-08,5.999849983506778e-08,1.8101859899921635e-08,3.954284694129839e-08,5.999849983506778e-08,1.8101859899921635e-08,3.954284694129839e-08,5.999849983506778e-08,1.8101859899921635e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,1,breast_cancer,-1,ADA-ZM,True,5,1,0.006342239677906036,0.006712332367897034,0.0064440444111824036,0.006342239677906036,0.006710172327845882,5,0.006389799527823925,3.954284694129839e-08,5.999849983506778e-08,1.8101859899921635e-08,3.954284694129839e-08,5.999849983506778e-08,1.8101859899921635e-08,3.954284694129839e-08,5.999849983506778e-08,1.8101859899921635e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,1,breast_cancer,-1,ADA-ZM,True,5,1,0.005242175422608852,0.00569870974868536,0.005343533866107464,0.005242175422608852,0.005691841997675316,5,0.005258994176983833,3.954284694129839e-08,5.999849983506778e-08,1.8101859899921635e-08,3.954284694129839e-08,5.999849983506778e-08,1.8101859899921635e-08,3.954284694129839e-08,5.999849983506778e-08,1.8101859899921635e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,1,breast_cancer,-1,ADA-ZM,True,5,1,0.003118302673101425,0.003278583288192749,0.00315201785415411,0.003118302673101425,0.00327611383121377,5,0.0031204167753458023,3.954284694129839e-08,5.999849983506778e-08,1.8101859899921635e-08,3.954284694129839e-08,5.999849983506778e-08,1.8101859899921635e-08,3.954284694129839e-08,5.999849983506778e-08,1.8101859899921635e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,2,breast_cancer,-1,ADA-ZM,True,5,1,0.00043050479143857956,0.0012757079675793648,0.0006064368411898613,0.00043050479143857956,0.0012625613853112319,5,0.0004376927390694618,4.964924958938965e-08,7.299129411997285e-08,3.426587602550768e-08,4.8884859693565376e-08,7.259483125743316e-08,3.426587602550768e-08,4.8884859693565376e-08,7.259483125743316e-08,3.426587602550768e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,2,breast_cancer,-1,ADA-ZM,True,5,1,0.00654057040810585,0.006721161305904388,0.0065952537581324576,0.00654057040810585,0.006721161305904388,5,0.006570641882717609,4.964924958938965e-08,7.299129411997285e-08,3.426587602550768e-08,4.8884859693565376e-08,7.259483125743316e-08,3.426587602550768e-08,4.8884859693565376e-08,7.259483125743316e-08,3.426587602550768e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,2,breast_cancer,-1,ADA-ZM,True,5,1,0.005339671857655048,0.005425363779067993,0.0053635044023394585,0.005339671857655048,0.005424740096139316,5,0.005350328050553799,4.964924958938965e-08,7.299129411997285e-08,3.426587602550768e-08,4.8884859693565376e-08,7.259483125743316e-08,3.426587602550768e-08,4.8884859693565376e-08,7.259483125743316e-08,3.426587602550768e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,2,breast_cancer,-1,ADA-ZM,True,5,1,0.0031588375568389893,0.0032549165189266205,0.003188769333064556,0.0031588375568389893,0.0032549165189266205,5,0.0031673870980739594,4.964924958938965e-08,7.299129411997285e-08,3.426587602550768e-08,4.8884859693565376e-08,7.259483125743316e-08,3.426587602550768e-08,4.8884859693565376e-08,7.259483125743316e-08,3.426587602550768e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,5,breast_cancer,-1,ADA-ZM,True,5,1,0.0004458259791135788,0.0013072257861495018,0.0006236976012587547,0.0004458259791135788,0.0012937227211871098,5,0.00045072566717863083,5.971666839910128e-08,7.220649145267544e-08,3.889028693526697e-08,5.554837225751896e-08,7.279904568058271e-08,3.7089912141574644e-08,5.554837225751896e-08,7.279904568058271e-08,3.7089912141574644e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,5,breast_cancer,-1,ADA-ZM,True,5,1,0.006546947173774242,0.006758878007531166,0.006602509878575802,0.006546947173774242,0.0067568765689012995,5,0.006567342206835747,5.971666839910128e-08,7.220649145267544e-08,3.889028693526697e-08,5.554837225751896e-08,7.279904568058271e-08,3.7089912141574644e-08,5.554837225751896e-08,7.279904568058271e-08,3.7089912141574644e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,5,breast_cancer,-1,ADA-ZM,True,5,1,0.005347405560314655,0.005440128967165947,0.005374092049896717,0.005347405560314655,0.005439954888151203,5,0.0053625209257006645,5.971666839910128e-08,7.220649145267544e-08,3.889028693526697e-08,5.554837225751896e-08,7.279904568058271e-08,3.7089912141574644e-08,5.554837225751896e-08,7.279904568058271e-08,3.7089912141574644e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,5,breast_cancer,-1,ADA-ZM,True,5,1,0.0031697191298007965,0.003277946263551712,0.0031972644850611688,0.0031697191298007965,0.0032767369511234002,5,0.0031796609982848167,5.971666839910128e-08,7.220649145267544e-08,3.889028693526697e-08,5.554837225751896e-08,7.279904568058271e-08,3.7089912141574644e-08,5.554837225751896e-08,7.279904568058271e-08,3.7089912141574644e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,10,breast_cancer,-1,ADA-ZM,True,5,1,0.0004732199013233185,0.0013396413996815681,0.0006495770066976547,0.0004732199013233185,0.0013258813862414899,5,0.0004775896668434143,5.737782104997535e-08,6.926672002638412e-08,4.2876142747338974e-08,5.862625169772429e-08,6.501189175889266e-08,4.994256952439713e-08,5.862625169772429e-08,6.501189175889266e-08,4.994256952439713e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,10,breast_cancer,-1,ADA-ZM,True,5,1,0.006563927978277206,0.006778774783015251,0.006625963002443313,0.006563927978277206,0.006778249193218448,5,0.0065904464572668076,5.737782104997535e-08,6.926672002638412e-08,4.2876142747338974e-08,5.862625169772429e-08,6.501189175889266e-08,4.994256952439713e-08,5.862625169772429e-08,6.501189175889266e-08,4.994256952439713e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,10,breast_cancer,-1,ADA-ZM,True,5,1,0.00540587306022644,0.005484262481331825,0.00542809497565031,0.00540587306022644,0.005483908972501319,5,0.0054159145802259445,5.737782104997535e-08,6.926672002638412e-08,4.2876142747338974e-08,5.862625169772429e-08,6.501189175889266e-08,4.994256952439713e-08,5.862625169772429e-08,6.501189175889266e-08,4.994256952439713e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,10,breast_cancer,-1,ADA-ZM,True,5,1,0.0032882029190659523,0.003315124660730362,0.0032948097214102745,0.0032882029190659523,0.0033148494464491697,5,0.003290514461696148,5.737782104997535e-08,6.926672002638412e-08,4.2876142747338974e-08,5.862625169772429e-08,6.501189175889266e-08,4.994256952439713e-08,5.862625169772429e-08,6.501189175889266e-08,4.994256952439713e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,20,breast_cancer,-1,ADA-ZM,True,5,1,0.0005484176799654961,0.0013835188001394272,0.0007188307121396065,0.0005484176799654961,0.0013702479102362126,5,0.0005526607856154442,7.411896587594669e-08,7.936016876985974e-08,6.926672002638412e-08,7.007279501092256e-08,7.677015501084128e-08,5.1818127899672106e-08,7.007279501092256e-08,7.677015501084128e-08,5.1818127899672106e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,20,breast_cancer,-1,ADA-ZM,True,5,1,0.0066014183685183525,0.006803662516176701,0.006655196100473404,0.0066014183685183525,0.006802407923409671,5,0.006617715582251549,7.411896587594669e-08,7.936016876985974e-08,6.926672002638412e-08,7.007279501092256e-08,7.677015501084128e-08,5.1818127899672106e-08,7.007279501092256e-08,7.677015501084128e-08,5.1818127899672106e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,20,breast_cancer,-1,ADA-ZM,True,5,1,0.0054298825562000275,0.0055104633793234825,0.0054525772109627725,0.0054298825562000275,0.0055104633793234825,5,0.005442308261990547,7.411896587594669e-08,7.936016876985974e-08,6.926672002638412e-08,7.007279501092256e-08,7.677015501084128e-08,5.1818127899672106e-08,7.007279501092256e-08,7.677015501084128e-08,5.1818127899672106e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,20,breast_cancer,-1,ADA-ZM,True,5,1,0.0033042607828974724,0.003336869180202484,0.00331527478992939,0.0033042607828974724,0.003336869180202484,5,0.0033110370859503746,7.411896587594669e-08,7.936016876985974e-08,6.926672002638412e-08,7.007279501092256e-08,7.677015501084128e-08,5.1818127899672106e-08,7.007279501092256e-08,7.677015501084128e-08,5.1818127899672106e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,50,breast_cancer,-1,ADA-ZM,True,5,1,0.0007371688261628151,0.0015910984948277473,0.0009171636775135994,0.0007371688261628151,0.001577999129508611,5,0.000745539553463459,7.331151099521094e-08,7.936016876985974e-08,6.636400595727565e-08,7.305963858339482e-08,7.677015501084128e-08,6.636400595727565e-08,7.305963858339482e-08,7.677015501084128e-08,6.636400595727565e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,50,breast_cancer,-1,ADA-ZM,True,5,1,0.006713873706758022,0.006920605897903442,0.006770152412354946,0.006713873706758022,0.0069200784674555045,5,0.006737655960023403,7.331151099521094e-08,7.936016876985974e-08,6.636400595727565e-08,7.305963858339482e-08,7.677015501084128e-08,6.636400595727565e-08,7.305963858339482e-08,7.677015501084128e-08,6.636400595727565e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,50,breast_cancer,-1,ADA-ZM,True,5,1,0.005505019798874855,0.0056090690195560455,0.005532979033887386,0.005505019798874855,0.005608461125692042,5,0.005517654120922089,7.331151099521094e-08,7.936016876985974e-08,6.636400595727565e-08,7.305963858339482e-08,7.677015501084128e-08,6.636400595727565e-08,7.305963858339482e-08,7.677015501084128e-08,6.636400595727565e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,50,breast_cancer,-1,ADA-ZM,True,5,1,0.003406680189073086,0.0034434394910931587,0.003417779132723808,0.003406680189073086,0.003443421492732137,5,0.0034126173704862595,7.331151099521094e-08,7.936016876985974e-08,6.636400595727565e-08,7.305963858339482e-08,7.677015501084128e-08,6.636400595727565e-08,7.305963858339482e-08,7.677015501084128e-08,6.636400595727565e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,100,breast_cancer,-1,ADA-ZM,True,5,1,0.0010537141934037209,0.0019142255187034607,0.0012297803536057473,0.0010537141934037209,0.001900578985409549,5,0.0010615037754178047,7.741143055461919e-08,7.936016876985974e-08,7.220649145267544e-08,8.048434274599003e-08,9.534109368658505e-08,7.677015501084128e-08,8.048434274599003e-08,9.534109368658505e-08,7.677015501084128e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,100,breast_cancer,-1,ADA-ZM,True,5,1,0.007127433083951473,0.007335083559155464,0.007178601436316967,0.007127433083951473,0.007333831411706409,5,0.007136133499443531,7.741143055461919e-08,7.936016876985974e-08,7.220649145267544e-08,8.048434274599003e-08,9.534109368658505e-08,7.677015501084128e-08,8.048434274599003e-08,9.534109368658505e-08,7.677015501084128e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,100,breast_cancer,-1,ADA-ZM,True,5,1,0.005631006322801113,0.005717212334275246,0.005654721893370152,0.005631006322801113,0.005717142506902315,5,0.005643455311655998,7.741143055461919e-08,7.936016876985974e-08,7.220649145267544e-08,8.048434274599003e-08,9.534109368658505e-08,7.677015501084128e-08,8.048434274599003e-08,9.534109368658505e-08,7.677015501084128e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,100,breast_cancer,-1,ADA-ZM,True,5,1,0.0034982040524482727,0.0035347063094377518,0.003509110398590565,0.0034982040524482727,0.0035347063094377518,5,0.0035030459985136986,7.741143055461919e-08,7.936016876985974e-08,7.220649145267544e-08,8.048434274599003e-08,9.534109368658505e-08,7.677015501084128e-08,8.048434274599003e-08,9.534109368658505e-08,7.677015501084128e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
