method,lib,skl_nb_base_estimators,N,dim,fit_intercept,onnx_options,repeat,number,min,max,min3,max3,mean,lower,upper,count,median,error_c,onnx_nodes,onnx_opset,ort_size,error
predict_proba,onxpython_compiled,,1000,20,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.00014216220006346703,0.00018524890765547752,0.00014247698709368706,0.0001537976786494255,0.00014452741481363774,0.00014216220006346703,0.00015347079329123517,100,0.00014362717047333717,0,2.0,12.0,650.0,
predict_proba,onxonnxruntime1,,1000,20,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.00014103902503848076,0.00019823992624878883,0.00014133285731077194,0.00015116343274712563,0.0001436617597937584,0.00014103902503848076,0.0001550027823370908,100,0.00014260993339121342,0,2.0,12.0,650.0,
predict,py,,1000,20,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,2.2380147129297256e-05,3.971392288804054e-05,2.3292377591133118e-05,2.71000899374485e-05,2.4984362535178662e-05,2.2380147129297256e-05,2.8450497933746207e-05,100,2.4772481992840767e-05,0,,,,
predict_proba,py,,1000,20,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,7.547298446297646e-05,0.00010427460074424744,7.577380165457726e-05,8.326908573508263e-05,7.771896664053201e-05,7.547298446297646e-05,8.373714279268397e-05,100,7.716752588748932e-05,0,,,,
predict,skl,1.0,10000,20,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.0001652771607041359,0.0003801509737968445,0.00016722595319151878,0.00023548444733023643,0.00017856090795248747,0.0001652771607041359,0.00022481962628553495,100,0.00017418689094483852,1,,,,ERROR: Dim (10000 )-(10000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(32  'predict')'.
predict,onxpython_compiled,,10000,20,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.0007883529178798199,0.0008548512123525143,0.0007902081124484539,0.0008093747310340405,0.0007963004382327199,0.0007883529178798199,0.0008111735728813716,100,0.0007946353871375322,1,2.0,12.0,650.0,ERROR: Dim (10000 )-(10000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(32  'predict')'.
predict,onxonnxruntime1,,10000,20,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.0010838583111763,0.0012138611637055874,0.0010901461355388165,0.001164277084171772,0.0011444846214726566,0.001104759151944526,0.0011842100910007872,100,0.0011504311114549637,1,2.0,12.0,650.0,ERROR: Dim (10000 )-(10000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(32  'predict')'.
predict_proba,skl,1.0,10000,20,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.00030696531757712364,0.000409476924687624,0.00030851829797029495,0.0003662779927253723,0.0003483026009052992,0.00032076926967286384,0.00037583593213773455,100,0.0003504101186990738,1,,,,ERROR: Dim (10000 )-(10000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(32  'predict')'.
predict_proba,onxpython_compiled,,10000,20,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.0008021029643714428,0.0012707123532891273,0.0008053542114794254,0.0008629742078483105,0.0008181127952411771,0.0008021029643714428,0.0009168606796619488,100,0.0008099230471998453,1,2.0,12.0,650.0,ERROR: Dim (10000 )-(10000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(32  'predict')'.
predict_proba,onxonnxruntime1,,10000,20,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.0011004791595041752,0.001196401659399271,0.0011048638261854649,0.0011835279874503613,0.0011593496566638351,0.0011130673195768202,0.001196401659399271,100,0.001168606337159872,1,2.0,12.0,650.0,ERROR: Dim (10000 )-(10000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(32  'predict')'.
predict,py,,10000,20,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.00010449299588799477,0.00016176700592041016,0.0001072147861123085,0.00013904226943850517,0.00011684664059430361,0.00010449299588799477,0.00013298538346326802,100,0.00011798110790550709,1,,,,ERROR: Dim (10000 )-(10000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(32  'predict')'.
predict_proba,py,,10000,20,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.00042477622628211975,0.0005014766938984394,0.00042546819895505905,0.00044112419709563255,0.0004307445697486401,0.00042477622628211975,0.00044645213307969344,100,0.00042918440885841846,1,,,,ERROR: Dim (10000 )-(10000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(32  'predict')'.
predict,skl,1.0,1,50,True,,100,1,5.434639751911163e-05,0.00010095909237861633,5.453266203403473e-05,6.363773718476295e-05,5.590065382421017e-05,5.434639751911163e-05,6.53409098808676e-05,100,5.507492460310459e-05,0,,,,
predict,onxpython_compiled,,1,50,True,,100,1,4.2877160012722015e-05,7.769977673888206e-05,4.296703264117241e-05,5.0496309995651245e-05,4.416325129568577e-05,4.2877160012722015e-05,5.1297811710221594e-05,100,4.3507665395736694e-05,0,4.0,12.0,1114.0,
predict,onxonnxruntime1,,1,50,True,,100,1,2.8246082365512848e-05,7.665902376174927e-05,2.832803875207901e-05,3.099814057350159e-05,2.924507949501276e-05,2.8246082365512848e-05,3.869595430501698e-05,100,2.863677218556404e-05,0,4.0,12.0,1114.0,
predict_proba,skl,1.0,1,50,True,,100,1,7.760897278785706e-05,0.00010587973520159721,7.778126746416092e-05,8.872291073203087e-05,7.917145732790232e-05,7.760897278785706e-05,8.580088994904942e-05,100,7.832655683159828e-05,0,,,,
predict_proba,onxpython_compiled,,1,50,True,,100,1,4.228902980685234e-05,5.829194560647011e-05,4.2460858821868896e-05,4.889117553830147e-05,4.323663655668497e-05,4.228902980685234e-05,4.686925682312394e-05,100,4.284502938389778e-05,0,4.0,12.0,1114.0,
predict_proba,onxonnxruntime1,,1,50,True,,100,1,2.6535242795944214e-05,4.270533099770546e-05,2.6644207537174225e-05,2.8703827410936356e-05,2.7160639874637126e-05,2.6535242795944214e-05,3.0465444857263535e-05,100,2.6888679713010788e-05,0,4.0,12.0,1114.0,
predict,py,,1,50,True,,100,1,1.1085066944360733e-05,2.0830892026424408e-05,1.1208001524209976e-05,1.2943055480718613e-05,1.1633350513875485e-05,1.1085066944360733e-05,1.3901016534780817e-05,100,1.146690919995308e-05,0,,,,
predict_proba,py,,1,50,True,,100,1,3.685196861624718e-05,5.859276279807091e-05,3.694882616400719e-05,4.1470397263765335e-05,3.7675299681723116e-05,3.685196861624718e-05,4.2487106673709486e-05,100,3.724033012986183e-05,0,,,,
predict,skl,1.0,10,50,True,,100,1,5.196593701839447e-05,7.309205830097198e-05,5.2060000598430634e-05,5.838880315423012e-05,5.288621876388788e-05,5.196593701839447e-05,5.7360999947029536e-05,100,5.244347266852856e-05,0,,,,
predict,onxpython_compiled,,10,50,True,,100,1,4.534376785159111e-05,6.69439323246479e-05,4.5404769480228424e-05,5.370192229747772e-05,4.63643716648221e-05,4.534376785159111e-05,5.139726781464361e-05,100,4.5715365558862686e-05,0,4.0,12.0,1114.0,
predict,onxonnxruntime1,,10,50,True,,100,1,3.259815275669098e-05,5.207536742091179e-05,3.2701995223760605e-05,3.843987360596657e-05,3.3788695000112056e-05,3.259815275669098e-05,3.77910119491081e-05,100,3.335881046950817e-05,0,4.0,12.0,1114.0,
predict_proba,skl,1.0,10,50,True,,100,1,7.318565621972084e-05,9.270897135138512e-05,7.3285773396492e-05,8.215289562940598e-05,7.447531912475824e-05,7.318565621972084e-05,7.953057727934922e-05,100,7.379334419965744e-05,0,,,,
predict_proba,onxpython_compiled,,10,50,True,,100,1,4.535587504506111e-05,6.141280755400658e-05,4.551513120532036e-05,5.195196717977524e-05,4.636675585061312e-05,4.535587504506111e-05,5.008874656781577e-05,100,4.596402868628502e-05,0,4.0,12.0,1114.0,
predict_proba,onxonnxruntime1,,10,50,True,,100,1,3.0792318284511566e-05,7.61616975069046e-05,3.0957162380218506e-05,4.002498462796211e-05,3.238038159906864e-05,3.0792318284511566e-05,4.164101551258997e-05,100,3.156927414238453e-05,0,4.0,12.0,1114.0,
predict,py,,10,50,True,,100,1,1.0733958333730698e-05,1.917872577905655e-05,1.079309731721878e-05,1.17449089884758e-05,1.1085369624197484e-05,1.0733958333730698e-05,1.2752791196756563e-05,100,1.0962598025798798e-05,0,,,,
predict_proba,py,,10,50,True,,100,1,3.5706907510757446e-05,4.794588312506676e-05,3.5857316106557846e-05,3.94769012928009e-05,3.645957913249731e-05,3.5706907510757446e-05,3.933032222280443e-05,100,3.619701601564884e-05,0,,,,
predict,skl,1.0,100,50,True,,100,1,5.436316132545471e-05,0.00010317005217075348,5.452008917927742e-05,6.200140342116356e-05,5.608936306089163e-05,5.436316132545471e-05,6.582831235829287e-05,100,5.526142194867134e-05,0,,,,
predict,onxpython_compiled,,100,50,True,,100,1,5.8362726122140884e-05,9.291805326938629e-05,5.84539957344532e-05,6.546778604388237e-05,5.9651341289281845e-05,5.8362726122140884e-05,6.679747108443656e-05,100,5.885167047381401e-05,0,4.0,12.0,1114.0,
predict,onxonnxruntime1,,100,50,True,,100,1,7.607787847518921e-05,0.00034307874739170074,7.970165461301804e-05,0.00013497937470674515,8.631601929664611e-05,7.607787847518921e-05,0.00014656643100242783,100,8.063670247793198e-05,0,4.0,12.0,1114.0,
predict_proba,skl,1.0,100,50,True,,100,1,7.6336320489645e-05,0.00011234311386942863,7.65225850045681e-05,8.722115308046341e-05,7.81301548704505e-05,7.6336320489645e-05,8.612781901766917e-05,100,7.708906196057796e-05,0,,,,
predict_proba,onxpython_compiled,,100,50,True,,100,1,5.795387551188469e-05,7.964810356497765e-05,5.801767110824585e-05,6.52773305773735e-05,5.9032784774899484e-05,5.795387551188469e-05,6.400519315183782e-05,100,5.8398349210619926e-05,0,4.0,12.0,1114.0,
predict_proba,onxonnxruntime1,,100,50,True,,100,1,7.480289787054062e-05,0.00020415429025888443,7.690815255045891e-05,9.079789742827415e-05,8.162355981767178e-05,7.480289787054062e-05,0.00010786071347374696,100,7.909024134278297e-05,0,4.0,12.0,1114.0,
predict,py,,100,50,True,,100,1,1.3369135558605194e-05,2.6069581508636475e-05,1.3533048331737518e-05,1.6605015844106674e-05,1.4481600373983383e-05,1.3369135558605194e-05,1.7272261562398578e-05,100,1.4269724488258362e-05,0,,,,
predict_proba,py,,100,50,True,,100,1,4.0930695831775665e-05,6.509898230433464e-05,4.106573760509491e-05,4.317518323659897e-05,4.1674361564218996e-05,4.0930695831775665e-05,4.637635376128632e-05,100,4.133698530495167e-05,0,,,,
predict,skl,1.0,1000,50,True,,100,1,8.192472159862518e-05,0.00024188216775655746,8.259294554591179e-05,0.00011096009984612465,8.967232424765826e-05,8.192472159862518e-05,0.00012586930057930225,100,8.46334733068943e-05,0,,,,
predict,onxpython_compiled,,1000,50,True,,100,1,0.0002002180553972721,0.0002540010027587414,0.00020051468163728714,0.0002111438661813736,0.00020298351999372243,0.0002002180553972721,0.00021402698489426114,100,0.00020194356329739094,0,4.0,12.0,1114.0,
predict,onxonnxruntime1,,1000,50,True,,100,1,0.0005508251488208771,0.0007845531217753887,0.0005514966323971748,0.000566587783396244,0.0005570799112319946,0.0005508251488208771,0.0006022890027613033,100,0.0005540484562516212,0,4.0,12.0,1114.0,
predict_proba,skl,1.0,1000,50,True,,100,1,0.00011619133874773979,0.00020346976816654205,0.00011641532182693481,0.00014419620856642723,0.00012027641292661429,0.00011619133874773979,0.0001425736349915172,100,0.00011802441440522671,0,,,,
predict_proba,onxpython_compiled,,1000,50,True,,100,1,0.00019943807274103165,0.0002521728165447712,0.00019997823983430862,0.00020932313054800034,0.00020211366936564445,0.00019943807274103165,0.00021275641545436612,100,0.00020106579177081585,0,4.0,12.0,1114.0,
predict_proba,onxonnxruntime1,,1000,50,True,,100,1,0.0005057672969996929,0.0006723017431795597,0.000509318895637989,0.0005835280753672123,0.0005250712344422936,0.0005057672969996929,0.0005751218006165203,100,0.0005150032229721546,0,4.0,12.0,1114.0,
predict,py,,1000,50,True,,100,1,3.608362749218941e-05,6.456300616264343e-05,3.6567915230989456e-05,4.591699689626694e-05,3.9514745585620405e-05,3.608362749218941e-05,4.695092337751435e-05,100,3.795884549617767e-05,0,,,,
predict_proba,py,,1000,50,True,,100,1,8.801929652690887e-05,0.00011760368943214417,8.874014019966125e-05,9.958632290363312e-05,9.054458234459162e-05,8.801929652690887e-05,9.692563905360033e-05,100,8.986843749880791e-05,0,,,,
predict,skl,1.0,10000,50,True,,100,1,0.0002758787013590336,0.0005550463683903217,0.00027666566893458366,0.00032833777368068695,0.0002870262460783124,0.0002758787013590336,0.0003435856099210046,100,0.0002815129701048136,0,,,,
predict,onxpython_compiled,,10000,50,True,,100,1,0.0011228439398109913,0.0013193441554903984,0.0011239410378038883,0.0012241220101714134,0.0011449119821190833,0.0011228439398109913,0.0011952636079078792,100,0.0011397060006856918,0,4.0,12.0,1114.0,
predict,onxonnxruntime1,,10000,50,True,,100,1,0.005014162976294756,0.005786575842648745,0.00503220409154892,0.005348129663616419,0.005126716084778309,0.005014162976294756,0.005352286567025932,100,0.005083533236756921,0,4.0,12.0,1114.0,
predict_proba,skl,1.0,10000,50,True,,100,1,0.00040479423478245735,0.0006586196832358837,0.000405364204198122,0.00046843430027365685,0.00041691693477332594,0.00040479423478245735,0.0004704603685404664,100,0.0004115169867873192,0,,,,
predict_proba,onxpython_compiled,,10000,50,True,,100,1,0.001119891181588173,0.0012228069826960564,0.001121337991207838,0.0011898749507963657,0.0011368868732824923,0.001119891181588173,0.0011684064084715442,100,0.0011334407608956099,0,4.0,12.0,1114.0,
predict_proba,onxonnxruntime1,,10000,50,True,,100,1,0.004346463829278946,0.005094188265502453,0.004385192878544331,0.005086303222924471,0.0047395865898579356,0.004346463829278946,0.005094188265502453,100,0.004669457441195846,0,4.0,12.0,1114.0,
predict,py,,10000,50,True,,100,1,0.00020735617727041245,0.00031930021941661835,0.0002118181437253952,0.000302943866699934,0.0002221993636339903,0.00020735617727041245,0.0002590431146217745,100,0.00021674763411283493,0,,,,
predict_proba,py,,10000,50,True,,100,1,0.0005291015841066837,0.0006213327869772911,0.0005300072953104973,0.000550576951354742,0.0005382308131083847,0.0005291015841066837,0.0005573525133925397,100,0.0005369917489588261,0,,,,
predict,skl,1.0,1,50,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,5.4510775953531265e-05,0.0017072977498173714,5.4609961807727814e-05,7.19260424375534e-05,7.222997955977917e-05,5.4510775953531265e-05,0.00039435736580944525,100,5.523744039237499e-05,0,,,,
predict,onxpython_compiled,,1,50,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,3.833184018731117e-05,8.013471961021423e-05,3.84058803319931e-05,4.497496411204338e-05,3.9449818432331084e-05,3.833184018731117e-05,4.776162912264285e-05,100,3.8806116208434105e-05,0,2.0,12.0,950.0,
predict,onxonnxruntime1,,1,50,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,2.4180393666028976e-05,8.794106543064117e-05,2.4212989956140518e-05,3.203190863132477e-05,2.5609703734517097e-05,2.4180393666028976e-05,3.813970936295464e-05,100,2.4650245904922485e-05,0,2.0,12.0,950.0,
predict_proba,skl,1.0,1,50,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,7.498869672417641e-05,0.00010361289605498314,7.542502135038376e-05,8.343206718564034e-05,7.656778208911419e-05,7.498869672417641e-05,8.272587818156403e-05,100,7.587345317006111e-05,0,,,,
predict_proba,onxpython_compiled,,1,50,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,3.646686673164368e-05,5.0605274736881256e-05,3.682263195514679e-05,4.28520143032074e-05,3.749070223420858e-05,3.646686673164368e-05,4.0724561844302675e-05,100,3.712344914674759e-05,0,2.0,12.0,950.0,
predict_proba,onxonnxruntime1,,1,50,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,2.2916123270988464e-05,3.80869023501873e-05,2.299109473824501e-05,2.8256326913833618e-05,2.374751027673483e-05,2.2916123270988464e-05,2.70816075530619e-05,100,2.3419735953211784e-05,0,2.0,12.0,950.0,
predict,py,,1,50,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,1.0638032108545303e-05,2.1301209926605225e-05,1.0779127478599548e-05,1.1713709682226181e-05,1.1192080564796925e-05,1.0638032108545303e-05,1.3235894077409494e-05,100,1.1075520887970924e-05,0,,,,
predict_proba,py,,1,50,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,3.479095175862312e-05,5.859369412064552e-05,3.498094156384468e-05,3.9664097130298615e-05,3.5991589538753035e-05,3.479095175862312e-05,4.17426202135185e-05,100,3.52649949491024e-05,0,,,,
predict,skl,1.0,10,50,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,5.203438922762871e-05,7.045501843094826e-05,5.2108895033597946e-05,5.860673263669014e-05,5.293795373290777e-05,5.203438922762871e-05,5.707696044632161e-05,100,5.2478164434432983e-05,0,,,,
predict,onxpython_compiled,,10,50,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,4.095304757356644e-05,6.598979234695435e-05,4.100566729903221e-05,4.838407039642334e-05,4.208942875266075e-05,4.095304757356644e-05,4.839645528489894e-05,100,4.149065352976322e-05,0,2.0,12.0,950.0,
predict,onxonnxruntime1,,10,50,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,2.6415102183818817e-05,4.215911030769348e-05,2.649892121553421e-05,3.243284299969673e-05,2.7344641275703906e-05,2.6415102183818817e-05,3.082083169800716e-05,100,2.6986468583345413e-05,0,2.0,12.0,950.0,
predict_proba,skl,1.0,10,50,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,7.301196455955505e-05,9.257299825549126e-05,7.324013859033585e-05,8.181994780898094e-05,7.45051633566618e-05,7.301196455955505e-05,7.962785268085243e-05,100,7.374631240963936e-05,0,,,,
predict_proba,onxpython_compiled,,10,50,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,4.114583134651184e-05,5.563674494624138e-05,4.123523831367493e-05,4.659267142415047e-05,4.2017116211354736e-05,4.114583134651184e-05,4.560285210219759e-05,100,4.152185283601284e-05,0,2.0,12.0,950.0,
predict_proba,onxonnxruntime1,,10,50,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,2.5548972189426422e-05,3.9075035601854324e-05,2.5594141334295273e-05,2.8023961931467056e-05,2.6129246689379214e-05,2.5548972189426422e-05,2.893455879702322e-05,100,2.5875400751829147e-05,0,2.0,12.0,950.0,
predict,py,,10,50,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,1.077679917216301e-05,1.8899794667959213e-05,1.106085255742073e-05,1.2921169400215149e-05,1.1470974422991276e-05,1.077679917216301e-05,1.3350456053030568e-05,100,1.1294614523649216e-05,0,,,,
predict_proba,py,,10,50,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,3.5983044654130936e-05,4.698801785707474e-05,3.6075711250305176e-05,3.936700522899628e-05,3.658526577055454e-05,3.5983044654130936e-05,3.915265887390821e-05,100,3.634905442595482e-05,0,,,,
predict,skl,1.0,100,50,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,5.4374802857637405e-05,8.777901530265808e-05,5.456991493701935e-05,6.176810711622238e-05,5.563345272094011e-05,5.4374802857637405e-05,6.249114042168033e-05,100,5.493662320077419e-05,0,,,,
predict,onxpython_compiled,,100,50,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,5.419878289103508e-05,7.957126945257187e-05,5.445070564746857e-05,6.106216460466385e-05,5.5291326716542244e-05,5.419878289103508e-05,6.0470428479964544e-05,100,5.483976565301418e-05,0,2.0,12.0,950.0,
predict,onxonnxruntime1,,100,50,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,4.317518323659897e-05,7.880060002207756e-05,4.345271736383438e-05,5.218200385570526e-05,4.464197438210249e-05,4.317518323659897e-05,5.226327996152796e-05,100,4.390580579638481e-05,0,2.0,12.0,950.0,
predict_proba,skl,1.0,100,50,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,7.679779082536697e-05,0.0001120283268392086,7.685273885726929e-05,8.408306166529655e-05,7.803780026733875e-05,7.679779082536697e-05,8.538406889303462e-05,100,7.726997137069702e-05,0,,,,
predict_proba,onxpython_compiled,,100,50,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,5.3898897022008896e-05,7.05481506884098e-05,5.395524203777313e-05,6.0459133237600327e-05,5.4766046814620496e-05,5.3898897022008896e-05,5.859399020581394e-05,100,5.430239252746105e-05,0,2.0,12.0,950.0,
predict_proba,onxonnxruntime1,,100,50,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,4.194490611553192e-05,5.8025121688842773e-05,4.209205508232117e-05,4.6815723180770874e-05,4.282835870981216e-05,4.194490611553192e-05,4.622457716538575e-05,100,4.254002124071121e-05,0,2.0,12.0,950.0,
predict,py,,100,50,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,1.308787614107132e-05,2.221902832388878e-05,1.3260170817375183e-05,1.4135614037513733e-05,1.3688071630895138e-05,1.308787614107132e-05,1.5434117095749944e-05,100,1.3595446944236755e-05,0,,,,
predict_proba,py,,100,50,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,4.085991531610489e-05,5.705980584025383e-05,4.0986109524965286e-05,4.607299342751503e-05,4.166248254477978e-05,4.085991531610489e-05,4.525159572448682e-05,100,4.132511094212532e-05,0,,,,
predict,skl,1.0,1000,50,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,8.204998448491096e-05,0.00023831799626350403,8.229399099946022e-05,0.00010666204616427422,8.874371647834778e-05,8.204998448491096e-05,0.00012067497529763357,100,8.441787213087082e-05,0,,,,
predict,onxpython_compiled,,1000,50,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.00019549904391169548,0.0002393093891441822,0.0001957290805876255,0.00020682811737060547,0.00019808497745543718,0.00019549904391169548,0.0002072680041890745,100,0.00019713956862688065,0,2.0,12.0,950.0,
predict,onxonnxruntime1,,1000,50,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.00021796813234686852,0.0002778228372335434,0.00021830061450600624,0.0002284781076014042,0.00022101123351603747,0.00021796813234686852,0.0002329042713035398,100,0.00021996209397912025,0,2.0,12.0,950.0,
predict_proba,skl,1.0,1000,50,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.00011555105447769165,0.00019979383796453476,0.00011648191139101982,0.00012767640873789787,0.00011927550192922354,0.00011555105447769165,0.00013588824709426264,100,0.00011783232912421227,0,,,,
predict_proba,onxpython_compiled,,1000,50,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.0001951931044459343,0.00024009915068745613,0.00019552791491150856,0.00020444625988602638,0.0001974801067262888,0.0001951931044459343,0.00020671036125689422,100,0.00019660359248518944,0,2.0,12.0,950.0,
predict_proba,onxonnxruntime1,,1000,50,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.000215982086956501,0.000271541066467762,0.00021651294082403183,0.00022513000294566154,0.00021894440054893495,0.000215982086956501,0.00023018048568037327,100,0.0002180540468543768,0,2.0,12.0,950.0,
predict,py,,1000,50,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,3.552110865712166e-05,5.639903247356415e-05,3.5732053220272064e-05,4.105689004063606e-05,3.804186824709177e-05,3.552110865712166e-05,4.2390458625740425e-05,100,3.7801917642354965e-05,0,,,,
predict_proba,py,,1000,50,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,8.816272020339966e-05,0.0001324140466749668,8.860696107149124e-05,9.883986786007881e-05,9.066320024430751e-05,8.816272020339966e-05,9.941561062095611e-05,100,9.002396836876869e-05,0,,,,
predict,skl,1.0,10000,50,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.0002739550545811653,0.000547151081264019,0.0002767760306596756,0.00038269301876425743,0.0002883588895201683,0.0002739550545811653,0.00035125751598215295,100,0.00028153369203209877,0,,,,
predict,onxpython_compiled,,10000,50,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.0011240709573030472,0.0012394031509757042,0.0011308100074529648,0.001174885779619217,0.0011444704234600067,0.0011240709573030472,0.001171938017810054,100,0.0011414715554565191,0,2.0,12.0,950.0,
predict,onxonnxruntime1,,10000,50,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.001785751897841692,0.002027423121035099,0.001792101189494133,0.001968447118997574,0.0018637412367388606,0.001785751897841692,0.001967833887833462,100,0.0018700689543038607,0,2.0,12.0,950.0,
predict_proba,skl,1.0,10000,50,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.00040496932342648506,0.0005455981008708477,0.00040643708780407906,0.0004566819407045841,0.000415043905377388,0.00040496932342648506,0.00044653380521671995,100,0.00041133444756269455,0,,,,
predict_proba,onxpython_compiled,,10000,50,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.0011011860333383083,0.0012382161803543568,0.0011067241430282593,0.0011511691845953465,0.0011199404811486602,0.0011011860333383083,0.0011529199091163983,100,0.0011162864975631237,0,2.0,12.0,950.0,
predict_proba,onxonnxruntime1,,10000,50,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.0017729601822793484,0.0019922680221498013,0.0017758598551154137,0.0019798921421170235,0.0018515085335820912,0.0017729601822793484,0.001970432348951371,100,0.0018525337800383568,0,2.0,12.0,950.0,
predict,py,,10000,50,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.00021017296239733696,0.0003096237778663635,0.00021215714514255524,0.0002848813310265541,0.0002227854775264859,0.00021017296239733696,0.00025590309641777966,100,0.00021618511527776718,0,,,,
predict_proba,py,,10000,50,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.0005279742181301117,0.0006748740561306477,0.0005314568988978863,0.0006191539578139782,0.0005411919672042131,0.0005279742181301117,0.0005788041914264218,100,0.0005369381979107857,0,,,,
predict,skl,1.0,1,100,True,,100,1,5.406094714999199e-05,0.00010253582149744034,5.417224019765854e-05,6.521912291646004e-05,5.580122116953135e-05,5.406094714999199e-05,6.583025327650677e-05,100,5.480810068547726e-05,0,,,,
predict,onxpython_compiled,,1,100,True,,100,1,4.3286941945552826e-05,0.00013478519394993782,4.339311271905899e-05,5.212007090449333e-05,4.5283134095370767e-05,4.3286941945552826e-05,6.423620424262683e-05,100,4.3818727135658264e-05,0,4.0,12.0,1614.0,
