method,lib,skl_nb_base_estimators,N,dim,leaf_size,metric,n_neighbors,onnx_options,repeat,number,min,max,min3,max3,mean,lower,upper,count,median,error_c,onnx_nodes,onnx_opset,ort_size,error
predict_proba,onxpython_compiled,,1,5,10,euclidean,2,,10,1,3.2006926462054253,3.2880709739401937,3.2036182447336614,3.2118753879331052,3.2158448823727666,3.2006926462054253,3.264316718835855,10,3.2091876284684986,0,22.0,12.0,2102236.0,
predict_proba,onxonnxruntime1,,1,5,10,euclidean,2,,10,1,0.3243920602835715,0.33154389169067144,0.32636493211612105,0.3298734868876636,0.3278197083156556,0.3243920602835715,0.33154389169067144,10,0.3276879256591201,0,22.0,12.0,2102236.0,
predict,skl,1.0,10,5,10,euclidean,2,,10,1,0.0010897070169448853,0.0014543416909873486,0.0011966158635914326,0.001346131321042776,0.0012518846429884433,0.0010897070169448853,0.0014543416909873486,10,0.0012141147162765265,0,,,,
predict,onxpython_compiled,,10,5,10,euclidean,2,,10,1,3.3156931228004396,3.336507032159716,3.3201435320079327,3.331185807939619,3.325515920529142,3.3156931228004396,3.336507032159716,10,3.326645495602861,0,22.0,12.0,2102236.0,
predict,onxonnxruntime1,,10,5,10,euclidean,2,,10,1,0.3708545402623713,0.38227673107758164,0.3814433631487191,0.38189470395445824,0.3805183807387948,0.37413762011120194,0.38227673107758164,10,0.3816756522282958,0,22.0,12.0,2102236.0,
predict_proba,skl,1.0,10,5,10,euclidean,2,,10,1,0.0006424738094210625,0.0010628686286509037,0.00076660281047225,0.0009198240004479885,0.0008298323955386877,0.0006424738094210625,0.0010628686286509037,10,0.0007808557711541653,0,,,,
predict_proba,onxpython_compiled,,10,5,10,euclidean,2,,10,1,3.312488484196365,3.3886342961341143,3.3242198969237506,3.3299526260234416,3.3291518883779645,3.312488484196365,3.3700870034843966,10,3.3255653160158545,0,22.0,12.0,2102236.0,
predict_proba,onxonnxruntime1,,10,5,10,euclidean,2,,10,1,0.3815865502692759,0.38429369777441025,0.3823531228117645,0.3833618853241205,0.38280837060883643,0.3815865502692759,0.38429369777441025,10,0.38269635988399386,0,22.0,12.0,2102236.0,
predict,skl,1.0,100,5,10,euclidean,2,,10,1,0.006355921737849712,0.008314878214150667,0.006447136867791414,0.006799392867833376,0.006794343423098326,0.006355921737849712,0.007929914268819659,10,0.006605503614991903,0,,,,
predict,onxpython_compiled,,100,5,10,euclidean,2,,10,1,3.807794075924903,3.8322866139933467,3.8129391060210764,3.825368805322796,3.8184700491838157,3.807794075924903,3.8322866139933467,10,3.8178783289622515,0,22.0,12.0,2102236.0,
predict,onxonnxruntime1,,100,5,10,euclidean,2,,10,1,0.8232287769205868,0.8718007118441164,0.8295956677757204,0.833381628151983,0.8371578008402139,0.8232287769205868,0.8672767433075425,10,0.8316201439592987,0,22.0,12.0,2102236.0,
predict_proba,skl,1.0,100,5,10,euclidean,2,,10,1,0.0021550050005316734,0.003390451893210411,0.002241983078420162,0.0023909318260848522,0.0024067523889243604,0.0021550050005316734,0.003074820544786366,10,0.002342377556487918,0,,,,
predict_proba,onxpython_compiled,,100,5,10,euclidean,2,,10,1,3.8144717789255083,3.834760001860559,3.817189290188253,3.822769567836076,3.8207318449858576,3.8144717789255083,3.8341049900946143,10,3.818283268949017,0,22.0,12.0,2102236.0,
predict_proba,onxonnxruntime1,,100,5,10,euclidean,2,,10,1,0.8144200444221497,0.8441849858500063,0.8261114270426333,0.8365895859897137,0.8287065623793751,0.8144200444221497,0.8441849858500063,10,0.829736489104107,0,22.0,12.0,2102236.0,
predict,skl,1.0,1,5,10,euclidean,2,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.0004896046593785286,0.0008478648960590363,0.0005098925903439522,0.0005882768891751766,0.0005675487220287323,0.0004896046593785286,0.0007664644774060343,10,0.0005252687260508537,1,,,,ERROR: Dim (1 )-(1 ) - discrepencies between 'skl' and 'onxonnxruntime1' for '(0  'predict')'.
predict,onxpython_compiled,,1,5,10,euclidean,2,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.0015389039181172848,0.0024150186218321323,0.001932215876877308,0.002230183221399784,0.001999802514910698,0.0015389039181172848,0.0024150186218321323,10,0.001981147564947605,1,20.0,12.0,2101835.0,ERROR: Dim (1 )-(1 ) - discrepencies between 'skl' and 'onxonnxruntime1' for '(0  'predict')'.
predict,onxonnxruntime1,,1,5,10,euclidean,2,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.0024288520216941833,0.003013279289007187,0.0026366543024778366,0.0028110649436712265,0.002698730630800128,0.0024288520216941833,0.003013279289007187,10,0.0026662093587219715,1,20.0,12.0,2101835.0,ERROR: Dim (1 )-(1 ) - discrepencies between 'skl' and 'onxonnxruntime1' for '(0  'predict')'.
predict_proba,skl,1.0,1,5,10,euclidean,2,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.00040460284799337387,0.0006602797657251358,0.0004238937981426716,0.00048456108197569847,0.0004640575498342514,0.00040460284799337387,0.0006033037818240582,10,0.00044099451042711735,1,,,,ERROR: Dim (1 )-(1 ) - discrepencies between 'skl' and 'onxonnxruntime1' for '(0  'predict')'.
predict_proba,onxpython_compiled,,1,5,10,euclidean,2,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.0015380349941551685,0.002402764279395342,0.0019098310731351376,0.002210162114351988,0.0019965062383562326,0.0015380349941551685,0.002402764279395342,10,0.001976444385945797,1,20.0,12.0,2101835.0,ERROR: Dim (1 )-(1 ) - discrepencies between 'skl' and 'onxonnxruntime1' for '(0  'predict')'.
predict_proba,onxonnxruntime1,,1,5,10,euclidean,2,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.00241671921685338,0.0028821700252592564,0.0026292786933481693,0.002843462862074375,0.0026749410200864075,0.00241671921685338,0.0028821700252592564,10,0.0026762099005281925,1,20.0,12.0,2101835.0,ERROR: Dim (1 )-(1 ) - discrepencies between 'skl' and 'onxonnxruntime1' for '(0  'predict')'.
predict,skl,1.0,10,5,10,euclidean,2,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.0010783998295664787,0.0014198711141943932,0.0011586211621761322,0.0012258309870958328,0.0011901295743882655,0.0010783998295664787,0.0013699441165123236,10,0.0011786713730543852,0,,,,
predict,onxpython_compiled,,10,5,10,euclidean,2,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.014841082971543074,0.016197289805859327,0.015229440294206142,0.015787189826369286,0.015473707905039191,0.014841082971543074,0.016197289805859327,10,0.015588338719680905,0,20.0,12.0,2101835.0,
predict,onxonnxruntime1,,10,5,10,euclidean,2,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.016762406565248966,0.01911772694438696,0.01742079295217991,0.01817587809637189,0.017816050723195077,0.016762406565248966,0.01911772694438696,10,0.017968846252188087,0,20.0,12.0,2101835.0,
predict_proba,skl,1.0,10,5,10,euclidean,2,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.0007039490155875683,0.001085860189050436,0.0007977238856256008,0.0008767927065491676,0.0008421482983976602,0.0007039490155875683,0.0010518910830722202,10,0.0008154679089784622,0,,,,
predict_proba,onxpython_compiled,,10,5,10,euclidean,2,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.01479554595425725,0.01621330203488469,0.01510214526206255,0.015760064125061035,0.015468316106125712,0.01479554595425725,0.01621330203488469,10,0.015526359435170889,0,20.0,12.0,2101835.0,
predict_proba,onxonnxruntime1,,10,5,10,euclidean,2,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.015581360086798668,0.017131083644926548,0.015848305076360703,0.016374711878597736,0.016115655610337853,0.015581360086798668,0.016982313050339305,10,0.016004884615540504,0,20.0,12.0,2101835.0,
predict,skl,1.0,100,5,10,euclidean,2,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.006447204854339361,0.007951758801937103,0.006545471027493477,0.006801283918321133,0.006835988583043217,0.006447204854339361,0.00776313868887237,10,0.006662273546680808,0,,,,
predict,onxpython_compiled,,100,5,10,euclidean,2,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.15367538994178176,0.15993731562048197,0.15557039203122258,0.15686255181208253,0.15619564284570514,0.15367538994178176,0.1599075133780607,10,0.15589401172474027,0,20.0,12.0,2101835.0,
predict,onxonnxruntime1,,100,5,10,euclidean,2,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.15882709762081504,0.24290811689570546,0.23069729516282678,0.24053100543096662,0.22410391187295317,0.17390874481077243,0.24290811689570546,10,0.23716283706016839,0,20.0,12.0,2101835.0,
predict_proba,skl,1.0,100,5,10,euclidean,2,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.002318351063877344,0.0033903298899531364,0.0024719778448343277,0.0027317539788782597,0.0026227348949760198,0.002318351063877344,0.0031950805336360692,10,0.002486372133716941,0,,,,
predict_proba,onxpython_compiled,,100,5,10,euclidean,2,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.1547405542805791,0.1604098416864872,0.1561248879879713,0.1583571690134704,0.15698463693261147,0.1547405542805791,0.16035831686904517,10,0.15670835971832275,0,20.0,12.0,2101835.0,
predict_proba,onxonnxruntime1,,100,5,10,euclidean,2,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.15952308801934123,0.23802372440695763,0.22480786498636007,0.23003546195104718,0.2193697586655617,0.17823632820191163,0.23802372440695763,10,0.22558244690299034,0,20.0,12.0,2101835.0,
predict,skl,1.0,1,5,10,euclidean,5,,10,1,0.0004841969348490238,0.0008125989697873592,0.0005130772478878498,0.0005308440886437893,0.0005436653736978769,0.0004841969348490238,0.0007227344556057538,10,0.0005149284843355417,0,,,,
predict,onxpython_compiled,,1,5,10,euclidean,5,,10,1,3.210106764920056,3.264995563775301,3.215818149037659,3.2243154966272414,3.22350898841396,3.210106764920056,3.2530329899390735,10,3.2197636573109776,0,22.0,12.0,2102236.0,
predict,onxonnxruntime1,,1,5,10,euclidean,5,,10,1,0.3292361591011286,0.343657533172518,0.33187267603352666,0.33367520524188876,0.3331660385709256,0.3292361591011286,0.34065709422476564,10,0.3322680883575231,0,22.0,12.0,2102236.0,
predict_proba,skl,1.0,1,5,10,euclidean,5,,10,1,0.0004080533981323242,0.0006551053375005722,0.0004370608367025852,0.00045423489063978195,0.0004630490206182003,0.0004080533981323242,0.0005961973406409357,10,0.0004391828551888466,0,,,,
predict_proba,onxpython_compiled,,1,5,10,euclidean,5,,10,1,3.2237996398471296,3.2447373988106847,3.2274873978458345,3.2358241314068437,3.2314798440784216,3.2237996398471296,3.24429467724537,10,3.2306300890631974,0,22.0,12.0,2102236.0,
predict_proba,onxonnxruntime1,,1,5,10,euclidean,5,,10,1,0.3301302408799529,0.33567316737025976,0.3317596251145005,0.33231475995853543,0.33210446904413404,0.3301302408799529,0.3349750816592064,10,0.33223283500410616,0,22.0,12.0,2102236.0,
predict,skl,1.0,10,5,10,euclidean,5,,10,1,0.0011895648203790188,0.0013904846273362637,0.0011945627629756927,0.0012943558394908905,0.0012453428469598293,0.0011895648203790188,0.0013703396603011765,10,0.001217216020449996,0,,,,
predict,onxpython_compiled,,10,5,10,euclidean,5,,10,1,3.3400895670056343,3.4244915838353336,3.35247542290017,3.3642112580128014,3.361236252542585,3.3400895670056343,3.4064598118680034,10,3.355425419518724,0,22.0,12.0,2102236.0,
predict,onxonnxruntime1,,10,5,10,euclidean,5,,10,1,0.3777308277785778,0.38792838295921683,0.38423359394073486,0.3858982911333442,0.38464969671331345,0.37941514747823724,0.38792838295921683,10,0.3850664615165442,0,22.0,12.0,2102236.0,
predict_proba,skl,1.0,10,5,10,euclidean,5,,10,1,0.0006257318891584873,0.0009030932560563087,0.0006605903618037701,0.0007052677683532238,0.0007063210476189851,0.0006257318891584873,0.0008733033606722237,10,0.0006771511398255825,0,,,,
predict_proba,onxpython_compiled,,10,5,10,euclidean,5,,10,1,3.349978323094547,3.3787489137612283,3.355505710002035,3.362369474954903,3.3597373900935055,3.349978323094547,3.3756055463004513,10,3.3573195105418563,0,22.0,12.0,2102236.0,
predict_proba,onxonnxruntime1,,10,5,10,euclidean,5,,10,1,0.3826866438612342,0.3872256283648312,0.3855671640485525,0.38641899125650525,0.38551040552556515,0.38306096488639285,0.3872256283648312,10,0.38573813694529235,0,22.0,12.0,2102236.0,
predict,skl,1.0,100,5,10,euclidean,5,,10,1,0.006405940745025873,0.007622971665114164,0.006550889927893877,0.006750041153281927,0.006704355869442224,0.006405940745025873,0.007353167284558309,10,0.006596860475838184,0,,,,
predict,onxpython_compiled,,100,5,10,euclidean,5,,10,1,3.8271633721888065,3.8653772571124136,3.8445778121240437,3.860892591997981,3.8491637085564436,3.827295358508137,3.8653772571124136,10,3.848430493613705,0,22.0,12.0,2102236.0,
predict,onxonnxruntime1,,100,5,10,euclidean,5,,10,1,0.8441866762004793,0.8839952289126813,0.8487447816878557,0.852478267159313,0.8553510951809585,0.8441866762004793,0.8810463324769842,10,0.8494589221663773,0,22.0,12.0,2102236.0,
predict_proba,skl,1.0,100,5,10,euclidean,5,,10,1,0.0021883989684283733,0.0032705729827284813,0.002337952610105276,0.0024325530976057053,0.002452940959483385,0.0021883989684283733,0.0030163754615885347,10,0.0023876444902271032,0,,,,
predict_proba,onxpython_compiled,,100,5,10,euclidean,5,,10,1,3.842208974994719,3.895427383016795,3.8513155160471797,3.860889747738838,3.857386654568836,3.842208974994719,3.8853623418071925,10,3.8549376332666725,0,22.0,12.0,2102236.0,
predict_proba,onxonnxruntime1,,100,5,10,euclidean,5,,10,1,0.8409179770387709,0.8539578160271049,0.8443609471432865,0.8499160623177886,0.8465949948877096,0.8409179770387709,0.8539578160271049,10,0.8457001335918903,0,22.0,12.0,2102236.0,
predict,skl,1.0,1,5,10,euclidean,5,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.0004983469843864441,0.0008896701037883759,0.0005040168762207031,0.0005455170758068562,0.000561353238299489,0.0004983469843864441,0.0007820458253748355,10,0.0005256191361695528,1,,,,ERROR: Dim (1 )-(1 ) - discrepencies between 'skl' and 'onxonnxruntime1' for '(4  'predict')'.
predict,onxpython_compiled,,1,5,10,euclidean,5,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.0014271307736635208,0.0021780249662697315,0.0016694082878530025,0.0019742981530725956,0.0018006099388003349,0.0014271307736635208,0.0021780249662697315,10,0.0018300807569175959,1,20.0,12.0,2101835.0,ERROR: Dim (1 )-(1 ) - discrepencies between 'skl' and 'onxonnxruntime1' for '(4  'predict')'.
