method,lib,skl_nb_base_estimators,N,dim,leaf_size,metric,n_neighbors,onnx_options,repeat,number,min,max,min3,max3,mean,lower,upper,count,median,error_c,onnx_nodes,onnx_opset,ort_size,error
predict,onxonnxruntime1,,1,5,10,euclidean,5,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.003338953945785761,0.004139218013733625,0.003525311127305031,0.003899953793734312,0.003671419946476817,0.003338953945785761,0.004139218013733625,10,0.003631686558946967,1,20.0,12.0,2101835.0,ERROR: Dim (1 )-(1 ) - discrepencies between 'skl' and 'onxonnxruntime1' for '(4  'predict')'.
predict_proba,skl,1.0,1,5,10,euclidean,5,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.00040336186066269875,0.000650523230433464,0.0004167039878666401,0.0004677711986005306,0.0004537285305559635,0.00040336186066269875,0.0005902370390659751,10,0.00043124565854668617,1,,,,ERROR: Dim (1 )-(1 ) - discrepencies between 'skl' and 'onxonnxruntime1' for '(4  'predict')'.
predict_proba,onxpython_compiled,,1,5,10,euclidean,5,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.0014305096119642258,0.002157872077077627,0.001709556207060814,0.001921514980494976,0.0017711867112666368,0.0014305096119642258,0.002157872077077627,10,0.001811739057302475,1,20.0,12.0,2101835.0,ERROR: Dim (1 )-(1 ) - discrepencies between 'skl' and 'onxonnxruntime1' for '(4  'predict')'.
predict_proba,onxonnxruntime1,,1,5,10,euclidean,5,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.0030543613247573376,0.003822210244834423,0.003260907717049122,0.003349998965859413,0.00329819330945611,0.0030543613247573376,0.0037012936403037107,10,0.0033034735824912786,1,20.0,12.0,2101835.0,ERROR: Dim (1 )-(1 ) - discrepencies between 'skl' and 'onxonnxruntime1' for '(4  'predict')'.
predict,skl,1.0,10,5,10,euclidean,5,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.0010718838311731815,0.0014355462044477463,0.0011299951002001762,0.0012230193242430687,0.0011829459108412266,0.0010718838311731815,0.001378192904691026,10,0.001171208918094635,0,,,,
predict,onxpython_compiled,,10,5,10,euclidean,5,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.013063942547887564,0.015584885142743587,0.01338545000180602,0.014917286112904549,0.014038879191502929,0.013063942547887564,0.015584885142743587,10,0.013556363992393017,0,20.0,12.0,2101835.0,
predict,onxonnxruntime1,,10,5,10,euclidean,5,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.01537364162504673,0.017964478116482496,0.016487787943333387,0.016895529814064503,0.016558713652193545,0.01537364162504673,0.017964478116482496,10,0.0166419530287385,0,20.0,12.0,2101835.0,
predict_proba,skl,1.0,10,5,10,euclidean,5,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.000586790032684803,0.000922011211514473,0.0006556590087711811,0.0007554460316896439,0.0007245283573865891,0.000586790032684803,0.000922011211514473,10,0.0007176192011684179,0,,,,
predict_proba,onxpython_compiled,,10,5,10,euclidean,5,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.01303518284112215,0.01552828773856163,0.013317976146936417,0.01495008496567607,0.014003768470138312,0.01303518284112215,0.01552828773856163,10,0.01345548452809453,0,20.0,12.0,2101835.0,
predict_proba,onxonnxruntime1,,10,5,10,euclidean,5,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.017407100182026625,0.021162434946745634,0.017959287855774164,0.01927817612886429,0.018590935179963707,0.017407100182026625,0.020789262823534636,10,0.018340296112000942,0,20.0,12.0,2101835.0,
predict,skl,1.0,100,5,10,euclidean,5,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.006328614894300699,0.007637569215148687,0.006590526085346937,0.006743244826793671,0.0067099763546139,0.006328614894300699,0.007362102950220417,10,0.006643322296440601,0,,,,
predict,onxpython_compiled,,100,5,10,euclidean,5,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.13578701438382268,0.14135337620973587,0.13757019490003586,0.1401008148677647,0.13842498539015652,0.13578701438382268,0.14135337620973587,10,0.13807527488097548,0,20.0,12.0,2101835.0,
predict,onxonnxruntime1,,100,5,10,euclidean,5,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.21518559707328677,0.25144960917532444,0.23805812606588006,0.24352568993344903,0.23815536773763596,0.21940751877833986,0.25144960917532444,10,0.24067908991128206,0,20.0,12.0,2101835.0,
predict_proba,skl,1.0,100,5,10,euclidean,5,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.002183319069445133,0.0035730507224798203,0.002366325818002224,0.002611042931675911,0.002531978767365217,0.002183319069445133,0.003265209522923079,10,0.002371151465922594,0,,,,
predict_proba,onxpython_compiled,,100,5,10,euclidean,5,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.1361935930326581,0.14181540999561548,0.1381498398259282,0.14096870087087154,0.13910387852229178,0.1361935930326581,0.14181540999561548,10,0.1387630244717002,0,20.0,12.0,2101835.0,
predict_proba,onxonnxruntime1,,100,5,10,euclidean,5,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.15892411302775145,0.25122712180018425,0.23325733887031674,0.24301774241030216,0.2300668408162892,0.181333447525457,0.25122712180018425,10,0.23671657242812216,0,20.0,12.0,2101835.0,
predict,skl,1.0,1,20,10,euclidean,1,,10,1,0.00863346504047513,0.010144880041480064,0.00960105611011386,0.009997638408094645,0.009611454093828797,0.008649789287248062,0.010144880041480064,10,0.009691837010905147,0,,,,
predict,onxpython_compiled,,1,20,10,euclidean,1,,10,1,3.230378990061581,3.2803929150104523,3.242557011079043,3.2484756307676435,3.247687232447788,3.230378990061581,3.273391186742201,10,3.2449592174962163,0,22.0,12.0,8102238.0,
predict,onxonnxruntime1,,1,20,10,euclidean,1,,10,1,0.3486445681191981,0.3618963840417564,0.3500489150173962,0.3545597088523209,0.35247405525296926,0.3486445681191981,0.36024567252833867,10,0.3509130794554949,0,22.0,12.0,8102238.0,
predict_proba,skl,1.0,1,20,10,euclidean,1,,10,1,0.008331720251590014,0.01068713003769517,0.009510696865618229,0.009944642893970013,0.009635973814874887,0.008400432096541384,0.01068713003769517,10,0.009541089180856943,0,,,,
predict_proba,onxpython_compiled,,1,20,10,euclidean,1,,10,1,3.2218941068276763,3.23576133325696,3.2284183190204203,3.2328869057819247,3.2292271838057784,3.2218941068276763,3.23576133325696,10,3.2294556905981153,0,22.0,12.0,8102238.0,
predict_proba,onxonnxruntime1,,1,20,10,euclidean,1,,10,1,0.34954117191955447,0.35302425967529416,0.35166777204722166,0.3528713611885905,0.35188724040053787,0.3498699410007274,0.35302425967529416,10,0.35183233697898686,0,22.0,12.0,8102238.0,
predict,skl,1.0,10,20,10,euclidean,1,,10,1,0.08315222198143601,0.0892517901957035,0.08522879984229803,0.08669381169602275,0.08572388170287012,0.08315222198143601,0.08902931488816308,10,0.08580216625705361,0,,,,
predict,onxpython_compiled,,10,20,10,euclidean,1,,10,1,3.3663881081156433,3.391329003032297,3.374471086077392,3.3798947683535516,3.3770644768606872,3.3663881081156433,3.3904922533183934,10,3.3772062428761274,0,22.0,12.0,8102238.0,
predict,onxonnxruntime1,,10,20,10,euclidean,1,,10,1,0.47078638011589646,0.478722115047276,0.4745419258251786,0.47751595824956894,0.4755891021806747,0.4707901409173733,0.478722115047276,10,0.47624351433478296,0,22.0,12.0,8102238.0,
predict_proba,skl,1.0,10,20,10,euclidean,1,,10,1,0.08283934183418751,0.08877016371116042,0.08503952994942665,0.08567590033635497,0.08513053599745035,0.08283934183418751,0.08829888968988586,10,0.08533947938121855,0,,,,
predict_proba,onxpython_compiled,,10,20,10,euclidean,1,,10,1,3.364147449377924,3.387349121738225,3.3724682042375207,3.384533212054521,3.3753577693365515,3.364147449377924,3.387349121738225,10,3.374202864477411,0,22.0,12.0,8102238.0,
predict_proba,onxonnxruntime1,,10,20,10,euclidean,1,,10,1,0.47368094604462385,0.48420404782518744,0.47736339876428246,0.481019199360162,0.4784857101738453,0.47368094604462385,0.48420404782518744,10,0.4782329103909433,0,22.0,12.0,8102238.0,
predict,skl,1.0,100,20,10,euclidean,1,,10,1,0.8418381530791521,0.8535054568201303,0.8446561740711331,0.8479813789017498,0.8461253781337291,0.8418381530791521,0.8531860968937574,10,0.8452273425646126,0,,,,
predict,onxpython_compiled,,100,20,10,euclidean,1,,10,1,4.153416129294783,4.186023540794849,4.160782654769719,4.169161826837808,4.164576015155762,4.153416129294783,4.181640488199786,10,4.161813096143305,0,22.0,12.0,8102238.0,
predict,onxonnxruntime1,,100,20,10,euclidean,1,,10,1,1.3143481253646314,1.358787041157484,1.327149243094027,1.3360037598758936,1.3325822403188794,1.3143481253646314,1.358787041157484,10,1.3315278440713882,0,22.0,12.0,8102238.0,
predict_proba,skl,1.0,100,20,10,euclidean,1,,10,1,0.8356853513978422,0.8464910392649472,0.8416603710502386,0.8436227939091623,0.8417187968734652,0.8356853513978422,0.8464910392649472,10,0.8420264599844813,0,,,,
predict_proba,onxpython_compiled,,100,20,10,euclidean,1,,10,1,4.157339641824365,4.1819799952209,4.164209380745888,4.174021044746041,4.168331291526556,4.157339641824365,4.1819799952209,10,4.1654236984904855,0,22.0,12.0,8102238.0,
predict_proba,onxonnxruntime1,,100,20,10,euclidean,1,,10,1,1.3454385963268578,1.3756269589066505,1.362686618231237,1.3672518758103251,1.3626115891616792,1.346289390051374,1.3756269589066505,10,1.3644784840289503,0,22.0,12.0,8102238.0,
predict,skl,1.0,1,20,10,euclidean,1,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.008805425371974707,0.010059493128210306,0.00942384172230959,0.009783373214304447,0.009459364274516702,0.008805425371974707,0.010059493128210306,10,0.009502563392743468,1,,,,ERROR: Dim (1 )-(1 ) - discrepencies between 'skl' and 'onxonnxruntime1' for '(0  'predict')'.
predict,onxpython_compiled,,1,20,10,euclidean,1,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.003945103846490383,0.004973093047738075,0.00420910120010376,0.004534608218818903,0.0043734118808060884,0.003945103846490383,0.0049386699454989965,10,0.0043957524467259645,1,20.0,12.0,8101837.0,ERROR: Dim (1 )-(1 ) - discrepencies between 'skl' and 'onxonnxruntime1' for '(0  'predict')'.
predict,onxonnxruntime1,,1,20,10,euclidean,1,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.004358417820185423,0.0053490279242396355,0.004693604074418545,0.004837546031922102,0.00480580790899694,0.004358417820185423,0.0053490279242396355,10,0.004798111040145159,1,20.0,12.0,8101837.0,ERROR: Dim (1 )-(1 ) - discrepencies between 'skl' and 'onxonnxruntime1' for '(0  'predict')'.
predict_proba,skl,1.0,1,20,10,euclidean,1,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.00864780880510807,0.010890054982155561,0.009361634962260723,0.010088369250297546,0.009528083261102438,0.00864780880510807,0.010856893697562708,10,0.009376483038067818,1,,,,ERROR: Dim (1 )-(1 ) - discrepencies between 'skl' and 'onxonnxruntime1' for '(0  'predict')'.
predict_proba,onxpython_compiled,,1,20,10,euclidean,1,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.0039492216892540455,0.005569859873503447,0.00417213374748826,0.004571023862808943,0.004442136129364371,0.0039492216892540455,0.0052931253055998155,10,0.004377119010314345,1,20.0,12.0,8101837.0,ERROR: Dim (1 )-(1 ) - discrepencies between 'skl' and 'onxonnxruntime1' for '(0  'predict')'.
predict_proba,onxonnxruntime1,,1,20,10,euclidean,1,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.003955475054681301,0.00494785699993372,0.0042846109718084335,0.0043554650619626045,0.004368592193350196,0.003955475054681301,0.004903299934785569,10,0.004322934430092573,1,20.0,12.0,8101837.0,ERROR: Dim (1 )-(1 ) - discrepencies between 'skl' and 'onxonnxruntime1' for '(0  'predict')'.
predict,skl,1.0,10,20,10,euclidean,1,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.08580761821940541,0.08882041601464152,0.08650517975911498,0.08764620730653405,0.08703019092790783,0.08580761821940541,0.088804681211157,10,0.08679731073789299,0,,,,
predict,onxpython_compiled,,10,20,10,euclidean,1,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.024788421113044024,0.026197224855422974,0.025047728791832924,0.02556469989940524,0.02530428525060415,0.024788421113044024,0.026171721003273703,10,0.02520991419441998,0,20.0,12.0,8101837.0,
predict,onxonnxruntime1,,10,20,10,euclidean,1,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.017092067748308182,0.018702770583331585,0.017529814038425684,0.018217986915260553,0.017799538234248756,0.017092067748308182,0.018702770583331585,10,0.017618416342884302,0,20.0,12.0,8101837.0,
predict_proba,skl,1.0,10,20,10,euclidean,1,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.08462152676656842,0.08861531829461455,0.08623764337971807,0.0878058378584683,0.08675852506421507,0.08462152676656842,0.08861531829461455,10,0.08685581851750612,0,,,,
predict_proba,onxpython_compiled,,10,20,10,euclidean,1,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.02457949612289667,0.026197520084679127,0.025143117178231478,0.025528633035719395,0.02529337601736188,0.02457949612289667,0.026197520084679127,10,0.025291901547461748,0,20.0,12.0,8101837.0,
predict_proba,onxonnxruntime1,,10,20,10,euclidean,1,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.01715541910380125,0.018694888334721327,0.017582064028829336,0.01815352775156498,0.017784615186974405,0.01715541910380125,0.018694888334721327,10,0.017624923959374428,0,20.0,12.0,8101837.0,
predict,skl,1.0,100,20,10,euclidean,1,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.8505269079469144,0.8669705470092595,0.8545265742577612,0.8588219126686454,0.8565426781773567,0.8505269079469144,0.8653948192919222,10,0.8561839270405471,0,,,,
predict,onxpython_compiled,,100,20,10,euclidean,1,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.23246508603915572,0.23805052507668734,0.23443041183054447,0.23674555076286197,0.2353534507099539,0.23246508603915572,0.23805052507668734,10,0.23534261900931597,0,20.0,12.0,8101837.0,
predict,onxonnxruntime1,,100,20,10,euclidean,1,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.17720863688737154,0.2707390268333256,0.23451331211254,0.2645030952990055,0.2393935455940664,0.17720863688737154,0.2707390268333256,10,0.2548428112640977,0,20.0,12.0,8101837.0,
predict_proba,skl,1.0,100,20,10,euclidean,1,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.8372248909436166,0.8565107523463666,0.8481717170216143,0.8533685319125652,0.8479247368872166,0.8372248909436166,0.8565107523463666,10,0.8498666265513748,0,,,,
predict_proba,onxpython_compiled,,100,20,10,euclidean,1,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.23156381864100695,0.23758952179923654,0.2343535670079291,0.23719154531136155,0.23554809615015984,0.23179912939306568,0.23758952179923654,10,0.23621636768803,0,20.0,12.0,8101837.0,
predict_proba,onxonnxruntime1,,100,20,10,euclidean,1,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.2306702029891312,0.26835471484810114,0.2580143501982093,0.2669180720113218,0.2574998830445111,0.23499553402135867,0.26835471484810114,10,0.2614743730518967,0,20.0,12.0,8101837.0,
predict,skl,1.0,1,20,10,euclidean,2,,10,1,0.008585808333009481,0.01025083428248763,0.009012814611196518,0.00978138204663992,0.009344443073496222,0.008585808333009481,0.01025083428248763,10,0.00911923055537045,0,,,,
predict,onxpython_compiled,,1,20,10,euclidean,2,,10,1,3.2086682058870792,3.2270072400569916,3.217122996225953,3.220568920020014,3.2180114356335254,3.2086682058870792,3.2270072400569916,10,3.2191299675032496,0,22.0,12.0,8102238.0,
predict,onxonnxruntime1,,1,20,10,euclidean,2,,10,1,0.3476830250583589,0.35708184307441115,0.3514626519754529,0.3546176622621715,0.35234274598769844,0.3476830250583589,0.35708184307441115,10,0.3522226803470403,0,22.0,12.0,8102238.0,
predict_proba,skl,1.0,1,20,10,euclidean,2,,10,1,0.008556561078876257,0.010403370019048452,0.009163484908640385,0.010086604859679937,0.00935145290568471,0.008556561078876257,0.010403370019048452,10,0.0091685198713094,0,,,,
predict_proba,onxpython_compiled,,1,20,10,euclidean,2,,10,1,3.2124114842154086,3.308491699863225,3.2192271361127496,3.2353491876274347,3.2372986009344458,3.2124114842154086,3.3011981430690427,10,3.223702165298164,0,22.0,12.0,8102238.0,
predict_proba,onxonnxruntime1,,1,20,10,euclidean,2,,10,1,0.34384594997391105,0.3582958090119064,0.34530326910316944,0.35303643392398953,0.3480377697851509,0.34384594997391105,0.35726850882747047,10,0.345580140594393,0,22.0,12.0,8102238.0,
predict,skl,1.0,10,20,10,euclidean,2,,10,1,0.08598321676254272,0.09457107121124864,0.08814270328730345,0.0910197957418859,0.0893270289991051,0.08598321676254272,0.09457107121124864,10,0.0890526082366705,0,,,,
predict,onxpython_compiled,,10,20,10,euclidean,2,,10,1,3.3522910713218153,3.373589392285794,3.356940822675824,3.370164574123919,3.363386533968151,3.3522910713218153,3.373589392285794,10,3.3638557454105467,0,22.0,12.0,8102238.0,
predict,onxonnxruntime1,,10,20,10,euclidean,2,,10,1,0.4653856619261205,0.48087814822793007,0.4710281384177506,0.4760773009620607,0.4736163261346519,0.4653856619261205,0.48087814822793007,10,0.47378530353307724,0,22.0,12.0,8102238.0,
predict_proba,skl,1.0,10,20,10,euclidean,2,,10,1,0.08646265603601933,0.09010995319113135,0.08713748725131154,0.08903063414618373,0.08811938446015119,0.08646265603601933,0.09010995319113135,10,0.08777575078420341,0,,,,
predict_proba,onxpython_compiled,,10,20,10,euclidean,2,,10,1,3.354771497193724,3.367733485996723,3.359319925773889,3.367265510838479,3.3624998705927283,3.354771497193724,3.367733485996723,10,3.3631672009360045,0,22.0,12.0,8102238.0,
predict_proba,onxonnxruntime1,,10,20,10,euclidean,2,,10,1,0.47272569919005036,0.48588057700544596,0.47672906704247,0.47940111672505736,0.47755974419415,0.47272569919005036,0.4846912396795954,10,0.47738766111433506,0,22.0,12.0,8102238.0,
predict,skl,1.0,100,20,10,euclidean,2,,10,1,0.8791054147295654,0.8938074740581214,0.8812951678410172,0.889303483068943,0.884779391111806,0.8791054147295654,0.8938074740581214,10,0.8820488869678229,0,,,,
predict,onxpython_compiled,,100,20,10,euclidean,2,,10,1,4.142451187130064,4.244873379357159,4.163891626987606,4.186613390687853,4.1800822637043895,4.142451187130064,4.239482040666279,10,4.167931011877954,0,22.0,12.0,8102238.0,
predict,onxonnxruntime1,,100,20,10,euclidean,2,,10,1,1.3464107178151608,1.3935378668829799,1.347211672924459,1.3505645347759128,1.3556573689449578,1.3464107178151608,1.3864004651305684,10,1.3482118588872254,0,22.0,12.0,8102238.0,
predict_proba,skl,1.0,100,20,10,euclidean,2,,10,1,0.8663323260843754,0.8974642436951399,0.8855988415889442,0.8890678184106946,0.8847076147794724,0.8669677816903247,0.8974642436951399,10,0.8869486665353179,0,,,,
predict_proba,onxpython_compiled,,100,20,10,euclidean,2,,10,1,4.14029491879046,4.200466725975275,4.146591590717435,4.151292158756405,4.153587461169809,4.14029491879046,4.186329547014845,10,4.148811469785869,0,22.0,12.0,8102238.0,
predict_proba,onxonnxruntime1,,100,20,10,euclidean,2,,10,1,1.3431082512252033,1.3539104228839278,1.3483095541596413,1.349942154251039,1.348517957655713,1.3431082512252033,1.3539104228839278,10,1.3489819837268442,0,22.0,12.0,8102238.0,
predict,skl,1.0,1,20,10,euclidean,2,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.009187412913888693,0.011194122023880482,0.010594116989523172,0.010910115204751492,0.01060191742144525,0.009573521302809139,0.011194122023880482,10,0.010627081850543618,1,,,,ERROR: Dim (1 )-(1 ) - discrepencies between 'skl' and 'onxonnxruntime1' for '(0  'predict')'.
predict,onxpython_compiled,,1,20,10,euclidean,2,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.004500603303313255,0.004921508952975273,0.004745202139019966,0.004895640071481466,0.004781112773343921,0.004536260649549295,0.004921508952975273,10,0.0047664158046245575,1,20.0,12.0,8101837.0,ERROR: Dim (1 )-(1 ) - discrepencies between 'skl' and 'onxonnxruntime1' for '(0  'predict')'.
predict,onxonnxruntime1,,1,20,10,euclidean,2,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.0028896513395011425,0.0037284940481185913,0.003096264321357012,0.0032551777549088,0.003168490156531334,0.0028896513395011425,0.0035903383915402414,10,0.0031064217910170555,1,20.0,12.0,8101837.0,ERROR: Dim (1 )-(1 ) - discrepencies between 'skl' and 'onxonnxruntime1' for '(0  'predict')'.
predict_proba,skl,1.0,1,20,10,euclidean,2,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.008956602774560452,0.011743993032723665,0.010401624720543623,0.010784198995679617,0.010505653265863658,0.009209026955839935,0.011743993032723665,10,0.010571172693744302,1,,,,ERROR: Dim (1 )-(1 ) - discrepencies between 'skl' and 'onxonnxruntime1' for '(0  'predict')'.
predict_proba,onxpython_compiled,,1,20,10,euclidean,2,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.004553403239697218,0.0049577257595956326,0.004729460924863815,0.0048788790591061115,0.004787058848887682,0.004553403239697218,0.0049577257595956326,10,0.004763659555464983,1,20.0,12.0,8101837.0,ERROR: Dim (1 )-(1 ) - discrepencies between 'skl' and 'onxonnxruntime1' for '(0  'predict')'.
predict_proba,onxonnxruntime1,,1,20,10,euclidean,2,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.0029563461430370808,0.003678478766232729,0.0030192453414201736,0.003186877816915512,0.00313188205473125,0.0029563461430370808,0.0035299491554102343,10,0.0030637034215033054,1,20.0,12.0,8101837.0,ERROR: Dim (1 )-(1 ) - discrepencies between 'skl' and 'onxonnxruntime1' for '(0  'predict')'.
predict,skl,1.0,10,20,10,euclidean,2,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.09342524688690901,0.09919624170288444,0.09569014515727758,0.09839765401557088,0.09683972373604774,0.09342524688690901,0.09919624170288444,10,0.09730332554318011,0,,,,
predict,onxpython_compiled,,10,20,10,euclidean,2,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.025432503782212734,0.027269097976386547,0.025611741933971643,0.026615153066813946,0.02608715374954045,0.025432503782212734,0.027252281451067156,10,0.025936184450984,0,20.0,12.0,8101837.0,
predict,onxonnxruntime1,,10,20,10,euclidean,2,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.01640769001096487,0.01937425509095192,0.017763399053364992,0.018114272970706224,0.01789399217814207,0.01640769001096487,0.01937425509095192,10,0.017999199451878667,0,20.0,12.0,8101837.0,
predict_proba,skl,1.0,10,20,10,euclidean,2,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.09258692897856236,0.09870331874117255,0.09600587654858828,0.09798992983996868,0.09641160997562111,0.09261919496538312,0.09870331874117255,10,0.09697352559305727,0,,,,
predict_proba,onxpython_compiled,,10,20,10,euclidean,2,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.02552082808688283,0.027351825963705778,0.02573806792497635,0.02668805280700326,0.02620638580992818,0.02552082808688283,0.027351825963705778,10,0.026120129972696304,0,20.0,12.0,8101837.0,
predict_proba,onxonnxruntime1,,10,20,10,euclidean,2,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.016485306899994612,0.0193287949077785,0.017883280757814646,0.01828767405822873,0.017962353583425284,0.016499071472069093,0.0193287949077785,10,0.01800769427791238,0,20.0,12.0,8101837.0,
predict,skl,1.0,100,20,10,euclidean,2,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.9531207578256726,0.9856330989859998,0.9710156642831862,0.9765635649673641,0.9719332544598729,0.953194840977885,0.9856330989859998,10,0.9735333630815148,0,,,,
predict,onxpython_compiled,,100,20,10,euclidean,2,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.2381595722399652,0.2467151451855898,0.23943408112972975,0.24132756469771266,0.24108104817569256,0.2381595722399652,0.2467151451855898,10,0.2400871468707919,0,20.0,12.0,8101837.0,
predict,onxonnxruntime1,,100,20,10,euclidean,2,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.1732727512717247,0.23091930709779263,0.17567399190738797,0.18021854618564248,0.18519673622213303,0.1732727512717247,0.22103323553049928,10,0.17777672549709678,0,20.0,12.0,8101837.0,
predict_proba,skl,1.0,100,20,10,euclidean,2,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.9452186501584947,0.9885881207883358,0.9590183882974088,0.9713057479821146,0.964841965539381,0.9452186501584947,0.9885881207883358,10,0.9607609915547073,0,,,,
predict_proba,onxpython_compiled,,100,20,10,euclidean,2,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.2434039181098342,0.2534182481467724,0.24432572489604354,0.24598221015185118,0.2456034859176725,0.2434039181098342,0.2511141700831692,10,0.24452708335593343,0,20.0,12.0,8101837.0,
predict_proba,onxonnxruntime1,,100,20,10,euclidean,2,{<class 'sklearn.neighbors._classification.KNeighborsClassifier'>: {'optim': 'cdist'}},10,1,0.17269876087084413,0.17872328590601683,0.17470294004306197,0.1779694389551878,0.1758992220275104,0.17269876087084413,0.17872328590601683,10,0.17591816443018615,0,20.0,12.0,8101837.0,
predict,skl,1.0,1,20,10,euclidean,5,,10,1,0.00835543405264616,0.010027526877820492,0.009468081872910261,0.009792090393602848,0.009485210897400976,0.008506789585464388,0.010027526877820492,10,0.009647133061662316,0,,,,
predict,onxpython_compiled,,1,20,10,euclidean,5,,10,1,3.247735502664,3.330647745169699,3.2597578312270343,3.2785580437630415,3.272154810000211,3.247735502664,3.317751988786304,10,3.2656989889219403,0,22.0,12.0,8102238.0,
