method,lib,skl_nb_base_estimators,skl_dt_nodes,N,dim,max_depth,repeat,number,min,max,min3,max3,mean,lower,upper,count,median,error_c,onnx_nodes,onnx_opset,ort_size
predict,onxonnxruntime1,,,100,1,3,10,1,6.773904897272587e-05,0.00016605714336037636,7.022102363407612e-05,7.430906407535076e-05,8.134073577821254e-05,6.773904897272587e-05,0.00013718044155262875,10,7.149449083954096e-05,0,3.0,11.0,1078.0
predict_proba,skl,1.0,9.0,100,1,3,10,1,7.92511273175478e-05,0.00015230383723974228,8.22930596768856e-05,8.624698966741562e-05,9.052422828972339e-05,7.92511273175478e-05,0.0001313559852982611,10,8.378655184060335e-05,0,,,
predict_proba,onxpython,,,100,1,3,10,1,0.001826643943786621,0.01198024395853281,0.00285482220351696,0.00969398207962513,0.005018821079283952,0.001826643943786621,0.01198024395853281,10,0.002913492498919368,0,3.0,11.0,1078.0
predict_proba,onxonnxruntime1,,,100,1,3,10,1,0.00011062086559832096,0.00018078298307955265,0.00011128094047307968,0.00011391798034310341,0.0001196055905893445,0.00011062086559832096,0.00015983446883732503,10,0.00011248351074755192,0,3.0,11.0,1078.0
predict,skl,1.0,9.0,1000,1,3,10,1,7.560010999441147e-05,0.00016484619118273258,7.691001519560814e-05,8.153403177857399e-05,8.730576373636723e-05,7.560010999441147e-05,0.0001382962393195326,10,7.824250496923923e-05,0,,,
predict,onxpython,,,1000,1,3,10,1,0.0015276242047548294,0.012738844845443964,0.00277403905056417,0.005939180962741375,0.005106683308258653,0.0015276242047548294,0.011867501684928257,10,0.0044772259425371885,0,3.0,11.0,1078.0
predict,onxonnxruntime1,,,1000,1,3,10,1,0.00041849189437925816,0.000973577843979001,0.0004229939077049494,0.0004372301045805216,0.0005100586684420704,0.00041849189437925816,0.0008592632601140983,10,0.00042445200961083174,0,3.0,11.0,1078.0
predict_proba,skl,1.0,9.0,1000,1,3,10,1,0.00011221412569284439,0.0001878221519291401,0.00011431891471147537,0.0001197480596601963,0.0001233928604051471,0.00011221412569284439,0.00016601235898277986,10,0.00011615350376814604,0,,,
predict_proba,onxpython,,,1000,1,3,10,1,0.005698156077414751,0.011669496074318886,0.007291048998013139,0.00910411891527474,0.00824255112092942,0.005698156077414751,0.011669496074318886,10,0.008780125412158668,0,3.0,11.0,1078.0
predict_proba,onxonnxruntime1,,,1000,1,3,10,1,0.0008217832073569298,0.0009533220436424017,0.0008231019601225853,0.0008395321201533079,0.0008427263237535954,0.0008217832073569298,0.0009171856368514056,10,0.0008294663857668638,0,3.0,11.0,1078.0
predict,skl,1.0,421.0,1,1,10,10,1,5.3961994126439095e-05,0.00013222591951489449,5.571916699409485e-05,6.122305057942867e-05,6.496792193502187e-05,5.3961994126439095e-05,0.00010946597086208406,10,5.6523014791309834e-05,0,,,
predict,onxpython,,,1,1,10,10,1,0.0030024158768355846,0.011905730934813619,0.005892293993383646,0.007424463983625174,0.006374940788373351,0.0030024158768355846,0.01071413653044969,10,0.005915859481319785,0,3.0,11.0,16865.0
predict,onxonnxruntime1,,,1,1,10,10,1,2.9335031285881996e-05,0.00011899997480213642,3.005005419254303e-05,3.1537143513560295e-05,3.966381773352623e-05,2.9335031285881996e-05,9.161235469629667e-05,10,3.0591501854360104e-05,0,3.0,11.0,16865.0
predict_proba,skl,1.0,421.0,1,1,10,10,1,7.257494144141674e-05,0.00014500203542411327,7.42690172046423e-05,8.204183541238308e-05,8.382017258554698e-05,7.257494144141674e-05,0.00012509676382234245,10,7.448042742908001e-05,0,,,
predict_proba,onxpython,,,1,1,10,10,1,0.0024261788930743933,0.007388988044112921,0.003472134005278349,0.005880757933482528,0.0044555721106007695,0.0024261788930743933,0.007378236047607757,10,0.004471317050047219,0,3.0,11.0,16865.0
predict_proba,onxonnxruntime1,,,1,1,10,10,1,3.2730866223573685e-05,0.00010063499212265015,3.285217098891735e-05,3.49939800798893e-05,4.0560541674494746e-05,3.2730866223573685e-05,7.991521596617404e-05,10,3.343250136822462e-05,0,3.0,11.0,16865.0
predict,skl,1.0,421.0,10,1,10,10,1,5.461997352540493e-05,0.00013044103980064392,5.606701597571373e-05,6.363913416862488e-05,6.555402651429177e-05,5.461997352540493e-05,0.00010842709218783936,10,5.6993099860846996e-05,0,,,
predict,onxpython,,,10,1,10,10,1,0.002968061016872525,0.008740484016016126,0.005146303912624717,0.005919154966250062,0.005517401429824531,0.002968061016872525,0.008310235063128522,10,0.005889231106266379,0,3.0,11.0,16865.0
predict,onxonnxruntime1,,,10,1,10,10,1,3.323494456708431e-05,0.0001027469988912344,3.363192081451416e-05,3.922800533473492e-05,4.2080762796103954e-05,3.323494456708431e-05,8.19400338566032e-05,10,3.473751712590456e-05,0,3.0,11.0,16865.0
predict_proba,skl,1.0,421.0,10,1,10,10,1,7.415888831019402e-05,0.0001502919476479292,7.645692676305771e-05,8.385186083614826e-05,8.605963084846735e-05,7.415888831019402e-05,0.00012871324590399855,10,7.813808042556047e-05,0,,,
predict_proba,onxpython,,,10,1,10,10,1,0.004458707990124822,0.008936595870181918,0.004529858008027077,0.006028427975252271,0.00598055066075176,0.004458707990124822,0.008936595870181918,10,0.005977373453788459,0,3.0,11.0,16865.0
predict_proba,onxonnxruntime1,,,10,1,10,10,1,4.06650360673666e-05,0.00010833400301635265,4.1319988667964935e-05,4.3100910261273384e-05,4.862258210778236e-05,4.06650360673666e-05,8.772710365000878e-05,10,4.138844087719917e-05,0,3.0,11.0,16865.0
predict,skl,1.0,421.0,100,1,10,10,1,6.0232123360037804e-05,0.00014557922258973122,6.149988621473312e-05,6.872089579701424e-05,7.258679252117873e-05,6.0232123360037804e-05,0.00012084625824749888,10,6.439490243792534e-05,0,,,
predict,onxpython,,,100,1,10,10,1,0.0030110490042716265,0.010538931004703045,0.00593951903283596,0.007158407010138035,0.00637286133132875,0.0030110490042716265,0.010289385723204498,10,0.005949478596448898,0,3.0,11.0,16865.0
predict,onxonnxruntime1,,,100,1,10,10,1,7.535796612501144e-05,0.00016207201406359673,7.612188346683979e-05,8.140597492456436e-05,8.672121912240982e-05,7.535796612501144e-05,0.0001364046413891868,10,7.72690400481224e-05,0,3.0,11.0,16865.0
predict_proba,skl,1.0,421.0,100,1,10,10,1,8.01959540694952e-05,0.00015873811207711697,8.443114347755909e-05,9.022001177072525e-05,9.317123331129551e-05,8.01959540694952e-05,0.00013662028527590853,10,8.575397077947855e-05,0,,,
predict_proba,onxpython,,,100,1,10,10,1,0.0017848580610007048,0.011100368807092309,0.0032729380764067173,0.01076076808385551,0.005534625495783985,0.0017848580610007048,0.011100368807092309,10,0.0032874969765543938,0,3.0,11.0,16865.0
predict_proba,onxonnxruntime1,,,100,1,10,10,1,0.0001178281381726265,0.00019924412481486797,0.00011847796849906445,0.00012256507761776447,0.00012822505086660386,0.0001178281381726265,0.00017501996083318,10,0.00011880404781550169,0,3.0,11.0,16865.0
predict,skl,1.0,421.0,1000,1,10,10,1,0.00010365201160311699,0.00019465014338493347,0.00010583107359707355,0.00011092913337051868,0.00011618793942034245,0.00010365201160311699,0.00016785714692540453,10,0.00010683352593332529,0,,,
predict,onxpython,,,1000,1,10,10,1,0.0014640761073678732,0.012018897105008364,0.0030187428928911686,0.008460078854113817,0.004880697117187083,0.0014640761073678732,0.011398649681164778,10,0.00303480657748878,0,3.0,11.0,16865.0
predict,onxonnxruntime1,,,1000,1,10,10,1,0.00045903492718935013,0.0006470230873674154,0.0004607459995895624,0.00047894101589918137,0.00048572148662060497,0.00045903492718935013,0.0005935202530285681,10,0.00046345056034624577,0,3.0,11.0,16865.0
predict_proba,skl,1.0,421.0,1000,1,10,10,1,0.00013722898438572884,0.00021604099310934544,0.00013957195915281773,0.00014463206753134727,0.00014910208992660045,0.00013722898438572884,0.00019348677558610498,10,0.00014099502004683018,0,,,
predict_proba,onxpython,,,1000,1,10,10,1,0.005767266033217311,0.018609480001032352,0.005801190854981542,0.018400443950667977,0.00961994300596416,0.005767266033217311,0.018609480001032352,10,0.005829154630191624,0,3.0,11.0,16865.0
predict_proba,onxonnxruntime1,,,1000,1,10,10,1,0.0008697088342159986,0.0009846310131251812,0.0008739368058741093,0.0008824379183351994,0.00088672935962677,0.0008697088342159986,0.0009517190315901914,10,0.0008742784848436713,0,3.0,11.0,16865.0
predict,skl,1.0,1915.0,1,1,20,10,1,5.4890988394618034e-05,0.00013436004519462585,5.739904008805752e-05,6.237579509615898e-05,6.659978535026312e-05,5.4890988394618034e-05,0.0001113080588252664,10,5.8591016568243504e-05,0,,,
predict,onxpython,,,1,1,20,10,1,0.0026229789946228266,0.012766435975208879,0.005928575061261654,0.009024850092828274,0.007279649330303073,0.0026229789946228266,0.012766435975208879,10,0.007010125555098057,0,3.0,11.0,75136.0
predict,onxonnxruntime1,,,1,1,20,10,1,2.9954127967357635e-05,0.00012561888433992863,3.086705692112446e-05,3.267708234488964e-05,4.1302433237433435e-05,2.9954127967357635e-05,9.65495445561566e-05,10,3.122247289866209e-05,0,3.0,11.0,75136.0
predict_proba,skl,1.0,1915.0,1,1,20,10,1,7.345597259700298e-05,0.00014978391118347645,7.448205724358559e-05,8.258805610239506e-05,8.454329799860716e-05,7.345597259700298e-05,0.0001278445152704857,10,7.64274736866355e-05,0,,,
