method,lib,skl_nb_base_estimators,skl_rf_nodes,N,dim,max_depth,n_estimators,onnx_options,repeat,number,min,max,min3,max3,mean,lower,upper,count,median,error_c,onnx_nodes,onnx_opset,ort_size,error
predict_proba,skl,101.0,50720.0,1,10,10,10000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.008930305950343609,0.009342276491224766,0.008964871056377888,0.009084445424377918,0.00903202435001731,0.008930305950343609,0.009274317073870907,10,0.008970278780907393,0,,,,
predict_proba,onxpython_compiled,,,1,10,10,10000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.0015333816409111023,0.002960529178380966,0.0028039682656526566,0.0029186084866523743,0.0026564191095530985,0.0017933844624295134,0.002960529178380966,10,0.00281970901414752,0,1.0,12.0,1947221.0,
predict_proba,onxonnxruntime1,,,1,10,10,10000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,5.685724318027496e-05,9.815674275159836e-05,5.815178155899048e-05,6.708316504955292e-05,6.572948768734932e-05,5.685724318027496e-05,8.849838035326372e-05,10,6.370991468429565e-05,0,1.0,12.0,1947221.0,
predict,skl,101.0,50720.0,10,10,10,10000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.009208625182509422,0.009657366201281548,0.009227427653968334,0.009277821518480778,0.009296166058629752,0.009208625182509422,0.009556898809276597,10,0.009246118366718292,0,,,,
predict,onxpython_compiled,,,10,10,10,10000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.00167758297175169,0.004480818286538124,0.0030626142397522926,0.0031536808237433434,0.0029719200916588306,0.00167758297175169,0.004425862619436943,10,0.0030973651446402073,0,1.0,12.0,1947221.0,
predict,onxonnxruntime1,,,10,10,10,10000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.0002681007608771324,0.0005148705095052719,0.00028636399656534195,0.0003259209915995598,0.00031815581023693086,0.0002681007608771324,0.000452435003696067,10,0.0002960129640996456,0,1.0,12.0,1947221.0,
predict_proba,skl,101.0,50720.0,10,10,10,10000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.009139440022408962,0.009733201004564762,0.00916251353919506,0.009223148226737976,0.009240951109677552,0.009139440022408962,0.009574861640057978,10,0.009178287349641323,0,,,,
predict_proba,onxpython_compiled,,,10,10,10,10000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.0018184417858719826,0.0031929006800055504,0.0030142245814204216,0.003062228672206402,0.0028703579679131507,0.00207410615879636,0.0031929006800055504,10,0.003044470679014921,0,1.0,12.0,1947221.0,
predict_proba,onxonnxruntime1,,,10,10,10,10000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.00027009565383195877,0.00047344621270895004,0.00028721895068883896,0.00031668785959482193,0.00031213723123073577,0.00027009565383195877,0.0004225294749739736,10,0.00029370933771133423,0,1.0,12.0,1947221.0,
predict,skl,101.0,50720.0,100,10,10,10000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.010083271190524101,0.01079530268907547,0.01011686958372593,0.010168923065066338,0.010198229644447564,0.010083271190524101,0.010592936635771441,10,0.010139209683984518,0,,,,
predict,onxpython_compiled,,,100,10,10,10000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.00321965292096138,0.0060348911210894585,0.004585999064147472,0.004730814136564732,0.004524898342788219,0.00321965292096138,0.0060348911210894585,10,0.004632292315363884,0,1.0,12.0,1947221.0,
predict,onxonnxruntime1,,,100,10,10,10000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.002297423779964447,0.002959407866001129,0.002336619421839714,0.0024142051115632057,0.002417602017521858,0.002297423779964447,0.0027808843359619353,10,0.0023623360320925713,0,1.0,12.0,1947221.0,
predict_proba,skl,101.0,50720.0,100,10,10,10000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.010102800093591213,0.010644855909049511,0.010121435858309269,0.010190189816057682,0.010198187083005905,0.010102800093591213,0.010497210402092581,10,0.010156760923564434,0,,,,
predict_proba,onxpython_compiled,,,100,10,10,10000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.0032905368134379387,0.006083203479647636,0.0045593781396746635,0.005966866388916969,0.004666167311370373,0.0032905368134379387,0.006083203479647636,10,0.004626421723514795,0,1.0,12.0,1947221.0,
predict_proba,onxonnxruntime1,,,100,10,10,10000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.002279571257531643,0.0028305919840931892,0.002292865887284279,0.002349480986595154,0.00237115528434515,0.002279571257531643,0.0026798472946709504,10,0.002320624887943268,0,1.0,12.0,1947221.0,
predict,skl,101.0,700.0,1,20,2,1,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.008803004398941994,0.010146298445761204,0.008814828470349312,0.008828217163681984,0.008951860759407283,0.008803004398941994,0.009732586948778299,10,0.008819048292934895,0,,,,
predict,onxpython_compiled,,,1,20,2,1,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.0015456359833478928,0.0030115563422441483,0.0027582552284002304,0.002911739982664585,0.002696006465703249,0.001898051805760725,0.0030115563422441483,10,0.002831218298524618,0,1.0,12.0,26399.0,
predict,onxonnxruntime1,,,1,20,2,1,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,3.3590011298656464e-05,0.00011278875172138214,3.4030526876449585e-05,3.577396273612976e-05,4.2703934013843536e-05,3.3590011298656464e-05,8.864909172793848e-05,10,3.425125032663345e-05,0,1.0,12.0,26399.0,
predict_proba,skl,101.0,700.0,1,20,2,1,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.008819319307804108,0.009283049032092094,0.008857132866978645,0.00889792013913393,0.00891372300684452,0.008819319307804108,0.009173041987374305,10,0.00887577747926116,0,,,,
predict_proba,onxpython_compiled,,,1,20,2,1,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.0015641730278730392,0.0029447590932250023,0.002816818654537201,0.0028428612276911736,0.002597144618630409,0.0016241772480121062,0.0029447590932250023,10,0.0028258520178496838,0,1.0,12.0,26399.0,
predict_proba,onxonnxruntime1,,,1,20,2,1,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,3.2709911465644836e-05,5.2537769079208374e-05,3.301352262496948e-05,3.4836120903491974e-05,3.5693123936653134e-05,3.2709911465644836e-05,4.702966856362177e-05,10,3.333529457449913e-05,0,1.0,12.0,26399.0,
predict,skl,101.0,700.0,10,20,2,1,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.009026065468788147,0.009386662393808365,0.009053495712578297,0.00912411604076624,0.00911515774205327,0.009026065468788147,0.009317846306249234,10,0.00908825732767582,0,,,,
predict,onxpython_compiled,,,10,20,2,1,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.001501333899796009,0.004414573311805725,0.0027865562587976456,0.002956054173409939,0.0026899133808910847,0.001501333899796009,0.004245739876331275,10,0.0028695049695670605,0,1.0,12.0,26399.0,
