method,lib,skl_nb_base_estimators,skl_rf_nodes,N,dim,max_depth,n_estimators,onnx_options,repeat,number,min,max,min3,max3,mean,lower,upper,count,median,error_c,onnx_nodes,onnx_opset,ort_size,error
predict,skl,101.0,4912.0,100,5,5,10,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.009718462824821472,0.010134699754416943,0.0097323814406991,0.010041151195764542,0.009873812086880207,0.009718462824821472,0.010134699754416943,10,0.009822693653404713,0,,,,
predict,onxpython_compiled,,,100,5,5,10,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.001590072177350521,0.010073884390294552,0.002593148499727249,0.0048937369138002396,0.004174965433776379,0.001590072177350521,0.009008825118674959,10,0.0034089116379618645,0,1.0,12.0,180140.0,
predict,onxonnxruntime1,,,100,5,5,10,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.0008622240275144577,0.0010556653141975403,0.0008742548525333405,0.0008980846032500267,0.0008994828909635544,0.0008622240275144577,0.0010063420508565335,10,0.0008782842196524143,0,1.0,12.0,180140.0,
predict_proba,skl,101.0,4912.0,100,5,5,10,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.009723036549985409,0.010493862442672253,0.009805314242839813,0.010006437078118324,0.009936916455626488,0.009723036549985409,0.010359038557568881,10,0.009881078265607357,0,,,,
predict_proba,onxpython_compiled,,,100,5,5,10,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.0021000755950808525,0.004922937601804733,0.002672206610441208,0.003442341461777687,0.003136373870074749,0.0021000755950808525,0.00466575715696143,10,0.0033347452990710735,0,1.0,12.0,180140.0,
predict_proba,onxonnxruntime1,,,100,5,5,10,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.0008302135393023491,0.0010397769510746002,0.0008440585806965828,0.000903676263988018,0.0008816974237561226,0.0008302135393023491,0.0010006148214818293,10,0.0008586887270212173,0,1.0,12.0,180140.0,
predict,skl,101.0,5160.0,1,5,5,100,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.00884918961673975,0.009525652974843979,0.008883330971002579,0.00904787052422762,0.008992778882384301,0.00884918961673975,0.00937114332821102,10,0.008922107983380556,0,,,,
predict,onxpython_compiled,,,1,5,5,100,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.001541266217827797,0.002962644211947918,0.0027354583144187927,0.0029408587142825127,0.002608504518866539,0.001686777240700705,0.002962644211947918,10,0.002784336917102337,0,1.0,12.0,189192.0,
predict,onxonnxruntime1,,,1,5,5,100,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,3.937724977731705e-05,0.00014832522720098495,4.085991531610489e-05,5.2099116146564484e-05,5.519771948456764e-05,3.937724977731705e-05,0.00011720942479976655,10,4.328787326812744e-05,0,1.0,12.0,189192.0,
predict_proba,skl,101.0,5160.0,1,5,5,100,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.00882833730429411,0.00930757261812687,0.008853767067193985,0.008919768035411835,0.008925026282668114,0.00882833730429411,0.009201932315462765,10,0.008869883604347706,0,,,,
predict_proba,onxpython_compiled,,,1,5,5,100,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.0015815915539860725,0.002944878302514553,0.0027474043890833855,0.002937100827693939,0.00272225858643651,0.001959317329299068,0.002944878302514553,10,0.002839655615389347,0,1.0,12.0,189192.0,
predict_proba,onxonnxruntime1,,,1,5,5,100,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,4.027225077152252e-05,0.00012065097689628601,4.307832568883896e-05,5.7542696595191956e-05,5.548177286982536e-05,4.027225077152252e-05,0.00010072405840555592,10,4.637939855456352e-05,0,1.0,12.0,189192.0,
predict,skl,101.0,5160.0,10,5,5,100,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.009021861478686333,0.00945871789008379,0.00906551443040371,0.00910499319434166,0.009116522688418626,0.009021861478686333,0.009348865719191878,10,0.009094477631151676,0,,,,
predict,onxpython_compiled,,,10,5,5,100,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.001712484285235405,0.003055076114833355,0.0028832638636231422,0.002979694865643978,0.0028122592717409133,0.002083159775978242,0.003055076114833355,10,0.0029292870312929153,0,1.0,12.0,189192.0,
predict,onxonnxruntime1,,,10,5,5,100,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.00011982489377260208,0.00024625565856695175,0.00012345891445875168,0.00013009551912546158,0.00013852640986442566,0.00011982489377260208,0.0002100163024972121,10,0.0001242971047759056,0,1.0,12.0,189192.0,
predict_proba,skl,101.0,5160.0,10,5,5,100,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.009060299023985863,0.00951854232698679,0.009071877226233482,0.009205062873661518,0.009156371559947729,0.009060299023985863,0.009434376058789924,10,0.009080064948648214,0,,,,
predict_proba,onxpython_compiled,,,10,5,5,100,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.0016092099249362946,0.004368674010038376,0.0029314514249563217,0.003045080229640007,0.0028586397878825665,0.0016092099249362946,0.004319057009685198,10,0.003019541036337614,0,1.0,12.0,189192.0,
predict_proba,onxonnxruntime1,,,10,5,5,100,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.0001210412010550499,0.0010369056835770607,0.00012549664825201035,0.00013943202793598175,0.00022909464314579964,0.0001210412010550499,0.0007605764077750437,10,0.0001270165666937828,0,1.0,12.0,189192.0,
predict,skl,101.0,5160.0,100,5,5,100,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.009629231877624989,0.009953499771654606,0.00965659599751234,0.0097202118486166,0.009707165230065585,0.009629231877624989,0.009888255377306055,10,0.009678713977336884,0,,,,
predict,onxpython_compiled,,,100,5,5,100,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.002161712385714054,0.0036075953394174576,0.0034357337281107903,0.0035617491230368614,0.003365844674408436,0.0025687973495086922,0.0036075953394174576,10,0.0034825680777430534,0,1.0,12.0,189192.0,
predict,onxonnxruntime1,,,100,5,5,100,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.0008723810315132141,0.0010751904919743538,0.0008794581517577171,0.0009030019864439964,0.0009101211093366146,0.0008723810315132141,0.0010241012088084628,10,0.0008852328173816204,0,1.0,12.0,189192.0,
predict_proba,skl,101.0,5160.0,100,5,5,100,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.00968472845852375,0.010079463943839073,0.009734454564750195,0.0098491245880723,0.009801931958645583,0.00968472845852375,0.010013800754726167,10,0.009785882662981749,0,,,,
predict_proba,onxpython_compiled,,,100,5,5,100,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.0021236473694443703,0.004962185397744179,0.0034010550007224083,0.0035050762817263603,0.0033487997017800806,0.0021236473694443703,0.004812507910715084,10,0.0034698457457125187,0,1.0,12.0,189192.0,
predict_proba,onxonnxruntime1,,,100,5,5,100,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.000867997296154499,0.002479010261595249,0.0008749449625611305,0.0008980473503470421,0.001041684951633215,0.000867997296154499,0.001980948959607814,10,0.0008817017078399658,0,1.0,12.0,189192.0,
predict,skl,101.0,4920.0,1,5,5,1000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.00889030285179615,0.009341846220195293,0.008938569575548172,0.00895819254219532,0.008978496585041285,0.00889030285179615,0.009220409330969008,10,0.008945264853537083,0,,,,
predict,onxpython_compiled,,,1,5,5,1000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.0015877233818173409,0.0029435670003294945,0.002804867923259735,0.002936280332505703,0.002734467573463917,0.0019705644117708845,0.0029435670003294945,10,0.0028665303252637386,0,1.0,12.0,180432.0,
predict,onxonnxruntime1,,,1,5,5,1000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,3.9176084101200104e-05,0.00013708416372537613,4.0211714804172516e-05,4.661921411752701e-05,5.344487726688385e-05,3.9176084101200104e-05,0.0001093389681660556,10,4.253489896655083e-05,0,1.0,12.0,180432.0,
predict_proba,skl,101.0,4920.0,1,5,5,1000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.008809800259768963,0.009337760508060455,0.008836526423692703,0.009004559367895126,0.00893504749983549,0.008809800259768963,0.00923756572171798,10,0.008857731241732836,0,,,,
predict_proba,onxpython_compiled,,,1,5,5,1000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.0015177428722381592,0.003018614836037159,0.0028139175847172737,0.0028367657214403152,0.002661775890737772,0.0018658615218460142,0.003018614836037159,10,0.00282874284312129,0,1.0,12.0,180432.0,
predict_proba,onxonnxruntime1,,,1,5,5,1000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,3.853067755699158e-05,9.755697101354599e-05,3.8986094295978546e-05,4.508066922426224e-05,4.7575496137142184e-05,3.853067755699158e-05,8.111472918109832e-05,10,4.1120219975709915e-05,0,1.0,12.0,180432.0,
predict,skl,101.0,4920.0,10,5,5,1000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.009029269218444824,0.00949228834360838,0.00903378613293171,0.009084857068955898,0.009102693386375904,0.009029269218444824,0.009366083662367103,10,0.009053338784724474,0,,,,
predict,onxpython_compiled,,,10,5,5,1000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.001672256737947464,0.003028241917490959,0.002941722981631756,0.0030078506097197533,0.0028377001173794268,0.002069414126879121,0.003028241917490959,10,0.00297827972099185,0,1.0,12.0,180432.0,
predict,onxonnxruntime1,,,10,5,5,1000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.00011410657316446304,0.0002047177404165268,0.00011568330228328705,0.0001214807853102684,0.00012700408697128296,0.00011410657316446304,0.00017809969222312214,10,0.000119723379611969,0,1.0,12.0,180432.0,
predict_proba,skl,101.0,4920.0,10,5,5,1000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.009028821252286434,0.009461116977036,0.009056920185685158,0.009113196283578873,0.009116764552891255,0.009028821252286434,0.009352820132386247,10,0.009076145477592945,0,,,,
predict_proba,onxpython_compiled,,,10,5,5,1000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.0015657991170883179,0.0030616307631134987,0.002964087761938572,0.003053709864616394,0.002855865936726332,0.0020055802590916673,0.0030616307631134987,10,0.003003590740263462,0,1.0,12.0,180432.0,
predict_proba,onxonnxruntime1,,,10,5,5,1000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.00011349283158779144,0.00018928665667772293,0.00011622067540884018,0.00011972896754741669,0.00012374809011816978,0.00011349283158779144,0.00016677879013514272,10,0.00011688005179166794,0,1.0,12.0,180432.0,
predict,skl,101.0,4920.0,100,5,5,1000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.009559466503560543,0.010182722471654415,0.009584810584783554,0.0096725570037961,0.0096806725487113,0.009559466503560543,0.010030888345947696,10,0.009610090404748917,0,,,,
predict,onxpython_compiled,,,100,5,5,1000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.0020911572501063347,0.0035394001752138138,0.0033622076734900475,0.0034417100250720978,0.0032821536995470526,0.0024958547622678795,0.0035394001752138138,10,0.0034056087024509907,0,1.0,12.0,180432.0,
predict,onxonnxruntime1,,,100,5,5,1000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.0008125621825456619,0.0010105809196829796,0.000823204405605793,0.0008805869147181511,0.0008568829856812954,0.0008125621825456619,0.0009709568734723125,10,0.0008265138603746891,0,1.0,12.0,180432.0,
predict_proba,skl,101.0,4920.0,100,5,5,1000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.009590622037649155,0.00978866033256054,0.009602689184248447,0.009660680778324604,0.00964577505365014,0.009590622037649155,0.009754450091389427,10,0.009639939293265343,0,,,,
predict_proba,onxpython_compiled,,,100,5,5,1000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.002070728689432144,0.003578207455575466,0.0035078059881925583,0.003527349792420864,0.0033737937919795513,0.0025198442413383584,0.003578207455575466,10,0.0035152663476765156,0,1.0,12.0,180432.0,
predict_proba,onxonnxruntime1,,,100,5,5,1000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.000815575011074543,0.0009954702109098434,0.0008239150047302246,0.0008583664894104004,0.00085068354383111,0.000815575011074543,0.0009511133560164276,10,0.0008298484608530998,0,1.0,12.0,180432.0,
predict,skl,101.0,5348.0,1,5,5,10000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.008816124871373177,0.009154913015663624,0.008836116641759872,0.008862173184752464,0.008874829299747944,0.008816124871373177,0.009061861776503666,10,0.008854620158672333,0,,,,
predict,onxpython_compiled,,,1,5,5,10000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.0015407279133796692,0.0029482096433639526,0.0028278473764657974,0.0029405951499938965,0.0027280219830572603,0.001940794369648699,0.0029482096433639526,10,0.002834831830114126,0,1.0,12.0,196054.0,
predict,onxonnxruntime1,,,1,5,5,10000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,3.991648554801941e-05,0.0001370757818222046,4.314351826906204e-05,4.633422940969467e-05,5.348101258277893e-05,3.991648554801941e-05,0.00010860499158932045,10,4.37065027654171e-05,0,1.0,12.0,196054.0,
predict_proba,skl,101.0,5348.0,1,5,5,10000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.008788364008069038,0.009214374236762524,0.008806935511529446,0.008976306766271591,0.008889034483581781,0.008788364008069038,0.009152007318482579,10,0.008813146036118269,0,,,,
predict_proba,onxpython_compiled,,,1,5,5,10000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.0014653941616415977,0.0029601501300930977,0.002736835740506649,0.002768849954009056,0.0025817669928073885,0.0017485407391016864,0.0029601501300930977,10,0.002754046581685543,0,1.0,12.0,196054.0,
predict_proba,onxonnxruntime1,,,1,5,5,10000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,3.864988684654236e-05,8.232146501541138e-05,4.000309854745865e-05,4.4187530875205994e-05,4.5903213322162625e-05,3.864988684654236e-05,7.026705786589884e-05,10,4.2004045099020004e-05,0,1.0,12.0,196054.0,
predict,skl,101.0,5348.0,10,5,5,10000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.009053816087543964,0.00941087119281292,0.009097793139517307,0.009248711168766022,0.00917362906038761,0.009053816087543964,0.009384556479335641,10,0.009123697876930237,0,,,,
predict,onxpython_compiled,,,10,5,5,10000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,5.540437996387482e-05,0.0001647723838686943,6.245449185371399e-05,7.130205631256104e-05,7.473705336451531e-05,5.540437996387482e-05,0.0001344933984312562,10,6.608152762055397e-05,0,1.0,12.0,196054.0,
predict,onxonnxruntime1,,,10,5,5,10000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.00012011826038360596,0.00026839133352041245,0.000126522034406662,0.00014157500118017197,0.00014398852363228798,0.00012011826038360596,0.00022676569773693586,10,0.00012893043458461761,0,1.0,12.0,196054.0,
predict_proba,skl,101.0,5348.0,10,5,5,10000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.009022234939038754,0.00930308923125267,0.009080590680241585,0.009150208905339241,0.009117110446095467,0.009022234939038754,0.009285135129619508,10,0.009100142866373062,0,,,,
predict_proba,onxpython_compiled,,,10,5,5,10000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,5.605816841125488e-05,0.00014922581613063812,6.329640746116638e-05,6.706360727548599e-05,7.231710478663444e-05,5.605816841125488e-05,0.00012328680729429154,10,6.412109360098839e-05,0,1.0,12.0,196054.0,
predict_proba,onxonnxruntime1,,,10,5,5,10000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.00011392682790756226,0.00025987811386585236,0.0001264745369553566,0.00013788137584924698,0.00014096610248088838,0.00011392682790756226,0.00021984245925690262,10,0.0001269499771296978,0,1.0,12.0,196054.0,
predict,skl,101.0,5348.0,100,5,5,10000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.009942436590790749,0.010157237760722637,0.009973050095140934,0.010046116076409817,0.01001810496672988,0.009942436590790749,0.01014777834873714,10,0.010006525088101625,0,,,,
predict,onxpython_compiled,,,100,5,5,10000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.002280709333717823,0.005059570074081421,0.003600718453526497,0.003750760108232498,0.0035309764556586743,0.002280709333717823,0.004991510688807125,10,0.0036211120896041393,0,1.0,12.0,196054.0,
predict,onxonnxruntime1,,,100,5,5,10000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.0008889762684702873,0.0012126592919230461,0.0009024050086736679,0.0009396206587553024,0.0009438920766115189,0.0008889762684702873,0.0011234095517402229,10,0.0009127538651227951,0,1.0,12.0,196054.0,
predict_proba,skl,101.0,5348.0,100,5,5,10000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.009992157109081745,0.010268216952681541,0.01005397830158472,0.010078067891299725,0.010078774485737085,0.009992157109081745,0.01022019170664033,10,0.010070992168039083,0,,,,
predict_proba,onxpython_compiled,,,100,5,5,10000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.002256976440548897,0.005056547001004219,0.0035672662779688835,0.0036046411842107773,0.0034793952479958536,0.002256976440548897,0.004916716874328348,10,0.003586845938116312,0,1.0,12.0,196054.0,
predict_proba,onxonnxruntime1,,,100,5,5,10000,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.000864134170114994,0.0011301813647150993,0.0008753808215260506,0.0009054262191057205,0.0009095313958823681,0.000864134170114994,0.001057439544028681,10,0.0008829138241708279,0,1.0,12.0,196054.0,
predict,skl,101.0,49754.0,1,5,10,1,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.008884558454155922,0.009290246292948723,0.008915004320442677,0.009176074527204037,0.00902133621275425,0.008884558454155922,0.009290246292948723,10,0.008937601931393147,0,,,,
predict,onxpython_compiled,,,1,5,10,1,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.0015638414770364761,0.0029342500492930412,0.002849418669939041,0.0029197391122579575,0.0026682164520025254,0.0018006842424495057,0.0029342500492930412,10,0.0028770454227924347,0,1.0,12.0,1909555.0,
predict,onxonnxruntime1,,,1,5,10,1,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,5.774013698101044e-05,0.00020712334662675858,6.36167824268341e-05,8.895993232727051e-05,8.425619453191757e-05,5.774013698101044e-05,0.0001678568119911674,10,6.755394861102104e-05,0,1.0,12.0,1909555.0,
predict_proba,skl,101.0,49754.0,1,5,10,1,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.008908355608582497,0.009503080509603024,0.008972054347395897,0.0090127382427454,0.009034839924424887,0.008908355608582497,0.009352885236492026,10,0.008980240672826767,0,,,,
predict_proba,onxpython_compiled,,,1,5,10,1,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.0015584072098135948,0.002991952933371067,0.0028286809101700783,0.0029489798471331596,0.002765766717493534,0.0019661968013592467,0.002991952933371067,10,0.00292330514639616,0,1.0,12.0,1909555.0,
predict_proba,onxonnxruntime1,,,1,5,10,1,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,5.5507756769657135e-05,0.00018933136016130447,6.147101521492004e-05,8.478481322526932e-05,8.013602346181869e-05,5.5507756769657135e-05,0.000154652914349619,10,6.472738459706306e-05,0,1.0,12.0,1909555.0,
predict,skl,101.0,49754.0,10,5,10,1,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.00914930272847414,0.009657740592956543,0.009193703532218933,0.009283400140702724,0.009268356580287218,0.00914930272847414,0.009539164552944278,10,0.00923537788912654,0,,,,
predict,onxpython_compiled,,,10,5,10,1,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.0017077373340725899,0.0045866817235946655,0.0031189117580652237,0.003168446011841297,0.0030101468786597253,0.0017077373340725899,0.004467331496263945,10,0.003133560996502638,0,1.0,12.0,1909555.0,
predict,onxonnxruntime1,,,10,5,10,1,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.00026884395629167557,0.0005486011505126953,0.00029828958213329315,0.00031526945531368256,0.00032420409843325615,0.00026884395629167557,0.00047499563400831186,10,0.0003026854246854782,0,1.0,12.0,1909555.0,
predict_proba,skl,101.0,49754.0,10,5,10,1,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.009121144190430641,0.00992643367499113,0.009180264547467232,0.009318357333540916,0.00929585425183177,0.009121144190430641,0.009739280043897586,10,0.009207929018884897,0,,,,
predict_proba,onxpython_compiled,,,10,5,10,1,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.00012045912444591522,0.00028736796230077744,0.00013824831694364548,0.00015036854892969131,0.0001548774540424347,0.00012045912444591522,0.00024306657652586585,10,0.00013984041288495064,0,1.0,12.0,1909555.0,
predict_proba,onxonnxruntime1,,,10,5,10,1,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.00027280673384666443,0.0005396828055381775,0.00029579736292362213,0.00031663477420806885,0.0003263133578002453,0.00027280673384666443,0.00046922047848251496,10,0.0003044777549803257,0,1.0,12.0,1909555.0,
predict,skl,101.0,49754.0,100,5,10,1,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.01003746222704649,0.010538829490542412,0.010142884217202663,0.010372059419751167,0.010230674501508474,0.01003746222704649,0.010538829490542412,10,0.010177858173847198,0,,,,
predict,onxpython_compiled,,,100,5,10,1,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.0008391141891479492,0.0011705057695508003,0.0008569173514842987,0.0008903518319129944,0.0008955884724855423,0.0008391141891479492,0.0010784985407163885,10,0.0008629574440419674,0,1.0,12.0,1909555.0,
predict,onxonnxruntime1,,,100,5,10,1,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.00251108780503273,0.0030712587758898735,0.0025981133803725243,0.0026605110615491867,0.0026589324697852135,0.00251108780503273,0.002945827019104176,10,0.0026355842128396034,0,1.0,12.0,1909555.0,
predict_proba,skl,101.0,49754.0,100,5,10,1,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.010214737616479397,0.016208517365157604,0.010380284860730171,0.010669008828699589,0.011020420584827662,0.010214737616479397,0.01442914394200787,10,0.010397533420473337,0,,,,
predict_proba,onxpython_compiled,,,100,5,10,1,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.0008479245007038116,0.001172563061118126,0.0008544716984033585,0.0008942410349845886,0.0008975437842309475,0.0008479245007038116,0.0010819628236817358,10,0.0008596684783697128,0,1.0,12.0,1909555.0,
predict_proba,onxonnxruntime1,,,100,5,10,1,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.0023309029638767242,0.0029889000579714775,0.0023807361721992493,0.0024112649261951447,0.00244316766038537,0.0023309029638767242,0.0028034369893867295,10,0.0023882989771664143,0,1.0,12.0,1909555.0,
predict,skl,101.0,48238.0,1,5,10,10,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.009084316901862621,0.009963365271687508,0.009136552922427654,0.009170103818178177,0.009222735557705164,0.009084316901862621,0.009710243161430642,10,0.009147237055003643,0,,,,
predict,onxpython_compiled,,,1,5,10,10,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.0015979260206222534,0.0029443325474858284,0.0029363837093114853,0.002940068021416664,0.002803496830165386,0.002015795865943827,0.0029443325474858284,10,0.00293783750385046,0,1.0,12.0,1850428.0,
predict,onxonnxruntime1,,,1,5,10,10,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,6.128381937742233e-05,0.0002057049423456192,6.241071969270706e-05,7.341988384723663e-05,8.329767733812332e-05,6.128381937742233e-05,0.00016519300135332747,10,7.03609548509121e-05,0,1.0,12.0,1850428.0,
predict_proba,skl,101.0,48238.0,1,5,10,10,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.009083867073059082,0.009565258398652077,0.00913584791123867,0.009236522018909454,0.009197601955384016,0.009083867073059082,0.00946029941032089,10,0.009143520146608353,0,,,,
predict_proba,onxpython_compiled,,,1,5,10,10,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.0015625208616256714,0.0029729343950748444,0.002936495468020439,0.0029488755390048027,0.0028076346963644026,0.001993868123831364,0.0029729343950748444,10,0.0029428452253341675,0,1.0,12.0,1850428.0,
predict_proba,onxonnxruntime1,,,1,5,10,10,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,6.238371133804321e-05,0.0002022264525294304,6.388872861862183e-05,7.663760334253311e-05,8.493363857269287e-05,6.238371133804321e-05,0.00016398515112751074,10,7.327273488044739e-05,0,1.0,12.0,1850428.0,
predict,skl,101.0,48238.0,10,5,10,10,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.009432154707610607,0.009834499098360538,0.009477945044636726,0.009519907645881176,0.009517459198832512,0.009432154707610607,0.009736578918523286,10,0.009487530216574669,0,,,,
predict,onxpython_compiled,,,10,5,10,10,{<class 'sklearn.ensemble._forest.RandomForestClassifier'>: {'zipmap': False}},10,1,0.0018149865791201591,0.004645391367375851,0.003148258663713932,0.0032693706452846527,0.002955878060311079,0.0018149865791201591,0.004564353080367933,10,0.003181278705596924,0,1.0,12.0,1850428.0,
