method,lib,skl_nb_base_estimators,skl_dt_nodes,N,dim,max_depth,repeat,number,min,max,min3,max3,mean,lower,upper,count,median,error_c,onnx_nodes,onnx_opset,ort_size
predict,onxonnxruntime1,,,10,1,20,10,1,3.057485446333885e-05,4.6276021748781204e-05,3.157998435199261e-05,3.57611570507288e-05,3.410014323890209e-05,3.057485446333885e-05,4.308944764584843e-05,10,3.2002804800868034e-05,0,1.0,11.0,1050125.0
predict,skl,1.0,26285.0,100,1,20,10,1,6.906804628670216e-05,9.635998867452145e-05,7.45849683880806e-05,8.573499508202076e-05,7.963660173118114e-05,6.906804628670216e-05,9.556669503659432e-05,10,7.688254117965698e-05,0,,,
predict,onxpython,,,100,1,20,10,1,2.932385541498661e-05,8.137011900544167e-05,3.14079225063324e-05,3.6668963730335236e-05,3.7845061160624025e-05,2.932385541498661e-05,6.686883011163961e-05,10,3.2312353141605854e-05,0,1.0,11.0,1050125.0
predict,onxonnxruntime1,,,100,1,20,10,1,7.176189683377743e-05,9.35529824346304e-05,7.668999023735523e-05,8.023390546441078e-05,7.870437111705542e-05,7.176189683377743e-05,9.053464030931311e-05,10,7.706298492848873e-05,0,1.0,11.0,1050125.0
predict,skl,1.0,26285.0,1000,1,20,10,1,0.00020957994274795055,0.0002547311596572399,0.00021414807997643948,0.00022507109679281712,0.0002217504195868969,0.00020957994274795055,0.0002473842515260364,10,0.0002161259762942791,0,,,
predict,onxpython,,,1000,1,20,10,1,9.243586100637913e-05,0.00021272199228405952,9.6549978479743e-05,0.0001145580317825079,0.00011806506663560867,9.243586100637913e-05,0.0001917623785551816,10,0.00010142149403691292,0,1.0,11.0,1050125.0
predict,onxonnxruntime1,,,1000,1,20,10,1,0.0004649457987397909,0.0005809091962873936,0.0004959627985954285,0.0005328250117599964,0.0005138997919857502,0.0004649457987397909,0.0005801055068756272,10,0.0005003216210752726,0,1.0,11.0,1050125.0
predict,skl,1.0,15.0,1,5,3,10,1,4.609208554029465e-05,0.00010287901386618614,4.675588570535183e-05,5.0258124247193336e-05,5.3561897948384286e-05,4.609208554029465e-05,8.607774507703141e-05,10,4.761503078043461e-05,0,,,
predict,onxpython,,,1,5,3,10,1,1.6395002603530884e-05,7.967394776642323e-05,1.6827136278152466e-05,1.7777783796191216e-05,2.350036520510912e-05,1.6395002603530884e-05,6.0265441316183135e-05,10,1.688697375357151e-05,0,1.0,11.0,1089.0
predict,onxonnxruntime1,,,1,5,3,10,1,2.42751557379961e-05,6.374483928084373e-05,2.446398138999939e-05,2.5199027732014656e-05,2.886415459215641e-05,2.42751557379961e-05,5.178090867690456e-05,10,2.4505890905857086e-05,0,1.0,11.0,1089.0
