lib,N,dataset,dim,model,norm,repeat,number,min,max,mean,lower,upper,count,median,diff_pyrt,upper_diff_pyrt,lower_diff_pyrt,diff_pyrtc,upper_diff_pyrtc,lower_diff_pyrtc,fit_estimator_weights_.shape,fit_estimator_errors_.shape,fit_estimators_.size,fit_estimators_.n_classes_,fit_estimators_.sum|tree_.node_count,fit_estimators_.n_features_,fit_estimators_.sum|tree_.leave_count,fit_estimators_.max|tree_.max_depth,fit_n_classes_,fit_n_features_,fit_tree_.node_count,fit_tree_.leave_count,fit_tree_.max_depth,fit_estimators_.shape,fit_train_score_.shape,fit_estimators_..n_features_,fit_estimators_..n_classes_,fit_estimators_.sum|.sum|tree_.node_count,fit_estimators_.max|.max|tree_.max_depth,fit_estimators_.sum|.sum|tree_.leave_count,fit_validation_score_.shape,fit__predictors.size,fit__predictors.sum|tree_.node_count,fit__predictors.sum|tree_.leave_count,fit__predictors.max|tree_.max_depth,fit__fit_X.shape,fit_objective,fit_n_targets,fit_node_count,fit_ntrees,fit_leave_count,fit_mode_count,fit_coef_.shape,fit_singular_.shape,fit_intercept_.shape,fit_best_loss_.shape,fit_loss_.shape,fit_class_weight_.shape,fit_support_.shape,fit_support_vectors_.shape,fit_dual_coef_.shape,fit_probA_.shape,fit_probB_.shape
pyrtc,5,diabetes,-1,HGB,False,5,1,2.7918722480535507e-05,3.352342173457146e-05,2.9626209288835527e-05,2.7918722480535507e-05,3.352342173457146e-05,5,2.890685573220253e-05,3.587583552858382,17.937853407119917,1.2645460657267904e-05,3.587583552858382,17.937853407119917,1.2645460657267904e-05,,,,,,,,,,10.0,,,,,0.0,,,,,,0.0,100.0,2010.0,1055.0,6.0,,,,,,,,,,,,,,,,,,
ort,10,diabetes,-1,HGB,False,5,1,6.954185664653778e-05,7.874565199017525e-05,7.316889241337776e-05,6.954185664653778e-05,7.874565199017525e-05,5,7.228273898363113e-05,1.884146417125976e-05,2.2957862995554024e-05,1.5437354733194297e-05,1.884146417125976e-05,2.2957862995554024e-05,1.5437354733194297e-05,,,,,,,,,,10.0,,,,,0.0,,,,,,0.0,100.0,2010.0,1055.0,6.0,,,,,,,,,,,,,,,,,,
skl,10,diabetes,-1,HGB,False,5,1,0.0016797552816569805,0.0017264713533222675,0.0016949336975812912,0.0016797552816569805,0.0017264713533222675,5,0.0016931821592152119,1.884146417125976e-05,2.2957862995554024e-05,1.5437354733194297e-05,1.884146417125976e-05,2.2957862995554024e-05,1.5437354733194297e-05,,,,,,,,,,10.0,,,,,0.0,,,,,,0.0,100.0,2010.0,1055.0,6.0,,,,,,,,,,,,,,,,,,
pyrt,10,diabetes,-1,HGB,False,5,1,5.74672594666481e-05,6.670085713267326e-05,6.198324263095856e-05,5.74672594666481e-05,6.670085713267326e-05,5,6.073014810681343e-05,1.884146417125976e-05,2.2957862995554024e-05,1.5437354733194297e-05,1.884146417125976e-05,2.2957862995554024e-05,1.5437354733194297e-05,,,,,,,,,,10.0,,,,,0.0,,,,,,0.0,100.0,2010.0,1055.0,6.0,,,,,,,,,,,,,,,,,,
pyrtc,10,diabetes,-1,HGB,False,5,1,4.903273656964302e-05,5.2274204790592194e-05,5.055526271462441e-05,4.903273656964302e-05,5.2274204790592194e-05,5,5.0395261496305466e-05,1.884146417125976e-05,2.2957862995554024e-05,1.5437354733194297e-05,1.884146417125976e-05,2.2957862995554024e-05,1.5437354733194297e-05,,,,,,,,,,10.0,,,,,0.0,,,,,,0.0,100.0,2010.0,1055.0,6.0,,,,,,,,,,,,,,,,,,
ort,20,diabetes,-1,HGB,False,5,1,0.00011314218863844872,0.00012803217396140099,0.00011817002668976784,0.00011314218863844872,0.00012803217396140099,5,0.00011638225987553596,7.1751622367124215,17.937853407119917,3.0196857537134747e-05,7.1751622367124215,17.937853407119917,3.0196857537134747e-05,,,,,,,,,,10.0,,,,,0.0,,,,,,0.0,100.0,2010.0,1055.0,6.0,,,,,,,,,,,,,,,,,,
skl,20,diabetes,-1,HGB,False,5,1,0.001686267089098692,0.0017142994329333305,0.001700057927519083,0.001686267089098692,0.0017142994329333305,5,0.0017024199478328228,7.1751622367124215,17.937853407119917,3.0196857537134747e-05,7.1751622367124215,17.937853407119917,3.0196857537134747e-05,,,,,,,,,,10.0,,,,,0.0,,,,,,0.0,100.0,2010.0,1055.0,6.0,,,,,,,,,,,,,,,,,,
pyrt,20,diabetes,-1,HGB,False,5,1,9.682308882474899e-05,0.00010990304872393608,0.00010119341313838959,9.682308882474899e-05,0.00010990304872393608,5,9.918492287397385e-05,7.1751622367124215,17.937853407119917,3.0196857537134747e-05,7.1751622367124215,17.937853407119917,3.0196857537134747e-05,,,,,,,,,,10.0,,,,,0.0,,,,,,0.0,100.0,2010.0,1055.0,6.0,,,,,,,,,,,,,,,,,,
pyrtc,20,diabetes,-1,HGB,False,5,1,8.53128731250763e-05,9.31709073483944e-05,8.867923170328141e-05,8.53128731250763e-05,9.31709073483944e-05,5,8.884910494089127e-05,7.1751622367124215,17.937853407119917,3.0196857537134747e-05,7.1751622367124215,17.937853407119917,3.0196857537134747e-05,,,,,,,,,,10.0,,,,,0.0,,,,,,0.0,100.0,2010.0,1055.0,6.0,,,,,,,,,,,,,,,,,,
ort,50,diabetes,-1,HGB,False,5,1,0.00024600792676210403,0.00026853522285819054,0.0002571091987192631,0.00024600792676210403,0.00026853522285819054,5,0.00025607505813241005,3.948889190041882e-05,4.1090664922194264e-05,3.646810660029587e-05,3.948889190041882e-05,4.1090664922194264e-05,3.646810660029587e-05,,,,,,,,,,10.0,,,,,0.0,,,,,,0.0,100.0,2010.0,1055.0,6.0,,,,,,,,,,,,,,,,,,
skl,50,diabetes,-1,HGB,False,5,1,0.0017260429449379444,0.0017807348631322384,0.0017531832680106163,0.0017260429449379444,0.0017807348631322384,5,0.0017545130103826523,3.948889190041882e-05,4.1090664922194264e-05,3.646810660029587e-05,3.948889190041882e-05,4.1090664922194264e-05,3.646810660029587e-05,,,,,,,,,,10.0,,,,,0.0,,,,,,0.0,100.0,2010.0,1055.0,6.0,,,,,,,,,,,,,,,,,,
pyrt,50,diabetes,-1,HGB,False,5,1,0.0002090982161462307,0.00023025227710604668,0.00022014826536178588,0.0002090982161462307,0.00023025227710604668,5,0.00021926173940300941,3.948889190041882e-05,4.1090664922194264e-05,3.646810660029587e-05,3.948889190041882e-05,4.1090664922194264e-05,3.646810660029587e-05,,,,,,,,,,10.0,,,,,0.0,,,,,,0.0,100.0,2010.0,1055.0,6.0,,,,,,,,,,,,,,,,,,
pyrtc,50,diabetes,-1,HGB,False,5,1,0.00019787205383181572,0.0002122698351740837,0.00020615970715880393,0.00019787205383181572,0.0002122698351740837,5,0.0002047368325293064,3.948889190041882e-05,4.1090664922194264e-05,3.646810660029587e-05,3.948889190041882e-05,4.1090664922194264e-05,3.646810660029587e-05,,,,,,,,,,10.0,,,,,0.0,,,,,,0.0,100.0,2010.0,1055.0,6.0,,,,,,,,,,,,,,,,,,
ort,100,diabetes,-1,HGB,False,5,1,0.0004834430292248726,0.0005067386664450169,0.000489696953445673,0.0004834430292248726,0.0005066788099712686,5,0.0004870370030403137,3.5876086649492094,17.937853407119917,3.646810660029587e-05,3.5876086649492094,17.937853407119917,3.646810660029587e-05,,,,,,,,,,10.0,,,,,0.0,,,,,,0.0,100.0,2010.0,1055.0,6.0,,,,,,,,,,,,,,,,,,
skl,100,diabetes,-1,HGB,False,5,1,0.0017901440151035786,0.0018286989070475101,0.0018027372658252715,0.0017901440151035786,0.0018286989070475101,5,0.0017958758398890495,3.5876086649492094,17.937853407119917,3.646810660029587e-05,3.5876086649492094,17.937853407119917,3.646810660029587e-05,,,,,,,,,,10.0,,,,,0.0,,,,,,0.0,100.0,2010.0,1055.0,6.0,,,,,,,,,,,,,,,,,,
pyrt,100,diabetes,-1,HGB,False,5,1,0.0004116077907383442,0.0004347260110080242,0.0004197978414595127,0.0004116077907383442,0.0004347260110080242,5,0.0004181722179055214,3.5876086649492094,17.937853407119917,3.646810660029587e-05,3.5876086649492094,17.937853407119917,3.646810660029587e-05,,,,,,,,,,10.0,,,,,0.0,,,,,,0.0,100.0,2010.0,1055.0,6.0,,,,,,,,,,,,,,,,,,
pyrtc,100,diabetes,-1,HGB,False,5,1,0.0003972346894443035,0.00040687015280127525,0.00040206732228398323,0.0003972346894443035,0.00040687015280127525,5,0.00040219398215413094,3.5876086649492094,17.937853407119917,3.646810660029587e-05,3.5876086649492094,17.937853407119917,3.646810660029587e-05,,,,,,,,,,10.0,,,,,0.0,,,,,,0.0,100.0,2010.0,1055.0,6.0,,,,,,,,,,,,,,,,,,
ort,200,diabetes,-1,HGB,False,5,1,0.0009386027231812477,0.0009617921896278858,0.0009465780109167099,0.0009386027231812477,0.0009617921896278858,5,0.0009424639865756035,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,,,,,,,,,,10.0,,,,,0.0,,,,,,0.0,100.0,2010.0,1055.0,6.0,,,,,,,,,,,,,,,,,,
skl,200,diabetes,-1,HGB,False,5,1,0.0019494076259434223,0.002049214206635952,0.00198613153770566,0.0019494076259434223,0.002049214206635952,5,0.0019816849380731583,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,,,,,,,,,,10.0,,,,,0.0,,,,,,0.0,100.0,2010.0,1055.0,6.0,,,,,,,,,,,,,,,,,,
pyrt,200,diabetes,-1,HGB,False,5,1,0.0007940400391817093,0.0008332692086696625,0.0008058136329054833,0.0007940400391817093,0.0008332692086696625,5,0.0007996130734682083,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,,,,,,,,,,10.0,,,,,0.0,,,,,,0.0,100.0,2010.0,1055.0,6.0,,,,,,,,,,,,,,,,,,
pyrtc,200,diabetes,-1,HGB,False,5,1,0.0007820110768079758,0.00079356599599123,0.0007885197177529335,0.0007820110768079758,0.00079356599599123,5,0.0007883571088314056,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,,,,,,,,,,10.0,,,,,0.0,,,,,,0.0,100.0,2010.0,1055.0,6.0,,,,,,,,,,,,,,,,,,
ort,500,diabetes,-1,HGB,False,5,1,0.00231004785746336,0.0023348024114966393,0.002323000878095627,0.00231004785746336,0.0023348024114966393,5,0.0023244856856763363,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,,,,,,,,,,10.0,,,,,0.0,,,,,,0.0,100.0,2010.0,1055.0,6.0,,,,,,,,,,,,,,,,,,
skl,500,diabetes,-1,HGB,False,5,1,0.0022717993706464767,0.0023200297728180885,0.0022926901467144488,0.0022717993706464767,0.0023200297728180885,5,0.002287692856043577,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,,,,,,,,,,10.0,,,,,0.0,,,,,,0.0,100.0,2010.0,1055.0,6.0,,,,,,,,,,,,,,,,,,
pyrt,500,diabetes,-1,HGB,False,5,1,0.0019490751437842846,0.0019848630763590336,0.001960311084985733,0.0019490751437842846,0.0019848630763590336,5,0.001953979954123497,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,,,,,,,,,,10.0,,,,,0.0,,,,,,0.0,100.0,2010.0,1055.0,6.0,,,,,,,,,,,,,,,,,,
pyrtc,500,diabetes,-1,HGB,False,5,1,0.0019297772087156773,0.00194848095998168,0.0019379892386496068,0.0019297772087156773,0.00194848095998168,5,0.001937362365424633,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,,,,,,,,,,10.0,,,,,0.0,,,,,,0.0,100.0,2010.0,1055.0,6.0,,,,,,,,,,,,,,,,,,
ort,1000,diabetes,-1,HGB,False,5,1,0.004578093998134136,0.0046648262068629265,0.004605869576334953,0.004578093998134136,0.0046648262068629265,5,0.004596354905515909,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,,,,,,,,,,10.0,,,,,0.0,,,,,,0.0,100.0,2010.0,1055.0,6.0,,,,,,,,,,,,,,,,,,
skl,1000,diabetes,-1,HGB,False,5,1,0.0028611216694116592,0.0028784493915736675,0.0028676620684564115,0.0028611216694116592,0.0028784493915736675,5,0.0028660688549280167,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,,,,,,,,,,10.0,,,,,0.0,,,,,,0.0,100.0,2010.0,1055.0,6.0,,,,,,,,,,,,,,,,,,
pyrt,1000,diabetes,-1,HGB,False,5,1,0.003858588170260191,0.003967583179473877,0.0038883832283318044,0.003858588170260191,0.003966751836899864,5,0.0038722511380910873,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,,,,,,,,,,10.0,,,,,0.0,,,,,,0.0,100.0,2010.0,1055.0,6.0,,,,,,,,,,,,,,,,,,
pyrtc,1000,diabetes,-1,HGB,False,5,1,0.003839334938675165,0.0038896361365914345,0.003858937602490187,0.003839334938675165,0.0038896361365914345,5,0.0038568428717553616,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,,,,,,,,,,10.0,,,,,0.0,,,,,,0.0,100.0,2010.0,1055.0,6.0,,,,,,,,,,,,,,,,,,
ort,2000,diabetes,-1,HGB,False,5,1,0.009128053206950426,0.009274667594581842,0.009191308449953795,0.009128053206950426,0.009274667594581842,5,0.009180335327982903,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,,,,,,,,,,10.0,,,,,0.0,,,,,,0.0,100.0,2010.0,1055.0,6.0,,,,,,,,,,,,,,,,,,
skl,2000,diabetes,-1,HGB,False,5,1,0.003919587936252356,0.003937784116715193,0.003929214645177126,0.003919587936252356,0.003937784116715193,5,0.003933222033083439,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,,,,,,,,,,10.0,,,,,0.0,,,,,,0.0,100.0,2010.0,1055.0,6.0,,,,,,,,,,,,,,,,,,
pyrt,2000,diabetes,-1,HGB,False,5,1,0.007691129110753536,0.007830515038222075,0.007745907083153725,0.007691129110753536,0.007830515038222075,5,0.007730635814368725,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,,,,,,,,,,10.0,,,,,0.0,,,,,,0.0,100.0,2010.0,1055.0,6.0,,,,,,,,,,,,,,,,,,
pyrtc,2000,diabetes,-1,HGB,False,5,1,0.0076925489120185375,0.007757422048598528,0.007725512515753508,0.0076925489120185375,0.007757422048598528,5,0.007719207089394331,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,,,,,,,,,,10.0,,,,,0.0,,,,,,0.0,100.0,2010.0,1055.0,6.0,,,,,,,,,,,,,,,,,,
ort,5000,diabetes,-1,HGB,False,5,1,0.02155963284894824,0.022757533937692642,0.022135864570736886,0.02155963284894824,0.022757533937692642,5,0.022082651033997536,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,,,,,,,,,,10.0,,,,,0.0,,,,,,0.0,100.0,2010.0,1055.0,6.0,,,,,,,,,,,,,,,,,,
skl,5000,diabetes,-1,HGB,False,5,1,0.006923018954694271,0.007111376617103815,0.0069734263233840466,0.006923018954694271,0.007111376617103815,5,0.006937346886843443,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,,,,,,,,,,10.0,,,,,0.0,,,,,,0.0,100.0,2010.0,1055.0,6.0,,,,,,,,,,,,,,,,,,
pyrt,5000,diabetes,-1,HGB,False,5,1,0.019216672983020544,0.01939012622460723,0.019323561806231737,0.019216672983020544,0.01939012622460723,5,0.019346063025295734,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,,,,,,,,,,10.0,,,,,0.0,,,,,,0.0,100.0,2010.0,1055.0,6.0,,,,,,,,,,,,,,,,,,
pyrtc,5000,diabetes,-1,HGB,False,5,1,0.018111545126885176,0.018444960936903954,0.018255777563899754,0.018111545126885176,0.018444960936903954,5,0.0182244717143476,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,,,,,,,,,,10.0,,,,,0.0,,,,,,0.0,100.0,2010.0,1055.0,6.0,,,,,,,,,,,,,,,,,,
ort,10000,diabetes,-1,HGB,False,5,1,0.043165273033082485,0.043366581201553345,0.043252357840538026,0.043165273033082485,0.043366581201553345,5,0.043217870872467756,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,,,,,,,,,,10.0,,,,,0.0,,,,,,0.0,100.0,2010.0,1055.0,6.0,,,,,,,,,,,,,,,,,,
skl,10000,diabetes,-1,HGB,False,5,1,0.011693919077515602,0.022255792748183012,0.013865399360656738,0.011693919077515602,0.02208862235827489,5,0.011768494732677937,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,,,,,,,,,,10.0,,,,,0.0,,,,,,0.0,100.0,2010.0,1055.0,6.0,,,,,,,,,,,,,,,,,,
pyrt,10000,diabetes,-1,HGB,False,5,1,0.03639794886112213,0.03877706127241254,0.03766222484409809,0.03639794886112213,0.03877706127241254,5,0.037961669731885195,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,,,,,,,,,,10.0,,,,,0.0,,,,,,0.0,100.0,2010.0,1055.0,6.0,,,,,,,,,,,,,,,,,,
pyrtc,10000,diabetes,-1,HGB,False,5,1,0.036361124366521835,0.036478687077760696,0.03641622755676508,0.036361124366521835,0.036478687077760696,5,0.03642196115106344,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,,,,,,,,,,10.0,,,,,0.0,,,,,,0.0,100.0,2010.0,1055.0,6.0,,,,,,,,,,,,,,,,,,
ort,20000,diabetes,-1,HGB,False,5,1,0.08634606888517737,0.08782377187162638,0.0869886158965528,0.08634606888517737,0.08782377187162638,5,0.08658922789618373,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,,,,,,,,,,10.0,,,,,0.0,,,,,,0.0,100.0,2010.0,1055.0,6.0,,,,,,,,,,,,,,,,,,
skl,20000,diabetes,-1,HGB,False,5,1,0.0210272460244596,0.02127448609098792,0.02114067142829299,0.0210272460244596,0.02127448609098792,5,0.021156277041882277,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,,,,,,,,,,10.0,,,,,0.0,,,,,,0.0,100.0,2010.0,1055.0,6.0,,,,,,,,,,,,,,,,,,
pyrt,20000,diabetes,-1,HGB,False,5,1,0.07283254014328122,0.0774230002425611,0.07462783940136433,0.07283254014328122,0.0774230002425611,5,0.07427700981497765,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,,,,,,,,,,10.0,,,,,0.0,,,,,,0.0,100.0,2010.0,1055.0,6.0,,,,,,,,,,,,,,,,,,
pyrtc,20000,diabetes,-1,HGB,False,5,1,0.07271294202655554,0.07302370388060808,0.07278563324362039,0.07271294202655554,0.07302111862361943,5,0.07272031623870134,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,,,,,,,,,,10.0,,,,,0.0,,,,,,0.0,100.0,2010.0,1055.0,6.0,,,,,,,,,,,,,,,,,,
ort,50000,diabetes,-1,HGB,False,5,1,0.21591165103018284,0.21845918195322156,0.21690167635679244,0.21591165103018284,0.21845918195322156,5,0.2159956069663167,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,,,,,,,,,,10.0,,,,,0.0,,,,,,0.0,100.0,2010.0,1055.0,6.0,,,,,,,,,,,,,,,,,,
skl,50000,diabetes,-1,HGB,False,5,1,0.049336405005306005,0.06185729615390301,0.05402409331873059,0.049336405005306005,0.06185729615390301,5,0.04989919112995267,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,,,,,,,,,,10.0,,,,,0.0,,,,,,0.0,100.0,2010.0,1055.0,6.0,,,,,,,,,,,,,,,,,,
pyrt,50000,diabetes,-1,HGB,False,5,1,0.18208125000819564,0.18770513078197837,0.18360515804961325,0.18208125000819564,0.18770513078197837,5,0.18287581717595458,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,,,,,,,,,,10.0,,,,,0.0,,,,,,0.0,100.0,2010.0,1055.0,6.0,,,,,,,,,,,,,,,,,,
pyrtc,50000,diabetes,-1,HGB,False,5,1,0.18139502499252558,0.18441998306661844,0.18268715934827923,0.18139502499252558,0.18441998306661844,5,0.18218648107722402,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,17.937853407119917,,,,,,,,,,10.0,,,,,0.0,,,,,,0.0,100.0,2010.0,1055.0,6.0,,,,,,,,,,,,,,,,,,
ort,1,diabetes,-1,HGB,True,5,1,2.5046057999134064e-05,6.516976282000542e-05,3.437437117099762e-05,2.5046057999134064e-05,6.477862429187531e-05,5,2.60169617831707e-05,6.004428763617398e-06,1.293246975819784e-05,8.94374267090825e-07,6.004428763617398e-06,1.293246975819784e-05,8.94374267090825e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,1,diabetes,-1,HGB,True,5,1,0.0019506430253386497,0.002057936042547226,0.001986281666904688,0.0019506430253386497,0.002057936042547226,5,0.0019743717275559902,6.004428763617398e-06,1.293246975819784e-05,8.94374267090825e-07,6.004428763617398e-06,1.293246975819784e-05,8.94374267090825e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,1,diabetes,-1,HGB,True,5,1,3.464985638856888e-05,5.921488627791405e-05,4.052557051181793e-05,3.464985638856888e-05,5.8988030361616634e-05,5,3.5569071769714355e-05,6.004428763617398e-06,1.293246975819784e-05,8.94374267090825e-07,6.004428763617398e-06,1.293246975819784e-05,8.94374267090825e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,1,diabetes,-1,HGB,True,5,1,2.2485852241516113e-05,2.874387428164482e-05,2.402188256382942e-05,2.2485852241516113e-05,2.8697055953243476e-05,5,2.2870022803544998e-05,6.004428763617398e-06,1.293246975819784e-05,8.94374267090825e-07,6.004428763617398e-06,1.293246975819784e-05,8.94374267090825e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,2,diabetes,-1,HGB,True,5,1,3.1093601137399673e-05,4.4751912355422974e-05,3.4904200583696364e-05,3.1093601137399673e-05,4.4751912355422974e-05,5,3.2277777791023254e-05,8.890737063893539e-06,1.7817983234635904e-05,4.564860063283049e-06,8.890737063893539e-06,1.7817983234635904e-05,4.564860063283049e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,2,diabetes,-1,HGB,True,5,1,0.0017482070252299309,0.0017743352800607681,0.0017591931857168675,0.0017482070252299309,0.0017743352800607681,5,0.0017554149962961674,8.890737063893539e-06,1.7817983234635904e-05,4.564860063283049e-06,8.890737063893539e-06,1.7817983234635904e-05,4.564860063283049e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,2,diabetes,-1,HGB,True,5,1,3.704708069562912e-05,4.653492942452431e-05,3.966148942708969e-05,3.704708069562912e-05,4.653492942452431e-05,5,3.8242433220148087e-05,8.890737063893539e-06,1.7817983234635904e-05,4.564860063283049e-06,8.890737063893539e-06,1.7817983234635904e-05,4.564860063283049e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,2,diabetes,-1,HGB,True,5,1,2.5945249944925308e-05,3.117695450782776e-05,2.749180421233177e-05,2.5945249944925308e-05,3.117695450782776e-05,5,2.694176509976387e-05,8.890737063893539e-06,1.7817983234635904e-05,4.564860063283049e-06,8.890737063893539e-06,1.7817983234635904e-05,4.564860063283049e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,5,diabetes,-1,HGB,True,5,1,4.409626126289368e-05,5.969777703285217e-05,4.914607852697372e-05,4.409626126289368e-05,5.969777703285217e-05,5,4.677334800362587e-05,3.4000282386159594e-05,5.617942730395953e-05,1.0505607264121863e-05,3.4000282386159594e-05,5.617942730395953e-05,1.0505607264121863e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,5,diabetes,-1,HGB,True,5,1,0.0017613922245800495,0.0017757420428097248,0.001767018251121044,0.0017613922245800495,0.0017757420428097248,5,0.001766136847436428,3.4000282386159594e-05,5.617942730395953e-05,1.0505607264121863e-05,3.4000282386159594e-05,5.617942730395953e-05,1.0505607264121863e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,5,diabetes,-1,HGB,True,5,1,5.025602877140045e-05,6.216485053300858e-05,5.350420251488685e-05,5.025602877140045e-05,6.216485053300858e-05,5,5.074311047792435e-05,3.4000282386159594e-05,5.617942730395953e-05,1.0505607264121863e-05,3.4000282386159594e-05,5.617942730395953e-05,1.0505607264121863e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,5,diabetes,-1,HGB,True,5,1,3.774883225560188e-05,4.418427124619484e-05,3.965450450778007e-05,3.774883225560188e-05,4.418427124619484e-05,5,3.825267776846886e-05,3.4000282386159594e-05,5.617942730395953e-05,1.0505607264121863e-05,3.4000282386159594e-05,5.617942730395953e-05,1.0505607264121863e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,10,diabetes,-1,HGB,True,5,1,7.08969309926033e-05,8.037500083446503e-05,7.42563046514988e-05,7.08969309926033e-05,8.037500083446503e-05,5,7.335282862186432e-05,0.6565421803030205,3.282580545357092,1.5838564252135257e-05,0.6565421803030205,3.282580545357092,1.5838564252135257e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,10,diabetes,-1,HGB,True,5,1,0.001761299092322588,0.0018126093782484531,0.0017798312939703465,0.001761299092322588,0.0018126093782484531,5,0.001771313138306141,0.6565421803030205,3.282580545357092,1.5838564252135257e-05,0.6565421803030205,3.282580545357092,1.5838564252135257e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,10,diabetes,-1,HGB,True,5,1,7.321126759052277e-05,7.956800982356071e-05,7.530273869633674e-05,7.321126759052277e-05,7.956800982356071e-05,5,7.428182289004326e-05,0.6565421803030205,3.282580545357092,1.5838564252135257e-05,0.6565421803030205,3.282580545357092,1.5838564252135257e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,10,diabetes,-1,HGB,True,5,1,6.084563210606575e-05,6.171409040689468e-05,6.112372502684594e-05,6.084563210606575e-05,6.171409040689468e-05,5,6.0996972024440765e-05,0.6565421803030205,3.282580545357092,1.5838564252135257e-05,0.6565421803030205,3.282580545357092,1.5838564252135257e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
