lib,N,dataset,dim,model,norm,repeat,number,min,max,mean,lower,upper,count,median,diff_pyrt,upper_diff_pyrt,lower_diff_pyrt,diff_pyrtc,upper_diff_pyrtc,lower_diff_pyrtc,fit_estimator_weights_.shape,fit_estimator_errors_.shape,fit_estimators_.size,fit_estimators_.n_classes_,fit_estimators_.sum|tree_.node_count,fit_estimators_.n_features_,fit_estimators_.sum|tree_.leave_count,fit_estimators_.max|tree_.max_depth,fit_n_classes_,fit_n_features_,fit_tree_.node_count,fit_tree_.leave_count,fit_tree_.max_depth,fit_estimators_.shape,fit_train_score_.shape,fit_estimators_..n_features_,fit_estimators_..n_classes_,fit_estimators_.sum|.sum|tree_.node_count,fit_estimators_.max|.max|tree_.max_depth,fit_estimators_.sum|.sum|tree_.leave_count,fit_validation_score_.shape,fit__predictors.size,fit__predictors.sum|tree_.node_count,fit__predictors.sum|tree_.leave_count,fit__predictors.max|tree_.max_depth,fit__fit_X.shape,fit_objective,fit_n_targets,fit_node_count,fit_ntrees,fit_leave_count,fit_mode_count,fit_coef_.shape,fit_singular_.shape,fit_intercept_.shape,fit_best_loss_.shape,fit_loss_.shape,fit_class_weight_.shape,fit_support_.shape,fit_support_vectors_.shape,fit_dual_coef_.shape,fit_probA_.shape,fit_probB_.shape
pyrtc,20,boston,-1,RF,True,5,1,4.428112879395485e-05,5.897786468267441e-05,4.931176081299782e-05,4.428112879395485e-05,5.897786468267441e-05,5,4.747975617647171e-05,0.04046993161644323,0.09853389774092136,8.131718665538301e-06,0.04046993161644323,0.09853389774092136,8.131718665538301e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,50,boston,-1,RF,True,5,1,0.00034458795562386513,0.0005601430311799049,0.0004788353107869625,0.00034458795562386513,0.0005601430311799049,5,0.0005324231460690498,0.0390821944521722,0.09853389774092136,8.490518808912384e-06,0.0390821944521722,0.09853389774092136,8.490518808912384e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,50,boston,-1,RF,True,5,1,0.007660502102226019,0.008241800125688314,0.007952820509672165,0.007660502102226019,0.008241800125688314,5,0.008069990202784538,0.0390821944521722,0.09853389774092136,8.490518808912384e-06,0.0390821944521722,0.09853389774092136,8.490518808912384e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,50,boston,-1,RF,True,5,1,9.637605398893356e-05,0.00018638605251908302,0.00011957623064517975,9.637605398893356e-05,0.00018600597473345654,5,0.0001017632894217968,0.0390821944521722,0.09853389774092136,8.490518808912384e-06,0.0390821944521722,0.09853389774092136,8.490518808912384e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,50,boston,-1,RF,True,5,1,8.001783862709999e-05,0.00011393008753657341,8.999351412057877e-05,8.001783862709999e-05,0.00011393008753657341,5,8.500693365931511e-05,0.0390821944521722,0.09853389774092136,8.490518808912384e-06,0.0390821944521722,0.09853389774092136,8.490518808912384e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,100,boston,-1,RF,True,5,1,0.0005873800255358219,0.0007913294248282909,0.0006402399390935898,0.0005873800255358219,0.0007902743454300861,5,0.0006077131256461143,0.0767887737668019,0.09853389774092136,0.04073333972559112,0.0767887737668019,0.09853389774092136,0.04073333972559112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,100,boston,-1,RF,True,5,1,0.0077212476171553135,0.00787042174488306,0.007762547861784696,0.0077212476171553135,0.00786968718720827,5,0.007736842148005962,0.0767887737668019,0.09853389774092136,0.04073333972559112,0.0767887737668019,0.09853389774092136,0.04073333972559112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,100,boston,-1,RF,True,5,1,0.00015428243204951286,0.00021943403407931328,0.00017192400991916656,0.00015428243204951286,0.00021943403407931328,5,0.00016092881560325623,0.0767887737668019,0.09853389774092136,0.04073333972559112,0.0767887737668019,0.09853389774092136,0.04073333972559112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,100,boston,-1,RF,True,5,1,0.00013501988723874092,0.00014498084783554077,0.00013966858386993408,0.00013501988723874092,0.00014498084783554077,5,0.00014034612104296684,0.0767887737668019,0.09853389774092136,0.04073333972559112,0.0767887737668019,0.09853389774092136,0.04073333972559112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,200,boston,-1,RF,True,5,1,0.00116758793592453,0.0012604650110006332,0.0011896749958395958,0.00116758793592453,0.0012593905014293433,5,0.0011745300143957138,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,200,boston,-1,RF,True,5,1,0.008315993938595057,0.00841115228831768,0.008349080197513103,0.008315993938595057,0.00841115228831768,5,0.00832484383136034,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,200,boston,-1,RF,True,5,1,0.00027714017778635025,0.0003389110788702965,0.00029278285801410676,0.00027714017778635025,0.0003383837671263729,5,0.00028166407719254494,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,200,boston,-1,RF,True,5,1,0.0002520461566746235,0.00025909533724188805,0.00025579314678907393,0.0002520461566746235,0.00025909533724188805,5,0.0002574021928012371,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,500,boston,-1,RF,True,5,1,0.0028923721984028816,0.003005577716976404,0.002928358688950539,0.0028923721984028816,0.003005577716976404,5,0.002912541851401329,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,500,boston,-1,RF,True,5,1,0.009509925730526447,0.009666738100349903,0.00956485876813531,0.009509925730526447,0.009666738100349903,5,0.009546330198645592,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,500,boston,-1,RF,True,5,1,0.0006356150843203068,0.0007005161605775356,0.0006558666005730629,0.0006356150843203068,0.0007005161605775356,5,0.0006481441669166088,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,500,boston,-1,RF,True,5,1,0.00060284323990345,0.00061072688549757,0.0006061810068786144,0.00060284323990345,0.00061072688549757,5,0.0006049741059541702,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,1000,boston,-1,RF,True,5,1,0.00575905991718173,0.005870342720299959,0.005795809626579285,0.00575905991718173,0.005870342720299959,5,0.0057878922671079636,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,1000,boston,-1,RF,True,5,1,0.011609042063355446,0.011821871157735586,0.01168026840314269,0.011609042063355446,0.011821871157735586,5,0.011669749859720469,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,1000,boston,-1,RF,True,5,1,0.0012261522933840752,0.0013000909239053726,0.0012478604912757874,0.0012261522933840752,0.001299963944322313,5,0.0012367316521704197,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,1000,boston,-1,RF,True,5,1,0.001174665056169033,0.0011871177703142166,0.0011813419871032238,0.001174665056169033,0.0011871177703142166,5,0.001180501189082861,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,2000,boston,-1,RF,True,5,1,0.011443925090134144,0.01162309804931283,0.011502151377499104,0.011443925090134144,0.01162309804931283,5,0.01147989695891738,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,2000,boston,-1,RF,True,5,1,0.015297125093638897,0.015545146074146032,0.015422227140516043,0.015297125093638897,0.015545146074146032,5,0.015403971076011658,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,2000,boston,-1,RF,True,5,1,0.0024088039062917233,0.0025078710168600082,0.0024362714029848576,0.0024088039062917233,0.0025078710168600082,5,0.0024261451326310635,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,2000,boston,-1,RF,True,5,1,0.00231842789798975,0.0024037077091634274,0.00234049279242754,0.00231842789798975,0.0024037077091634274,5,0.002321660052984953,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,5000,boston,-1,RF,True,5,1,0.028728926088660955,0.03003511717543006,0.02916332632303238,0.028728926088660955,0.03003511717543006,5,0.02902397233992815,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,5000,boston,-1,RF,True,5,1,0.025838611647486687,0.02616711938753724,0.026013037003576756,0.025838611647486687,0.02616711938753724,5,0.02609150717034936,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,5000,boston,-1,RF,True,5,1,0.005947757046669722,0.006088167894631624,0.005998698435723782,0.005947757046669722,0.006088167894631624,5,0.005983535200357437,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,5000,boston,-1,RF,True,5,1,0.005736696999520063,0.005788139998912811,0.005767628271132708,0.005736696999520063,0.005788139998912811,5,0.0057668741792440414,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,10000,boston,-1,RF,True,5,1,0.05719901714473963,0.058208566159009933,0.05759563343599439,0.05719901714473963,0.058208566159009933,5,0.05746650882065296,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,10000,boston,-1,RF,True,5,1,0.04285829188302159,0.04429398709908128,0.04336961880326271,0.04285829188302159,0.04429398709908128,5,0.043068981263786554,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,10000,boston,-1,RF,True,5,1,0.011842234991490841,0.012055717874318361,0.011909047793596982,0.011842234991490841,0.012055717874318361,5,0.01190089900046587,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,10000,boston,-1,RF,True,5,1,0.011448910925537348,0.01157496590167284,0.011495388485491276,0.011448910925537348,0.01157496590167284,5,0.011490749660879374,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,20000,boston,-1,RF,True,5,1,0.11449513165280223,0.11710691777989268,0.11529103461652994,0.11449513165280223,0.11710691777989268,5,0.11474520433694124,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,20000,boston,-1,RF,True,5,1,0.0761911659501493,0.07769386889412999,0.07681896779686212,0.0761911659501493,0.07769386889412999,5,0.0767550771124661,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,20000,boston,-1,RF,True,5,1,0.02365964511409402,0.02391422912478447,0.023759055230766535,0.02365964511409402,0.02391422912478447,5,0.023742284160107374,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,20000,boston,-1,RF,True,5,1,0.022900331765413284,0.023264717310667038,0.023029511608183385,0.022900331765413284,0.023264717310667038,5,0.02296047192066908,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,50000,boston,-1,RF,True,5,1,0.2865778631530702,0.2899881708435714,0.28819813169538977,0.2865778631530702,0.2899881708435714,5,0.28828842705115676,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,50000,boston,-1,RF,True,5,1,0.1754821790382266,0.17751887114718556,0.17592416228726507,0.1754821790382266,0.17748846460497764,5,0.17555725388228893,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,50000,boston,-1,RF,True,5,1,0.05945676285773516,0.07660191133618355,0.06586040109395981,0.05945676285773516,0.07660191133618355,5,0.06079615605995059,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,50000,boston,-1,RF,True,5,1,0.057232366874814034,0.05765400221571326,0.05740141980350018,0.057232366874814034,0.05765400221571326,5,0.05739067681133747,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,0.09853389774092136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,1,boston,-1,SVR,False,5,1,2.505490556359291e-05,6.507476791739464e-05,3.4561846405267715e-05,2.505490556359291e-05,6.475489039509401e-05,5,2.6324298232793808e-05,1.5770619516075613e-06,4.176199464467345e-06,2.4063652048766926e-07,1.5770619516075613e-06,4.176199464467345e-06,2.4063652048766926e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,370.0,"(370, 13)","(1, 370)",0.0,0.0
skl,1,boston,-1,SVR,False,5,1,7.099611684679985e-05,0.00011684885248541832,8.304286748170853e-05,7.099611684679985e-05,0.00011668515829377625,5,7.424922659993172e-05,1.5770619516075613e-06,4.176199464467345e-06,2.4063652048766926e-07,1.5770619516075613e-06,4.176199464467345e-06,2.4063652048766926e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,370.0,"(370, 13)","(1, 370)",0.0,0.0
pyrt,1,boston,-1,SVR,False,5,1,2.1680258214473724e-05,4.13418747484684e-05,2.6446953415870667e-05,2.1680258214473724e-05,4.114306899664534e-05,5,2.2483989596366882e-05,1.5770619516075613e-06,4.176199464467345e-06,2.4063652048766926e-07,1.5770619516075613e-06,4.176199464467345e-06,2.4063652048766926e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,370.0,"(370, 13)","(1, 370)",0.0,0.0
pyrtc,1,boston,-1,SVR,False,5,1,1.5724916011095047e-05,2.2483058273792267e-05,1.7288606613874435e-05,1.5724916011095047e-05,2.242103015189397e-05,5,1.5863217413425446e-05,1.5770619516075613e-06,4.176199464467345e-06,2.4063652048766926e-07,1.5770619516075613e-06,4.176199464467345e-06,2.4063652048766926e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,370.0,"(370, 13)","(1, 370)",0.0,0.0
ort,2,boston,-1,SVR,False,5,1,3.5183969885110855e-05,4.739779978990555e-05,3.867195919156074e-05,3.5183969885110855e-05,4.739779978990555e-05,5,3.634486347436905e-05,4.85447553018048e-06,6.275767063357307e-06,2.3098772103935516e-06,4.85447553018048e-06,6.275767063357307e-06,2.3098772103935516e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,370.0,"(370, 13)","(1, 370)",0.0,0.0
skl,2,boston,-1,SVR,False,5,1,8.078804239630699e-05,9.431317448616028e-05,8.529080078005791e-05,8.078804239630699e-05,9.431317448616028e-05,5,8.318386971950531e-05,4.85447553018048e-06,6.275767063357307e-06,2.3098772103935516e-06,4.85447553018048e-06,6.275767063357307e-06,2.3098772103935516e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,370.0,"(370, 13)","(1, 370)",0.0,0.0
pyrt,2,boston,-1,SVR,False,5,1,3.235228359699249e-05,4.09628264605999e-05,3.4699682146310806e-05,3.235228359699249e-05,4.0960262268865426e-05,5,3.3779069781303406e-05,4.85447553018048e-06,6.275767063357307e-06,2.3098772103935516e-06,4.85447553018048e-06,6.275767063357307e-06,2.3098772103935516e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,370.0,"(370, 13)","(1, 370)",0.0,0.0
pyrtc,2,boston,-1,SVR,False,5,1,2.6647932827472687e-05,3.195693716406822e-05,2.786470577120781e-05,2.6647932827472687e-05,3.188804159515944e-05,5,2.6819761842489243e-05,4.85447553018048e-06,6.275767063357307e-06,2.3098772103935516e-06,4.85447553018048e-06,6.275767063357307e-06,2.3098772103935516e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,370.0,"(370, 13)","(1, 370)",0.0,0.0
ort,5,boston,-1,SVR,False,5,1,6.509711965918541e-05,7.790466770529747e-05,6.858762353658676e-05,6.509711965918541e-05,7.790466770529747e-05,5,6.60652294754982e-05,5.345754772889677e-06,8.512283031336665e-06,3.892217463885572e-06,5.345754772889677e-06,8.512283031336665e-06,3.892217463885572e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,370.0,"(370, 13)","(1, 370)",0.0,0.0
skl,5,boston,-1,SVR,False,5,1,0.00011047814041376114,0.00012590130791068077,0.00011559249833226204,0.00011047814041376114,0.00012590130791068077,5,0.00011334801092743874,5.345754772889677e-06,8.512283031336665e-06,3.892217463885572e-06,5.345754772889677e-06,8.512283031336665e-06,3.892217463885572e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,370.0,"(370, 13)","(1, 370)",0.0,0.0
pyrt,5,boston,-1,SVR,False,5,1,6.514694541692734e-05,7.327226921916008e-05,6.731683388352394e-05,6.514694541692734e-05,7.323209642960606e-05,5,6.591528654098511e-05,5.345754772889677e-06,8.512283031336665e-06,3.892217463885572e-06,5.345754772889677e-06,8.512283031336665e-06,3.892217463885572e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,370.0,"(370, 13)","(1, 370)",0.0,0.0
pyrtc,5,boston,-1,SVR,False,5,1,5.909474566578865e-05,6.498303264379501e-05,6.046714261174202e-05,5.909474566578865e-05,6.490882262230523e-05,5,5.931500345468521e-05,5.345754772889677e-06,8.512283031336665e-06,3.892217463885572e-06,5.345754772889677e-06,8.512283031336665e-06,3.892217463885572e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,370.0,"(370, 13)","(1, 370)",0.0,0.0
ort,10,boston,-1,SVR,False,5,1,0.00011530518531799316,0.0001394827850162983,0.00012303302064538003,0.00011530518531799316,0.0001394827850162983,5,0.00011786911636590958,5.9545413577666295e-06,8.879361498514982e-06,4.293990254922164e-06,5.9545413577666295e-06,8.879361498514982e-06,4.293990254922164e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,370.0,"(370, 13)","(1, 370)",0.0,0.0
skl,10,boston,-1,SVR,False,5,1,0.00015806034207344055,0.00017259083688259125,0.00016259215772151947,0.00015806034207344055,0.00017259083688259125,5,0.00015964405611157417,5.9545413577666295e-06,8.879361498514982e-06,4.293990254922164e-06,5.9545413577666295e-06,8.879361498514982e-06,4.293990254922164e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,370.0,"(370, 13)","(1, 370)",0.0,0.0
pyrt,10,boston,-1,SVR,False,5,1,0.00011940672993659973,0.00012761401012539864,0.0001217823475599289,0.00011940672993659973,0.00012761401012539864,5,0.00012101093307137489,5.9545413577666295e-06,8.879361498514982e-06,4.293990254922164e-06,5.9545413577666295e-06,8.879361498514982e-06,4.293990254922164e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,370.0,"(370, 13)","(1, 370)",0.0,0.0
pyrtc,10,boston,-1,SVR,False,5,1,0.0001133279874920845,0.00011911289766430855,0.0001153743825852871,0.0001133279874920845,0.00011911289766430855,5,0.00011446792632341385,5.9545413577666295e-06,8.879361498514982e-06,4.293990254922164e-06,5.9545413577666295e-06,8.879361498514982e-06,4.293990254922164e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,370.0,"(370, 13)","(1, 370)",0.0,0.0
ort,20,boston,-1,SVR,False,5,1,0.0002149888314306736,0.0002383640967309475,0.00022264020517468453,0.0002149888314306736,0.0002383640967309475,5,0.00021750899031758308,9.641035024543498e-06,1.2708123954041639e-05,5.731724161961438e-06,9.641035024543498e-06,1.2708123954041639e-05,5.731724161961438e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,370.0,"(370, 13)","(1, 370)",0.0,0.0
skl,20,boston,-1,SVR,False,5,1,0.000253534410148859,0.0002693100832402706,0.0002586878836154938,0.000253534410148859,0.0002693100832402706,5,0.00025657517835497856,9.641035024543498e-06,1.2708123954041639e-05,5.731724161961438e-06,9.641035024543498e-06,1.2708123954041639e-05,5.731724161961438e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,370.0,"(370, 13)","(1, 370)",0.0,0.0
pyrt,20,boston,-1,SVR,False,5,1,7.1690883487463e-05,0.00012324517592787743,8.398788049817086e-05,7.1690883487463e-05,0.00012263739134722067,5,7.405504584312439e-05,9.641035024543498e-06,1.2708123954041639e-05,5.731724161961438e-06,9.641035024543498e-06,1.2708123954041639e-05,5.731724161961438e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,370.0,"(370, 13)","(1, 370)",0.0,0.0
pyrtc,20,boston,-1,SVR,False,5,1,6.464216858148575e-05,7.418356835842133e-05,6.719771772623062e-05,6.464216858148575e-05,7.418356835842133e-05,5,6.529362872242928e-05,9.641035024543498e-06,1.2708123954041639e-05,5.731724161961438e-06,9.641035024543498e-06,1.2708123954041639e-05,5.731724161961438e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,370.0,"(370, 13)","(1, 370)",0.0,0.0
ort,50,boston,-1,SVR,False,5,1,0.0005132686346769333,0.0005579008720815182,0.0005294273607432843,0.0005132686346769333,0.0005579008720815182,5,0.0005153822712600231,1.0224850469597869e-05,1.1556509399213155e-05,8.879361498514982e-06,1.0224850469597869e-05,1.1556509399213155e-05,8.879361498514982e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,370.0,"(370, 13)","(1, 370)",0.0,0.0
skl,50,boston,-1,SVR,False,5,1,0.0005483580753207207,0.0005704639479517937,0.0005571641027927399,0.0005483580753207207,0.0005704639479517937,5,0.0005530831404030323,1.0224850469597869e-05,1.1556509399213155e-05,8.879361498514982e-06,1.0224850469597869e-05,1.1556509399213155e-05,8.879361498514982e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,370.0,"(370, 13)","(1, 370)",0.0,0.0
pyrt,50,boston,-1,SVR,False,5,1,0.00016355793923139572,0.00020888494327664375,0.00017365897074341773,0.00016355793923139572,0.0002082615967671737,5,0.00016544200479984283,1.0224850469597869e-05,1.1556509399213155e-05,8.879361498514982e-06,1.0224850469597869e-05,1.1556509399213155e-05,8.879361498514982e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,370.0,"(370, 13)","(1, 370)",0.0,0.0
pyrtc,50,boston,-1,SVR,False,5,1,0.0001563248224556446,0.0001668832264840603,0.000158688984811306,0.0001563248224556446,0.00016675432549704565,5,0.00015650782734155655,1.0224850469597869e-05,1.1556509399213155e-05,8.879361498514982e-06,1.0224850469597869e-05,1.1556509399213155e-05,8.879361498514982e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,370.0,"(370, 13)","(1, 370)",0.0,0.0
ort,100,boston,-1,SVR,False,5,1,0.0010118591599166393,0.0010853051207959652,0.001031890884041786,0.0010118591599166393,0.0010853051207959652,5,0.0010156529024243355,1.1220925871668897e-05,1.2708123954041639e-05,9.565936025524024e-06,1.1220925871668897e-05,1.2708123954041639e-05,9.565936025524024e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,370.0,"(370, 13)","(1, 370)",0.0,0.0
skl,100,boston,-1,SVR,False,5,1,0.001039781142026186,0.0010576858185231686,0.001047699712216854,0.001039781142026186,0.0010576858185231686,5,0.0010439883917570114,1.1220925871668897e-05,1.2708123954041639e-05,9.565936025524024e-06,1.1220925871668897e-05,1.2708123954041639e-05,9.565936025524024e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,370.0,"(370, 13)","(1, 370)",0.0,0.0
