method,lib,skl_nb_base_estimators,N,dim,max_depth,n_estimators,onnx_options,repeat,number,min,max,min3,max3,mean,lower,upper,count,median,error_c,onnx_nodes,onnx_opset,ort_size
predict,onxonnxruntime1,,10,1,10,100,,10,1,0.00012851227074861526,0.0002114381641149521,0.00013078097254037857,0.00014934223145246506,0.00014477763324975966,0.00012851227074861526,0.00019273142557427433,10,0.000133465975522995,0,1.0,12.0,2118006.0
predict,skl,2.0,100,1,10,100,,10,1,0.0005543241277337074,0.0006320774555206299,0.0005610603839159012,0.0005684923380613327,0.0005700529552996158,0.0005543241277337074,0.0006119191914168948,10,0.0005624061450362206,0,,,
predict,onxpython_compiled,,100,1,10,100,,10,1,0.00021009240299463272,0.0003089709207415581,0.0002165772020816803,0.00022715982049703598,0.00022824276238679885,0.00021009240299463272,0.00028201991530321923,10,0.00021845009177923203,0,1.0,12.0,2118006.0
predict,onxonnxruntime1,,100,1,10,100,,10,1,0.0009132018312811852,0.001155829057097435,0.0009300867095589638,0.0009499983862042427,0.0009602956473827362,0.0009132018312811852,0.0010922843261944384,10,0.0009354297071695328,0,1.0,12.0,2118006.0
predict,skl,2.0,1000,1,10,100,,10,1,0.004072410054504871,0.004250787198543549,0.004083923064172268,0.004109266214072704,0.004107272252440453,0.004072410054504871,0.004204425986918984,10,0.004089583642780781,0,,,
predict,onxpython_compiled,,1000,1,10,100,,10,1,0.0019208267331123352,0.002961600199341774,0.001933341845870018,0.002000533975660801,0.0020611505024135113,0.0019208267331123352,0.002657930276934912,10,0.0019436399452388287,0,1.0,12.0,2118006.0
predict,onxonnxruntime1,,1000,1,10,100,,10,1,0.008890843018889427,0.009787501767277718,0.008910122327506542,0.009010794572532177,0.00904185688123107,0.008890843018889427,0.009550907222200204,10,0.008945862762629986,0,1.0,12.0,2118006.0
predict,skl,2.0,10000,1,10,100,,10,1,0.037190710194408894,0.03758673835545778,0.03725255560129881,0.03736715950071812,0.03732014792039991,0.037190710194408894,0.037548193875428855,10,0.0373105239123106,0,,,
predict,onxpython_compiled,,10000,1,10,100,,10,1,0.018945571035146713,0.019297714345157146,0.01902019139379263,0.01908742543309927,0.01905542416498065,0.018945571035146713,0.019242143429577377,10,0.019040934275835752,0,1.0,12.0,2118006.0
predict,onxonnxruntime1,,10000,1,10,100,,10,1,0.08854253869503736,0.09022619016468525,0.08871430438011885,0.08886678237468004,0.08891176916658879,0.08854253869503736,0.08980644067910601,10,0.08883174182847142,0,1.0,12.0,2118006.0
predict,skl,2.0,1,5,2,1,,10,1,0.00010040123015642166,0.00024358276277780533,0.00010120496153831482,0.00010801665484905243,0.00011750292032957077,0.00010040123015642166,0.00020012401471067084,10,0.0001023951917886734,0,,,
predict,onxpython_compiled,,1,5,2,1,,10,1,1.3745389878749847e-05,0.0005913181230425835,1.3862736523151398e-05,1.5095807611942291e-05,7.231701165437699e-05,1.3745389878749847e-05,0.0004114116152188729,10,1.3932120054960251e-05,0,1.0,12.0,26377.0
predict,onxonnxruntime1,,1,5,2,1,,10,1,2.876482903957367e-05,8.768122643232346e-05,2.93022021651268e-05,3.191642463207245e-05,3.6137644201517105e-05,2.876482903957367e-05,7.005760740313224e-05,10,2.9718969017267227e-05,0,1.0,12.0,26377.0
predict,skl,2.0,10,5,2,1,,10,1,0.00011101365089416504,0.00015559513121843338,0.00011252332478761673,0.00011747702956199646,0.00011858707293868064,0.00011101365089416504,0.000143826113198167,10,0.0001138094812631607,0,,,
predict,onxpython_compiled,,10,5,2,1,,10,1,2.8322450816631317e-05,3.733299672603607e-05,2.888403832912445e-05,2.952292561531067e-05,2.996036782860756e-05,2.8322450816631317e-05,3.4877221426716127e-05,10,2.920115366578102e-05,0,1.0,12.0,26377.0
predict,onxonnxruntime1,,10,5,2,1,,10,1,4.5396387577056885e-05,5.8533623814582825e-05,4.580896347761154e-05,4.747137427330017e-05,4.7608651220798494e-05,4.5396387577056885e-05,5.5106980159392205e-05,10,4.592817276716232e-05,0,1.0,12.0,26377.0
predict,skl,2.0,100,5,2,1,,10,1,0.00020968914031982422,0.0002438277006149292,0.0002140318974852562,0.0002222750335931778,0.00021934276446700096,0.00020968914031982422,0.0002373391754852648,10,0.00021846406161785126,0,,,
predict,onxpython_compiled,,100,5,2,1,,10,1,6.008520722389221e-05,0.00011626817286014557,6.14924356341362e-05,6.250850856304169e-05,6.7132618278265e-05,6.008520722389221e-05,9.926606246492598e-05,10,6.194319576025009e-05,0,1.0,12.0,26377.0
predict,onxonnxruntime1,,100,5,2,1,,10,1,0.00022999756038188934,0.0002639777958393097,0.00023273471742868423,0.0002501467242836952,0.00024237073957920075,0.00022999756038188934,0.0002639777958393097,10,0.00024141184985637665,0,1.0,12.0,26377.0
predict,skl,2.0,1000,5,2,1,,10,1,0.0011578761041164398,0.0011905208230018616,0.0011599641293287277,0.0011677742004394531,0.0011657502502202988,0.0011578761041164398,0.0011843840029008078,10,0.001162142027169466,0,,,
predict,onxpython_compiled,,1000,5,2,1,,10,1,0.0004744492471218109,0.0005438150838017464,0.0004785628989338875,0.00048213452100753784,0.0004856986925005913,0.0004744492471218109,0.0005239363535031846,10,0.0004793531261384487,0,1.0,12.0,26377.0
predict,onxonnxruntime1,,1000,5,2,1,,10,1,0.002070542424917221,0.002175990492105484,0.002075761556625366,0.002091705799102783,0.002088821679353714,0.002070542424917221,0.002147953127369133,10,0.0020777201279997826,0,1.0,12.0,26377.0
predict,skl,2.0,10000,5,2,1,,10,1,0.010116668418049812,0.010257855989038944,0.010134543292224407,0.01016293466091156,0.01015408020466566,0.010116668418049812,0.010229761485462887,10,0.010147818829864264,0,,,
predict,onxpython_compiled,,10000,5,2,1,,10,1,0.004628160037100315,0.004699155688285828,0.004646945744752884,0.00465953815728426,0.004653445351868868,0.004628160037100315,0.004688669896907005,10,0.004651536699384451,0,1.0,12.0,26377.0
predict,onxonnxruntime1,,10000,5,2,1,,10,1,0.0204435708001256,0.021175961010158062,0.020464785397052765,0.02048306167125702,0.020541099924594165,0.0204435708001256,0.020958309606032108,10,0.02046965714544058,0,1.0,12.0,26377.0
predict,skl,2.0,1,5,2,10,,10,1,0.00010123476386070251,0.00018249452114105225,0.00010209716856479645,0.00010783039033412933,0.00011218423023819923,0.00010123476386070251,0.0001587589098457066,10,0.00010288180783390999,0,,,
predict,onxpython_compiled,,1,5,2,10,,10,1,1.2728385627269745e-05,6.701331585645676e-05,1.325458288192749e-05,1.3935379683971405e-05,1.9024498760700227e-05,1.2728385627269745e-05,5.042083674121754e-05,10,1.3645738363265991e-05,0,1.0,12.0,26377.0
predict,onxonnxruntime1,,1,5,2,10,,10,1,2.7460977435112e-05,6.718095391988754e-05,2.8361566364765167e-05,2.995505928993225e-05,3.282846882939339e-05,2.7460977435112e-05,5.548388689533895e-05,10,2.8611626476049423e-05,0,1.0,12.0,26377.0
predict,skl,2.0,10,5,2,10,,10,1,0.00011118408292531967,0.00013670139014720917,0.00011420343071222305,0.00012112688273191452,0.00011803954839706421,0.00011118408292531967,0.00013213445925167218,10,0.00011480646207928658,0,,,
predict,onxpython_compiled,,10,5,2,10,,10,1,2.8663314878940582e-05,3.7600286304950714e-05,2.870708703994751e-05,2.978648990392685e-05,3.0036456882953645e-05,2.8663314878940582e-05,3.5078530695872974e-05,10,2.922816202044487e-05,0,1.0,12.0,26377.0
predict,onxonnxruntime1,,10,5,2,10,,10,1,4.589930176734924e-05,6.063934415578842e-05,4.6397559344768524e-05,4.7818757593631744e-05,4.834858700633049e-05,4.589930176734924e-05,5.662769298897057e-05,10,4.678312689065933e-05,0,1.0,12.0,26377.0
predict,skl,2.0,100,5,2,10,,10,1,0.0002111745998263359,0.0002503329887986183,0.00021553784608840942,0.00021788198500871658,0.0002196485176682472,0.0002111745998263359,0.00024076834302994428,10,0.0002157352864742279,0,,,
predict,onxpython_compiled,,100,5,2,10,,10,1,6.085634231567383e-05,0.00012893974781036377,6.180815398693085e-05,6.222911179065704e-05,6.873104721307754e-05,6.085634231567383e-05,0.00010810064439882415,10,6.199488416314125e-05,0,1.0,12.0,26377.0
predict,onxonnxruntime1,,100,5,2,10,,10,1,0.0002345489338040352,0.00026628002524375916,0.00023653544485569,0.0002527618780732155,0.0002453688532114029,0.0002345489338040352,0.0002656597158188696,10,0.00024392548948526382,0,1.0,12.0,26377.0
predict,skl,2.0,1000,5,2,10,,10,1,0.0011483067646622658,0.0011937860399484634,0.0011539477854967117,0.0011652102693915367,0.0011610878631472588,0.0011483067646622658,0.001185350053269396,10,0.0011590728536248207,0,,,
predict,onxpython_compiled,,1000,5,2,10,,10,1,0.000479881651699543,0.000539594329893589,0.0004804609343409538,0.0004845131188631058,0.00048770057037472725,0.000479881651699543,0.0005218909145092073,10,0.0004810788668692112,0,1.0,12.0,26377.0
predict,onxonnxruntime1,,1000,5,2,10,,10,1,0.0021163513883948326,0.0022355513647198677,0.002122623845934868,0.0021290723234415054,0.002135863061994314,0.0021163513883948326,0.0022014764941320894,10,0.0021251798607409,0,1.0,12.0,26377.0
predict,skl,2.0,10000,5,2,10,,10,1,0.010106818750500679,0.010233868844807148,0.010130591690540314,0.010156252421438694,0.010144299548119306,0.010106818750500679,0.01021310408140439,10,0.010138787794858217,0,,,
predict,onxpython_compiled,,10000,5,2,10,,10,1,0.004649546928703785,0.004749787040054798,0.00465894490480423,0.004674486815929413,0.004676528461277485,0.004649546928703785,0.004738818003600159,10,0.004662554245442152,0,1.0,12.0,26377.0
predict,onxonnxruntime1,,10000,5,2,10,,10,1,0.02095535583794117,0.021631939336657524,0.020968428812921047,0.02100216131657362,0.02104474836960435,0.02095535583794117,0.02143045570982981,10,0.020978915505111217,0,1.0,12.0,26377.0
predict,skl,2.0,1,5,2,100,,10,1,0.00010125432163476944,0.0001778826117515564,0.00010305456817150116,0.00011305231600999832,0.00011408599093556404,0.00010125432163476944,0.00015709858074800407,10,0.00010567484423518181,0,,,
predict,onxpython_compiled,,1,5,2,100,,10,1,1.2936070561408997e-05,6.703101098537445e-05,1.3257376849651337e-05,1.3692304491996765e-05,1.8910039216279984e-05,1.2936070561408997e-05,5.038512225046133e-05,10,1.346459612250328e-05,0,1.0,12.0,26377.0
predict,onxonnxruntime1,,1,5,2,100,,10,1,2.766679972410202e-05,6.602983921766281e-05,2.835504710674286e-05,3.0259601771831512e-05,3.261268138885498e-05,2.766679972410202e-05,5.4619871356101625e-05,10,2.846401184797287e-05,0,1.0,12.0,26377.0
predict,skl,2.0,10,5,2,100,,10,1,0.00011237803846597672,0.00013713538646697998,0.0001142006367444992,0.00012053921818733215,0.00011843740940093994,0.00011237803846597672,0.00013249636345204473,10,0.0001150066964328289,0,,,
predict,onxpython_compiled,,10,5,2,100,,10,1,2.8206035494804382e-05,3.5567209124565125e-05,2.882443368434906e-05,2.9406510293483734e-05,2.970229834318161e-05,2.8206035494804382e-05,3.370287366624568e-05,10,2.9039103537797928e-05,0,1.0,12.0,26377.0
predict,onxonnxruntime1,,10,5,2,100,,10,1,4.6106986701488495e-05,6.060022860765457e-05,4.654284566640854e-05,4.787184298038483e-05,4.85389493405819e-05,4.6106986701488495e-05,5.6838611284537285e-05,10,4.675472155213356e-05,0,1.0,12.0,26377.0
predict,skl,2.0,100,5,2,100,,10,1,0.00021258927881717682,0.00024138297885656357,0.00021423306316137314,0.00021868012845516205,0.00021882867440581322,0.00021258927881717682,0.0002353236691497088,10,0.00021514296531677246,0,,,
predict,onxpython_compiled,,100,5,2,100,,10,1,6.0031190514564514e-05,0.00011610705405473709,6.117206066846848e-05,6.175227463245392e-05,6.682081148028374e-05,6.0031190514564514e-05,9.907267872455261e-05,10,6.126891821622849e-05,0,1.0,12.0,26377.0
predict,onxonnxruntime1,,100,5,2,100,,10,1,0.00023582018911838531,0.000268411822617054,0.00023671798408031464,0.00025682616978883743,0.0002475770190358162,0.00023582018911838531,0.000268411822617054,10,0.00024424633011221886,0,1.0,12.0,26377.0
predict,skl,2.0,1000,5,2,100,,10,1,0.0011532269418239594,0.0011907825246453285,0.001155247911810875,0.0011592740193009377,0.0011599157005548477,0.0011532269418239594,0.0011804992072958747,10,0.0011565722525119781,0,,,
predict,onxpython_compiled,,1000,5,2,100,,10,1,0.00047548580914735794,0.0005316054448485374,0.0004766453057527542,0.00048212893307209015,0.0004836374893784523,0.00047548580914735794,0.000515431225359373,10,0.00047705695033073425,0,1.0,12.0,26377.0
predict,onxonnxruntime1,,1000,5,2,100,,10,1,0.002119033597409725,0.002219683490693569,0.0021253079175949097,0.0021330444142222404,0.002135939337313175,0.002119033597409725,0.00219143058824861,10,0.0021264618262648582,0,1.0,12.0,26377.0
predict,skl,2.0,10000,5,2,100,,10,1,0.010087075643241405,0.010246970690786839,0.010111894458532333,0.010156896896660328,0.010133296996355057,0.010087075643241405,0.010220227956852448,10,0.01012063818052411,0,,,
predict,onxpython_compiled,,10000,5,2,100,,10,1,0.004597046412527561,0.004681487567722797,0.004602988250553608,0.004625109024345875,0.004618337843567133,0.004597046412527561,0.004668217417122927,10,0.004607611335813999,0,1.0,12.0,26377.0
predict,onxonnxruntime1,,10000,5,2,100,,10,1,0.020991365425288677,0.02171850297600031,0.020993199199438095,0.021004228852689266,0.021070036850869656,0.020991365425288677,0.021493812269399747,10,0.021000539883971214,0,1.0,12.0,26377.0
predict,skl,2.0,1,5,5,1,,10,1,0.00010586250573396683,0.0002272455021739006,0.00010846182703971863,0.00011723581701517105,0.0001227329485118389,0.00010586250573396683,0.00019158188645875804,10,0.0001100245863199234,0,,,
predict,onxpython_compiled,,1,5,5,1,,10,1,1.4456920325756073e-05,8.034799247980118e-05,1.4836899936199188e-05,1.703668385744095e-05,2.2190529853105546e-05,1.4456920325756073e-05,6.0311340897798026e-05,10,1.5252735465765e-05,0,1.0,12.0,217056.0
predict,onxonnxruntime1,,1,5,5,1,,10,1,3.576558083295822e-05,7.575098425149918e-05,3.6211684346199036e-05,3.72743234038353e-05,4.0655210614204404e-05,3.576558083295822e-05,6.365783431686682e-05,10,3.64379957318306e-05,0,1.0,12.0,217056.0
predict,skl,2.0,10,5,5,1,,10,1,0.0001344839110970497,0.00016493257135152817,0.00013621337711811066,0.00014367606490850449,0.0001419336535036564,0.0001344839110970497,0.00015899146497176832,10,0.00013862457126379013,0,,,
predict,onxpython_compiled,,10,5,5,1,,10,1,5.455315113067627e-05,7.947161793708801e-05,5.530938506126404e-05,6.178207695484161e-05,5.965279415249824e-05,5.455315113067627e-05,7.412718871852391e-05,10,5.616620182991028e-05,0,1.0,12.0,217056.0
predict,onxonnxruntime1,,10,5,5,1,,10,1,7.417798042297363e-05,9.288359433412552e-05,7.498916238546371e-05,8.019153028726578e-05,7.819784805178643e-05,7.417798042297363e-05,8.883732933740514e-05,10,7.572118192911148e-05,0,1.0,12.0,217056.0
predict,skl,2.0,100,5,5,1,,10,1,0.00036038458347320557,0.00040392111986875534,0.0003642616793513298,0.00037602148950099945,0.0003707927651703358,0.00036038458347320557,0.00039470147208941803,10,0.0003672651946544647,0,,,
predict,onxpython_compiled,,100,5,5,1,,10,1,0.0001227268949151039,0.00018589571118354797,0.0001255478709936142,0.00012817047536373138,0.00013204580172896386,0.0001227268949151039,0.0001674625503712278,10,0.0001269676722586155,0,1.0,12.0,217056.0
predict,onxonnxruntime1,,100,5,5,1,,10,1,0.0004680408164858818,0.000525275245308876,0.00047220848500728607,0.000492071732878685,0.0004835493862628937,0.0004680408164858818,0.0005204497008310903,10,0.0004733242094516754,0,1.0,12.0,217056.0
predict,skl,2.0,1000,5,5,1,,10,1,0.002306806854903698,0.0023676594719290733,0.0023275744169950485,0.0023478949442505836,0.00233618076890707,0.002306806854903698,0.0023664261205433973,10,0.002335126046091318,0,,,
predict,onxpython_compiled,,1000,5,5,1,,10,1,0.0010454114526510239,0.0011234674602746964,0.0010503074154257774,0.0010559242218732834,0.0010593574494123458,0.0010454114526510239,0.0011017146615877101,10,0.0010535409674048424,0,1.0,12.0,217056.0
predict,onxonnxruntime1,,1000,5,5,1,,10,1,0.0043916115537285805,0.004524613730609417,0.004410174675285816,0.004417438991367817,0.0044216934591531755,0.0043916115537285805,0.004492395801171945,10,0.004413839429616928,0,1.0,12.0,217056.0
predict,skl,2.0,10000,5,5,1,,10,1,0.02093218732625246,0.021102795377373695,0.02099938876926899,0.021016184240579605,0.021005064994096757,0.02093218732625246,0.021090320115520093,10,0.021011190954595804,0,,,
predict,onxpython_compiled,,10000,5,5,1,,10,1,0.01031224150210619,0.010535161010921001,0.010351649485528469,0.010381822474300861,0.010373977292329074,0.01031224150210619,0.010488530378641036,10,0.010360515210777521,0,1.0,12.0,217056.0
predict,onxonnxruntime1,,10000,5,5,1,,10,1,0.043744100257754326,0.044608973897993565,0.043801384046673775,0.04385209921747446,0.043885195069015025,0.043744100257754326,0.04436541067372399,10,0.04380892217159271,0,1.0,12.0,217056.0
predict,skl,2.0,1,5,5,10,,10,1,0.00010730698704719543,0.0002247849479317665,0.00010933075100183487,0.00011703278869390488,0.00012413142248988152,0.00010730698704719543,0.00019057756514834293,10,0.00011349376291036606,0,,,
predict,onxpython_compiled,,1,5,5,10,,10,1,1.4851801097393036e-05,8.014962077140808e-05,1.5340745449066162e-05,1.7129816114902496e-05,2.263300120830536e-05,1.4851801097393036e-05,6.0375678546104244e-05,10,1.545250415802002e-05,0,1.0,12.0,217567.0
predict,onxonnxruntime1,,1,5,5,10,,10,1,3.449432551860809e-05,8.279271423816681e-05,3.5674311220645905e-05,3.8003548979759216e-05,4.122359678149223e-05,3.449432551860809e-05,6.864136485936625e-05,10,3.604451194405556e-05,0,1.0,12.0,217567.0
predict,skl,2.0,10,5,5,10,,10,1,0.00013345200568437576,0.00016646180301904678,0.00013694632798433304,0.00014314427971839905,0.00014178482815623282,0.00013345200568437576,0.00015968827609002032,10,0.00013789907097816467,0,,,
predict,onxpython_compiled,,10,5,5,10,,10,1,5.3783878684043884e-05,7.263384759426117e-05,5.588307976722717e-05,5.860626697540283e-05,5.816388875246048e-05,5.3783878684043884e-05,6.8104122257148e-05,10,5.6803226470947266e-05,0,1.0,12.0,217567.0
predict,onxonnxruntime1,,10,5,5,10,,10,1,7.890816777944565e-05,9.846221655607224e-05,8.150190114974976e-05,8.66185873746872e-05,8.415747433900833e-05,7.890816777944565e-05,9.501074262743608e-05,10,8.270330727100372e-05,0,1.0,12.0,217567.0
predict,skl,2.0,100,5,5,10,,10,1,0.000361698679625988,0.00041241105645895004,0.0003651054576039314,0.0003760373219847679,0.0003734356723725796,0.000361698679625988,0.00040194549830413294,10,0.00036769360303878784,0,,,
predict,onxpython_compiled,,100,5,5,10,,10,1,0.00012191943824291229,0.00018904916942119598,0.0001242849975824356,0.00012789573520421982,0.00013210549950599671,0.00012191943824291229,0.0001697398809367211,10,0.00012519164010882378,0,1.0,12.0,217567.0
predict,onxonnxruntime1,,100,5,5,10,,10,1,0.000523395836353302,0.0005972478538751602,0.0005258442834019661,0.00054161436855793,0.0005395894870162011,0.000523395836353302,0.000586216439855112,10,0.0005269288085401058,0,1.0,12.0,217567.0
predict,skl,2.0,1000,5,5,10,,10,1,0.002348758280277252,0.0024163834750652313,0.002353689633309841,0.002372266724705696,0.002367713674902916,0.002348758280277252,0.002404813299398596,10,0.0023657530546188354,0,,,
predict,onxpython_compiled,,1000,5,5,10,,10,1,0.0010650279000401497,0.0011233817785978317,0.0010734600946307182,0.0010800808668136597,0.0010802962817251683,0.0010650279000401497,0.0011106007403287308,10,0.0010755318216979504,0,1.0,12.0,217567.0
predict,onxonnxruntime1,,1000,5,5,10,,10,1,0.004941025748848915,0.005107684060931206,0.004956958815455437,0.004979991354048252,0.004978617746382951,0.004941025748848915,0.005066278045440065,10,0.004967158194631338,0,1.0,12.0,217567.0
predict,skl,2.0,10000,5,5,10,,10,1,0.021176175214350224,0.021304200403392315,0.02118781954050064,0.021241163834929466,0.02121187122538686,0.021176175214350224,0.02128858040211122,10,0.021194685250520706,0,,,
predict,onxpython_compiled,,10000,5,5,10,,10,1,0.010298908688127995,0.01046676840633154,0.01037297211587429,0.01040109246969223,0.010382695868611336,0.010299257136363022,0.01046613460085965,10,0.010379270184785128,0,1.0,12.0,217567.0
predict,onxonnxruntime1,,10000,5,5,10,,10,1,0.04908710066229105,0.04985614959150553,0.049100710079073906,0.04918443690985441,0.04920199438929558,0.04908710066229105,0.04963593347361775,10,0.049125978257507086,0,1.0,12.0,217567.0
predict,skl,2.0,1,5,5,100,,10,1,0.00010615494102239609,0.00023198220878839493,0.00010849349200725555,0.00011631380766630173,0.0001302153803408146,0.00010615494102239609,0.00020904981021895621,10,0.00011272309347987175,0,,,
predict,onxpython_compiled,,1,5,5,100,,10,1,1.4067627489566803e-05,7.740315049886703e-05,1.568533480167389e-05,1.7220154404640198e-05,2.2006407380104066e-05,1.4067627489566803e-05,5.8292345388740656e-05,10,1.582549884915352e-05,0,1.0,12.0,217859.0
predict,onxonnxruntime1,,1,5,5,100,,10,1,3.5118311643600464e-05,7.775239646434784e-05,3.5803765058517456e-05,3.829970955848694e-05,4.075868055224419e-05,3.5118311643600464e-05,6.510602790198828e-05,10,3.613065928220749e-05,0,1.0,12.0,217859.0
predict,skl,2.0,10,5,5,100,,10,1,0.0001349048689007759,0.00016941968351602554,0.00013798195868730545,0.00014244206249713898,0.0001430048607289791,0.0001349048689007759,0.00016191325263792042,10,0.00013903900980949402,0,,,
predict,onxpython_compiled,,10,5,5,100,,10,1,5.379877984523773e-05,7.859990000724792e-05,5.565304309129715e-05,5.968380719423294e-05,5.954895168542862e-05,5.379877984523773e-05,7.347476023496926e-05,10,5.7680532336235046e-05,0,1.0,12.0,217859.0
predict,onxonnxruntime1,,10,5,5,100,,10,1,7.275491952896118e-05,9.5427967607975e-05,7.492769509553909e-05,7.786788046360016e-05,7.79726542532444e-05,7.275491952896118e-05,9.07617398426344e-05,10,7.544970139861107e-05,0,1.0,12.0,217859.0
predict,skl,2.0,100,5,5,100,,10,1,0.00036110449582338333,0.00040146708488464355,0.00036395713686943054,0.0003701169043779373,0.00036953650414943694,0.00036110449582338333,0.00039200456977359153,10,0.0003655310720205307,0,,,
predict,onxpython_compiled,,100,5,5,100,,10,1,0.0001219138503074646,0.00018577463924884796,0.00012270081788301468,0.00012546684592962265,0.0001301347278058529,0.0001219138503074646,0.00016667544145820048,10,0.00012366054579615593,0,1.0,12.0,217859.0
predict,onxonnxruntime1,,100,5,5,100,,10,1,0.0004671253263950348,0.0005215322598814964,0.0004720725119113922,0.0005086436867713928,0.0004842543974518776,0.0004671253263950348,0.0005215322598814964,10,0.00047451257705688477,0,1.0,12.0,217859.0
predict,skl,2.0,1000,5,5,100,,10,1,0.002336587756872177,0.0024066511541604996,0.0023505836725234985,0.0023551704362034798,0.002354923728853464,0.002336587756872177,0.002392219785853725,10,0.002351198811084032,0,,,
predict,onxpython_compiled,,1000,5,5,100,,10,1,0.0010612169280648232,0.0011450545862317085,0.001066792756319046,0.0010763388127088547,0.0010767935775220395,0.0010612169280648232,0.0011227078322827374,10,0.0010688416659832,0,1.0,12.0,217859.0
predict,onxonnxruntime1,,1000,5,5,100,,10,1,0.004426182247698307,0.0045644501224160194,0.004433012567460537,0.0044481186196208,0.004449909832328558,0.004426182247698307,0.004526496993049492,10,0.004437504336237907,0,1.0,12.0,217859.0
predict,skl,2.0,10000,5,5,100,,10,1,0.021072792820632458,0.021251536905765533,0.021137014962732792,0.021159675903618336,0.0211475252173841,0.021072792820632458,0.021238774374512225,10,0.02114022383466363,0,,,
predict,onxpython_compiled,,10000,5,5,100,,10,1,0.010447929613292217,0.011779001913964748,0.010502892546355724,0.010578852146863937,0.010662147402763366,0.010447929613292217,0.011405054987878888,10,0.010534657165408134,0,1.0,12.0,217859.0
predict,onxonnxruntime1,,10000,5,5,100,,10,1,0.043994877487421036,0.04489497933536768,0.04406266938894987,0.04415019974112511,0.04416686464101076,0.043994877487421036,0.044666780988485665,10,0.04408145695924759,0,1.0,12.0,217859.0
predict,skl,2.0,1,5,10,1,,10,1,0.0001212824136018753,0.00027589965611696243,0.00012881122529506683,0.00013481918722391129,0.00014451304450631143,0.0001212824136018753,0.00023103202037681001,10,0.00012998562306165695,0,,,
predict,onxpython_compiled,,1,5,10,1,,10,1,2.091098576784134e-05,9.534135460853577e-05,2.4252571165561676e-05,2.7215108275413513e-05,3.210948780179024e-05,2.091098576784134e-05,7.369236130357907e-05,10,2.5062821805477142e-05,0,1.0,12.0,3819924.0
predict,onxonnxruntime1,,1,5,10,1,,10,1,4.994962364435196e-05,0.0001451503485441208,5.9767626225948334e-05,6.876606494188309e-05,7.003052160143852e-05,4.994962364435196e-05,0.00012087169501875315,10,6.314413622021675e-05,0,1.0,12.0,3819924.0
predict,skl,2.0,10,5,10,1,,10,1,0.0001986166462302208,0.00026822183281183243,0.0002045193687081337,0.00022999383509159088,0.00021695317700505258,0.0001986166462302208,0.00026046055589242623,10,0.0002053501084446907,0,,,
predict,onxpython_compiled,,10,5,10,1,,10,1,0.0001322021707892418,0.00021456461399793625,0.00014386698603630066,0.00017574429512023926,0.00015811230987310408,0.0001322021707892418,0.00021003529852004442,10,0.00014557316899299622,0,1.0,12.0,3819924.0
predict,onxonnxruntime1,,10,5,10,1,,10,1,0.00017773080617189407,0.00030106212943792343,0.00018987897783517838,0.0002334490418434143,0.00021176841109991074,0.00017773080617189407,0.00028521966046803966,10,0.00019649695605039597,0,1.0,12.0,3819924.0
predict,skl,2.0,100,5,10,1,,10,1,0.000683266669511795,0.0009495383128523827,0.0006984369829297066,0.000733998604118824,0.0007338128052651882,0.000683266669511795,0.0008820400704060577,10,0.000700158067047596,0,,,
predict,onxpython_compiled,,100,5,10,1,,10,1,0.00028215348720550537,0.00047283992171287537,0.00029414985328912735,0.0003268374130129814,0.0003204056061804295,0.00028215348720550537,0.0004263624539886545,10,0.00029721902683377266,0,1.0,12.0,3819924.0
predict,onxonnxruntime1,,100,5,10,1,,10,1,0.001210319809615612,0.0019558072090148926,0.0012323986738920212,0.0013581467792391777,0.0013506378978490829,0.001210319809615612,0.0017685264466087696,10,0.0012706583365797997,0,1.0,12.0,3819924.0
predict,skl,2.0,1000,5,10,1,,10,1,0.005069918930530548,0.005554782226681709,0.005089806392788887,0.005123678594827652,0.00514996275305748,0.005069918930530548,0.005422690531293629,10,0.005096249282360077,0,,,
predict,onxpython_compiled,,1000,5,10,1,,10,1,0.0026273876428604126,0.003026232123374939,0.0026437444612383842,0.002652662806212902,0.0026827776804566384,0.0026273876428604126,0.0029078784159609896,10,0.0026473822072148323,0,1.0,12.0,3819924.0
predict,onxonnxruntime1,,1000,5,10,1,,10,1,0.011547102592885494,0.013468564487993717,0.011580371297895908,0.011661551892757416,0.011794178374111652,0.011547102592885494,0.012895082824658309,10,0.01159315649420023,0,1.0,12.0,3819924.0
predict,skl,2.0,10000,5,10,1,,10,1,0.04649915546178818,0.04724912624806166,0.04664979688823223,0.04668889939785004,0.04671715730801225,0.04649915546178818,0.04708840143535323,10,0.04666411969810724,0,,,
predict,onxpython_compiled,,10000,5,10,1,,10,1,0.025903326459228992,0.02683740947395563,0.025987736880779266,0.02606846857815981,0.026088889595121144,0.025903326459228992,0.026589570008338767,10,0.026032099965959787,0,1.0,12.0,3819924.0
predict,onxonnxruntime1,,10000,5,10,1,,10,1,0.11447409447282553,0.11687350459396839,0.1145889600738883,0.1150180296972394,0.11496666353195906,0.11447409447282553,0.116282211398174,10,0.11478079482913017,0,1.0,12.0,3819924.0
predict,skl,2.0,1,5,10,10,,10,1,0.00012329034507274628,0.00030887313187122345,0.00013108551502227783,0.00014032982289791107,0.00015063229948282243,0.00012329034507274628,0.0002549383211884572,10,0.00013218121603131294,0,,,
