method,lib,skl_nb_base_estimators,N,dim,max_depth,n_estimators,onnx_options,repeat,number,min,max,min3,max3,mean,lower,upper,count,median,error_c,onnx_nodes,onnx_opset,ort_size
predict,onxpython_compiled,,1000,1,2,1,,10,1,0.00037896260619163513,0.0005066543817520142,0.0003821384161710739,0.00043743569403886795,0.0004072544164955616,0.00037896260619163513,0.00048822709183959695,10,0.0003832797519862652,0,1.0,12.0,26377.0
predict,onxonnxruntime1,,1000,1,2,1,,10,1,0.0020232172682881355,0.002318846993148327,0.0021117161959409714,0.002131461165845394,0.0021276640705764293,0.0020232172682881355,0.0022813275107056996,10,0.002125830389559269,0,1.0,12.0,26377.0
predict,skl,2.0,10000,1,2,1,,10,1,0.008872577920556068,0.011400616727769375,0.0093837296590209,0.010682701133191586,0.010028077382594347,0.008872577920556068,0.011400616727769375,10,0.010152998846024275,0,,,
predict,onxpython_compiled,,10000,1,2,1,,10,1,0.002615068107843399,0.002901238389313221,0.0026574069634079933,0.0027946047484874725,0.0027193746529519556,0.002615068107843399,0.0029000537196183403,10,0.0027046394534409046,0,1.0,12.0,26377.0
predict,onxonnxruntime1,,10000,1,2,1,,10,1,0.013553881086409092,0.01432233490049839,0.013585151173174381,0.014031922444701195,0.013806076813489198,0.013553881086409092,0.01432233490049839,10,0.013659505173563957,0,1.0,12.0,26377.0
predict,skl,2.0,1,1,2,10,,10,1,9.896978735923767e-05,0.00016923155635595322,9.969901293516159e-05,0.00010468345135450363,0.0001084490679204464,9.896978735923767e-05,0.00014876984170176792,10,0.00010020611807703972,0,,,
predict,onxpython_compiled,,1,1,2,10,,10,1,1.2548640370368958e-05,6.683915853500366e-05,1.2986361980438232e-05,1.3452023267745972e-05,1.863669604063034e-05,1.2548640370368958e-05,5.0165963714018436e-05,10,1.3110227882862091e-05,0,1.0,12.0,26012.0
predict,onxonnxruntime1,,1,1,2,10,,10,1,2.6502646505832672e-05,6.467103958129883e-05,2.6765279471874237e-05,2.8438866138458252e-05,3.129225224256516e-05,2.6502646505832672e-05,5.331129294478642e-05,10,2.687191590666771e-05,0,1.0,12.0,26012.0
predict,skl,2.0,10,1,2,10,,10,1,0.00010558031499385834,0.00012974813580513,0.00010631885379552841,0.0001107221469283104,0.0001104939728975296,0.00010558031499385834,0.0001244232568994131,10,0.0001073651947081089,0,,,
predict,onxpython_compiled,,10,1,2,10,,10,1,2.097245305776596e-05,3.160722553730011e-05,2.132263034582138e-05,2.2176653146743774e-05,2.2722873836755753e-05,2.097245305776596e-05,2.8787462669357694e-05,10,2.15223990380764e-05,0,1.0,12.0,26012.0
predict,onxonnxruntime1,,10,1,2,10,,10,1,3.85921448469162e-05,5.412288010120392e-05,3.8996338844299316e-05,4.064943641424179e-05,4.1117891669273376e-05,3.85921448469162e-05,5.0014742095645404e-05,10,3.9093662053346634e-05,0,1.0,12.0,26012.0
predict,skl,2.0,100,1,2,10,,10,1,0.0001753736287355423,0.00020223017781972885,0.00017798226326704025,0.00018005911260843277,0.0001814180985093117,0.0001753736287355423,0.00019641361956996366,10,0.0001788092777132988,0,,,
predict,onxpython_compiled,,100,1,2,10,,10,1,3.9937905967235565e-05,9.969901293516159e-05,4.077795892953873e-05,4.430580884218216e-05,4.820311442017555e-05,3.9937905967235565e-05,8.241049152308111e-05,10,4.152487963438034e-05,0,1.0,12.0,26012.0
predict,onxonnxruntime1,,100,1,2,10,,10,1,0.00016526412218809128,0.00019690394401550293,0.000174742192029953,0.0001806570217013359,0.00017628008499741553,0.00016526412218809128,0.00019378015719180488,10,0.00017606373876333237,0,1.0,12.0,26012.0
predict,skl,2.0,1000,1,2,10,,10,1,0.0009101787582039833,0.0009679272770881653,0.0009228261187672615,0.0009346576407551765,0.000929394643753767,0.0009101787582039833,0.0009591845182427186,10,0.000925491563975811,0,,,
predict,onxpython_compiled,,1000,1,2,10,,10,1,0.00027668196707963943,0.00035275518894195557,0.0002782503142952919,0.00028110574930906296,0.0002864784561097622,0.00027668196707963943,0.0003298859363810586,10,0.00027862517163157463,0,1.0,12.0,26012.0
predict,onxonnxruntime1,,1000,1,2,10,,10,1,0.0014369385316967964,0.0015444885939359665,0.0014422042295336723,0.0014448268339037895,0.0014524416998028754,0.0014369385316967964,0.0015127480613456863,10,0.0014427201822400093,0,1.0,12.0,26012.0
predict,skl,2.0,10000,1,2,10,,10,1,0.00827490258961916,0.008361181244254112,0.008313874714076519,0.008322329260408878,0.008316456247121096,0.00827490258961916,0.00835936650572438,10,0.008316549006849527,0,,,
predict,onxpython_compiled,,10000,1,2,10,,10,1,0.0025980407372117043,0.0026953276246786118,0.0026122676208615303,0.002630738541483879,0.002623765449970961,0.0025980407372117043,0.00267570124460896,10,0.0026191286742687225,0,1.0,12.0,26012.0
predict,onxonnxruntime1,,10000,1,2,10,,10,1,0.01407993957400322,0.014605240896344185,0.014109681360423565,0.01413949579000473,0.014168634358793498,0.01407993957400322,0.014457191375024893,10,0.014125422108918428,0,1.0,12.0,26012.0
predict,skl,2.0,1,1,2,100,,10,1,0.0001015225425362587,0.0001819264143705368,0.0001026056706905365,0.00010931957513093948,0.00011279070749878884,0.0001015225425362587,0.00015868053079765544,10,0.00010357936844229698,0,,,
predict,onxpython_compiled,,1,1,2,100,,10,1,1.283455640077591e-05,6.619561463594437e-05,1.3421289622783661e-05,1.3591721653938293e-05,1.8836092203855513e-05,1.283455640077591e-05,4.979949688247788e-05,10,1.3477634638547897e-05,0,1.0,12.0,26304.0
predict,onxonnxruntime1,,1,1,2,100,,10,1,2.7839094400405884e-05,6.621051579713821e-05,2.8070062398910522e-05,2.871919423341751e-05,3.2520201057195666e-05,2.7839094400405884e-05,5.473942175551245e-05,10,2.822931855916977e-05,0,1.0,12.0,26304.0
predict,skl,2.0,10,1,2,100,,10,1,0.00010750163346529007,0.00013189949095249176,0.00010846368968486786,0.00011260062456130981,0.00011221142485737801,0.00010750163346529007,0.00012636996664602894,10,0.00010902993381023407,0,,,
predict,onxpython_compiled,,10,1,2,100,,10,1,2.0526349544525146e-05,3.084912896156311e-05,2.1015293896198273e-05,2.1715648472309113e-05,2.235453575849533e-05,2.0526349544525146e-05,2.8153028394767687e-05,10,2.1317042410373688e-05,0,1.0,12.0,26304.0
predict,onxonnxruntime1,,10,1,2,100,,10,1,3.7954188883304596e-05,5.371309816837311e-05,3.852974623441696e-05,4.0218234062194824e-05,4.0726829320192336e-05,3.7954188883304596e-05,4.981399708295822e-05,10,3.8600992411375046e-05,0,1.0,12.0,26304.0
predict,skl,2.0,100,1,2,100,,10,1,0.0001769326627254486,0.00020587723702192307,0.00017984118312597275,0.00018210243433713913,0.0001828727312386036,0.0001769326627254486,0.00019861531770291584,10,0.0001807170920073986,0,,,
predict,onxpython_compiled,,100,1,2,100,,10,1,3.931485116481781e-05,0.00010068994015455246,3.989599645137787e-05,4.1600316762924194e-05,4.659779369831085e-05,3.931485116481781e-05,8.204054139552832e-05,10,4.027411341667175e-05,0,1.0,12.0,26304.0
predict,onxonnxruntime1,,100,1,2,100,,10,1,0.00016387365758419037,0.00019289087504148483,0.00017420481890439987,0.00018387101590633392,0.00017569279298186303,0.00016387365758419037,0.00019289087504148483,10,0.0001748930662870407,0,1.0,12.0,26304.0
predict,skl,2.0,1000,1,2,100,,10,1,0.0009146947413682938,0.000948004424571991,0.0009171152487397194,0.0009243758395314217,0.0009219255298376083,0.0009146947413682938,0.0009401377155655094,10,0.000918322242796421,0,,,
predict,onxpython_compiled,,1000,1,2,100,,10,1,0.00027481745928525925,0.00034640077501535416,0.0002771299332380295,0.00028115231543779373,0.0002850382588803768,0.00027481745928525925,0.0003254635230549277,10,0.00027757277712225914,0,1.0,12.0,26304.0
predict,onxonnxruntime1,,1000,1,2,100,,10,1,0.001426680013537407,0.0015254607424139977,0.0014310861006379128,0.001446189358830452,0.0014437980949878692,0.001426680013537407,0.0014999006446715457,10,0.0014316169545054436,0,1.0,12.0,26304.0
predict,skl,2.0,10000,1,2,100,,10,1,0.008173616603016853,0.0082632414996624,0.008194807916879654,0.008227451704442501,0.00820862501859665,0.008173616603016853,0.008261054741121304,10,0.008197717368602753,0,,,
predict,onxpython_compiled,,10000,1,2,100,,10,1,0.0025911126285791397,0.0027262987568974495,0.002601231448352337,0.00260781217366457,0.0026140999980270863,0.0025911126285791397,0.002687977641979157,10,0.002601846121251583,0,1.0,12.0,26304.0
predict,onxonnxruntime1,,10000,1,2,100,,10,1,0.013962632045149803,0.014512693509459496,0.01397760957479477,0.014018681831657887,0.01404471080750227,0.013962632045149803,0.014353861291461564,10,0.013992068823426962,0,1.0,12.0,26304.0
predict,skl,2.0,1,1,5,1,,10,1,0.00010535679757595062,0.00022078026086091995,0.00011005904525518417,0.00012031011283397675,0.00012440131977200508,0.00010535679757595062,0.00018938738457424634,10,0.00011285301297903061,0,,,
predict,onxpython_compiled,,1,1,5,1,,10,1,1.4486722648143768e-05,7.188785821199417e-05,1.4933757483959198e-05,1.527555286884308e-05,2.0900927484035493e-05,1.4486722648143768e-05,5.4269506037631156e-05,10,1.4938879758119583e-05,0,1.0,12.0,192674.0
predict,onxonnxruntime1,,1,1,5,1,,10,1,3.320910036563873e-05,7.470604032278061e-05,3.3925287425518036e-05,3.553926944732666e-05,3.865389153361321e-05,3.320910036563873e-05,6.243688657904111e-05,10,3.403518348932266e-05,0,1.0,12.0,192674.0
predict,skl,2.0,10,1,5,1,,10,1,0.00012406427413225174,0.0001533878967165947,0.00012532342225313187,0.00012954231351613998,0.00013013752177357674,0.00012406427413225174,0.00014736035284974085,10,0.00012683682143688202,0,,,
predict,onxpython_compiled,,10,1,5,1,,10,1,3.87728214263916e-05,6.0760416090488434e-05,3.996212035417557e-05,4.1894614696502686e-05,4.322836175560951e-05,3.87728214263916e-05,5.578475565252963e-05,10,4.081893712282181e-05,0,1.0,12.0,192674.0
predict,onxonnxruntime1,,10,1,5,1,,10,1,6.134249269962311e-05,7.845181971788406e-05,6.215367466211319e-05,6.357021629810333e-05,6.45591877400875e-05,6.134249269962311e-05,7.459940847599522e-05,10,6.258673965930939e-05,0,1.0,12.0,192674.0
predict,skl,2.0,100,1,5,1,,10,1,0.00030665937811136246,0.0003462657332420349,0.00030867382884025574,0.00031844712793827057,0.00031443610787391664,0.00030665937811136246,0.0003369049768202799,10,0.00030935509130358696,0,,,
predict,onxpython_compiled,,100,1,5,1,,10,1,8.316431194543839e-05,0.00015258695930242538,8.393917232751846e-05,8.558109402656555e-05,9.177196770906448e-05,8.316431194543839e-05,0.00013166344468649218,10,8.49044881761074e-05,0,1.0,12.0,192674.0
predict,onxonnxruntime1,,100,1,5,1,,10,1,0.0003391522914171219,0.000398172065615654,0.0003424091264605522,0.00036711152642965317,0.00035486901178956033,0.0003391522914171219,0.00039063435154261625,10,0.00034351274371147156,0,1.0,12.0,192674.0
predict,skl,2.0,1000,1,5,1,,10,1,0.0020699314773082733,0.002103338949382305,0.0020738262683153152,0.002090047113597393,0.0020833352580666544,0.0020699314773082733,0.002103338949382305,10,0.0020843897946178913,0,,,
predict,onxpython_compiled,,1000,1,5,1,,10,1,0.0006630420684814453,0.0007464326918125153,0.0006685741245746613,0.0006726523861289024,0.0006766007281839848,0.0006630420684814453,0.0007228038242636856,10,0.000670124776661396,0,1.0,12.0,192674.0
predict,onxonnxruntime1,,1000,1,5,1,,10,1,0.003132852725684643,0.0032556019723415375,0.0031397556886076927,0.003152701072394848,0.0031549465842545033,0.003132852725684643,0.0032222091284277786,10,0.0031449850648641586,0,1.0,12.0,192674.0
predict,skl,2.0,10000,1,5,1,,10,1,0.01925608143210411,0.019311783835291862,0.019299127161502838,0.019304174929857254,0.019291407894343138,0.01925608143210411,0.019311783835291862,10,0.01930087059736252,0,,,
predict,onxpython_compiled,,10000,1,5,1,,10,1,0.006442616693675518,0.006562124006450176,0.006456755101680756,0.006461132317781448,0.006467411480844021,0.006442616693675518,0.006531116757722606,10,0.006458347197622061,0,1.0,12.0,192674.0
predict,onxonnxruntime1,,10000,1,5,1,,10,1,0.030959347262978554,0.03159402031451464,0.031048611737787724,0.03109142929315567,0.031107038352638484,0.030959347262978554,0.03143383957726979,10,0.03106039110571146,0,1.0,12.0,192674.0
predict,skl,2.0,1,1,5,10,,10,1,0.0001084301620721817,0.00022416282445192337,0.00011116918176412582,0.0001233397051692009,0.00012671761214733124,0.0001084301620721817,0.00019222407778049733,10,0.00011223321780562401,0,,,
predict,onxpython_compiled,,1,1,5,10,,10,1,1.4862976968288422e-05,7.55060464143753e-05,1.5609897673130035e-05,2.454407513141632e-05,2.8542988002300262e-05,1.4862976968288422e-05,7.399873429005315e-05,10,1.663481816649437e-05,0,1.0,12.0,198149.0
predict,onxonnxruntime1,,1,1,5,10,,10,1,3.252364695072174e-05,8.192472159862518e-05,3.313086926937103e-05,3.439374268054962e-05,3.887554630637169e-05,3.252364695072174e-05,6.726479315863443e-05,10,3.370968624949455e-05,0,1.0,12.0,198149.0
predict,skl,2.0,10,1,5,10,,10,1,0.00012530293315649033,0.00015612132847309113,0.0001284182071685791,0.00013483501970767975,0.00013327933847904206,0.00012530293315649033,0.0001502664523983354,10,0.00012966245412826538,0,,,
predict,onxpython_compiled,,10,1,5,10,,10,1,3.979075700044632e-05,6.396323442459106e-05,4.140287637710571e-05,4.5969150960445404e-05,4.4492259621620176e-05,3.979075700044632e-05,5.7987287285076776e-05,10,4.192115738987923e-05,0,1.0,12.0,198149.0
predict,onxonnxruntime1,,10,1,5,10,,10,1,6.478186696767807e-05,8.175987750291824e-05,6.620772182941437e-05,7.003359496593475e-05,6.862720474600791e-05,6.478186696767807e-05,7.807350367467809e-05,10,6.669806316494942e-05,0,1.0,12.0,198149.0
predict,skl,2.0,100,1,5,10,,10,1,0.000310349278151989,0.00034350622445344925,0.0003121728077530861,0.00031813792884349823,0.0003176148049533367,0.000310349278151989,0.00033668855058926995,10,0.000312835443764925,0,,,
predict,onxpython_compiled,,100,1,5,10,,10,1,8.333101868629456e-05,0.0001537436619400978,8.602999150753021e-05,8.754245936870575e-05,9.3140359967947e-05,8.333101868629456e-05,0.00013293117710840577,10,8.705910295248032e-05,0,1.0,12.0,198149.0
predict,onxonnxruntime1,,100,1,5,10,,10,1,0.00038188323378562927,0.00043518655002117157,0.00038312096148729324,0.00041446927934885025,0.00039588622748851774,0.00038188323378562927,0.00043162759466689013,10,0.00038455892354249954,0,1.0,12.0,198149.0
predict,skl,2.0,1000,1,5,10,,10,1,0.002074478194117546,0.002143731340765953,0.002091304399073124,0.002108372747898102,0.0020996897481381895,0.002074478194117546,0.002135185343689057,10,0.0020969342440366745,0,,,
predict,onxpython_compiled,,1000,1,5,10,,10,1,0.0006743520498275757,0.0007591564208269119,0.0006783567368984222,0.0006917444989085197,0.0006899083033204079,0.0006743520498275757,0.0007369443277828549,10,0.0006812303327023983,0,1.0,12.0,198149.0
predict,onxonnxruntime1,,1000,1,5,10,,10,1,0.003545718267560005,0.003684934228658676,0.003554834984242916,0.0035593202337622643,0.003567621298134327,0.003545718267560005,0.0036447699395536094,10,0.0035557090304791927,0,1.0,12.0,198149.0
predict,skl,2.0,10000,1,5,10,,10,1,0.019366074353456497,0.019439678639173508,0.019388734363019466,0.01940715592354536,0.019399272091686726,0.019366074353456497,0.019439678639173508,10,0.019398809410631657,0,,,
predict,onxpython_compiled,,10000,1,5,10,,10,1,0.00658457912504673,0.006722090765833855,0.0066055478528141975,0.006618347018957138,0.006619963515549898,0.00658457912504673,0.006690250274986298,10,0.006608041934669018,0,1.0,12.0,198149.0
predict,onxonnxruntime1,,10000,1,5,10,,10,1,0.03516431525349617,0.03572741895914078,0.03519243001937866,0.03523004986345768,0.0352554127573967,0.03516431525349617,0.035568214046112726,10,0.03520461078733206,0,1.0,12.0,198149.0
predict,skl,2.0,1,1,5,100,,10,1,0.00010765343904495239,0.00022803619503974915,0.0001081954687833786,0.00012101791799068451,0.00012526214122772218,0.00010765343904495239,0.00019422883538564001,10,0.00010995613411068916,0,,,
predict,onxpython_compiled,,1,1,5,100,,10,1,1.4334917068481445e-05,7.548648864030838e-05,1.490861177444458e-05,1.641828566789627e-05,2.2304151207208635e-05,1.4334917068481445e-05,5.7655733299580064e-05,10,1.5161465853452682e-05,0,1.0,12.0,194718.0
predict,onxonnxruntime1,,1,1,5,100,,10,1,3.186613321304321e-05,8.027255535125732e-05,3.2697804272174835e-05,3.424752503633499e-05,3.839479759335518e-05,3.186613321304321e-05,6.603473164822067e-05,10,3.3229589462280273e-05,0,1.0,12.0,194718.0
predict,skl,2.0,10,1,5,100,,10,1,0.00012474693357944489,0.0001621423289179802,0.00012756604701280594,0.0001330217346549034,0.0001327158883213997,0.00012474693357944489,0.00015339686050566372,10,0.00012963451445102692,0,,,
predict,onxpython_compiled,,10,1,5,100,,10,1,4.003569483757019e-05,6.58910721540451e-05,4.119612276554108e-05,4.378706216812134e-05,4.454590380191803e-05,4.003569483757019e-05,5.915955634843443e-05,10,4.13842499256134e-05,0,1.0,12.0,194718.0
predict,onxonnxruntime1,,10,1,5,100,,10,1,6.091408431529999e-05,7.776357233524323e-05,6.16312026977539e-05,6.433483213186264e-05,6.413785740733147e-05,6.091408431529999e-05,7.371896788460642e-05,10,6.206473335623741e-05,0,1.0,12.0,194718.0
predict,skl,2.0,100,1,5,100,,10,1,0.0003073178231716156,0.00034505221992731094,0.0003115665167570114,0.0003173481673002243,0.00031589707359671595,0.0003073178231716156,0.00033612903501504496,10,0.0003127818927168846,0,,,
predict,onxpython_compiled,,100,1,5,100,,10,1,8.470192551612854e-05,0.00014986470341682434,8.495338261127472e-05,8.833315223455429e-05,9.284811094403266e-05,8.470192551612854e-05,0.00013030423152147664,10,8.57887789607048e-05,0,1.0,12.0,194718.0
predict,onxonnxruntime1,,100,1,5,100,,10,1,0.0003408314660191536,0.00039387401193380356,0.00034318212419748306,0.00036957859992980957,0.0003555136732757092,0.0003408314660191536,0.0003895444673401873,10,0.0003437977284193039,0,1.0,12.0,194718.0
predict,skl,2.0,1000,1,5,100,,10,1,0.0020771166309714317,0.002122773788869381,0.0020843567326664925,0.0020927367731928825,0.002091038040816784,0.0020771166309714317,0.002116312239318427,10,0.0020860708318650723,0,,,
predict,onxpython_compiled,,1000,1,5,100,,10,1,0.0006708279252052307,0.0007605645805597305,0.0006739720702171326,0.0006805583834648132,0.0006845586933195591,0.0006708279252052307,0.0007348903607740515,10,0.0006763217970728874,0,1.0,12.0,194718.0
predict,onxonnxruntime1,,1000,1,5,100,,10,1,0.0031481515616178513,0.003280647099018097,0.0031596673652529716,0.0031686164438724518,0.0031738156452775002,0.0031481515616178513,0.003245549917700433,10,0.0031651025637984276,0,1.0,12.0,194718.0
predict,skl,2.0,10000,1,5,100,,10,1,0.01937058847397566,0.0194742102175951,0.019396532326936722,0.01943923719227314,0.019413241371512412,0.01937058847397566,0.0194742102175951,10,0.019404985010623932,0,,,
predict,onxpython_compiled,,10000,1,5,100,,10,1,0.006545737385749817,0.006659641861915588,0.006552478298544884,0.006576128304004669,0.006569429393857717,0.006545737385749817,0.006633850563031356,10,0.006554837338626385,0,1.0,12.0,194718.0
predict,onxonnxruntime1,,10000,1,5,100,,10,1,0.031204410828649998,0.031812844797968864,0.03126349579542875,0.03132688160985708,0.031358745973557235,0.031204410828649998,0.03170432794114588,10,0.03129641618579626,0,1.0,12.0,194718.0
predict,skl,2.0,1,1,10,1,,10,1,0.00011292286217212677,0.00025913212448358536,0.00011825934052467346,0.00013502966612577438,0.00014052027836441994,0.00011292286217212677,0.00022361102742481044,10,0.00012491270899772644,0,,,
predict,onxpython_compiled,,1,1,10,1,,10,1,1.921132206916809e-05,0.00010095164179801941,2.3548491299152374e-05,2.834480255842209e-05,3.178901970386505e-05,1.921132206916809e-05,7.730736866472165e-05,10,2.4477485567331314e-05,0,1.0,12.0,2149572.0
predict,onxonnxruntime1,,1,1,10,1,,10,1,4.5631080865859985e-05,0.00013846810907125473,5.192123353481293e-05,6.417930126190186e-05,6.304848939180374e-05,4.5631080865859985e-05,0.00011395821132785102,10,5.470123142004013e-05,0,1.0,12.0,2149572.0
predict,skl,2.0,10,1,10,1,,10,1,0.0001654764637351036,0.00022041797637939453,0.00016776751726865768,0.00018526799976825714,0.00017833784222602843,0.0001654764637351036,0.00021128139477480292,10,0.00017041759565472603,0,,,
predict,onxpython_compiled,,10,1,10,1,,10,1,9.479187428951263e-05,0.00014376547187566757,9.798631072044373e-05,0.00011663977056741714,0.00010695699602365494,9.479187428951263e-05,0.00013640544352992433,10,0.00010028062388300896,0,1.0,12.0,2149572.0
predict,onxonnxruntime1,,10,1,10,1,,10,1,0.0001245848834514618,0.00019236095249652863,0.0001293029636144638,0.00015390757471323013,0.00014127781614661216,0.0001245848834514618,0.00018194621848789054,10,0.00013041775673627853,0,1.0,12.0,2149572.0
predict,skl,2.0,100,1,10,1,,10,1,0.0005552321672439575,0.0006282012909650803,0.0005601365119218826,0.0005674790591001511,0.0005705021321773529,0.0005552321672439575,0.0006111096092761604,10,0.000564313493669033,0,,,
predict,onxpython_compiled,,100,1,10,1,,10,1,0.0002107657492160797,0.0003086766228079796,0.0002192547544836998,0.00023066159337759018,0.0002378140576183796,0.0002107657492160797,0.00030622932149391286,10,0.00022371765226125717,0,1.0,12.0,2149572.0
predict,onxonnxruntime1,,100,1,10,1,,10,1,0.0008812528103590012,0.00112107302993536,0.0008915970101952553,0.0009115776047110558,0.000920654833316803,0.0008812528103590012,0.0010568076358207083,10,0.0008934913203120232,0,1.0,12.0,2149572.0
predict,skl,2.0,1000,1,10,1,,10,1,0.004080590792000294,0.004252639599144459,0.004097367636859417,0.004110794514417648,0.00411717314273119,0.004080590792000294,0.0042081909616077445,10,0.004104172345250845,0,,,
predict,onxpython_compiled,,1000,1,10,1,,10,1,0.0019019879400730133,0.002087663859128952,0.0019105207175016403,0.0019338801503181458,0.0019398463889956474,0.0019019879400730133,0.0020479647811166906,10,0.0019176686182618141,0,1.0,12.0,2149572.0
predict,onxonnxruntime1,,1000,1,10,1,,10,1,0.008431065827608109,0.009258159436285496,0.008439267054200172,0.008588867262005806,0.008573138155043125,0.008431065827608109,0.009059761052692093,10,0.008450086694210768,0,1.0,12.0,2149572.0
predict,skl,2.0,10000,1,10,1,,10,1,0.037191144190728664,0.037615641951560974,0.037254770286381245,0.037297479808330536,0.037293169740587474,0.037191144190728664,0.03751441293997832,10,0.037264187820255756,0,,,
predict,onxpython_compiled,,10000,1,10,1,,10,1,0.01871406752616167,0.019109870307147503,0.01876099221408367,0.01881817914545536,0.018804338481277227,0.01871406752616167,0.01901572253370723,10,0.018775987438857555,0,1.0,12.0,2149572.0
predict,onxonnxruntime1,,10000,1,10,1,,10,1,0.08339583221822977,0.08518114779144526,0.08356351498514414,0.08378663286566734,0.08377445815131068,0.08339583221822977,0.08473301548413563,10,0.0836540600284934,0,1.0,12.0,2149572.0
predict,skl,2.0,1,1,10,10,,10,1,0.00012084841728210449,0.0002938266843557358,0.00012988969683647156,0.0001587904989719391,0.0001532980240881443,0.00012084841728210449,0.00024914767308362423,10,0.00013316283002495766,0,,,
predict,onxpython_compiled,,1,1,10,10,,10,1,1.990795135498047e-05,0.00033464934676885605,2.4706125259399414e-05,0.00010219123214483261,7.123341783881188e-05,1.990795135498047e-05,0.0002538112922263437,10,2.6013702154159546e-05,0,1.0,12.0,2053951.0
predict,onxonnxruntime1,,1,1,10,10,,10,1,4.519708454608917e-05,0.00015194155275821686,5.2697956562042236e-05,7.002707570791245e-05,6.583305075764656e-05,4.519708454608917e-05,0.0001245339576451056,10,5.497271195054054e-05,0,1.0,12.0,2053951.0
predict,skl,2.0,10,1,10,10,,10,1,0.0001667523756623268,0.0002525588497519493,0.0001747654750943184,0.00020568352192640305,0.0001903577707707882,0.0001667523756623268,0.00024119845135153753,10,0.0001777317374944687,0,,,
predict,onxpython_compiled,,10,1,10,10,,10,1,9.50004905462265e-05,0.00017033517360687256,0.00010068807750940323,0.00011769402772188187,0.00011479482054710388,9.50004905462265e-05,0.00015897372929746782,10,0.00010679289698600769,0,1.0,12.0,2053951.0
predict,onxonnxruntime1,,10,1,10,10,,10,1,0.00012546125799417496,0.00019927788525819778,0.00013738498091697693,0.00014894362539052963,0.00014681415632367134,0.00012546125799417496,0.00018999966747515777,10,0.00013911863788962364,0,1.0,12.0,2053951.0
predict,skl,2.0,100,1,10,10,,10,1,0.0005603162571787834,0.0006175413727760315,0.0005655130371451378,0.0005718432366847992,0.000572306476533413,0.0005603162571787834,0.0006041966579837767,10,0.0005656182765960693,0,,,
predict,onxpython_compiled,,100,1,10,10,,10,1,0.00021012313663959503,0.0002963179722428322,0.00021614879369735718,0.0002237437292933464,0.0002253956161439419,0.00021012313663959503,0.0002726682198429124,10,0.00021965289488434792,0,1.0,12.0,2053951.0
predict,onxonnxruntime1,,100,1,10,10,,10,1,0.0009031901136040688,0.0010819723829627037,0.0009265569970011711,0.0009648483246564865,0.0009497318416833878,0.0009031901136040688,0.0010474931075466643,10,0.0009381216950714588,0,1.0,12.0,2053951.0
predict,skl,2.0,1000,1,10,10,,10,1,0.004085522145032883,0.004263466224074364,0.004111422225832939,0.004134632647037506,0.004131211154162884,0.004085522145032883,0.004222303411633308,10,0.004117656033486128,0,,,
predict,onxpython_compiled,,1000,1,10,10,,10,1,0.0019004438072443008,0.002072736620903015,0.0019113318994641304,0.001915966160595417,0.0019387575797736646,0.0019004438072443008,0.0020505551233403418,10,0.001913599669933319,0,1.0,12.0,2053951.0
predict,onxonnxruntime1,,1000,1,10,10,,10,1,0.008756756782531738,0.009498197585344315,0.008777402341365814,0.008867466822266579,0.008902515843510627,0.008756756782531738,0.00933143386055819,10,0.008830688428133726,0,1.0,12.0,2053951.0
predict,skl,2.0,10000,1,10,10,,10,1,0.03740738146007061,0.03795412927865982,0.03750940226018429,0.03773935604840517,0.03761900691315532,0.03740738146007061,0.03795412927865982,10,0.037523860577493906,0,,,
predict,onxpython_compiled,,10000,1,10,10,,10,1,0.018762880936264992,0.01994980964809656,0.018814805895090103,0.018875091336667538,0.01896410118788481,0.018762880936264992,0.019635329131360735,10,0.018826112151145935,0,1.0,12.0,2053951.0
predict,onxonnxruntime1,,10000,1,10,10,,10,1,0.08752936404198408,0.08932761009782553,0.08771386742591858,0.08792274817824364,0.08790177972987294,0.08752936404198408,0.08886826525202059,10,0.0877172201871872,0,1.0,12.0,2053951.0
predict,skl,2.0,1,1,10,100,,10,1,0.0001164143905043602,0.00027128495275974274,0.00011911708861589432,0.00014136452227830887,0.0001452134922146797,0.0001164143905043602,0.00023582998022779169,10,0.00012230733409523964,0,,,
predict,onxpython_compiled,,1,1,10,100,,10,1,1.9602477550506592e-05,0.0003164513036608696,2.1327286958694458e-05,2.828054130077362e-05,5.31177967786789e-05,1.9602477550506592e-05,0.0002253314241639249,10,2.3367349058389664e-05,0,1.0,12.0,2118006.0
predict,onxonnxruntime1,,1,1,10,100,,10,1,4.7536566853523254e-05,0.000142744742333889,4.9525871872901917e-05,7.167458534240723e-05,6.4128078520298e-05,4.7536566853523254e-05,0.00011854504806129065,10,5.094241350889206e-05,0,1.0,12.0,2118006.0
predict,skl,2.0,10,1,10,100,,10,1,0.00016610510647296906,0.00024277344346046448,0.00016936380416154861,0.00019174069166183472,0.00018237726762890816,0.00016610510647296906,0.00022647626708561397,10,0.00017087534070014954,0,,,
predict,onxpython_compiled,,10,1,10,100,,10,1,9.337067604064941e-05,0.00016763992607593536,0.0001014024019241333,0.00011888239532709122,0.00011269636452198029,9.337067604064941e-05,0.00015388313573429143,10,0.00010298658162355423,0,1.0,12.0,2118006.0
