method,lib,skl_nb_base_estimators,N,activation,dim,hidden_layer_sizes,onnx_options,repeat,number,min,max,min3,max3,mean,lower,upper,count,median,error_c,onnx_nodes,onnx_opset,ort_size,error
predict_proba,skl,1.0,100,relu,5,"(2, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0002065766602754593,0.01021793857216835,0.00021117646247148514,0.00022996217012405396,0.0012179107405245304,0.0002065766602754593,0.0070979679544032346,10,0.00021483749151229858,0,,,,
predict_proba,onxpython_compiled,,100,relu,5,"(2, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0001489780843257904,0.0001830998808145523,0.00015273597091436386,0.00015962403267621994,0.00015717577189207078,0.0001489780843257904,0.00017582562630554595,10,0.0001536342315375805,0,13.0,12.0,3981.0,
predict_proba,onxonnxruntime1,,100,relu,5,"(2, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,8.578971028327942e-05,0.00011119619011878967,9.014178067445755e-05,9.527243673801422e-05,9.358497336506844e-05,8.578971028327942e-05,0.00010640533847182825,10,9.130919352173805e-05,0,13.0,12.0,3981.0,
predict,skl,1.0,1000,relu,5,"(2, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0005753263831138611,0.004759763367474079,0.0005780057981610298,0.0005834624171257019,0.0009977403096854687,0.0005753263831138611,0.0034556029333169085,10,0.00057968869805336,0,,,,
predict,onxpython_compiled,,1000,relu,5,"(2, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0006035109981894493,0.0037364093586802483,0.0006091902032494545,0.0006223525851964951,0.0009286370128393173,0.0006035109981894493,0.0027632647687593236,10,0.00061424495652318,0,13.0,12.0,3981.0,
predict,onxonnxruntime1,,1000,relu,5,"(2, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00021254923194646835,0.0003369273617863655,0.00021394342184066772,0.00022216420620679855,0.00022828485816717148,0.00021254923194646835,0.0002996359409924265,10,0.00021490594372153282,0,13.0,12.0,3981.0,
predict_proba,skl,1.0,1000,relu,5,"(2, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0005857646465301514,0.0060229431837797165,0.0005939267575740814,0.0006227903068065643,0.0011429819278419018,0.0005857646465301514,0.004331371686507824,10,0.0005945218726992607,0,,,,
predict_proba,onxpython_compiled,,1000,relu,5,"(2, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0006062919273972511,0.005525148473680019,0.0006107110530138016,0.0006344439461827278,0.001109666470438242,0.0006062919273972511,0.003994547995459104,10,0.0006169676780700684,0,13.0,12.0,3981.0,
predict_proba,onxonnxruntime1,,1000,relu,5,"(2, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00019422732293605804,0.0002459324896335602,0.00021247472614049911,0.00021545682102441788,0.0002147338353097439,0.00019422732293605804,0.00023887756758314175,10,0.0002130032517015934,0,13.0,12.0,3981.0,
predict,skl,1.0,1,relu,5,"(10, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00013017933815717697,0.00019261613488197327,0.0001351209357380867,0.0001471666619181633,0.00014369618147611619,0.00013017933815717697,0.00017751808073953373,10,0.0001379060558974743,0,,,,
predict,onxpython_compiled,,1,relu,5,"(10, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,7.481873035430908e-05,0.00011820904910564423,7.680337876081467e-05,8.062366396188736e-05,8.219517767429351e-05,7.481873035430908e-05,0.0001063228416998245,10,7.82795250415802e-05,0,13.0,12.0,3981.0,
predict,onxonnxruntime1,,1,relu,5,"(10, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00012176856398582458,0.006238589063286781,0.00012208428233861923,0.00013440940529108047,0.0007415180094540119,0.00012176856398582458,0.004333099680035235,10,0.0001228894107043743,0,13.0,12.0,3981.0,
predict_proba,skl,1.0,1,relu,5,"(10, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0001358184963464737,0.0001695137470960617,0.0001383451744914055,0.00014727935194969177,0.00014399411156773567,0.0001358184963464737,0.00016303272239862098,10,0.00014012493193149567,0,,,,
predict_proba,onxpython_compiled,,1,relu,5,"(10, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,7.569510489702225e-05,9.408313781023026e-05,7.678009569644928e-05,8.113589137792587e-05,7.961476221680641e-05,7.569510489702225e-05,9.02464426230928e-05,10,7.711490616202354e-05,0,13.0,12.0,3981.0,
predict_proba,onxonnxruntime1,,1,relu,5,"(10, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.000116666778922081,0.0029013706371188164,0.00012111105024814606,0.00012762751430273056,0.00040090661495923997,0.000116666778922081,0.0020345935672826366,10,0.00012133270502090454,0,13.0,12.0,3981.0,
predict,skl,1.0,10,relu,5,"(10, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0001431349664926529,0.0001763971522450447,0.00014788750559091568,0.0001546703279018402,0.00015222253277897836,0.0001431349664926529,0.0001701458746049088,10,0.0001489892601966858,0,,,,
predict,onxpython_compiled,,10,relu,5,"(10, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,9.100791066884995e-05,0.00011581182479858398,9.337812662124634e-05,9.81772318482399e-05,9.685233235359191e-05,9.100791066884995e-05,0.00011027667601864862,10,9.486684575676918e-05,0,13.0,12.0,3981.0,
predict,onxonnxruntime1,,10,relu,5,"(10, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0001346273347735405,0.005266841500997543,0.00013758335262537003,0.00015491340309381485,0.0006608962081372738,0.0001346273347735405,0.003670461857161156,10,0.00013971421867609024,0,13.0,12.0,3981.0,
predict_proba,skl,1.0,10,relu,5,"(10, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0001482861116528511,0.00019352417439222336,0.000151095911860466,0.0001600189134478569,0.00015828711912035942,0.0001482861116528511,0.0001832647417478351,10,0.00015514809638261795,0,,,,
predict_proba,onxpython_compiled,,10,relu,5,"(10, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,9.148381650447845e-05,0.00011848378926515579,9.249243885278702e-05,9.838864207267761e-05,9.728362783789635e-05,9.148381650447845e-05,0.0001124315062419058,10,9.485287591814995e-05,0,13.0,12.0,3981.0,
predict_proba,onxonnxruntime1,,10,relu,5,"(10, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00013255979865789413,0.005656486377120018,0.000142659991979599,0.00014751683920621872,0.0010047613643109799,0.00013255979865789413,0.004546400790965367,10,0.00014586281031370163,0,13.0,12.0,3981.0,
predict,skl,1.0,100,relu,5,"(10, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00041035376489162445,0.000873110257089138,0.00041327066719532013,0.0004373975098133087,0.000465873721987009,0.00041035376489162445,0.0007328555480871847,10,0.00041874032467603683,0,,,,
predict,onxpython_compiled,,100,relu,5,"(10, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0003118729218840599,0.00048224907368421555,0.0003144852817058563,0.00033041276037693024,0.00033610453829169273,0.0003118729218840599,0.0004328329162636671,10,0.00031764106824994087,0,13.0,12.0,3981.0,
predict,onxonnxruntime1,,100,relu,5,"(10, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00019274931401014328,0.0006126370280981064,0.00020116101950407028,0.0002154167741537094,0.00024636508896946907,0.00019274931401014328,0.00048713997527422763,10,0.00020218221470713615,0,13.0,12.0,3981.0,
predict_proba,skl,1.0,100,relu,5,"(10, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0004215613007545471,0.0006446661427617073,0.00043108686804771423,0.0004437742754817009,0.00045553622767329215,0.0004215613007545471,0.0005807587631032388,10,0.00043333088979125023,0,,,,
predict_proba,onxpython_compiled,,100,relu,5,"(10, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00031081680208444595,0.00047570280730724335,0.0003163497895002365,0.00032745394855737686,0.00033614663407206536,0.00031081680208444595,0.00042845687573496574,10,0.00032028043642640114,0,13.0,12.0,3981.0,
predict_proba,onxonnxruntime1,,100,relu,5,"(10, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00017974060028791428,0.0004468318074941635,0.00018739700317382812,0.00021254085004329681,0.00022290591150522232,0.00017974060028791428,0.0003715016202139751,10,0.0001980401575565338,0,13.0,12.0,3981.0,
predict,skl,1.0,1000,relu,5,"(10, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0012233899906277657,0.008905492722988129,0.0012239478528499603,0.001237739808857441,0.0019973767921328545,0.0012233899906277657,0.006510711592328467,10,0.0012268219143152237,0,,,,
predict,onxpython_compiled,,1000,relu,5,"(10, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0012668427079916,0.001398339867591858,0.00127349141985178,0.001283995807170868,0.0012896206229925157,0.0012668427079916,0.0013627211049340197,10,0.0012747091241180897,0,13.0,12.0,3981.0,
predict,onxonnxruntime1,,1000,relu,5,"(10, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00039469078183174133,0.0035972492769360542,0.00040166638791561127,0.0004133405163884163,0.0007246327586472034,0.00039469078183174133,0.0026015351780671325,10,0.0004024854861199856,0,13.0,12.0,3981.0,
predict_proba,skl,1.0,1000,relu,5,"(10, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0012414567172527313,0.0015822798013687134,0.0012487592175602913,0.0012577157467603683,0.001286829449236393,0.0012414567172527313,0.0014805622257285577,10,0.001255336683243513,0,,,,
predict_proba,onxpython_compiled,,1000,relu,5,"(10, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.001260741613805294,0.0014005424454808235,0.0012707971036434174,0.0012806206941604614,0.0012866675853729248,0.001260741613805294,0.0013639882312682836,10,0.0012721028178930283,0,13.0,12.0,3981.0,
predict_proba,onxonnxruntime1,,1000,relu,5,"(10, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00039486121386289597,0.0018252553418278694,0.0004008691757917404,0.000406595878303051,0.000546710193157196,0.00039486121386289597,0.001382233441816045,10,0.0004016067832708359,0,13.0,12.0,3981.0,
predict,skl,1.0,1,relu,5,"(20, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0001315884292125702,0.00019996985793113708,0.00013454072177410126,0.00014227256178855896,0.00014375923201441764,0.0001315884292125702,0.0001817318849287686,10,0.00013694586232304573,0,,,,
predict,onxpython_compiled,,1,relu,5,"(20, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,7.626507431268692e-05,0.00012128986418247223,7.98078253865242e-05,8.461251854896545e-05,8.504660800099373e-05,7.626507431268692e-05,0.00010973025713091027,10,8.094683289527893e-05,0,13.0,12.0,3981.0,
predict,onxonnxruntime1,,1,relu,5,"(20, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,5.0119124352931976e-05,0.00023891311138868332,5.073472857475281e-05,5.599949508905411e-05,7.178429514169693e-05,5.0119124352931976e-05,0.0001813637103817882,10,5.1083508878946304e-05,0,13.0,12.0,3981.0,
predict_proba,skl,1.0,1,relu,5,"(20, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00013551954180002213,0.007609084248542786,0.00014068558812141418,0.0001527387648820877,0.0008915985003113746,0.00013551954180002213,0.005280397593256032,10,0.00014369608834385872,0,,,,
predict_proba,onxpython_compiled,,1,relu,5,"(20, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,7.643178105354309e-05,9.490549564361572e-05,7.7076256275177e-05,8.1649050116539e-05,8.053947240114213e-05,7.643178105354309e-05,9.113505965260275e-05,10,7.876986637711525e-05,0,13.0,12.0,3981.0,
predict_proba,onxonnxruntime1,,1,relu,5,"(20, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,4.8560090363025665e-05,6.684381514787674e-05,4.910677671432495e-05,5.1992014050483704e-05,5.184914916753769e-05,4.8560090363025665e-05,6.235724825884561e-05,10,4.929583519697189e-05,0,13.0,12.0,3981.0,
predict,skl,1.0,10,relu,5,"(20, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0001439899206161499,0.00017558876425027847,0.00014821626245975494,0.00015267636626958847,0.00015200907364487648,0.0001439899206161499,0.0001694439005956017,10,0.00015016179531812668,0,,,,
predict,onxpython_compiled,,10,relu,5,"(20, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,9.169429540634155e-05,0.00011650100350379944,9.35625284910202e-05,9.911227971315384e-05,9.772647172212601e-05,9.169429540634155e-05,0.0001112144320383556,10,9.64142382144928e-05,0,13.0,12.0,3981.0,
predict,onxonnxruntime1,,10,relu,5,"(20, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,5.647074431180954e-05,0.0012696366757154465,5.687493830919266e-05,5.996599793434143e-05,0.00017971144989132882,5.647074431180954e-05,0.0008918340030310361,10,5.702674388885498e-05,0,13.0,12.0,3981.0,
predict_proba,skl,1.0,10,relu,5,"(20, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0001502176746726036,0.0001787729561328888,0.0001548202708363533,0.0001625390723347664,0.0001593603752553463,0.0001502176746726036,0.000175221225277883,10,0.00015726499259471893,0,,,,
predict_proba,onxpython_compiled,,10,relu,5,"(20, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,8.947961032390594e-05,0.007563512772321701,9.046774357557297e-05,0.00010113604366779327,0.0008414172567427159,8.947961032390594e-05,0.005233206019261969,10,9.166961535811424e-05,0,13.0,12.0,3981.0,
predict_proba,onxonnxruntime1,,10,relu,5,"(20, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,5.569588392972946e-05,0.018091240897774696,5.619693547487259e-05,0.004921726882457733,0.0033851594664156435,5.569588392972946e-05,0.014912530049299134,10,5.69736585021019e-05,0,13.0,12.0,3981.0,
predict,skl,1.0,100,relu,5,"(20, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0004057111218571663,0.008598270826041698,0.00041132885962724686,0.00399788748472929,0.0021727903746068477,0.0004057111218571663,0.00781999769141232,10,0.0004121260717511177,0,,,,
predict,onxpython_compiled,,100,relu,5,"(20, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0002814587205648422,0.0075195468962192535,0.0003127939999103546,0.00033818837255239487,0.001051354594528675,0.0002814587205648422,0.005278385991177645,10,0.00031966809183359146,0,13.0,12.0,3981.0,
predict,onxonnxruntime1,,100,relu,5,"(20, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,7.365085184574127e-05,0.016855045221745968,7.659196853637695e-05,0.0003269203007221222,0.0018262418918311596,7.365085184574127e-05,0.01164723073823565,10,8.428981527686119e-05,0,13.0,12.0,3981.0,
predict_proba,skl,1.0,100,relu,5,"(20, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00042000412940979004,0.000722639262676239,0.0004274696111679077,0.00044188741594552994,0.00046004941686987876,0.00042000412940979004,0.0006325891446660928,10,0.0004300009459257126,0,,,,
predict_proba,onxpython_compiled,,100,relu,5,"(20, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0003084614872932434,0.00046771951019763947,0.0003137001767754555,0.00032657571136951447,0.0003322970122098923,0.0003084614872932434,0.00042192306404416645,10,0.00031573930755257607,0,13.0,12.0,3981.0,
predict_proba,onxonnxruntime1,,100,relu,5,"(20, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00016780849546194077,0.0004077404737472534,0.00016913935542106628,0.00017854664474725723,0.00019862232729792595,0.00016780849546194077,0.0003364202107378388,10,0.00017408514395356178,0,13.0,12.0,3981.0,
predict,skl,1.0,1000,relu,5,"(20, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0011426294222474098,0.008956726640462875,0.0011464152485132217,0.0011676708236336708,0.001933644525706768,0.0011426294222474098,0.006522095450007085,10,0.0011504399590194225,0,,,,
predict,onxpython_compiled,,1000,relu,5,"(20, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0012209396809339523,0.0013404451310634613,0.001229953020811081,0.0012438390403985977,0.0012434032745659352,0.0012209396809339523,0.0013092403785484848,10,0.0012318403460085392,0,13.0,12.0,3981.0,
predict,onxonnxruntime1,,1000,relu,5,"(20, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.000361601822078228,0.006192941218614578,0.0003625480458140373,0.0003873193636536598,0.0009546492248773575,0.000361601822078228,0.004377143477279768,10,0.0003644190728664398,0,13.0,12.0,3981.0,
predict_proba,skl,1.0,1000,relu,5,"(20, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0011652298271656036,0.0014835875481367111,0.0011688228696584702,0.00118218082934618,0.0012068799696862698,0.0011652298271656036,0.0013891041586030525,10,0.0011743279173970222,0,,,,
predict_proba,onxpython_compiled,,1000,relu,5,"(20, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0012150779366493225,0.001319139264523983,0.0012203315272927284,0.001238224096596241,0.001236377190798521,0.0012150779366493225,0.0012926340698170915,10,0.0012289569713175297,0,13.0,12.0,3981.0,
predict_proba,onxonnxruntime1,,1000,relu,5,"(20, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0003605298697948456,0.0033592842519283295,0.0003621242940425873,0.00038606952875852585,0.0006709123030304909,0.0003605298697948456,0.0024276553872335247,10,0.0003633997403085232,0,13.0,12.0,3981.0,
predict,skl,1.0,1,relu,10,"(2,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0001339484006166458,0.00020437315106391907,0.00013794098049402237,0.00014765188097953796,0.0001479474827647209,0.0001339484006166458,0.0001869950698269001,10,0.00014112889766693115,0,,,,
predict,onxpython_compiled,,1,relu,10,"(2,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,7.522758096456528e-05,0.0001241108402609825,7.809977978467941e-05,8.730869740247726e-05,8.498476818203926e-05,7.522758096456528e-05,0.00011181444001278883,10,8.055893704295158e-05,0,13.0,12.0,5981.0,
predict,onxonnxruntime1,,1,relu,10,"(2,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,5.0144270062446594e-05,0.0002453029155731201,5.107559263706207e-05,5.7085417211055756e-05,7.316693663597106e-05,5.0144270062446594e-05,0.00018602258742901764,10,5.252426490187645e-05,0,13.0,12.0,5981.0,
predict_proba,skl,1.0,1,relu,10,"(2,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0001402050256729126,0.00017274171113967896,0.0001446874812245369,0.0001519443467259407,0.00014912318438291549,0.0001402050256729126,0.00016681436774789016,10,0.0001468532718718052,0,,,,
predict_proba,onxpython_compiled,,1,relu,10,"(2,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,7.766205817461014e-05,9.459350258111954e-05,7.79246911406517e-05,8.30506905913353e-05,8.130073547363281e-05,7.766205817461014e-05,9.178860855311348e-05,10,7.848860695958138e-05,0,13.0,12.0,5981.0,
predict_proba,onxonnxruntime1,,1,relu,10,"(2,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,4.96692955493927e-05,6.746500730514526e-05,5.1009468734264374e-05,5.2811577916145325e-05,5.323970690369606e-05,4.96692955493927e-05,6.303780540590195e-05,10,5.11915422976017e-05,0,13.0,12.0,5981.0,
predict,skl,1.0,10,relu,10,"(2,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00016476307064294815,0.00020054355263710022,0.00016776379197835922,0.00017976760864257812,0.0001751394011080265,0.00016476307064294815,0.00019682511614310295,10,0.00017111655324697495,0,,,,
predict,onxpython_compiled,,10,relu,10,"(2,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,9.426753968000412e-05,0.0001200549304485321,9.5403753221035e-05,0.000103033147752285,9.999005123972893e-05,9.426753968000412e-05,0.00011476250991396698,10,9.693671017885208e-05,0,13.0,12.0,5981.0,
predict,onxonnxruntime1,,10,relu,10,"(2,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,6.722938269376755e-05,0.00016723666340112686,6.88871368765831e-05,7.047969847917557e-05,7.934113964438438e-05,6.722938269376755e-05,0.00013693335748126114,10,6.911205127835274e-05,0,13.0,12.0,5981.0,
predict_proba,skl,1.0,10,relu,10,"(2,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00017232540994882584,0.00019837543368339539,0.0001767519861459732,0.0001917993649840355,0.00018200110644102098,0.00017232540994882584,0.00019837543368339539,10,0.0001789536327123642,0,,,,
predict_proba,onxpython_compiled,,10,relu,10,"(2,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,9.18777659535408e-05,0.00011414196342229843,9.440816938877106e-05,9.826663881540298e-05,9.723678231239319e-05,9.18777659535408e-05,0.0001093792409271569,10,9.542657062411308e-05,0,13.0,12.0,5981.0,
predict_proba,onxonnxruntime1,,10,relu,10,"(2,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,5.700252950191498e-05,0.0013042613863945007,5.7687051594257355e-05,6.451457738876343e-05,0.00018470650538802147,5.700252950191498e-05,0.0009161872777271974,10,5.8772973716259e-05,0,13.0,12.0,5981.0,
predict,skl,1.0,100,relu,10,"(2,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00040598586201667786,0.0004464099183678627,0.0004102541133761406,0.0004178183153271675,0.0004160513170063496,0.00040598586201667786,0.00043942887937273257,10,0.0004111221060156822,0,,,,
predict,onxpython_compiled,,100,relu,10,"(2,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00016852840781211853,0.00019677262753248215,0.00017420202493667603,0.0001798626035451889,0.0001777331344783306,0.00016852840781211853,0.00019329581603850238,10,0.0001755906268954277,0,13.0,12.0,5981.0,
predict,onxonnxruntime1,,100,relu,10,"(2,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,8.868053555488586e-05,0.00019588135182857513,0.00012151803821325302,0.00012331269681453705,0.0001205461099743843,8.868053555488586e-05,0.0001779214682886294,10,0.00012212153524160385,0,13.0,12.0,5981.0,
predict_proba,skl,1.0,100,relu,10,"(2,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0004140334203839302,0.00044444017112255096,0.00041717663407325745,0.00043211132287979126,0.0004246600903570652,0.0004140334203839302,0.0004441716316569937,10,0.0004204902797937393,0,,,,
predict_proba,onxpython_compiled,,100,relu,10,"(2,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00036869384348392487,0.008975062519311905,0.0003693532198667526,0.00039864610880613327,0.0012542290613055229,0.00036869384348392487,0.006299602318661731,10,0.0003772703930735588,0,13.0,12.0,5981.0,
predict_proba,onxonnxruntime1,,100,relu,10,"(2,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00012357067316770554,0.05180887412279844,0.0001263730227947235,0.04799171630293131,0.019420106522738935,0.00012357067316770554,0.05180887412279844,10,0.00031546177342534065,0,13.0,12.0,5981.0,
predict,skl,1.0,1000,relu,10,"(2,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.002313201315701008,0.004268785938620567,0.002321116626262665,0.0023245811462402344,0.002521088905632496,0.002313201315701008,0.0036633984406343597,10,0.0023228307254612446,0,,,,
predict,onxpython_compiled,,1000,relu,10,"(2,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0012916745617985725,0.0017062472179532051,0.0012970436364412308,0.0013358313590288162,0.0013519112020730973,0.0012916745617985725,0.0015884941272494262,10,0.001301298849284649,0,13.0,12.0,5981.0,
predict,onxonnxruntime1,,1000,relu,10,"(2,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00047903507947921753,0.0013207197189331055,0.0004842272028326988,0.0005084089934825897,0.0005787950940430164,0.00047903507947921753,0.0010654276791917153,10,0.0004903967492282391,0,13.0,12.0,5981.0,
predict_proba,skl,1.0,1000,relu,10,"(2,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.002345239743590355,0.00278630293905735,0.00236439798027277,0.002381490543484688,0.002411044482141733,0.002345239743590355,0.002660036851304419,10,0.0023693465627729893,0,,,,
predict_proba,onxpython_compiled,,1000,relu,10,"(2,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0012862738221883774,0.0014519421383738518,0.001294427551329136,0.00130415428429842,0.0013152823783457279,0.0012862738221883774,0.0014094564675020552,10,0.001296455506235361,0,13.0,12.0,5981.0,
