method,lib,skl_nb_base_estimators,N,activation,dim,hidden_layer_sizes,onnx_options,repeat,number,min,max,min3,max3,mean,lower,upper,count,median,error_c,onnx_nodes,onnx_opset,ort_size,error
predict,onxonnxruntime1,,1,relu,10,"(10, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00012266263365745544,0.022562973201274872,0.0001238333061337471,0.00013171136379241943,0.0023751256987452505,0.00012266263365745544,0.015564557420885586,10,0.0001277080737054348,0,13.0,12.0,5981.0,
predict_proba,skl,1.0,1,relu,10,"(10, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00013665296137332916,0.00017105508595705032,0.0001403307542204857,0.0001533040776848793,0.00014708824455738067,0.00013665296137332916,0.00016707574005812487,10,0.00014457711949944496,0,,,,
predict_proba,onxpython_compiled,,1,relu,10,"(10, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,7.617659866809845e-05,9.415484964847565e-05,7.735751569271088e-05,8.065719157457352e-05,8.006915450096131e-05,7.617659866809845e-05,9.026572265750544e-05,10,7.83754512667656e-05,0,13.0,12.0,5981.0,
predict_proba,onxonnxruntime1,,1,relu,10,"(10, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00012202095240354538,0.0029449760913848877,0.00012221839278936386,0.00012885965406894684,0.00040722331032156945,0.00012202095240354538,0.0020652641277989184,10,0.0001224256120622158,0,13.0,12.0,5981.0,
predict,skl,1.0,10,relu,10,"(10, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0001443987712264061,0.00017841625958681107,0.00014854688197374344,0.00015353038907051086,0.00015272144228219985,0.0001443987712264061,0.00017132673865664734,10,0.0001506330445408821,0,,,,
predict,onxpython_compiled,,10,relu,10,"(10, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,9.45068895816803e-05,0.0001187790185213089,9.576324373483658e-05,0.00010281428694725037,0.00010018413886427879,9.45068895816803e-05,0.00011391731116156802,10,9.72328707575798e-05,0,13.0,12.0,5981.0,
predict,onxonnxruntime1,,10,relu,10,"(10, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00013895519077777863,0.009123344905674458,0.00014022458344697952,0.00015149172395467758,0.001043636817485094,0.00013895519077777863,0.006322424949902991,10,0.00014054961502552032,0,13.0,12.0,5981.0,
predict_proba,skl,1.0,10,relu,10,"(10, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00015031080693006516,0.0001797303557395935,0.00015426333993673325,0.00016200635582208633,0.00015858691185712814,0.00015031080693006516,0.00017483754565912098,10,0.0001555904746055603,0,,,,
predict_proba,onxpython_compiled,,10,relu,10,"(10, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,9.35206189751625e-05,0.00011454243212938309,9.557884186506271e-05,9.894277900457382e-05,9.857760742306709e-05,9.35206189751625e-05,0.00010996682000853775,10,9.671133011579514e-05,0,13.0,12.0,5981.0,
predict_proba,onxonnxruntime1,,10,relu,10,"(10, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0001345016062259674,0.00630621612071991,0.0001389533281326294,0.00014530029147863388,0.0007579722441732883,0.0001345016062259674,0.004382847313235699,10,0.00013905810192227364,0,13.0,12.0,5981.0,
predict,skl,1.0,100,relu,10,"(10, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0004207342863082886,0.007388317957520485,0.00042900536209344864,0.0004364149644970894,0.0011279091238975524,0.0004207342863082886,0.005218088821642736,10,0.00042920559644699097,0,,,,
predict,onxpython_compiled,,100,relu,10,"(10, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00017929449677467346,0.004131344147026539,0.00034082215279340744,0.0003626132383942604,0.0007203023880720139,0.00017929449677467346,0.002953159168874957,10,0.00034178420901298523,0,13.0,12.0,5981.0,
predict,onxonnxruntime1,,100,relu,10,"(10, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00012438837438821793,0.0002148980274796486,0.00012525822967290878,0.00013059470802545547,0.0001363479532301426,0.00012438837438821793,0.0001881665141957039,10,0.00012640468776226044,0,13.0,12.0,5981.0,
predict_proba,skl,1.0,100,relu,10,"(10, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00022306106984615326,0.008019964210689068,0.00022777728736400604,0.000246172770857811,0.0010307339020073415,0.00022306106984615326,0.005598605269464884,10,0.00023079104721546173,0,,,,
predict_proba,onxpython_compiled,,100,relu,10,"(10, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00016641896218061447,0.00019112881273031235,0.00017120502889156342,0.00017623230814933777,0.00017427699640393257,0.00016641896218061447,0.0001874576643604764,10,0.0001724916510283947,0,13.0,12.0,5981.0,
predict_proba,onxonnxruntime1,,100,relu,10,"(10, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.000123598612844944,0.00014374218881130219,0.00012438371777534485,0.00012811366468667984,0.0001275230199098587,0.000123598612844944,0.00013906137116186101,10,0.0001250426284968853,0,13.0,12.0,5981.0,
predict,skl,1.0,1000,relu,10,"(10, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.000635538250207901,0.008647345937788486,0.0006425539031624794,0.0017324760556221008,0.0022895186208188533,0.000635538250207901,0.007439220407111773,10,0.0012744474224746227,0,,,,
predict,onxpython_compiled,,1000,relu,10,"(10, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0007019871845841408,0.00851109717041254,0.0007092040032148361,0.0010676002129912376,0.0015987003222107886,0.0007019871845841408,0.0061350887528956125,10,0.0007250029593706131,0,13.0,12.0,5981.0,
predict,onxonnxruntime1,,1000,relu,10,"(10, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00031779147684574127,0.0004757540300488472,0.0003195377066731453,0.0003292672336101532,0.0003372929058969021,0.00031779147684574127,0.00042812733492341164,10,0.0003201644867658615,0,13.0,12.0,5981.0,
predict_proba,skl,1.0,1000,relu,10,"(10, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.000652950257062912,0.008148199878633022,0.0006568692624568939,0.0006937207654118538,0.0014135981909930706,0.000652950257062912,0.0058136520933918644,10,0.0006576427258551121,0,,,,
predict_proba,onxpython_compiled,,1000,relu,10,"(10, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0006999904289841652,0.008266421034932137,0.0007075667381286621,0.0013421457260847092,0.001604729611426592,0.0006999904289841652,0.005990789615239287,10,0.0007112706080079079,0,13.0,12.0,5981.0,
predict_proba,onxonnxruntime1,,1000,relu,10,"(10, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00031989533454179764,0.00046358443796634674,0.0003274260088801384,0.00045838672667741776,0.0003877652809023857,0.00031989533454179764,0.00046358443796634674,10,0.0003725052811205387,0,13.0,12.0,5981.0,
predict,skl,1.0,1,relu,10,"(20, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00013323035091161728,0.00019494816660881042,0.00013680290430784225,0.00014595966786146164,0.00014538997784256934,0.00013323035091161728,0.00017923208531031565,10,0.00014050817117094994,0,,,,
predict,onxpython_compiled,,1,relu,10,"(20, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,7.560942322015762e-05,0.0001195613294839859,7.84900039434433e-05,8.593220263719559e-05,8.517475798726082e-05,7.560942322015762e-05,0.0001098972376597165,10,8.101388812065125e-05,0,13.0,12.0,5981.0,
predict,onxonnxruntime1,,1,relu,10,"(20, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0001218775287270546,0.006239921785891056,0.00012246891856193542,0.00012977980077266693,0.000741482712328434,0.0001218775287270546,0.004333955548666075,10,0.00012372992932796478,0,13.0,12.0,5981.0,
predict_proba,skl,1.0,1,relu,10,"(20, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0001406511291861534,0.00017384346574544907,0.0001447293907403946,0.00015091150999069214,0.00014902958646416663,0.0001406511291861534,0.00016748441017146824,10,0.00014649145305156708,0,,,,
predict_proba,onxpython_compiled,,1,relu,10,"(20, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,7.531419396400452e-05,9.367614984512329e-05,7.781572639942169e-05,7.966160774230957e-05,7.988773286342621e-05,7.531419396400452e-05,8.973802310815862e-05,10,7.815472781658173e-05,0,13.0,12.0,5981.0,
predict_proba,onxonnxruntime1,,1,relu,10,"(20, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00011665001511573792,0.0029640356078743935,0.00012075807899236679,0.00021273083984851837,0.0006201745010912419,0.00011665001511573792,0.002562490937201607,10,0.00012130197137594223,0,13.0,12.0,5981.0,
predict,skl,1.0,10,relu,10,"(20, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00016760732978582382,0.00020367465913295746,0.00017106160521507263,0.0001770099624991417,0.00017592264339327812,0.00016760732978582382,0.00019585361253970788,10,0.00017296010628342628,0,,,,
predict,onxpython_compiled,,10,relu,10,"(20, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,9.180698543787003e-05,0.00012457836419343948,9.440071880817413e-05,9.982381016016006e-05,9.924620389938355e-05,9.180698543787003e-05,0.00011712545671985805,10,9.676441550254822e-05,0,13.0,12.0,5981.0,
predict,onxonnxruntime1,,10,relu,10,"(20, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00013433117419481277,0.003749004565179348,0.00013791769742965698,0.00017445068806409836,0.0007126715034246444,0.00013433117419481277,0.0030423124311405557,10,0.00013840431347489357,0,13.0,12.0,5981.0,
predict_proba,skl,1.0,10,relu,10,"(20, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00017558317631483078,0.00020391028374433517,0.00017898809164762497,0.00018709152936935425,0.0001832537353038788,0.00017558317631483078,0.00019932663940262004,10,0.00018045119941234589,0,,,,
predict_proba,onxpython_compiled,,10,relu,10,"(20, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,9.180977940559387e-05,0.0001127319410443306,9.415857493877411e-05,9.762309491634369e-05,9.699100628495217e-05,9.180977940559387e-05,0.00010831823059194434,10,9.532319381833076e-05,0,13.0,12.0,5981.0,
predict_proba,onxonnxruntime1,,10,relu,10,"(20, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0001331055536866188,0.004530861042439938,0.00013721641153097153,0.0001392848789691925,0.0005773522891104222,0.0001331055536866188,0.003160332538088835,10,0.00013774540275335312,0,13.0,12.0,5981.0,
predict,skl,1.0,100,relu,10,"(20, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0008966950699687004,0.000989425927400589,0.0008974876254796982,0.0009063370525836945,0.0009124823845922947,0.0008966950699687004,0.0009667331773674807,10,0.0009015896357595921,0,,,,
predict,onxpython_compiled,,100,relu,10,"(20, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00032112468034029007,0.00048649124801158905,0.0003248453140258789,0.0003334116190671921,0.00034435680136084555,0.00032112468034029007,0.00043817663325293525,10,0.0003255126066505909,0,13.0,12.0,5981.0,
predict,onxonnxruntime1,,100,relu,10,"(20, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00018793344497680664,0.004489102400839329,0.00019185151904821396,0.00019973702728748322,0.0006252486258745193,0.00018793344497680664,0.0031497096048520756,10,0.0001928647980093956,0,13.0,12.0,5981.0,
predict_proba,skl,1.0,100,relu,10,"(20, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0009136730805039406,0.0011160168796777725,0.0009168516844511032,0.000928148627281189,0.0009403471834957599,0.0009136730805039406,0.001055989482911294,10,0.0009185690432786942,0,,,,
predict_proba,onxpython_compiled,,100,relu,10,"(20, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0003183213993906975,0.00047303736209869385,0.00032485462725162506,0.000331902876496315,0.00034200521185994147,0.0003183213993906975,0.0004288565535061388,10,0.0003254953771829605,0,13.0,12.0,5981.0,
predict_proba,onxonnxruntime1,,100,relu,10,"(20, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00018702447414398193,0.004768624901771545,0.00019107013940811157,0.0001950850710272789,0.0006497577764093876,0.00018702447414398193,0.0033407725623061124,10,0.00019129784777760506,0,13.0,12.0,5981.0,
predict,skl,1.0,1000,relu,10,"(20, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0022117402404546738,0.004094274714589119,0.0026336507871747017,0.0026408424600958824,0.002739028073847294,0.0022117402404546738,0.003658462426419547,10,0.0026350137777626514,0,,,,
predict,onxpython_compiled,,1000,relu,10,"(20, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0007383739575743675,0.0013147620484232903,0.0013055019080638885,0.001313650980591774,0.0012416837736964226,0.00090679168873395,0.0013147620484232903,10,0.0013062511570751667,0,13.0,12.0,5981.0,
predict,onxonnxruntime1,,1000,relu,10,"(20, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0004398161545395851,0.008220062591135502,0.0004470590502023697,0.00045774318277835846,0.001228456199169159,0.0004398161545395851,0.005796340497999979,10,0.00044961366802453995,0,13.0,12.0,5981.0,
predict_proba,skl,1.0,1000,relu,10,"(20, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.002225269563496113,0.002677583135664463,0.0026477454230189323,0.0026564793661236763,0.002569673117250204,0.0022338836148350708,0.002677583135664463,10,0.0026499582454562187,0,,,,
predict_proba,onxpython_compiled,,1000,relu,10,"(20, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.000921192578971386,0.001335740089416504,0.001304292120039463,0.0013165846467018127,0.0012724773027002812,0.001042161128886162,0.001335740089416504,10,0.0013073491863906384,0,13.0,12.0,5981.0,
predict_proba,onxonnxruntime1,,1000,relu,10,"(20, 2)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00044040288776159286,0.0071043455973267555,0.0004444289952516556,0.0004597846418619156,0.001147115509957075,0.00044040288776159286,0.005044338054680859,10,0.00044518010690808296,0,13.0,12.0,5981.0,
predict,skl,1.0,1,logistic,2,"(2,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00012993812561035156,0.00021010171622037888,0.0001346394419670105,0.000143345445394516,0.0001440136693418026,0.00012993812561035156,0.0001885595719877122,10,0.0001364811323583126,0,,,,
predict,onxpython_compiled,,1,logistic,2,"(2,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,7.512606680393219e-05,0.0001243269070982933,7.684994488954544e-05,8.006114512681961e-05,8.262302726507187e-05,7.512606680393219e-05,0.0001103064567302637,10,7.753726094961166e-05,0,13.0,12.0,2781.0,
predict,onxonnxruntime1,,1,logistic,2,"(2,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00012304261326789856,0.01919753011316061,0.0001243334263563156,0.00013597216457128525,0.0020366556011140345,0.00012304261326789856,0.013248444869871735,10,0.0001262226141989231,0,13.0,12.0,2781.0,
predict_proba,skl,1.0,1,logistic,2,"(2,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00013655796647071838,0.0011372687295079231,0.00013991817831993103,0.00015302281826734543,0.00024570412933826445,0.00013655796647071838,0.0008285161638925903,10,0.00014619715511798859,0,,,,
predict_proba,onxpython_compiled,,1,logistic,2,"(2,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,7.500313222408295e-05,9.518209844827652e-05,7.571745663881302e-05,8.016545325517654e-05,7.91981816291809e-05,7.500313222408295e-05,9.093344646999087e-05,10,7.673166692256927e-05,0,13.0,12.0,2781.0,
predict_proba,onxonnxruntime1,,1,logistic,2,"(2,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00011824071407318115,0.0022084638476371765,0.00012263190001249313,0.00012833252549171448,0.00033375611528754236,0.00011824071407318115,0.0015586214020642847,10,0.00012344960123300552,0,13.0,12.0,2781.0,
predict,skl,1.0,10,logistic,2,"(2,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0001401025801897049,0.00018063560128211975,0.0001432737335562706,0.00015360116958618164,0.00014976905658841132,0.0001401025801897049,0.00017211184496213348,10,0.0001460779458284378,0,,,,
predict,onxpython_compiled,,10,logistic,2,"(2,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,8.917413651943207e-05,0.00011696014553308487,9.149592369794846e-05,9.555183351039886e-05,9.536640718579292e-05,8.917413651943207e-05,0.00011050594290329276,10,9.270058944821358e-05,0,13.0,12.0,2781.0,
predict,onxonnxruntime1,,10,logistic,2,"(2,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00012958422303199768,0.0068562766537070274,0.00013250485062599182,0.00013944227248430252,0.0008114343509078026,0.00012958422303199768,0.00476082771911619,10,0.00013804901391267776,0,13.0,12.0,2781.0,
predict_proba,skl,1.0,10,logistic,2,"(2,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0001484602689743042,0.00017569120973348618,0.00015229638665914536,0.00015823449939489365,0.000156369898468256,0.0001484602689743042,0.00017110777467352234,10,0.00015486963093280792,0,,,,
predict_proba,onxpython_compiled,,10,logistic,2,"(2,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,8.996482938528061e-05,0.00011321716010570526,9.130500257015228e-05,9.794346988201141e-05,9.597241878509522e-05,8.996482938528061e-05,0.00010910182713939402,10,9.379489347338676e-05,0,13.0,12.0,2781.0,
predict_proba,onxonnxruntime1,,10,logistic,2,"(2,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00012518186122179031,0.008011274971067905,0.00013333279639482498,0.00014446862041950226,0.000923997163772583,0.00012518186122179031,0.005554383546940623,10,0.00013573095202445984,0,13.0,12.0,2781.0,
predict,skl,1.0,100,logistic,2,"(2,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0005723610520362854,0.004288681782782078,0.0005791019648313522,0.0006083529442548752,0.0009595336392521858,0.0005723610520362854,0.0031348797474967088,10,0.0005839499644935131,0,,,,
predict,onxpython_compiled,,100,logistic,2,"(2,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00042430032044649124,0.0007651429623365402,0.0004298137500882149,0.0004488099366426468,0.00047246888279914854,0.00042430032044649124,0.0006673374295060715,10,0.00043348735198378563,0,13.0,12.0,2781.0,
predict,onxonnxruntime1,,100,logistic,2,"(2,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00023379642516374588,0.0009344816207885742,0.00023608841001987457,0.00024623703211545944,0.0003151594661176205,0.00023379642516374588,0.0007218845515215877,10,0.00024036457762122154,0,13.0,12.0,2781.0,
predict_proba,skl,1.0,100,logistic,2,"(2,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0005888212472200394,0.0010852459818124771,0.0006003221496939659,0.0006301850080490112,0.0006558569148182869,0.0005888212472200394,0.0009384220740287785,10,0.000604571308940649,0,,,,
predict_proba,onxpython_compiled,,100,logistic,2,"(2,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0004152422770857811,0.0008316487073898315,0.000424911268055439,0.0004566982388496399,0.0004793050698935986,0.0004152422770857811,0.0007148316771076011,10,0.00043428363278508186,0,13.0,12.0,2781.0,
predict_proba,onxonnxruntime1,,100,logistic,2,"(2,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00022547133266925812,0.0009031658992171288,0.0002358313649892807,0.00024261046200990677,0.0003078787587583065,0.00022547133266925812,0.0006985946737985406,10,0.0002392674796283245,0,13.0,12.0,2781.0,
predict,skl,1.0,1000,logistic,2,"(2,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0016015972942113876,0.005295762792229652,0.0016235355287790298,0.0016904277727007866,0.0020097404718399047,0.0016015972942113876,0.004158107275584237,10,0.0016305833123624325,0,,,,
predict,onxpython_compiled,,1000,logistic,2,"(2,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0016320515424013138,0.001944894902408123,0.0016464702785015106,0.0016654618084430695,0.001687147468328476,0.0016320515424013138,0.0018632274773787082,10,0.0016543078236281872,0,13.0,12.0,2781.0,
predict,onxonnxruntime1,,1000,logistic,2,"(2,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0005685687065124512,0.0018332665786147118,0.0005890186876058578,0.0005943216383457184,0.0007192906923592091,0.0005685687065124512,0.001448622015388395,10,0.0005915067158639431,0,13.0,12.0,2781.0,
predict_proba,skl,1.0,1000,logistic,2,"(2,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0016389088705182076,0.0022599995136260986,0.0016474761068820953,0.0016732718795537949,0.0017163653858006,0.0016389088705182076,0.002073370462755886,10,0.0016506882384419441,0,,,,
predict_proba,onxpython_compiled,,1000,logistic,2,"(2,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0016391295939683914,0.0018928749486804008,0.0016529103741049767,0.0016824817284941673,0.001685093343257904,0.0016391295939683914,0.0018268680136593234,10,0.0016599316149950027,0,13.0,12.0,2781.0,
predict_proba,onxonnxruntime1,,1000,logistic,2,"(2,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0005713114514946938,0.0015158168971538544,0.0005837557837367058,0.0005938922986388206,0.00068356953561306,0.0005713114514946938,0.0012289666369193787,10,0.0005837702192366123,0,13.0,12.0,2781.0,
predict,skl,1.0,1,logistic,2,"(10,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00013054534792900085,0.0001904340460896492,0.00013390462845563889,0.00014175940304994583,0.00014163218438625335,0.00013054534792900085,0.0001748302638618044,10,0.000135746318846941,0,,,,
predict,onxpython_compiled,,1,logistic,2,"(10,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,7.298588752746582e-05,0.0001196395605802536,7.396098226308823e-05,7.805414497852325e-05,7.98417255282402e-05,7.298588752746582e-05,0.00010630221459218304,10,7.46394507586956e-05,0,13.0,12.0,2781.0,
predict,onxonnxruntime1,,1,logistic,2,"(10,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00012852530926465988,0.014269106090068817,0.00013357121497392654,0.00014997180551290512,0.0015603000298142432,0.00012852530926465988,0.009863716718419976,10,0.00013437960296869278,0,13.0,12.0,2781.0,
predict_proba,skl,1.0,1,logistic,2,"(10,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00013572443276643753,0.00018353387713432312,0.00013884343206882477,0.00014774687588214874,0.0001464041881263256,0.00013572443276643753,0.00017264397519015193,10,0.0001431531272828579,0,,,,
predict_proba,onxpython_compiled,,1,logistic,2,"(10,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,7.466413080692291e-05,0.00010142754763364792,7.72625207901001e-05,8.153915405273438e-05,8.076569065451622e-05,7.466413080692291e-05,9.536914581146674e-05,10,7.846532389521599e-05,0,13.0,12.0,2781.0,
predict_proba,onxonnxruntime1,,1,logistic,2,"(10,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0001796400174498558,0.0098400404676795,0.00018524564802646637,0.00021546334028244019,0.0016932754777371883,0.0001796400174498558,0.007879237937239391,10,0.0001873415894806385,0,13.0,12.0,2781.0,
predict,skl,1.0,10,logistic,2,"(10,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00013902783393859863,0.000183972530066967,0.00014198292046785355,0.00014963652938604355,0.00014866814017295838,0.00013902783393859863,0.0001737143984798214,10,0.00014467677101492882,0,,,,
predict,onxpython_compiled,,10,logistic,2,"(10,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,8.762255311012268e-05,0.011865928769111633,9.364727884531021e-05,0.00010025780647993088,0.0012740951962769032,8.762255311012268e-05,0.008194115014790353,10,9.570876136422157e-05,0,13.0,12.0,2781.0,
predict,onxonnxruntime1,,10,logistic,2,"(10,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.00019100122153759003,0.0037039052695035934,0.0001935446634888649,0.00021450500935316086,0.0005535418167710304,0.00019100122153759003,0.0026121054626270734,10,0.00019584735855460167,0,13.0,12.0,2781.0,
predict_proba,skl,1.0,10,logistic,2,"(10,)",{<class 'sklearn.neural_network._multilayer_perceptron.MLPClassifier'>: {'zipmap': False}},10,1,0.0001427317038178444,0.00018295831978321075,0.00014531798660755157,0.00015325937420129776,0.00015114517882466316,0.0001427317038178444,0.00017375435381813224,10,0.00014649471268057823,0,,,,
