lib,N,dataset,dim,model,norm,repeat,number,min,max,mean,lower,upper,count,median,diff_pyrt,upper_diff_pyrt,lower_diff_pyrt,diff_pyrtc,upper_diff_pyrtc,lower_diff_pyrtc,fit_estimator_weights_.shape,fit_estimator_errors_.shape,fit_estimators_.size,fit_estimators_.max|tree_.max_depth,fit_estimators_.n_classes_,fit_estimators_.sum|tree_.leave_count,fit_estimators_.sum|tree_.node_count,fit_estimators_.n_features_,fit_n_classes_,fit_n_features_,fit_tree_.node_count,fit_tree_.leave_count,fit_tree_.max_depth,fit_estimators_.shape,fit_train_score_.shape,fit_estimators_.sum|.sum|tree_.node_count,fit_estimators_..n_classes_,fit_estimators_.max|.max|tree_.max_depth,fit_estimators_..n_features_,fit_estimators_.sum|.sum|tree_.leave_count,fit_validation_score_.shape,fit__predictors.size,fit__predictors.max|tree_.max_depth,fit__predictors.sum|tree_.leave_count,fit__predictors.sum|tree_.node_count,fit_objective,fit_n_targets,fit_node_count,fit_ntrees,fit_leave_count,fit_mode_count,fit_coef_.shape,fit_singular_.shape,fit_intercept_.shape,fit_best_loss_.shape,fit_loss_.shape,fit_class_weight_.shape,fit_support_.shape,fit_support_vectors_.shape,fit_dual_coef_.shape,fit_probA_.shape,fit_probB_.shape
ort,10,diabetes,-1,NuSVR,False,5,1,5.8096833527088165e-05,7.094116881489754e-05,6.164200603961945e-05,5.8096833527088165e-05,7.094116881489754e-05,5,5.92302531003952e-05,8.880588273996181e-06,1.0610305537284148e-05,6.428770007005369e-06,8.880588273996181e-06,1.0610305537284148e-05,6.428770007005369e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,169.0,"(169, 10)","(1, 169)",0.0,0.0
skl,10,diabetes,-1,NuSVR,False,5,1,0.00010601477697491646,0.00012088427320122719,0.00011253906413912773,0.00010601477697491646,0.00012088427320122719,5,0.00011070398613810539,8.880588273996181e-06,1.0610305537284148e-05,6.428770007005369e-06,8.880588273996181e-06,1.0610305537284148e-05,6.428770007005369e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,169.0,"(169, 10)","(1, 169)",0.0,0.0
pyrt,10,diabetes,-1,NuSVR,False,5,1,5.728192627429962e-05,6.693974137306213e-05,5.986150354146958e-05,5.728192627429962e-05,6.691086044579129e-05,5,5.824677646160126e-05,8.880588273996181e-06,1.0610305537284148e-05,6.428770007005369e-06,8.880588273996181e-06,1.0610305537284148e-05,6.428770007005369e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,169.0,"(169, 10)","(1, 169)",0.0,0.0
pyrtc,10,diabetes,-1,NuSVR,False,5,1,5.075894296169281e-05,5.748681724071503e-05,5.237739533185959e-05,5.075894296169281e-05,5.741868968409335e-05,5,5.14020211994648e-05,8.880588273996181e-06,1.0610305537284148e-05,6.428770007005369e-06,8.880588273996181e-06,1.0610305537284148e-05,6.428770007005369e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,169.0,"(169, 10)","(1, 169)",0.0,0.0
ort,20,diabetes,-1,NuSVR,False,5,1,0.00010036211460828781,0.00011337688192725182,0.00010410863906145096,0.00010036211460828781,0.00011337688192725182,5,0.00010181218385696411,9.369061558572866e-06,1.0610305537284148e-05,8.14701013496233e-06,9.369061558572866e-06,1.0610305537284148e-05,8.14701013496233e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,169.0,"(169, 10)","(1, 169)",0.0,0.0
skl,20,diabetes,-1,NuSVR,False,5,1,0.00014842720702290535,0.00016510393470525742,0.00015391670167446135,0.00014842720702290535,0.00016510393470525742,5,0.00015115085989236832,9.369061558572866e-06,1.0610305537284148e-05,8.14701013496233e-06,9.369061558572866e-06,1.0610305537284148e-05,8.14701013496233e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,169.0,"(169, 10)","(1, 169)",0.0,0.0
pyrt,20,diabetes,-1,NuSVR,False,5,1,0.00010466994717717171,0.00011767121031880379,0.00010803565382957458,0.00010466994717717171,0.00011758591880039382,5,0.00010570511221885681,9.369061558572866e-06,1.0610305537284148e-05,8.14701013496233e-06,9.369061558572866e-06,1.0610305537284148e-05,8.14701013496233e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,169.0,"(169, 10)","(1, 169)",0.0,0.0
pyrtc,20,diabetes,-1,NuSVR,False,5,1,9.769899770617485e-05,0.000105331651866436,9.948108345270157e-05,9.769899770617485e-05,0.00010526626010893913,5,9.780144318938255e-05,9.369061558572866e-06,1.0610305537284148e-05,8.14701013496233e-06,9.369061558572866e-06,1.0610305537284148e-05,8.14701013496233e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,169.0,"(169, 10)","(1, 169)",0.0,0.0
ort,50,diabetes,-1,NuSVR,False,5,1,0.00022812234237790108,0.00024210894480347633,0.00023181848227977754,0.00022812234237790108,0.00024210894480347633,5,0.00022885994985699654,1.0110243306371557e-05,1.0610305537284148e-05,9.000522368296515e-06,1.0110243306371557e-05,1.0610305537284148e-05,9.000522368296515e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,169.0,"(169, 10)","(1, 169)",0.0,0.0
skl,50,diabetes,-1,NuSVR,False,5,1,0.00027720117941498756,0.0002941600978374481,0.0002838202752172947,0.00027720117941498756,0.0002941600978374481,5,0.00028418703004717827,1.0110243306371557e-05,1.0610305537284148e-05,9.000522368296515e-06,1.0110243306371557e-05,1.0610305537284148e-05,9.000522368296515e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,169.0,"(169, 10)","(1, 169)",0.0,0.0
pyrt,50,diabetes,-1,NuSVR,False,5,1,0.00024119578301906586,0.0002522207796573639,0.00024483203887939455,0.00024119578301906586,0.0002522207796573639,5,0.00024363677948713303,1.0110243306371557e-05,1.0610305537284148e-05,9.000522368296515e-06,1.0110243306371557e-05,1.0610305537284148e-05,9.000522368296515e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,169.0,"(169, 10)","(1, 169)",0.0,0.0
pyrtc,50,diabetes,-1,NuSVR,False,5,1,0.00023439805954694748,0.0002420581877231598,0.00023668957874178886,0.00023439805954694748,0.0002420581877231598,5,0.00023506488651037216,1.0110243306371557e-05,1.0610305537284148e-05,9.000522368296515e-06,1.0110243306371557e-05,1.0610305537284148e-05,9.000522368296515e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,169.0,"(169, 10)","(1, 169)",0.0,0.0
ort,100,diabetes,-1,NuSVR,False,5,1,0.0004410119727253914,0.00045512523502111435,0.00044707227498292924,0.0004410119727253914,0.00045512523502111435,5,0.0004434962756931782,1.0191467896447649e-05,1.0610305537284148e-05,9.524044514819252e-06,1.0191467896447649e-05,1.0610305537284148e-05,9.524044514819252e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,169.0,"(169, 10)","(1, 169)",0.0,0.0
skl,100,diabetes,-1,NuSVR,False,5,1,0.0004945350810885429,0.0005101040005683899,0.0005000557750463486,0.0004945350810885429,0.0005101040005683899,5,0.0004983558319509029,1.0191467896447649e-05,1.0610305537284148e-05,9.524044514819252e-06,1.0191467896447649e-05,1.0610305537284148e-05,9.524044514819252e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,169.0,"(169, 10)","(1, 169)",0.0,0.0
pyrt,100,diabetes,-1,NuSVR,False,5,1,0.0004703029990196228,0.0004806281067430973,0.00047315321862697603,0.0004703029990196228,0.0004806250770534244,5,0.0004716268740594387,1.0191467896447649e-05,1.0610305537284148e-05,9.524044514819252e-06,1.0191467896447649e-05,1.0610305537284148e-05,9.524044514819252e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,169.0,"(169, 10)","(1, 169)",0.0,0.0
pyrtc,100,diabetes,-1,NuSVR,False,5,1,0.0004641585983335972,0.0004720883443951607,0.0004672913812100887,0.0004641585983335972,0.0004720883443951607,5,0.0004660552367568016,1.0191467896447649e-05,1.0610305537284148e-05,9.524044514819252e-06,1.0191467896447649e-05,1.0610305537284148e-05,9.524044514819252e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,169.0,"(169, 10)","(1, 169)",0.0,0.0
ort,200,diabetes,-1,NuSVR,False,5,1,0.0008668750524520874,0.0008801068179309368,0.0008712411858141422,0.0008668750524520874,0.0008801068179309368,5,0.0008696489967405796,1.0572307360234845e-05,1.0610305537284148e-05,1.0420314652037632e-05,1.0572307360234845e-05,1.0610305537284148e-05,1.0420314652037632e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,169.0,"(169, 10)","(1, 169)",0.0,0.0
skl,200,diabetes,-1,NuSVR,False,5,1,0.0009261979721486568,0.0009434660896658897,0.0009328348562121392,0.0009261979721486568,0.0009434660896658897,5,0.00093032605946064,1.0572307360234845e-05,1.0610305537284148e-05,1.0420314652037632e-05,1.0572307360234845e-05,1.0610305537284148e-05,1.0420314652037632e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,169.0,"(169, 10)","(1, 169)",0.0,0.0
pyrt,200,diabetes,-1,NuSVR,False,5,1,0.0009275455959141254,0.000944014173001051,0.0009320627897977829,0.0009275455959141254,0.000943993637996405,5,0.0009289169684052467,1.0572307360234845e-05,1.0610305537284148e-05,1.0420314652037632e-05,1.0572307360234845e-05,1.0610305537284148e-05,1.0420314652037632e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,169.0,"(169, 10)","(1, 169)",0.0,0.0
pyrtc,200,diabetes,-1,NuSVR,False,5,1,0.0009199692867696285,0.0009327931329607964,0.0009240232408046723,0.0009199692867696285,0.0009327931329607964,5,0.0009228321723639965,1.0572307360234845e-05,1.0610305537284148e-05,1.0420314652037632e-05,1.0572307360234845e-05,1.0610305537284148e-05,1.0420314652037632e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,169.0,"(169, 10)","(1, 169)",0.0,0.0
ort,500,diabetes,-1,NuSVR,False,5,1,0.0021474012173712254,0.0021586259827017784,0.0021520556882023813,0.0021474012173712254,0.0021586259827017784,5,0.002149921841919422,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,169.0,"(169, 10)","(1, 169)",0.0,0.0
skl,500,diabetes,-1,NuSVR,False,5,1,0.002207527868449688,0.0022242586128413677,0.002214829530566931,0.002207527868449688,0.0022242586128413677,5,0.0022131619043648243,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,169.0,"(169, 10)","(1, 169)",0.0,0.0
pyrt,500,diabetes,-1,NuSVR,False,5,1,0.002234786283224821,0.002281276974827051,0.002245502918958664,0.002234786283224821,0.0022806237679629474,5,0.0022368808276951313,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,169.0,"(169, 10)","(1, 169)",0.0,0.0
pyrtc,500,diabetes,-1,NuSVR,False,5,1,0.0021632881835103035,0.00221727741882205,0.0021749324165284633,0.0021632881835103035,0.0022164583361098207,5,0.0021642143838107586,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,169.0,"(169, 10)","(1, 169)",0.0,0.0
ort,1000,diabetes,-1,NuSVR,False,5,1,0.004033070057630539,0.004045500885695219,0.004036355763673782,0.004033070057630539,0.004045500885695219,5,0.0040337699465453625,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,169.0,"(169, 10)","(1, 169)",0.0,0.0
skl,1000,diabetes,-1,NuSVR,False,5,1,0.004113464616239071,0.004146795719861984,0.004124481603503228,0.004113464616239071,0.004146795719861984,5,0.004119833931326866,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,169.0,"(169, 10)","(1, 169)",0.0,0.0
pyrt,1000,diabetes,-1,NuSVR,False,5,1,0.004329164978116751,0.004341156221926212,0.004334186017513275,0.004329164978116751,0.004341156221926212,5,0.0043318127281963825,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,169.0,"(169, 10)","(1, 169)",0.0,0.0
pyrtc,1000,diabetes,-1,NuSVR,False,5,1,0.004321661777794361,0.004338918253779411,0.004326614551246166,0.004321661777794361,0.004338918253779411,5,0.00432260287925601,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,169.0,"(169, 10)","(1, 169)",0.0,0.0
ort,2000,diabetes,-1,NuSVR,False,5,1,0.008047983981668949,0.008063282817602158,0.00805371319875121,0.008047983981668949,0.008063282817602158,5,0.008050180040299892,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,169.0,"(169, 10)","(1, 169)",0.0,0.0
skl,2000,diabetes,-1,NuSVR,False,5,1,0.008157067932188511,0.008194078225642443,0.008172894082963466,0.008157067932188511,0.008194078225642443,5,0.00817477097734809,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,169.0,"(169, 10)","(1, 169)",0.0,0.0
pyrt,2000,diabetes,-1,NuSVR,False,5,1,0.008642720058560371,0.008658864069730043,0.008649221528321505,0.008642720058560371,0.008658864069730043,5,0.008648752700537443,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,169.0,"(169, 10)","(1, 169)",0.0,0.0
pyrtc,2000,diabetes,-1,NuSVR,False,5,1,0.008633791003376245,0.008642617613077164,0.008636978175491094,0.008633791003376245,0.008642617613077164,5,0.008636033162474632,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,169.0,"(169, 10)","(1, 169)",0.0,0.0
ort,5000,diabetes,-1,NuSVR,False,5,1,0.020087745040655136,0.02017554873600602,0.020109954942017793,0.020087745040655136,0.020175012850631724,5,0.02009838493540883,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,169.0,"(169, 10)","(1, 169)",0.0,0.0
skl,5000,diabetes,-1,NuSVR,False,5,1,0.02026758575811982,0.02033312525600195,0.020300878770649435,0.02026758575811982,0.02033312525600195,5,0.02029423788189888,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,169.0,"(169, 10)","(1, 169)",0.0,0.0
pyrt,5000,diabetes,-1,NuSVR,False,5,1,0.02158215269446373,0.021598604042083025,0.021590950898826122,0.02158215269446373,0.021598604042083025,5,0.02159330388531089,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,169.0,"(169, 10)","(1, 169)",0.0,0.0
pyrtc,5000,diabetes,-1,NuSVR,False,5,1,0.021576189901679754,0.021608904004096985,0.021585424710065127,0.021576189901679754,0.021608904004096985,5,0.021579323802143335,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,169.0,"(169, 10)","(1, 169)",0.0,0.0
ort,10000,diabetes,-1,NuSVR,False,5,1,0.040147127117961645,0.04018410202115774,0.04015828026458621,0.040147127117961645,0.04018410202115774,5,0.04015231318771839,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,169.0,"(169, 10)","(1, 169)",0.0,0.0
skl,10000,diabetes,-1,NuSVR,False,5,1,0.040377392899245024,0.04046027408912778,0.040402894373983145,0.040377392899245024,0.04046027408912778,5,0.040386189706623554,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,169.0,"(169, 10)","(1, 169)",0.0,0.0
pyrt,10000,diabetes,-1,NuSVR,False,5,1,0.04315067594870925,0.04339919472113252,0.04325501536950469,0.04315067594870925,0.04339919472113252,5,0.0431703538633883,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,169.0,"(169, 10)","(1, 169)",0.0,0.0
pyrtc,10000,diabetes,-1,NuSVR,False,5,1,0.04314240114763379,0.04319964488968253,0.04316351991146803,0.04314240114763379,0.04319964488968253,5,0.04315625969320536,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,169.0,"(169, 10)","(1, 169)",0.0,0.0
ort,20000,diabetes,-1,NuSVR,False,5,1,0.0802823849953711,0.08034585695713758,0.0803059115074575,0.0802823849953711,0.08034585695713758,5,0.08030105382204056,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,169.0,"(169, 10)","(1, 169)",0.0,0.0
skl,20000,diabetes,-1,NuSVR,False,5,1,0.08112473832443357,0.08121787291020155,0.0811558454297483,0.08112473832443357,0.08121787291020155,5,0.08113500382751226,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,169.0,"(169, 10)","(1, 169)",0.0,0.0
pyrt,20000,diabetes,-1,NuSVR,False,5,1,0.08629046007990837,0.08639505412429571,0.08632019637152552,0.08629046007990837,0.08639505412429571,5,0.08629794185981154,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,169.0,"(169, 10)","(1, 169)",0.0,0.0
pyrtc,20000,diabetes,-1,NuSVR,False,5,1,0.08625901257619262,0.08630587020888925,0.08627991145476699,0.08625901257619262,0.08630587020888925,5,0.08628649869933724,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,169.0,"(169, 10)","(1, 169)",0.0,0.0
ort,50000,diabetes,-1,NuSVR,False,5,1,0.20072207367047668,0.2012004149146378,0.20096437055617572,0.20072207367047668,0.2012004149146378,5,0.20088783092796803,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,169.0,"(169, 10)","(1, 169)",0.0,0.0
skl,50000,diabetes,-1,NuSVR,False,5,1,0.2023190031759441,0.20354462275281549,0.20287768431007863,0.2023190031759441,0.20354462275281549,5,0.20267927600070834,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,169.0,"(169, 10)","(1, 169)",0.0,0.0
pyrt,50000,diabetes,-1,NuSVR,False,5,1,0.21570161916315556,0.21634765062481165,0.2158742757514119,0.21570161916315556,0.21634765062481165,5,0.21572284726426005,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,169.0,"(169, 10)","(1, 169)",0.0,0.0
pyrtc,50000,diabetes,-1,NuSVR,False,5,1,0.2156227482482791,0.21575788222253323,0.21568308202549816,0.2156227482482791,0.21575788222253323,5,0.21567828301340342,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,1.0610305537284148e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,169.0,"(169, 10)","(1, 169)",0.0,0.0
ort,1,diabetes,-1,NuSVR,True,5,1,1.9466038793325424e-05,5.911290645599365e-05,2.8942152857780458e-05,1.9466038793325424e-05,5.878982477859504e-05,5,2.107955515384674e-05,6.842028125220168e-06,1.797027263705786e-05,6.054119126019941e-07,6.842028125220168e-06,1.797027263705786e-05,6.054119126019941e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,1,diabetes,-1,NuSVR,True,5,1,0.00012286612764000893,0.000158580020070076,0.00013259993866086007,0.00012286612764000893,0.00015857643154862781,5,0.00012721586972475052,6.842028125220168e-06,1.797027263705786e-05,6.054119126019941e-07,6.842028125220168e-06,1.797027263705786e-05,6.054119126019941e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,1,diabetes,-1,NuSVR,True,5,1,2.774316817522049e-05,4.78038564324379e-05,3.2593216747045514e-05,2.774316817522049e-05,4.764405502333537e-05,5,2.8389040380716324e-05,6.842028125220168e-06,1.797027263705786e-05,6.054119126019941e-07,6.842028125220168e-06,1.797027263705786e-05,6.054119126019941e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,1,diabetes,-1,NuSVR,True,5,1,1.640990376472473e-05,2.4485867470502853e-05,1.831157132983208e-05,1.640990376472473e-05,2.4433884768678476e-05,5,1.6490928828716278e-05,6.842028125220168e-06,1.797027263705786e-05,6.054119126019941e-07,6.842028125220168e-06,1.797027263705786e-05,6.054119126019941e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,2,diabetes,-1,NuSVR,True,5,1,2.369377762079239e-05,3.7791673094034195e-05,2.746274694800377e-05,2.369377762079239e-05,3.7791673094034195e-05,5,2.4181324988603592e-05,5.373164100319627e-06,1.0236885572112442e-05,1.5165431932473439e-06,5.373164100319627e-06,1.0236885572112442e-05,1.5165431932473439e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,2,diabetes,-1,NuSVR,True,5,1,0.0001262640580534935,0.00014827586710453033,0.0001351039856672287,0.0001262640580534935,0.00014827586710453033,5,0.0001331050880253315,5.373164100319627e-06,1.0236885572112442e-05,1.5165431932473439e-06,5.373164100319627e-06,1.0236885572112442e-05,1.5165431932473439e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,2,diabetes,-1,NuSVR,True,5,1,3.2100360840559006e-05,4.3496023863554e-05,3.511290997266769e-05,3.2100360840559006e-05,4.3496023863554e-05,5,3.2992102205753326e-05,5.373164100319627e-06,1.0236885572112442e-05,1.5165431932473439e-06,5.373164100319627e-06,1.0236885572112442e-05,1.5165431932473439e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,2,diabetes,-1,NuSVR,True,5,1,2.0843930542469025e-05,2.8744805604219437e-05,2.2936705499887465e-05,2.0843930542469025e-05,2.872014885935979e-05,5,2.1476298570632935e-05,5.373164100319627e-06,1.0236885572112442e-05,1.5165431932473439e-06,5.373164100319627e-06,1.0236885572112442e-05,1.5165431932473439e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,5,diabetes,-1,NuSVR,True,5,1,3.5818666219711304e-05,5.020108073949814e-05,3.97062860429287e-05,3.5818666219711304e-05,5.020108073949814e-05,5,3.694882616400719e-05,9.794372988380929e-06,1.2969541046459199e-05,6.610889357716587e-06,9.794372988380929e-06,1.2969541046459199e-05,6.610889357716587e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,5,diabetes,-1,NuSVR,True,5,1,0.00013800524175167084,0.00016654189676046371,0.00015093414112925528,0.00013800524175167084,0.00016654189676046371,5,0.00014726491644978523,9.794372988380929e-06,1.2969541046459199e-05,6.610889357716587e-06,9.794372988380929e-06,1.2969541046459199e-05,6.610889357716587e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,5,diabetes,-1,NuSVR,True,5,1,4.574190825223923e-05,5.7013239711523056e-05,4.9087405204772947e-05,4.574190825223923e-05,5.7013239711523056e-05,5,4.689302295446396e-05,9.794372988380929e-06,1.2969541046459199e-05,6.610889357716587e-06,9.794372988380929e-06,1.2969541046459199e-05,6.610889357716587e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,5,diabetes,-1,NuSVR,True,5,1,3.415904939174652e-05,4.178006201982498e-05,3.604050725698471e-05,3.415904939174652e-05,4.1750494290466744e-05,5,3.442354500293732e-05,9.794372988380929e-06,1.2969541046459199e-05,6.610889357716587e-06,9.794372988380929e-06,1.2969541046459199e-05,6.610889357716587e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
