lib,N,dataset,dim,model,norm,repeat,number,min,max,mean,lower,upper,count,median,diff_pyrt,upper_diff_pyrt,lower_diff_pyrt,diff_pyrtc,upper_diff_pyrtc,lower_diff_pyrtc,fit_estimator_weights_.shape,fit_estimator_errors_.shape,fit_estimators_.size,fit_estimators_.max|tree_.max_depth,fit_estimators_.n_classes_,fit_estimators_.sum|tree_.leave_count,fit_estimators_.sum|tree_.node_count,fit_estimators_.n_features_,fit_n_classes_,fit_n_features_,fit_tree_.node_count,fit_tree_.leave_count,fit_tree_.max_depth,fit_estimators_.shape,fit_train_score_.shape,fit_estimators_.sum|.sum|tree_.node_count,fit_estimators_..n_classes_,fit_estimators_.max|.max|tree_.max_depth,fit_estimators_..n_features_,fit_estimators_.sum|.sum|tree_.leave_count,fit_validation_score_.shape,fit__predictors.size,fit__predictors.max|tree_.max_depth,fit__predictors.sum|tree_.leave_count,fit__predictors.sum|tree_.node_count,fit_objective,fit_n_targets,fit_node_count,fit_ntrees,fit_leave_count,fit_mode_count,fit_coef_.shape,fit_singular_.shape,fit_intercept_.shape,fit_best_loss_.shape,fit_loss_.shape,fit_class_weight_.shape,fit_support_.shape,fit_support_vectors_.shape,fit_dual_coef_.shape,fit_probA_.shape,fit_probB_.shape
ort,1000,boston,-1,GBT,True,5,1,0.006388145033270121,0.006523615680634975,0.006425172742456198,0.006388145033270121,0.006522928058839213,5,0.0064083789475262165,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,1000,boston,-1,GBT,True,5,1,0.003117642365396023,0.0031930222176015377,0.0031503927893936634,0.003117642365396023,0.0031930222176015377,5,0.003141297958791256,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,1000,boston,-1,GBT,True,5,1,0.0013099061325192451,0.001388466451317072,0.0013332786969840527,0.0013099061325192451,0.001388466451317072,5,0.0013234489597380161,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,1000,boston,-1,GBT,True,5,1,0.0012969612143933773,0.001317138783633709,0.0013069610111415386,0.0012969612143933773,0.001317138783633709,5,0.0013066022656857967,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,2000,boston,-1,GBT,True,5,1,0.01269548898562789,0.013205626048147678,0.01280545387417078,0.01269548898562789,0.013197996063846298,5,0.012708663940429688,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,2000,boston,-1,GBT,True,5,1,0.0058751339092850685,0.005935225635766983,0.00590875307098031,0.0058751339092850685,0.005935225635766983,5,0.005904641933739185,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,2000,boston,-1,GBT,True,5,1,0.002580747939646244,0.0026698680594563484,0.0026037516072392464,0.002580747939646244,0.0026689722699201374,5,0.002589286770671606,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,2000,boston,-1,GBT,True,5,1,0.0025730743072927,0.002596972044557333,0.002579788863658905,0.0025730743072927,0.002596972044557333,5,0.002575343009084463,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,5000,boston,-1,GBT,True,5,1,0.03188755363225937,0.03246992081403732,0.032055954542011024,0.03188755363225937,0.03246856306815903,5,0.03195718536153436,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,5000,boston,-1,GBT,True,5,1,0.01408678200095892,0.01424446515738964,0.01415373468771577,0.01408678200095892,0.01424446515738964,5,0.014147636946290731,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,5000,boston,-1,GBT,True,5,1,0.006422603037208319,0.006931401323527098,0.006555604003369808,0.006422603037208319,0.006929288885174965,5,0.006473146378993988,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,5000,boston,-1,GBT,True,5,1,0.006410531233996153,0.007822699844837189,0.006754845194518566,0.006410531233996153,0.007822699844837189,5,0.006422711070626974,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,10000,boston,-1,GBT,True,5,1,0.06387444492429495,0.06448846636340022,0.06406909748911857,0.06387444492429495,0.06448846636340022,5,0.06402833200991154,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,10000,boston,-1,GBT,True,5,1,0.0275722979567945,0.027689899783581495,0.02761162566021085,0.0275722979567945,0.027689899783581495,5,0.02758781611919403,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,10000,boston,-1,GBT,True,5,1,0.012823649682104588,0.019487957004457712,0.014458128064870835,0.012823649682104588,0.01945435128065111,5,0.013021477032452822,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,10000,boston,-1,GBT,True,5,1,0.012765804305672646,0.012949117925018072,0.012850570492446423,0.012765804305672646,0.012949117925018072,5,0.012844462879002094,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,20000,boston,-1,GBT,True,5,1,0.12701735273003578,0.13133922079578042,0.12849103063344955,0.12701735273003578,0.13133922079578042,5,0.12770618312060833,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,20000,boston,-1,GBT,True,5,1,0.05422494700178504,0.0545066581107676,0.05431679496541619,0.05422494700178504,0.0545066581107676,5,0.05427284212782979,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,20000,boston,-1,GBT,True,5,1,0.025462873745709658,0.025669289752840996,0.025537637900561093,0.025462873745709658,0.025669289752840996,5,0.02552129700779915,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,20000,boston,-1,GBT,True,5,1,0.02547298278659582,0.02655457006767392,0.025768828112632036,0.02547298278659582,0.0265485171944481,5,0.02562542585656047,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,50000,boston,-1,GBT,True,5,1,0.3169489223510027,0.3177653788588941,0.3173182303085923,0.3169489223510027,0.3177653788588941,5,0.31729206116870046,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,50000,boston,-1,GBT,True,5,1,0.1341581200249493,0.13453240878880024,0.13435772219672798,0.1341581200249493,0.13453240878880024,5,0.13441152684390545,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,50000,boston,-1,GBT,True,5,1,0.06380191491916776,0.0663613430224359,0.06447040429338813,0.06380191491916776,0.0663613430224359,5,0.06396844796836376,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,50000,boston,-1,GBT,True,5,1,0.06380977481603622,0.06400168780237436,0.06391926407814026,0.06380977481603622,0.06400168780237436,5,0.06392452400177717,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,0.36955368734750493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,1,boston,-1,HGB,False,5,1,2.4431850761175156e-05,6.296299397945404e-05,3.3921003341674806e-05,2.4431850761175156e-05,6.262229492556543e-05,5,2.6354100555181503e-05,6.735724944917365e-07,1.3260474176490789e-06,2.434122556849161e-07,6.735724944917365e-07,1.3260474176490789e-06,2.434122556849161e-07,,,,,,,,,,13.0,,,,,0.0,,,,,,0.0,100.0,6.0,1099.0,2098.0,,,,,,,,,,,,,,,,,
skl,1,boston,-1,HGB,False,5,1,0.001966554205864668,0.002066104207187891,0.0019951323978602887,0.001966554205864668,0.002066089496238872,5,0.00198121415451169,6.735724944917365e-07,1.3260474176490789e-06,2.434122556849161e-07,6.735724944917365e-07,1.3260474176490789e-06,2.434122556849161e-07,,,,,,,,,,13.0,,,,,0.0,,,,,,0.0,100.0,6.0,1099.0,2098.0,,,,,,,,,,,,,,,,,
pyrt,1,boston,-1,HGB,False,5,1,1.5379395335912704e-05,4.395097494125366e-05,2.203499898314476e-05,1.5379395335912704e-05,4.3678576051944546e-05,5,1.6117002815008163e-05,6.735724944917365e-07,1.3260474176490789e-06,2.434122556849161e-07,6.735724944917365e-07,1.3260474176490789e-06,2.434122556849161e-07,,,,,,,,,,13.0,,,,,0.0,,,,,,0.0,100.0,6.0,1099.0,2098.0,,,,,,,,,,,,,,,,,
pyrtc,1,boston,-1,HGB,False,5,1,8.48015770316124e-06,1.7203856259584427e-05,1.076962798833847e-05,8.48015770316124e-06,1.7192354731963314e-05,5,9.119044989347458e-06,6.735724944917365e-07,1.3260474176490789e-06,2.434122556849161e-07,6.735724944917365e-07,1.3260474176490789e-06,2.434122556849161e-07,,,,,,,,,,13.0,,,,,0.0,,,,,,0.0,100.0,6.0,1099.0,2098.0,,,,,,,,,,,,,,,,,
ort,2,boston,-1,HGB,False,5,1,3.113783895969391e-05,4.3966807425022125e-05,3.440026193857193e-05,3.113783895969391e-05,4.38790101448892e-05,5,3.19858081638813e-05,3.2308634448696693e-06,8.505601407193808e-06,1.290223131888979e-06,3.2308634448696693e-06,8.505601407193808e-06,1.290223131888979e-06,,,,,,,,,,13.0,,,,,0.0,,,,,,0.0,100.0,6.0,1099.0,2098.0,,,,,,,,,,,,,,,,,
skl,2,boston,-1,HGB,False,5,1,0.001751055009663105,0.0022088601253926754,0.001846643816679716,0.001751055009663105,0.0022016617071236584,5,0.0017575589008629322,3.2308634448696693e-06,8.505601407193808e-06,1.290223131888979e-06,3.2308634448696693e-06,8.505601407193808e-06,1.290223131888979e-06,,,,,,,,,,13.0,,,,,0.0,,,,,,0.0,100.0,6.0,1099.0,2098.0,,,,,,,,,,,,,,,,,
pyrt,2,boston,-1,HGB,False,5,1,2.389354631304741e-05,3.4702010452747345e-05,2.633044496178627e-05,2.389354631304741e-05,3.4565355180109965e-05,5,2.4260953068733215e-05,3.2308634448696693e-06,8.505601407193808e-06,1.290223131888979e-06,3.2308634448696693e-06,8.505601407193808e-06,1.290223131888979e-06,,,,,,,,,,13.0,,,,,0.0,,,,,,0.0,100.0,6.0,1099.0,2098.0,,,,,,,,,,,,,,,,,
pyrtc,2,boston,-1,HGB,False,5,1,1.5850644558668137e-05,2.285931259393692e-05,1.7476174980401994e-05,1.5850644558668137e-05,2.2801377091745823e-05,5,1.5925150364637375e-05,3.2308634448696693e-06,8.505601407193808e-06,1.290223131888979e-06,3.2308634448696693e-06,8.505601407193808e-06,1.290223131888979e-06,,,,,,,,,,13.0,,,,,0.0,,,,,,0.0,100.0,6.0,1099.0,2098.0,,,,,,,,,,,,,,,,,
ort,5,boston,-1,HGB,False,5,1,4.523666575551033e-05,5.9122685343027115e-05,5.081649869680405e-05,4.523666575551033e-05,5.9122685343027115e-05,5,5.0984788686037064e-05,0.012877948122705086,0.06437985041703698,1.0901752247605145e-06,0.012877948122705086,0.06437985041703698,1.0901752247605145e-06,,,,,,,,,,13.0,,,,,0.0,,,,,,0.0,100.0,6.0,1099.0,2098.0,,,,,,,,,,,,,,,,,
skl,5,boston,-1,HGB,False,5,1,0.0017507136799395084,0.001792107243090868,0.0017678260803222657,0.0017507136799395084,0.001792107243090868,5,0.0017551830969750881,0.012877948122705086,0.06437985041703698,1.0901752247605145e-06,0.012877948122705086,0.06437985041703698,1.0901752247605145e-06,,,,,,,,,,13.0,,,,,0.0,,,,,,0.0,100.0,6.0,1099.0,2098.0,,,,,,,,,,,,,,,,,
pyrt,5,boston,-1,HGB,False,5,1,3.760913386940956e-05,4.7112349420785904e-05,4.139691591262817e-05,3.760913386940956e-05,4.7112349420785904e-05,5,4.089903086423874e-05,0.012877948122705086,0.06437985041703698,1.0901752247605145e-06,0.012877948122705086,0.06437985041703698,1.0901752247605145e-06,,,,,,,,,,13.0,,,,,0.0,,,,,,0.0,100.0,6.0,1099.0,2098.0,,,,,,,,,,,,,,,,,
pyrtc,5,boston,-1,HGB,False,5,1,2.857716754078865e-05,3.510061651468277e-05,3.1704921275377275e-05,2.857716754078865e-05,3.510061651468277e-05,5,3.219814971089363e-05,0.012877948122705086,0.06437985041703698,1.0901752247605145e-06,0.012877948122705086,0.06437985041703698,1.0901752247605145e-06,,,,,,,,,,13.0,,,,,0.0,,,,,,0.0,100.0,6.0,1099.0,2098.0,,,,,,,,,,,,,,,,,
ort,10,boston,-1,HGB,False,5,1,7.179891690611839e-05,8.19740816950798e-05,7.550325244665146e-05,7.179891690611839e-05,8.19740816950798e-05,5,7.476378232240677e-05,2.892058923364971e-06,4.494990093917295e-06,1.5308980820805118e-06,2.892058923364971e-06,4.494990093917295e-06,1.5308980820805118e-06,,,,,,,,,,13.0,,,,,0.0,,,,,,0.0,100.0,6.0,1099.0,2098.0,,,,,,,,,,,,,,,,,
skl,10,boston,-1,HGB,False,5,1,0.0017490522004663944,0.0017948821187019348,0.0017675642855465412,0.0017490522004663944,0.0017948821187019348,5,0.0017630662769079208,2.892058923364971e-06,4.494990093917295e-06,1.5308980820805118e-06,2.892058923364971e-06,4.494990093917295e-06,1.5308980820805118e-06,,,,,,,,,,13.0,,,,,0.0,,,,,,0.0,100.0,6.0,1099.0,2098.0,,,,,,,,,,,,,,,,,
pyrt,10,boston,-1,HGB,False,5,1,5.943700671195984e-05,6.68717548251152e-05,6.26472756266594e-05,5.943700671195984e-05,6.68717548251152e-05,5,6.270455196499825e-05,2.892058923364971e-06,4.494990093917295e-06,1.5308980820805118e-06,2.892058923364971e-06,4.494990093917295e-06,1.5308980820805118e-06,,,,,,,,,,13.0,,,,,0.0,,,,,,0.0,100.0,6.0,1099.0,2098.0,,,,,,,,,,,,,,,,,
pyrtc,10,boston,-1,HGB,False,5,1,4.850002005696297e-05,5.415407940745354e-05,5.140723660588264e-05,4.850002005696297e-05,5.415407940745354e-05,5,5.233101546764374e-05,2.892058923364971e-06,4.494990093917295e-06,1.5308980820805118e-06,2.892058923364971e-06,4.494990093917295e-06,1.5308980820805118e-06,,,,,,,,,,13.0,,,,,0.0,,,,,,0.0,100.0,6.0,1099.0,2098.0,,,,,,,,,,,,,,,,,
ort,20,boston,-1,HGB,False,5,1,0.00012198230251669884,0.00013286899775266647,0.00012664021924138069,0.00012198230251669884,0.00013286899775266647,5,0.00012648757547140121,0.1641546864718478,0.6805369035105713,2.8554710809203243e-06,0.1641546864718478,0.6805369035105713,2.8554710809203243e-06,,,,,,,,,,13.0,,,,,0.0,,,,,,0.0,100.0,6.0,1099.0,2098.0,,,,,,,,,,,,,,,,,
skl,20,boston,-1,HGB,False,5,1,0.0017900560051202774,0.0018241587094962597,0.0018019855953752995,0.0017900560051202774,0.0018241587094962597,5,0.0017982050776481628,0.1641546864718478,0.6805369035105713,2.8554710809203243e-06,0.1641546864718478,0.6805369035105713,2.8554710809203243e-06,,,,,,,,,,13.0,,,,,0.0,,,,,,0.0,100.0,6.0,1099.0,2098.0,,,,,,,,,,,,,,,,,
pyrt,20,boston,-1,HGB,False,5,1,0.002923341002315283,0.011413727421313524,0.007542992942035198,0.002923341002315283,0.011413727421313524,5,0.007406393997371197,0.1641546864718478,0.6805369035105713,2.8554710809203243e-06,0.1641546864718478,0.6805369035105713,2.8554710809203243e-06,,,,,,,,,,13.0,,,,,0.0,,,,,,0.0,100.0,6.0,1099.0,2098.0,,,,,,,,,,,,,,,,,
pyrtc,20,boston,-1,HGB,False,5,1,0.005762885790318251,0.012872618157416582,0.008641746360808611,0.005762885790318251,0.012872618157416582,5,0.0072510140016674995,0.1641546864718478,0.6805369035105713,2.8554710809203243e-06,0.1641546864718478,0.6805369035105713,2.8554710809203243e-06,,,,,,,,,,13.0,,,,,0.0,,,,,,0.0,100.0,6.0,1099.0,2098.0,,,,,,,,,,,,,,,,,
ort,50,boston,-1,HGB,False,5,1,0.00026442110538482666,0.00029055215418338776,0.0002743984572589397,0.00026442110538482666,0.00029055215418338776,5,0.00027112802490592003,0.2722177026927085,0.6805369035105713,4.494990093917295e-06,0.2722177026927085,0.6805369035105713,4.494990093917295e-06,,,,,,,,,,13.0,,,,,0.0,,,,,,0.0,100.0,6.0,1099.0,2098.0,,,,,,,,,,,,,,,,,
skl,50,boston,-1,HGB,False,5,1,0.001820970792323351,0.001857834868133068,0.0018327442929148674,0.001820970792323351,0.001857834868133068,5,0.0018292502500116825,0.2722177026927085,0.6805369035105713,4.494990093917295e-06,0.2722177026927085,0.6805369035105713,4.494990093917295e-06,,,,,,,,,,13.0,,,,,0.0,,,,,,0.0,100.0,6.0,1099.0,2098.0,,,,,,,,,,,,,,,,,
pyrt,50,boston,-1,HGB,False,5,1,0.004526520147919655,0.009012568276375532,0.008009823597967624,0.004591295284378629,0.009012568276375532,5,0.008846649900078773,0.2722177026927085,0.6805369035105713,4.494990093917295e-06,0.2722177026927085,0.6805369035105713,4.494990093917295e-06,,,,,,,,,,13.0,,,,,0.0,,,,,,0.0,100.0,6.0,1099.0,2098.0,,,,,,,,,,,,,,,,,
pyrtc,50,boston,-1,HGB,False,5,1,0.005911312066018581,0.013383517973124981,0.00971281798556447,0.005911312066018581,0.013383517973124981,5,0.011516510974615812,0.2722177026927085,0.6805369035105713,4.494990093917295e-06,0.2722177026927085,0.6805369035105713,4.494990093917295e-06,,,,,,,,,,13.0,,,,,0.0,,,,,,0.0,100.0,6.0,1099.0,2098.0,,,,,,,,,,,,,,,,,
ort,100,boston,-1,HGB,False,5,1,0.0005084681324660778,0.0005422169342637062,0.0005212342366576195,0.0005084681324660778,0.0005422169342637062,5,0.0005197050049901009,0.3022693707317273,0.6805369035105713,4.494990093917295e-06,0.3022693707317273,0.6805369035105713,4.494990093917295e-06,,,,,,,,,,13.0,,,,,0.0,,,,,,0.0,100.0,6.0,1099.0,2098.0,,,,,,,,,,,,,,,,,
skl,100,boston,-1,HGB,False,5,1,0.0018668188713490963,0.0019243517890572548,0.0018855343572795392,0.0018668188713490963,0.0019243517890572548,5,0.001876980997622013,0.3022693707317273,0.6805369035105713,4.494990093917295e-06,0.3022693707317273,0.6805369035105713,4.494990093917295e-06,,,,,,,,,,13.0,,,,,0.0,,,,,,0.0,100.0,6.0,1099.0,2098.0,,,,,,,,,,,,,,,,,
pyrt,100,boston,-1,HGB,False,5,1,0.0032063699327409267,0.00913938321173191,0.006157155614346266,0.0032063699327409267,0.00913938321173191,5,0.006151045672595501,0.3022693707317273,0.6805369035105713,4.494990093917295e-06,0.3022693707317273,0.6805369035105713,4.494990093917295e-06,,,,,,,,,,13.0,,,,,0.0,,,,,,0.0,100.0,6.0,1099.0,2098.0,,,,,,,,,,,,,,,,,
pyrtc,100,boston,-1,HGB,False,5,1,0.006055662874132395,0.008870322722941637,0.006673036050051451,0.006055662874132395,0.008828735222399122,5,0.006178739946335554,0.3022693707317273,0.6805369035105713,4.494990093917295e-06,0.3022693707317273,0.6805369035105713,4.494990093917295e-06,,,,,,,,,,13.0,,,,,0.0,,,,,,0.0,100.0,6.0,1099.0,2098.0,,,,,,,,,,,,,,,,,
ort,200,boston,-1,HGB,False,5,1,0.0009954720735549927,0.0010288599878549576,0.0010087800212204457,0.0009954720735549927,0.0010288599878549576,5,0.001010316889733076,0.6805369035105713,0.6805369035105713,0.6805369035105713,0.6805369035105713,0.6805369035105713,0.6805369035105713,,,,,,,,,,13.0,,,,,0.0,,,,,,0.0,100.0,6.0,1099.0,2098.0,,,,,,,,,,,,,,,,,
skl,200,boston,-1,HGB,False,5,1,0.0020502759143710136,0.002074367366731167,0.0020667688921093942,0.0020502759143710136,0.002074367366731167,5,0.0020683170296251774,0.6805369035105713,0.6805369035105713,0.6805369035105713,0.6805369035105713,0.6805369035105713,0.6805369035105713,,,,,,,,,,13.0,,,,,0.0,,,,,,0.0,100.0,6.0,1099.0,2098.0,,,,,,,,,,,,,,,,,
pyrt,200,boston,-1,HGB,False,5,1,0.003559606149792671,0.012235546950250864,0.006973639223724603,0.003559606149792671,0.012235546950250864,5,0.006323231849819422,0.6805369035105713,0.6805369035105713,0.6805369035105713,0.6805369035105713,0.6805369035105713,0.6805369035105713,,,,,,,,,,13.0,,,,,0.0,,,,,,0.0,100.0,6.0,1099.0,2098.0,,,,,,,,,,,,,,,,,
pyrtc,200,boston,-1,HGB,False,5,1,0.008092956151813269,0.012047333177179098,0.009427415300160646,0.008092956151813269,0.012047333177179098,5,0.008139577228575945,0.6805369035105713,0.6805369035105713,0.6805369035105713,0.6805369035105713,0.6805369035105713,0.6805369035105713,,,,,,,,,,13.0,,,,,0.0,,,,,,0.0,100.0,6.0,1099.0,2098.0,,,,,,,,,,,,,,,,,
ort,500,boston,-1,HGB,False,5,1,0.0024405349977314472,0.002490401268005371,0.002460043877363205,0.0024405349977314472,0.002490401268005371,5,0.0024509429931640625,0.6805369035105713,0.6805369035105713,0.6805369035105713,0.6805369035105713,0.6805369035105713,0.6805369035105713,,,,,,,,,,13.0,,,,,0.0,,,,,,0.0,100.0,6.0,1099.0,2098.0,,,,,,,,,,,,,,,,,
skl,500,boston,-1,HGB,False,5,1,0.002420630771666765,0.0024536270648241043,0.002438462246209383,0.002420630771666765,0.0024536270648241043,5,0.002434450201690197,0.6805369035105713,0.6805369035105713,0.6805369035105713,0.6805369035105713,0.6805369035105713,0.6805369035105713,,,,,,,,,,13.0,,,,,0.0,,,,,,0.0,100.0,6.0,1099.0,2098.0,,,,,,,,,,,,,,,,,
pyrt,500,boston,-1,HGB,False,5,1,0.006387318950146437,0.010821328964084387,0.00981106897816062,0.006451839539222207,0.010821328964084387,5,0.01061617722734809,0.6805369035105713,0.6805369035105713,0.6805369035105713,0.6805369035105713,0.6805369035105713,0.6805369035105713,,,,,,,,,,13.0,,,,,0.0,,,,,,0.0,100.0,6.0,1099.0,2098.0,,,,,,,,,,,,,,,,,
pyrtc,500,boston,-1,HGB,False,5,1,0.004896347876638174,0.013556307647377253,0.009374446514993907,0.004896347876638174,0.013556307647377253,5,0.009851715061813593,0.6805369035105713,0.6805369035105713,0.6805369035105713,0.6805369035105713,0.6805369035105713,0.6805369035105713,,,,,,,,,,13.0,,,,,0.0,,,,,,0.0,100.0,6.0,1099.0,2098.0,,,,,,,,,,,,,,,,,
ort,1000,boston,-1,HGB,False,5,1,0.004647711757570505,0.004856464918702841,0.004753209184855223,0.004647711757570505,0.004856464918702841,5,0.00476309098303318,0.6805369035105713,0.6805369035105713,0.6805369035105713,0.6805369035105713,0.6805369035105713,0.6805369035105713,,,,,,,,,,13.0,,,,,0.0,,,,,,0.0,100.0,6.0,1099.0,2098.0,,,,,,,,,,,,,,,,,
skl,1000,boston,-1,HGB,False,5,1,0.003007973078638315,0.003102197777479887,0.0030367599800229074,0.003007973078638315,0.003102197777479887,5,0.003023047000169754,0.6805369035105713,0.6805369035105713,0.6805369035105713,0.6805369035105713,0.6805369035105713,0.6805369035105713,,,,,,,,,,13.0,,,,,0.0,,,,,,0.0,100.0,6.0,1099.0,2098.0,,,,,,,,,,,,,,,,,
pyrt,1000,boston,-1,HGB,False,5,1,0.0010330653749406338,0.0010999767109751701,0.0010534225963056087,0.0010330653749406338,0.0010999767109751701,5,0.0010482710786163807,0.6805369035105713,0.6805369035105713,0.6805369035105713,0.6805369035105713,0.6805369035105713,0.6805369035105713,,,,,,,,,,13.0,,,,,0.0,,,,,,0.0,100.0,6.0,1099.0,2098.0,,,,,,,,,,,,,,,,,
pyrtc,1000,boston,-1,HGB,False,5,1,0.0010250899940729141,0.01369007583707571,0.00510702021420002,0.0010250899940729141,0.01369007583707571,5,0.001038233283907175,0.6805369035105713,0.6805369035105713,0.6805369035105713,0.6805369035105713,0.6805369035105713,0.6805369035105713,,,,,,,,,,13.0,,,,,0.0,,,,,,0.0,100.0,6.0,1099.0,2098.0,,,,,,,,,,,,,,,,,
ort,2000,boston,-1,HGB,False,5,1,0.009729008190333843,0.012649445794522762,0.010337150935083628,0.009729008190333843,0.012603907288982752,5,0.009764524176716805,0.6805369035105713,0.6805369035105713,0.6805369035105713,0.6805369035105713,0.6805369035105713,0.6805369035105713,,,,,,,,,,13.0,,,,,0.0,,,,,,0.0,100.0,6.0,1099.0,2098.0,,,,,,,,,,,,,,,,,
skl,2000,boston,-1,HGB,False,5,1,0.004138445947319269,0.004203825257718563,0.004166032467037439,0.004138445947319269,0.004203825257718563,5,0.00415937602519989,0.6805369035105713,0.6805369035105713,0.6805369035105713,0.6805369035105713,0.6805369035105713,0.6805369035105713,,,,,,,,,,13.0,,,,,0.0,,,,,,0.0,100.0,6.0,1099.0,2098.0,,,,,,,,,,,,,,,,,
pyrt,2000,boston,-1,HGB,False,5,1,0.012509082909673452,0.01693833013996482,0.015925558097660542,0.012573476957396183,0.01693833013996482,5,0.016717993188649416,0.6805369035105713,0.6805369035105713,0.6805369035105713,0.6805369035105713,0.6805369035105713,0.6805369035105713,,,,,,,,,,13.0,,,,,0.0,,,,,,0.0,100.0,6.0,1099.0,2098.0,,,,,,,,,,,,,,,,,
