method,lib,skl_nb_base_estimators,N,dim,max_depth,n_estimators,onnx_options,repeat,number,min,max,min3,max3,mean,lower,upper,count,median,error_c,onnx_nodes,onnx_opset,ort_size,error
predict,onxpython_compiled,,1,5,5,10,,10,1,1.3351906090974808e-05,5.31049445271492e-05,1.3801269233226776e-05,1.619989052414894e-05,1.8754368647933005e-05,1.3351906090974808e-05,4.1414243508172346e-05,10,1.4344463124871254e-05,0,1.0,12.0,215231.0,
predict,onxonnxruntime1,,1,5,5,10,,10,1,3.315601497888565e-05,7.752608507871628e-05,3.343774005770683e-05,3.5312026739120483e-05,3.877570852637291e-05,3.315601497888565e-05,6.43010144783397e-05,10,3.3849384635686874e-05,0,1.0,12.0,215231.0,
predict,skl,2.0,10,5,5,10,,10,1,0.0017163311131298542,0.0017920942045748234,0.001728723756968975,0.0017441138625144958,0.0017401072662323713,0.0017163311131298542,0.0017829510267416552,10,0.0017341645434498787,0,,,,
predict,onxpython_compiled,,10,5,5,10,,10,1,5.9273093938827515e-05,8.135801181197166e-05,6.133411079645157e-05,6.751576438546181e-05,6.50918111205101e-05,5.9273093938827515e-05,7.712727026325921e-05,10,6.320513784885406e-05,0,1.0,12.0,215231.0,
predict,onxonnxruntime1,,10,5,5,10,,10,1,8.61017033457756e-05,0.00010672071948647499,8.71601514518261e-05,9.097997099161148e-05,9.053251706063748e-05,8.61017033457756e-05,0.00010210951064565919,10,8.83759930729866e-05,0,1.0,12.0,215231.0,
predict,skl,2.0,100,5,5,10,,10,1,0.0018511777743697166,0.001889578066766262,0.001855627167969942,0.0018582087941467762,0.0018597342539578676,0.0018511777743697166,0.0018803958099965555,10,0.0018576576840132475,0,,,,
predict,onxpython_compiled,,100,5,5,10,,10,1,0.0001270398497581482,0.0001548565924167633,0.00012926897034049034,0.0001329551450908184,0.00013316958211362362,0.0001270398497581482,0.0001486384135841827,10,0.00012989086098968983,0,1.0,12.0,215231.0,
predict,onxonnxruntime1,,100,5,5,10,,10,1,0.0005775159224867821,0.000627636443823576,0.0005813911557197571,0.0005895476788282394,0.0005870738532394171,0.0005775159224867821,0.00061508815073435,10,0.000581653555855155,0,1.0,12.0,215231.0,
predict,skl,2.0,1000,5,5,10,,10,1,0.0028937477618455887,0.002939774189144373,0.0028987210243940353,0.0029253270477056503,0.0029158078134059904,0.0028937477618455887,0.002939774189144373,10,0.0029213265515863895,0,,,,
predict,onxpython_compiled,,1000,5,5,10,,10,1,0.0011136941611766815,0.00816389499232173,0.0011194306425750256,0.0011273026466369629,0.001829427992925048,0.0011136941611766815,0.005968018398737807,10,0.001124221133068204,0,1.0,12.0,215231.0,
predict,onxonnxruntime1,,1000,5,5,10,,10,1,0.005455750972032547,0.009930125903338194,0.005476830992847681,0.0054947007447481155,0.005923074577003718,0.005455750972032547,0.008541132907488253,10,0.005481151165440679,0,1.0,12.0,215231.0,
predict,skl,2.0,10000,5,5,10,,10,1,0.011910964734852314,0.012098090257495642,0.011953895911574364,0.011991442646831274,0.011975617846474051,0.011910964734852314,0.012068957674865355,10,0.011959755094721913,1,,,,ERROR: Dim (10000 )-(10000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(4  'predict')'.
predict,onxpython_compiled,,10000,5,5,10,,10,1,0.011010366026312113,0.05408940790221095,0.011072042863816023,0.0259532299824059,0.019628611952066423,0.011010366026312113,0.04593727936447631,10,0.011083237593993545,1,1.0,12.0,215231.0,ERROR: Dim (10000 )-(10000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(4  'predict')'.
predict,onxonnxruntime1,,10000,5,5,10,,10,1,0.05152502516284585,0.052268520928919315,0.05158695811405778,0.051623697858303785,0.05166467586532235,0.05152502516284585,0.05207071043271454,10,0.05159199237823486,1,1.0,12.0,215231.0,ERROR: Dim (10000 )-(10000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(4  'predict')'.
predict,skl,2.0,1,5,5,100,,10,1,0.0019833738915622234,0.0023443768732249737,0.001997214276343584,0.0020139180123806,0.0020390732679516077,0.0019833738915622234,0.0022408724662216837,10,0.0020078804809600115,0,,,,
predict,onxpython_compiled,,1,5,5,100,,10,1,1.3438984751701355e-05,5.088886246085167e-05,1.411372795701027e-05,1.601502299308777e-05,1.850300468504429e-05,1.3438984751701355e-05,3.985044540556553e-05,10,1.4605000615119934e-05,0,1.0,12.0,210559.0,
predict,onxonnxruntime1,,1,5,5,100,,10,1,3.354484215378761e-05,7.966812700033188e-05,3.4397002309560776e-05,3.6182813346385956e-05,3.98712232708931e-05,3.354484215378761e-05,6.616658755287971e-05,10,3.4926459193229675e-05,0,1.0,12.0,210559.0,
predict,skl,2.0,10,5,5,100,,10,1,0.0017193518579006195,0.0017666839994490147,0.00173268374055624,0.001753233838826418,0.001740827038884163,0.0017193518579006195,0.0017666839994490147,10,0.0017372509464621544,0,,,,
predict,onxpython_compiled,,10,5,5,100,,10,1,6.182072684168816e-05,9.815488010644913e-05,6.324565038084984e-05,6.828177720308304e-05,6.849281489849091e-05,6.182072684168816e-05,8.8414977173381e-05,10,6.586359813809395e-05,0,1.0,12.0,210559.0,
predict,onxonnxruntime1,,10,5,5,100,,10,1,8.675782009959221e-05,0.00010649487376213074,8.854502812027931e-05,9.033828973770142e-05,9.082979522645473e-05,8.675782009959221e-05,0.00010136237115192387,10,8.956226520240307e-05,0,1.0,12.0,210559.0,
predict,skl,2.0,100,5,5,100,,10,1,0.0018496550619602203,0.0018801880069077015,0.0018593617714941502,0.0018755667842924595,0.0018647685647010803,0.0018496550619602203,0.0018801880069077015,10,0.0018630302511155605,0,,,,
predict,onxpython_compiled,,100,5,5,100,,10,1,0.00012778118252754211,0.00015636906027793884,0.00012967875227332115,0.0001350659877061844,0.00013386337086558343,0.00012778118252754211,0.00014977214787288131,10,0.00013078982010483742,0,1.0,12.0,210559.0,
predict,onxonnxruntime1,,100,5,5,100,,10,1,0.0005776272155344486,0.0006302637048065662,0.0005823569372296333,0.0005884631536900997,0.0005882305093109607,0.0005776272155344486,0.0006165721365623977,10,0.0005836954805999994,0,1.0,12.0,210559.0,
predict,skl,2.0,1000,5,5,100,,10,1,0.002893086988478899,0.0029542879201471806,0.002933077048510313,0.0029384722001850605,0.0029313393868505956,0.002899205348377883,0.0029542879201471806,10,0.002933489391580224,0,,,,
predict,onxpython_compiled,,1000,5,5,100,,10,1,0.0011035632342100143,0.01100838277488947,0.0011095940135419369,0.001124256756156683,0.002105402946472168,0.0011035632342100143,0.007922081836231994,10,0.0011119095142930746,0,1.0,12.0,210559.0,
predict,onxonnxruntime1,,1000,5,5,100,,10,1,0.005438020918518305,0.007045020814985037,0.005478717852383852,0.005499416962265968,0.005632219929248094,0.005438020918518305,0.006556009975715334,10,0.00548173813149333,0,1.0,12.0,210559.0,
predict,skl,2.0,10000,5,5,100,,10,1,0.011957764159888029,0.012190382927656174,0.011982965748757124,0.012004696764051914,0.012015628442168236,0.011957764159888029,0.012142846366006398,10,0.01199281308799982,1,,,,ERROR: Dim (10000 )-(10000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(2  'predict')'.
predict,onxpython_compiled,,10000,5,5,100,,10,1,0.010906124021857977,0.03865367406979203,0.010929747018963099,0.0253555029630661,0.01971246306784451,0.010906124021857977,0.03865367406979203,10,0.013634847942739725,1,1.0,12.0,210559.0,ERROR: Dim (10000 )-(10000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(2  'predict')'.
predict,onxonnxruntime1,,10000,5,5,100,,10,1,0.05115184094756842,0.052043580915778875,0.05128313880413771,0.0513416170142591,0.05135400579310954,0.05115184094756842,0.05182000343792302,10,0.05130187561735511,1,1.0,12.0,210559.0,ERROR: Dim (10000 )-(10000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(2  'predict')'.
predict,skl,2.0,1,5,10,1,,10,1,0.001983506139367819,0.0021947380155324936,0.0019899248145520687,0.0020059682428836823,0.0020145091228187086,0.001983506139367819,0.002133527358233707,10,0.0019927469547837973,0,,,,
predict,onxpython_compiled,,1,5,10,1,,10,1,1.3425014913082123e-05,5.4188072681427e-05,1.4670193195343018e-05,1.6202684491872787e-05,1.9400287419557573e-05,1.3425014913082123e-05,4.23927409172085e-05,10,1.509813591837883e-05,0,1.0,12.0,278982.0,
predict,onxonnxruntime1,,1,5,10,1,,10,1,3.4327153116464615e-05,7.897894829511642e-05,3.523658961057663e-05,3.6848243325948715e-05,4.024687223136425e-05,3.4327153116464615e-05,6.578856894201977e-05,10,3.536185249686241e-05,0,1.0,12.0,278982.0,
predict,skl,2.0,10,5,10,1,,10,1,0.0017265211790800095,0.0017936271615326405,0.0017410009168088436,0.0017700958997011185,0.0017528096679598093,0.0017265211790800095,0.0017909102384848152,10,0.0017478563822805882,0,,,,
predict,onxpython_compiled,,10,5,10,1,,10,1,6.963033229112625e-05,8.947215974330902e-05,7.180124521255493e-05,7.939012721180916e-05,7.553258910775185e-05,6.963033229112625e-05,8.700874535012918e-05,10,7.291603833436966e-05,0,1.0,12.0,278982.0,
predict,onxonnxruntime1,,10,5,10,1,,10,1,8.925097063183784e-05,0.00010788906365633011,9.027915075421333e-05,9.453203529119492e-05,9.337849915027618e-05,8.925097063183784e-05,0.00010405949170292007,10,9.134644642472267e-05,0,1.0,12.0,278982.0,
predict,skl,2.0,100,5,10,1,,10,1,0.0018703481182456017,0.0019040172919631004,0.0018775491043925285,0.0018859202973544598,0.001882347883656621,0.0018703481182456017,0.0019002683793324082,10,0.0018810147885233164,0,,,,
predict,onxpython_compiled,,100,5,10,1,,10,1,0.00014669494703412056,0.00017364416271448135,0.0001508668065071106,0.00015698187053203583,0.00015432992950081825,0.00014669494703412056,0.00016996869429393714,10,0.0001513240858912468,0,1.0,12.0,278982.0,
predict,onxonnxruntime1,,100,5,10,1,,10,1,0.0006017000414431095,0.0006506866775453091,0.0006029000505805016,0.0006135823205113411,0.0006108455825597047,0.0006017000414431095,0.0006388825200236931,10,0.0006040700245648623,0,1.0,12.0,278982.0,
predict,skl,2.0,1000,5,10,1,,10,1,0.0030083986930549145,0.003074018284678459,0.0030226861126720905,0.0030404510907828808,0.003032222343608737,0.0030083986930549145,0.0030692416567863886,10,0.0030268006958067417,0,,,,
predict,onxpython_compiled,,1000,5,10,1,,10,1,0.0012802015990018845,0.009599320124834776,0.0013112402521073818,0.009430976118892431,0.004339381027966738,0.0012802015990018845,0.009599320124834776,10,0.001360738417133689,0,1.0,12.0,278982.0,
predict,onxonnxruntime1,,1000,5,10,1,,10,1,0.005702834110707045,0.005766620859503746,0.005722451023757458,0.0057366350665688515,0.005729214334860444,0.005702834110707045,0.005761258551951293,10,0.005726376315578818,0,1.0,12.0,278982.0,
predict,skl,2.0,10000,5,10,1,,10,1,0.012332149781286716,0.01263923104852438,0.012378163170069456,0.012434844858944416,0.012426160043105483,0.012332149781286716,0.012596861647954294,10,0.012399501400068402,0,,,,
predict,onxpython_compiled,,10000,5,10,1,,10,1,0.012680325191468,0.0580012951977551,0.012699046172201633,0.027011684142053127,0.02128553236834705,0.012680325191468,0.04843596233789169,10,0.012743814149871469,0,1.0,12.0,278982.0,
predict,onxonnxruntime1,,10000,5,10,1,,10,1,0.05345472786575556,0.05418522795662284,0.05347947124391794,0.0535008548758924,0.05356069952249527,0.05345472786575556,0.05397295516794683,10,0.05348322167992592,0,1.0,12.0,278982.0,
predict,skl,2.0,1,5,10,10,,10,1,0.0019596172496676445,0.0021684891544282436,0.0019806870259344578,0.0020097908563911915,0.002005514921620488,0.0019596172496676445,0.0021188771989942923,10,0.001985781593248248,0,,,,
predict,onxpython_compiled,,1,5,10,10,,10,1,1.4015939086675644e-05,5.359901115298271e-05,1.5027821063995361e-05,1.719500869512558e-05,2.0064832642674447e-05,1.4015939086675644e-05,4.237597825390109e-05,10,1.6305362805724144e-05,0,1.0,12.0,319379.0,
predict,onxonnxruntime1,,1,5,10,10,,10,1,3.3457763493061066e-05,8.73231329023838e-05,3.542797639966011e-05,3.763008862733841e-05,4.173843190073967e-05,3.3457763493061066e-05,7.190742621664514e-05,10,3.6525074392557144e-05,0,1.0,12.0,319379.0,
predict,skl,2.0,10,5,10,10,,10,1,0.0017190990038216114,0.0017656339332461357,0.0017352239228785038,0.0017556720413267612,0.0017426089849323033,0.0017190990038216114,0.0017656339332461357,10,0.0017445371486246586,0,,,,
predict,onxpython_compiled,,10,5,10,10,,10,1,6.950274109840393e-05,9.83220525085926e-05,7.16065987944603e-05,7.827486842870712e-05,7.578767836093902e-05,6.950274109840393e-05,9.182932857044526e-05,10,7.272418588399887e-05,0,1.0,12.0,319379.0,
predict,onxonnxruntime1,,10,5,10,10,,10,1,8.762581273913383e-05,0.00010975170880556107,8.936598896980286e-05,9.543402120471e-05,9.310813620686532e-05,8.762581273913383e-05,0.00010532883370812549,10,9.093154221773148e-05,0,1.0,12.0,319379.0,
predict,skl,2.0,100,5,10,10,,10,1,0.00184616819024086,0.0018799696117639542,0.0018542972393333912,0.0018794732168316841,0.0018626705277711153,0.00184616819024086,0.0018799696117639542,10,0.0018588595557957888,0,,,,
predict,onxpython_compiled,,100,5,10,10,,10,1,0.00014913175255060196,0.00017852196469902992,0.00015177717432379723,0.00015433970838785172,0.0001554436981678009,0.00014913175255060196,0.0001715564805180577,10,0.00015225145034492016,0,1.0,12.0,319379.0,
predict,onxonnxruntime1,,100,5,10,10,,10,1,0.0005992189981043339,0.0006446409970521927,0.0006027920171618462,0.0006149532273411751,0.0006105527281761169,0.0005992189981043339,0.0006357973760373273,10,0.0006050979718565941,0,1.0,12.0,319379.0,
predict,skl,2.0,1000,5,10,10,,10,1,0.002985031809657812,0.003013690933585167,0.0029916162602603436,0.003004371654242277,0.00299653303809464,0.002985031809657812,0.003013690933585167,10,0.002995116403326392,0,,,,
predict,onxpython_compiled,,1000,5,10,10,,10,1,0.001311727799475193,0.015235878061503172,0.0013262536376714706,0.013733881991356611,0.005957860453054309,0.001311727799475193,0.015235878061503172,10,0.0013640581164509058,0,1.0,12.0,319379.0,
predict,onxonnxruntime1,,1000,5,10,10,,10,1,0.00548180378973484,0.00856970390304923,0.005715023260563612,0.005729773081839085,0.0059619080275297165,0.00548180378973484,0.007674235191451199,10,0.005719203036278486,0,1.0,12.0,319379.0,
predict,skl,2.0,10000,5,10,10,,10,1,0.012355401180684566,0.012554038781672716,0.012370817828923464,0.012403854168951511,0.012399746989831328,0.012355401180684566,0.01250674632858866,10,0.012391979107633233,1,,,,ERROR: Dim (10000 )-(10000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(1  'predict')'.
predict,onxpython_compiled,,10000,5,10,10,,10,1,0.012896006926894188,0.06019296869635582,0.012898535933345556,0.02467031730338931,0.021016880683600903,0.012896006926894188,0.05008266251086098,10,0.012927545234560966,1,1.0,12.0,319379.0,ERROR: Dim (10000 )-(10000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(1  'predict')'.
predict,onxonnxruntime1,,10000,5,10,10,,10,1,0.05349962692707777,0.054306250996887684,0.05360789364203811,0.05362296383827925,0.05367674841545522,0.05349962692707777,0.05410909308380762,10,0.05361870373599231,1,1.0,12.0,319379.0,ERROR: Dim (10000 )-(10000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(1  'predict')'.
