lib,method,N,dim,fixed_dim,repeat,number,min,max,min3,max3,mean,lower,upper,count,median,error_c
ort,ox_out_activations_result,100,10,10,25,20,0.001663058064877987,0.0017266757786273956,0.0016663321293890476,0.001713364850729704,0.0016836640983819962,0.001663058064877987,0.001719595666665814,25,0.0016719228588044643,0
ort,ox_negative_class_proba,100,10,10,25,20,0.0016691330820322037,0.0017285249195992947,0.0016697049140930176,0.00169795798137784,0.0016837486997246741,0.0016691330820322037,0.0017120401365711406,25,0.0016751987859606743,0
ort,ox_probabilities,100,10,10,25,20,0.0016700159758329391,0.0017472193576395512,0.00167464604601264,0.0017232457175850868,0.0016954292170703411,0.0016700159758329391,0.0017351662452946698,25,0.0016931858845055103,0
ort,ox_argmax_output,100,10,10,25,20,0.0016714520752429962,0.0017351727001369,0.0016736448742449284,0.001716699916869402,0.0016904136911034583,0.0016714520752429962,0.0017255958087943996,25,0.001680572982877493,0
ort,ox_array_feature_extractor_result,100,10,10,25,20,0.001669352874159813,0.0017211711965501308,0.0016721347346901894,0.0017068828456103802,0.0016872495971620083,0.001669352874159813,0.0017153622517598977,25,0.00168280815705657,0
ort,ox_reshaped_result,100,10,10,25,20,0.0016663763672113419,0.0017161588184535503,0.0016707838512957096,0.001695580780506134,0.0016836263984441758,0.0016663763672113419,0.0017084236946298755,25,0.001684669405221939,0
ort,ox_label,100,10,10,25,20,0.0016670087352395058,0.0017314073629677296,0.0016682720743119717,0.001703623216599226,0.0016849947348237038,0.0016670087352395058,0.0017187296931998935,25,0.00168540608137846,0
ort,ox_output_label,100,10,10,25,20,0.001664743758738041,0.0017509949393570423,0.0016679894179105759,0.00173531798645854,0.001689089611172676,0.001664743758738041,0.0017360635041336091,25,0.001684684306383133,0
ort,ox_output_probability,100,10,10,25,20,0.0016611358150839806,0.0017656111158430576,0.0016662701964378357,0.0016957158222794533,0.001681616585701704,0.0016611358150839806,0.0017225908333611587,25,0.001684512011706829,0
skl,skl_proba,200,10,10,25,20,0.0029349830001592636,0.0031125261448323727,0.002939957194030285,0.002983595710247755,0.002965079825371504,0.0029349830001592636,0.0030311085736974574,25,0.0029613887891173363,0
ort,onnx_proba,200,10,10,25,20,0.0023483717814087868,0.002465195022523403,0.002352953888475895,0.002380379941314459,0.0023720332235097883,0.0023483717814087868,0.002417563511080189,25,0.0023747538216412067,0
ort,ox_cast_input,200,10,10,25,20,0.0025021168403327465,0.002628076821565628,0.0025046742521226406,0.0025604013353586197,0.002530418895184994,0.0025021168403327465,0.0025879190307742835,25,0.0025253407657146454,0
ort,ox_mul_result,200,10,10,25,20,0.002486370038241148,0.002570590004324913,0.0024947980418801308,0.002552469726651907,0.0025124398991465567,0.002486370038241148,0.002552855139648641,25,0.002509433776140213,0
ort,ox_add_result,200,10,10,25,20,0.0024939528666436672,0.0025387881323695183,0.0024962718598544598,0.0025378046557307243,0.0025174044258892535,0.0024939528666436672,0.0025387881323695183,25,0.002518997061997652,0
ort,ox_next_activations,200,10,10,25,20,0.002493621315807104,0.0025449362583458424,0.0024955938570201397,0.002539259847253561,0.002512416895478964,0.002493621315807104,0.0025435758770244498,25,0.002517035696655512,0
ort,ox_mul_result1,200,10,10,25,20,0.002486591227352619,0.002560779917985201,0.002492171246558428,0.002533785067498684,0.0025120980106294157,0.002486591227352619,0.0025443087548851625,25,0.002513397019356489,0
ort,ox_add_result1,200,10,10,25,20,0.002475365996360779,0.0025559882633388042,0.0024812049232423306,0.0025219302624464035,0.0025040598958730696,0.002475365996360779,0.0025371210254396823,25,0.0025054821744561195,0
ort,ox_next_activations1,200,10,10,25,20,0.002466453704982996,0.002536893356591463,0.0024742670357227325,0.002512653823941946,0.002492500152438879,0.002466453704982996,0.0025256008112920177,25,0.0024938457645475864,0
ort,ox_mul_result2,200,10,10,25,20,0.002470829989761114,0.002562686800956726,0.002474152948707342,0.002538120374083519,0.0025008497573435306,0.002470829989761114,0.002548171101630718,25,0.0024975608102977276,0
ort,ox_add_result2,200,10,10,25,20,0.0024727783165872097,0.002570082899183035,0.002475359011441469,0.002505082171410322,0.0024911296367645264,0.0024727783165872097,0.002530245249517266,25,0.0024925977922976017,0
ort,ox_out_activations_result,200,10,10,25,20,0.002479997929185629,0.0025579133071005344,0.0024824771098792553,0.002528337761759758,0.002504898030310869,0.002479997929185629,0.0025440159255589695,25,0.0025032400153577328,0
ort,ox_negative_class_proba,200,10,10,25,20,0.0024772556498646736,0.0025711311027407646,0.0024807467125356197,0.0025180689990520477,0.0024999443627893923,0.0024772556498646736,0.002538286393582154,25,0.0025004390627145767,0
ort,ox_probabilities,200,10,10,25,20,0.0024850950576364994,0.0025574727915227413,0.002491959370672703,0.0025287638418376446,0.002509632222354412,0.0024850950576364994,0.002544075684442581,25,0.0025116107426583767,0
ort,ox_argmax_output,200,10,10,25,20,0.002476360183209181,0.0025708279572427273,0.002485254779458046,0.0025261989794671535,0.0025074975565075874,0.002476360183209181,0.0025460517584713627,25,0.0025053471326828003,0
ort,ox_array_feature_extractor_result,200,10,10,25,20,0.002484169788658619,0.0025450270622968674,0.002487017773091793,0.0025434023700654507,0.0025127709470689295,0.002484169788658619,0.0025450270622968674,25,0.002515137195587158,0
ort,ox_reshaped_result,200,10,10,25,20,0.0024747448042035103,0.0025956369936466217,0.0024771466851234436,0.002565168309956789,0.00251312680542469,0.0024747448042035103,0.002578197890482426,25,0.002507869154214859,0
ort,ox_label,200,10,10,25,20,0.002475505694746971,0.0025378819555044174,0.002478213980793953,0.0025229970924556255,0.002497045211493969,0.002475505694746971,0.00253024554551943,25,0.002497620414942503,0
ort,ox_output_label,200,10,10,25,20,0.00246688025072217,0.0025239908136427402,0.0024720551446080208,0.002517523244023323,0.0024868884310126306,0.00246688025072217,0.0025195969754168612,25,0.0024796738289296627,0
ort,ox_output_probability,200,10,10,25,20,0.00247317086905241,0.0025711539201438427,0.002478114329278469,0.002537011168897152,0.0025031014159321787,0.00247317086905241,0.0025470374424044623,25,0.002501595765352249,0
skl,skl_proba,500,10,10,25,20,0.004218599759042263,0.004395526833832264,0.004224517848342657,0.004379574675112963,0.004288143962621688,0.004218599759042263,0.004395526833832264,25,0.0042787473648786545,0
ort,onnx_proba,500,10,10,25,20,0.00521740410476923,0.011638680007308722,0.0052215359173715115,0.005268346052616835,0.0054889552481472495,0.00521740410476923,0.007949504502993095,25,0.005230786744505167,0
ort,ox_cast_input,500,10,10,25,20,0.005430629011243582,0.006834834814071655,0.005433540791273117,0.005452373065054417,0.0054998045414686204,0.005430629011243582,0.006034769680216636,25,0.00544199300929904,0
ort,ox_mul_result,500,10,10,25,20,0.005422553978860378,0.14127364102751017,0.00544290617108345,0.009405444841831923,0.012317417915910482,0.005422553978860378,0.06468020935598127,25,0.005452565848827362,0
ort,ox_add_result,500,10,10,25,20,0.005172342993319035,0.017893378157168627,0.005178427789360285,0.01720634987577796,0.010475092269480228,0.005172342993319035,0.017893378157168627,25,0.011512645054608583,0
ort,ox_next_activations,500,10,10,25,20,0.005178132094442844,0.017304616048932076,0.00518737593665719,0.017197664827108383,0.010375214163213969,0.005178132094442844,0.017304616048932076,25,0.00992439966648817,0
ort,ox_mul_result1,500,10,10,25,20,0.0051785679534077644,0.013707953970879316,0.005186018068343401,0.013668571133166552,0.010281185507774354,0.0051785679534077644,0.013707953970879316,25,0.012619380839169025,0
ort,ox_add_result1,500,10,10,25,20,0.005161536857485771,0.013984221033751965,0.005165316164493561,0.0134214679710567,0.01028292266651988,0.005161536857485771,0.013984221033751965,25,0.01262960210442543,0
ort,ox_next_activations1,500,10,10,25,20,0.005229406990110874,0.013356787152588367,0.005439776927232742,0.009112539235502481,0.006375843081623316,0.005229406990110874,0.01017411994628199,25,0.005448917858302593,0
ort,ox_mul_result2,500,10,10,25,20,0.0054101161658763885,0.005520042032003403,0.005416136234998703,0.0054979040287435055,0.0054402492940425875,0.0054101161658763885,0.005501115783040729,25,0.005426821298897266,0
ort,ox_add_result2,500,10,10,25,20,0.005404595285654068,0.005536830052733421,0.005418689921498299,0.005505641922354698,0.005439044665545225,0.005404595285654068,0.00550316097543343,25,0.005426835268735886,0
ort,ox_out_activations_result,500,10,10,25,20,0.005400997120887041,0.008613941725343466,0.005415072198957205,0.005495802033692598,0.0055677443742752075,0.005400997120887041,0.006788127595287277,25,0.0054238527081906796,0
ort,ox_negative_class_proba,500,10,10,25,20,0.005131854210048914,0.021659697871655226,0.005143285263329744,0.013990891631692648,0.010635866820812225,0.005131854210048914,0.018019538035134057,25,0.010812876746058464,0
ort,ox_probabilities,500,10,10,25,20,0.0051175681874156,0.05454593198373914,0.005122847389429808,0.017103044781833887,0.011792678199708462,0.0051175681874156,0.03143299203417607,25,0.010595031082630157,0
ort,ox_argmax_output,500,10,10,25,20,0.010705389082431793,0.011612250003963709,0.010719996877014637,0.011017899960279465,0.010828497931361198,0.010705389082431793,0.011206075450711884,25,0.010774572845548391,0
ort,ox_array_feature_extractor_result,500,10,10,25,20,0.010712561197578907,0.01572052203118801,0.010721108876168728,0.01128223491832614,0.011162974666804075,0.010712561197578907,0.013553168779984907,25,0.01079114293679595,0
ort,ox_reshaped_result,500,10,10,25,20,0.01073796907439828,0.0111649539321661,0.010745453648269176,0.010770318564027548,0.010773589313030242,0.01073796907439828,0.01093146745292581,25,0.010757019277662039,0
ort,ox_label,500,10,10,25,20,0.010636467952281237,0.011144012212753296,0.010652959812432528,0.010776600800454617,0.010717338006943465,0.010636467952281237,0.010917410476844655,25,0.010686071123927832,0
ort,ox_output_label,500,10,10,25,20,0.01049354812130332,0.011622357182204723,0.010631270240992308,0.010711051058024168,0.010728149749338627,0.01049354812130332,0.01117933436158242,25,0.01067174132913351,0
ort,ox_output_probability,500,10,10,25,20,0.010667008813470602,0.011106013786047697,0.010691250208765268,0.010830935090780258,0.010744684841483831,0.010667008813470602,0.010948408809699045,25,0.010705037042498589,0
skl,skl_proba,1000,10,10,25,20,0.006413228809833527,0.016846376936882734,0.00663274060934782,0.01651572994887829,0.008614508248865605,0.006413228809833527,0.015645598495880673,25,0.006711307913064957,0
ort,onnx_proba,1000,10,10,25,20,0.008800243958830833,0.16762625426054,0.009091887157410383,0.020578669849783182,0.019696034453809262,0.008800243958830833,0.07951222896613425,25,0.015830432064831257,0
ort,ox_cast_input,1000,10,10,25,20,0.009239214938133955,0.018944215029478073,0.018768133595585823,0.01884720614179969,0.018331805523484946,0.014597380559962687,0.018944215029478073,25,0.018789116758853197,0
ort,ox_mul_result,1000,10,10,25,20,0.009112922940403223,0.029490939807146788,0.01670104404911399,0.021417514886707067,0.018685814328491687,0.010898942421443606,0.02647268623553977,25,0.018763509579002857,0
ort,ox_add_result,1000,10,10,25,20,0.015900322701781988,0.02890769485384226,0.017377043142914772,0.01929815113544464,0.019046134073287247,0.015900322701781988,0.023992198881237325,25,0.018790368922054768,0
ort,ox_next_activations,1000,10,10,25,20,0.00939871883019805,0.016345436219125986,0.009402554016560316,0.009546867106109858,0.009916409831494093,0.00939871883019805,0.013195346607202474,25,0.009412795770913363,0
ort,ox_mul_result1,1000,10,10,25,20,0.009140328969806433,0.06358817173168063,0.00944019015878439,0.03066052310168743,0.017222157139331104,0.009140328969806433,0.04059495544007519,25,0.015067614149302244,0
ort,ox_add_result1,1000,10,10,25,20,0.014917358290404081,0.022598511073738337,0.016744868829846382,0.018865186721086502,0.018357352279126646,0.015649727703920337,0.021064976854332954,25,0.01881779497489333,0
ort,ox_next_activations1,1000,10,10,25,20,0.009167283773422241,0.025614921934902668,0.01553802890703082,0.021141227800399065,0.017706402596086263,0.010614841069051126,0.0247979641231214,25,0.018288168124854565,0
ort,ox_mul_result2,1000,10,10,25,20,0.009390185121446848,0.009520194958895445,0.00939328595995903,0.009495479986071587,0.009424356780946254,0.009390185121446848,0.009495129484948118,25,0.009411986917257309,0
ort,ox_add_result2,1000,10,10,25,20,0.009392039850354195,0.02203449420630932,0.009400434792041779,0.018783323001116514,0.01161635622382164,0.009392039850354195,0.01934335371617802,25,0.009418792091310024,0
ort,ox_out_activations_result,1000,10,10,25,20,0.009375864639878273,0.009472357109189034,0.009380910079926252,0.00946293631568551,0.009411420598626137,0.009375864639878273,0.009472357109189034,25,0.009396993089467287,0
ort,ox_negative_class_proba,1000,10,10,25,20,0.009088254999369383,0.09882884100079536,0.00937640992924571,0.02082230383530259,0.014920829813927412,0.009088254999369383,0.04943033547627436,25,0.009455649182200432,0
ort,ox_probabilities,1000,10,10,25,20,0.009362665936350822,0.009859807789325714,0.009365055244415998,0.009507708251476288,0.009427324160933495,0.009362665936350822,0.009664544896231014,25,0.009378365240991116,0
ort,ox_argmax_output,1000,10,10,25,20,0.009361367207020521,0.009514172095805407,0.009380972944200039,0.009458000306040049,0.00941224057227373,0.009361367207020521,0.009483431450975258,25,0.009401470888406038,0
ort,ox_array_feature_extractor_result,1000,10,10,25,20,0.00946993799880147,0.018949006218463182,0.017030077055096626,0.01879793591797352,0.017529139127582312,0.011934595030753132,0.018949006218463182,25,0.018664035014808178,0
ort,ox_reshaped_result,1000,10,10,25,20,0.009362508077174425,0.020634253975003958,0.009374384768307209,0.01780392788350582,0.011517137084156274,0.009362508077174425,0.018397619200013485,25,0.009405133780092001,0
ort,ox_label,1000,10,10,25,20,0.009332290850579739,0.013849828857928514,0.009362852200865746,0.009522354695945978,0.009584355540573597,0.009332290850579739,0.011293888416232275,25,0.009388925042003393,0
ort,ox_output_label,1000,10,10,25,20,0.009307203814387321,0.02487090788781643,0.009328586980700493,0.017796576023101807,0.014157358966767787,0.009307203814387321,0.02253419327070043,25,0.01599601609632373,0
ort,ox_output_probability,1000,10,10,25,20,0.009265647735446692,0.2013534870930016,0.009271328803151846,0.01952733425423503,0.02020032286643982,0.009265647735446692,0.09312446941847752,25,0.009524987079203129,0
skl,skl_proba,2000,10,10,25,20,0.010380730964243412,0.011286728084087372,0.01042662700638175,0.011043665930628777,0.010839939918369054,0.010380730964243412,0.011286728084087372,25,0.01097714388743043,0
ort,onnx_proba,2000,10,10,25,20,0.016649318858981133,0.0170346200466156,0.01665605278685689,0.016724913846701384,0.016695810183882713,0.016649318858981133,0.016839534104386374,25,0.016673604026436806,0
ort,ox_cast_input,2000,10,10,25,20,0.01700039766728878,0.04204767383635044,0.017023917753249407,0.031995626632124186,0.020184872057288885,0.01700039766728878,0.0330626763307256,25,0.017060319893062115,0
ort,ox_mul_result,2000,10,10,25,20,0.017008135095238686,0.033883823081851006,0.017011513002216816,0.03375831199809909,0.02202933520078659,0.017008135095238686,0.033883823081851006,25,0.01711986865848303,0
ort,ox_add_result,2000,10,10,25,20,0.016986268106848,0.14881732407957315,0.017019070219248533,0.032053675036877394,0.02460381230339408,0.016986268106848,0.07604880075701731,25,0.017048577778041363,0
ort,ox_next_activations,2000,10,10,25,20,0.01700101373717189,0.03679564828053117,0.017039375845342875,0.034352507907897234,0.022819012124091386,0.01700101373717189,0.03679564828053117,25,0.01742096897214651,0
ort,ox_mul_result1,2000,10,10,25,20,0.016998881939798594,0.03908140631392598,0.017018145881593227,0.03205646527931094,0.022321083676069976,0.016998881939798594,0.03584947511303828,25,0.017154641915112734,0
ort,ox_add_result1,2000,10,10,25,20,0.01696542091667652,0.017443773802369833,0.016993679106235504,0.017121753189712763,0.017064105421304702,0.01696542091667652,0.01724569153294959,25,0.017043886240571737,0
ort,ox_next_activations1,2000,10,10,25,20,0.016958937980234623,0.04838327132165432,0.016967272851616144,0.03222015593200922,0.02305378271266818,0.016958937980234623,0.03991106156494672,25,0.017090996727347374,0
ort,ox_mul_result2,2000,10,10,25,20,0.01654588198289275,0.02494220482185483,0.01656617084518075,0.017176724039018154,0.017077504470944405,0.01654588198289275,0.020291608208712578,25,0.016588931903243065,0
ort,ox_add_result2,2000,10,10,25,20,0.016538647934794426,0.025628536008298397,0.016561049968004227,0.01669216901063919,0.017120720110833643,0.016538647934794426,0.02089287362348905,25,0.016581011936068535,0
ort,ox_out_activations_result,2000,10,10,25,20,0.016589586157351732,0.06456209439784288,0.020412381272763014,0.04084031283855438,0.03234650380909443,0.016589586157351732,0.050764048902440725,25,0.031987207010388374,0
ort,ox_negative_class_proba,2000,10,10,25,20,0.016694972291588783,0.03728529904037714,0.017015596851706505,0.03430506773293018,0.02807536896318197,0.016694972291588783,0.03728529904037714,25,0.03165520681068301,0
ort,ox_probabilities,2000,10,10,25,20,0.01658210391178727,0.03486253181472421,0.01696300506591797,0.03370112366974354,0.024336335677653552,0.01658210391178727,0.03486253181472421,25,0.024267419707030058,0
ort,ox_argmax_output,2000,10,10,25,20,0.0165868210606277,0.0320008359849453,0.016952102072536945,0.028146478813141584,0.019049176312983036,0.0165868210606277,0.027990416315443883,25,0.01698909606784582,0
ort,ox_array_feature_extractor_result,2000,10,10,25,20,0.01670657331123948,0.09543066984042525,0.01696760207414627,0.035683914087712765,0.026492271330207585,0.01670657331123948,0.05812553686670721,25,0.01975145097821951,0
ort,ox_reshaped_result,2000,10,10,25,20,0.016940793953835964,0.04071305599063635,0.01699470914900303,0.03816648107022047,0.0284403919801116,0.016940793953835964,0.04071305599063635,25,0.02866514027118683,0
ort,ox_label,2000,10,10,25,20,0.016596568748354912,0.037509086076170206,0.01695971703156829,0.033601316157728434,0.0264121575653553,0.016596568748354912,0.037509086076170206,25,0.028663996141403913,0
ort,ox_output_label,2000,10,10,25,20,0.016864654142409563,0.049947590101510286,0.0169130670838058,0.034362541045993567,0.02876673061400652,0.016864654142409563,0.0424866375276042,25,0.031004657968878746,0
ort,ox_output_probability,2000,10,10,25,20,0.016478145960718393,0.036197759211063385,0.01680857688188553,0.03398440591990948,0.021895615793764592,0.016478145960718393,0.036197759211063385,25,0.016862082295119762,0
skl,skl_proba,5000,10,10,25,20,0.02291632303968072,0.05372763238847256,0.0229584202170372,0.04851273912936449,0.038394187316298484,0.02291632303968072,0.05372763238847256,25,0.04354915767908096,0
ort,onnx_proba,5000,10,10,25,20,0.039716099854558706,0.07773958798497915,0.03978809108957648,0.07572041498497128,0.05085456406697631,0.039716099854558706,0.07773958798497915,25,0.0418324931524694,0
ort,ox_cast_input,5000,10,10,25,20,0.03980014706030488,0.22585578681901097,0.03989713406190276,0.07936223410069942,0.06429236300289631,0.03980014706030488,0.13504604478548782,25,0.05717593710869551,0
ort,ox_mul_result,5000,10,10,25,20,0.03997500240802765,0.08833146095275879,0.057166249956935644,0.08035181881859899,0.07024245398119092,0.044396582461651776,0.08833146095275879,25,0.07585338922217488,0
ort,ox_add_result,5000,10,10,25,20,0.03983617480844259,0.15728442603722215,0.03990630991756916,0.07927703205496073,0.05581560866907239,0.03983617480844259,0.1076657725252624,25,0.040630599949508905,0
ort,ox_next_activations,5000,10,10,25,20,0.03973970981314778,0.09228213923051953,0.039834119845181704,0.07915875734761357,0.0582877154275775,0.03973970981314778,0.09228213923051953,25,0.06002755090594292,0
ort,ox_mul_result1,5000,10,10,25,20,0.039797639939934015,0.07594149233773351,0.03996184887364507,0.07055844599381089,0.050616491176187994,0.039797639939934015,0.07594149233773351,25,0.041375957895070314,0
ort,ox_add_result1,5000,10,10,25,20,0.03962451731786132,0.23330792784690857,0.03969523590058088,0.07862711790949106,0.060080166216939686,0.03962451731786132,0.13570758314962933,25,0.04004713101312518,0
ort,ox_next_activations1,5000,10,10,25,20,0.03970554191619158,0.0822957712225616,0.039852534886449575,0.07375695183873177,0.0533818062953651,0.03970554191619158,0.0822957712225616,25,0.041646990925073624,0
ort,ox_mul_result2,5000,10,10,25,20,0.03971034288406372,0.08538344083353877,0.03977556200698018,0.06967532727867365,0.04683948718011379,0.03971034288406372,0.07301885757595714,25,0.03990417392924428,0
ort,ox_add_result2,5000,10,10,25,20,0.039888549130409956,0.13723444426432252,0.039999197237193584,0.08491894602775574,0.06893806720152497,0.039888549130409956,0.11196726764563365,25,0.0759866707958281,0
ort,ox_out_activations_result,5000,10,10,25,20,0.039801005739718676,0.18819800997152925,0.03987046889960766,0.07807178795337677,0.0645452188514173,0.039801005739718676,0.12142872154842163,25,0.06399269308894873,0
ort,ox_negative_class_proba,5000,10,10,25,20,0.039787407964468,0.09173955302685499,0.03987171407788992,0.0752801070921123,0.05117020858451724,0.039787407964468,0.08242573501257738,25,0.04008191404864192,0
ort,ox_probabilities,5000,10,10,25,20,0.03980838367715478,0.09071261109784245,0.04000922106206417,0.08630459988489747,0.06760056534782052,0.03980838367715478,0.09071261109784245,25,0.06995406607165933,0
ort,ox_argmax_output,5000,10,10,25,20,0.03963582729920745,0.1566815199330449,0.03971622232347727,0.07851868588477373,0.052711084354668855,0.03963582729920745,0.10869466160938882,25,0.03981308685615659,0
ort,ox_array_feature_extractor_result,5000,10,10,25,20,0.03977845096960664,0.07887970376759768,0.03984183678403497,0.07869512587785721,0.057673980798572305,0.03977845096960664,0.07887970376759768,25,0.06375042023137212,0
ort,ox_reshaped_result,5000,10,10,25,20,0.03965414967387915,0.14744293177500367,0.039770272094756365,0.07237882167100906,0.05246502261608839,0.03965414967387915,0.0970338647127959,25,0.04009792488068342,0
ort,ox_label,5000,10,10,25,20,0.03952736733481288,0.1068947920575738,0.03956000693142414,0.08035147422924638,0.052486109249293804,0.03952736733481288,0.08842957124371911,25,0.0397921078838408,0
ort,ox_output_label,5000,10,10,25,20,0.039345424156636,0.07835636893287301,0.03939064173027873,0.07784489123150706,0.04654116293415427,0.039345424156636,0.07238102681336117,25,0.039459950756281614,0
ort,ox_output_probability,5000,10,10,25,20,0.039389440324157476,0.11005807295441628,0.03945537190884352,0.06003281706944108,0.04682738890871405,0.039389440324157476,0.07707405519491203,25,0.03957590367645025,0
skl,skl_proba,10000,10,10,25,20,0.043049165047705173,0.14806061517447233,0.04310214100405574,0.08401623694226146,0.0570858964137733,0.043049165047705173,0.10302733644316706,25,0.04364115605130792,0
ort,onnx_proba,10000,10,10,25,20,0.08000775380060077,0.2246182831004262,0.0803183731622994,0.16113354824483395,0.11776242235675455,0.08000775380060077,0.20040270090019674,25,0.10763769410550594,0
ort,ox_cast_input,10000,10,10,25,20,0.0807972471229732,0.21504291333258152,0.08105227816849947,0.16333761485293508,0.1261817709542811,0.0807972471229732,0.19790350155423792,25,0.12796237599104643,0
ort,ox_mul_result,10000,10,10,25,20,0.0806206651031971,0.2333303182385862,0.08082984481006861,0.1611262089572847,0.12866356819868088,0.0806206651031971,0.20050150196082528,25,0.13592197094112635,0
ort,ox_add_result,10000,10,10,25,20,0.08097212016582489,0.16709623206406832,0.08113186713308096,0.16206526895985007,0.11408891638740898,0.08097212016582489,0.16709623206406832,25,0.09972395794466138,0
ort,ox_next_activations,10000,10,10,25,20,0.08101682411506772,0.15559982880949974,0.08111135615035892,0.13964529102668166,0.0987604514695704,0.08101682411506772,0.14678766232492613,25,0.0821394962258637,0
ort,ox_mul_result1,10000,10,10,25,20,0.08070105826482177,0.16209997469559312,0.0809506750665605,0.14396199025213718,0.10828903108835221,0.08070105826482177,0.16209997469559312,25,0.09107618173584342,0
ort,ox_add_result1,10000,10,10,25,20,0.08140259608626366,0.14681566413491964,0.0831477609463036,0.1405269419774413,0.11167895399034024,0.08140259608626366,0.14681566413491964,25,0.10879422584548593,0
ort,ox_next_activations1,10000,10,10,25,20,0.08158705197274685,0.17817442771047354,0.0828787568025291,0.15232249023392797,0.1091749825514853,0.08158705197274685,0.16206009349631642,25,0.10514317872002721,0
ort,ox_mul_result2,10000,10,10,25,20,0.0814026310108602,0.17143313121050596,0.08270297199487686,0.14896891824901104,0.1104002645239234,0.0814026310108602,0.16352254222677373,25,0.10754536977037787,0
ort,ox_add_result2,10000,10,10,25,20,0.08117326721549034,0.23494777409359813,0.08146770624443889,0.14726343844085932,0.10980703160166741,0.08117326721549034,0.17920854637945705,25,0.10842106770724058,0
ort,ox_out_activations_result,10000,10,10,25,20,0.08047240087762475,0.26337540335953236,0.08073470182716846,0.1438937527127564,0.10289681944996118,0.08047240087762475,0.18095374212204582,25,0.08766409009695053,0
ort,ox_negative_class_proba,10000,10,10,25,20,0.08034530188888311,0.3179040621034801,0.0807661609724164,0.14639870822429657,0.11840615402907133,0.08034530188888311,0.21223228424467488,25,0.10658223507925868,0
ort,ox_probabilities,10000,10,10,25,20,0.08069345587864518,0.2508932580240071,0.080896089784801,0.13891264609992504,0.10384141139686108,0.08069345587864518,0.1761333592660469,25,0.0852912375703454,0
ort,ox_argmax_output,10000,10,10,25,20,0.08062836108729243,0.25342947617173195,0.08079123590141535,0.1476328056305647,0.11397563995793462,0.08062836108729243,0.18977057250168033,25,0.10810185503214598,0
ort,ox_array_feature_extractor_result,10000,10,10,25,20,0.08079354977235198,0.22982872603461146,0.08115083212032914,0.1693830043077469,0.12859448907896875,0.08079354977235198,0.20010579269764225,25,0.1365074929781258,0
ort,ox_reshaped_result,10000,10,10,25,20,0.08077787794172764,0.16203559003770351,0.0812591640278697,0.13264884985983372,0.09399457689374685,0.08077787794172764,0.14275986318159736,25,0.08149998215958476,0
ort,ox_label,10000,10,10,25,20,0.08062303299084306,0.2549473629333079,0.08076466713100672,0.15209504030644894,0.10393442833796143,0.08062303299084306,0.18274509115335952,25,0.08302772091701627,0
ort,ox_output_label,10000,10,10,25,20,0.08031614497303963,0.230423413682729,0.08097519399598241,0.15636288095265627,0.12143413934856653,0.08031614497303963,0.19636535392657417,25,0.12548106396570802,0
ort,ox_output_probability,10000,10,10,25,20,0.08388016978278756,0.17806849908083677,0.10706564923748374,0.1681225560605526,0.13450695974752308,0.08430593927373034,0.17806849908083677,25,0.12766265124082565,0
