_model,onnxrt_time,onnxrt_std,input_size,original_time,original_std,nb_estimators,nb_onnx_nodes,_tested,onnxruntime,numpy-version,onnx-version,onnxruntime-version,stderr,ratio,ratio_nodes,CPU,CPUI
SklearnGaussianProcessExpSineSquaredStd-Out0-Dec3,8.966650394722819e-05,1.3798355035868264e-06,160.0,7.899442361667753e-05,1.5627431494959645e-06,1,23,True,True,1.17.4,1.6.34,1.0.991,,1.1350991606994592,23.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnGaussianProcessExpSineSquaredStdDouble-Out0-Dec4,9.14190444163978e-05,1.0753231566486534e-06,160.0,7.920879544690251e-05,1.4594429786500044e-06,1,23,True,True,1.17.4,1.6.34,1.0.991,,1.1541526910061448,23.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnGaussianProcessRBF,8.654713886789977e-05,1.9053070621980998e-06,136.0,9.471518895588816e-05,1.6830128529483475e-06,1,28,True,True,1.17.4,1.6.34,1.0.991,,0.9137619828664175,28.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnGaussianProcessRBFStd-Out0,9.75644253194332e-05,1.5172343017181896e-06,136.0,9.463810804300012e-05,1.709328971766054e-06,1,43,True,True,1.17.4,1.6.34,1.0.991,,1.0309211303664636,43.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnGaussianProcessRBFUnfitted,1.658232416957617e-05,6.112928051807935e-07,136.0,2.2591347340494394e-05,6.681222971102962e-07,1,3,True,True,1.17.4,1.6.34,1.0.991,,0.7340121826135084,3.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnGaussianProcessRationalQuadraticStdDouble-Out0,9.058200591243804e-05,1.2943775666822514e-06,160.0,8.368952595628798e-05,1.6589918658535375e-06,1,18,True,True,1.17.4,1.6.34,1.0.991,,1.0823577368540729,18.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnGenericUnivariateSelect,1.2207379564642908e-05,6.249104675179161e-07,144.0,0.00027678084746003153,2.809960887032536e-06,1,2,True,True,1.17.4,1.6.34,1.0.991,,0.04410485651976231,2.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnGradientBoostingBinaryClassifier,0.00027167997625656424,2.299525738682222e-06,512.0,0.00015188315650448202,2.4425457436550202e-06,2,3,True,True,1.17.4,1.6.34,1.0.991,,1.788743284700875,1.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnGradientBoostingBinaryClassifierInitZero,0.00029573761485517027,2.3067500974683857e-06,512.0,8.42733064200729e-05,1.5397042623194774e-06,1,3,True,True,1.17.4,1.6.34,1.0.991,,3.509267968922708,3.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnGradientBoostingMultiClassClassifier,0.001051842264831066,6.329856655910794e-06,512.0,0.000239380557090044,4.632787647982943e-06,2,3,True,True,1.17.4,1.6.34,1.0.991,,4.394017114913018,1.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnGradientBoostingMultiClassClassifierInitZero,0.0008394978977739812,3.8140750901516677e-06,512.0,0.00016847330727614462,3.1811383448446618e-06,1,3,True,True,1.17.4,1.6.34,1.0.991,,4.98297274118303,3.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnGradientBoostingRegressionHuberLoss,0.00015692630293779076,4.081285317892618e-06,152.0,8.466367702931164e-05,1.0793153483779785e-06,2,1,True,True,1.17.4,1.6.34,1.0.991,,1.8535257201675859,0.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnGradientBoostingRegressionInt-Dec4,0.0037998716409783813,1.2477796411045564e-05,192.0,0.0001080576409585774,3.1771785536280036e-06,2,2,True,True,1.17.4,1.6.34,1.0.991,,35.16522855088995,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnGradientBoostingRegressionLadLoss,0.00015659768017940224,4.2467357385618016e-06,152.0,8.487567747943104e-05,1.5799083061490445e-06,2,1,True,True,1.17.4,1.6.34,1.0.991,,1.8450242145914237,0.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnGradientBoostingRegressionLsLoss,0.00015870113926939666,4.143454389759544e-06,152.0,8.497726288624108e-05,1.6285653779824655e-06,2,1,True,True,1.17.4,1.6.34,1.0.991,,1.8675717936673202,0.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnGradientBoostingRegressionQuantileLoss,0.00015027767978608608,3.9040521254991086e-06,152.0,8.485088171437381e-05,1.5226868413468624e-06,2,1,True,True,1.17.4,1.6.34,1.0.991,,1.7710797666422942,0.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnGradientBoostingRegressionZeroInit-Dec4,0.001156141702318564,1.3499940496959364e-05,152.0,6.648707622662187e-05,1.87885218087489e-06,1,1,True,True,1.17.4,1.6.34,1.0.991,,17.388968923491888,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnGridSearchBinaryFloat-Dec4,0.0002942736381664872,7.975802587487342e-06,512.0,8.582616853527725e-05,2.161789694664177e-06,3,6,True,True,1.17.4,1.6.34,1.0.991,,3.4287169424967576,2.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnGridSearchBinaryInt-Dec4,0.0003026369616854936,7.666035270196817e-06,912.0,8.729102741926909e-05,4.4942305197924565e-06,3,6,True,True,1.17.4,1.6.34,1.0.991,,3.4669881960707443,2.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnGridSearchGaussianRegressionDouble-OneOffArray-Dec4,0.0016078936941921712,1.2464392710992646e-05,192.0,0.0001250142641365528,3.1971263247121278e-06,3,29,True,True,1.17.4,1.6.34,1.0.991,,12.861681867245744,9.666666666666666,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnGridSearchGaussianRegressionFloat-OneOffArray-Dec4,0.0015995733868330714,8.145952079717084e-06,152.0,0.00012573447963222859,3.1189306080128202e-06,3,29,True,True,1.17.4,1.6.34,1.0.991,,12.721835661242634,9.666666666666666,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnGridSearchMulticlassFloat,0.03113078572321683,0.00021344374296061903,512.0,0.0001297912623267621,3.640447687383314e-06,3,5,True,True,1.17.4,1.6.34,1.0.991,,239.85270784131876,1.6666666666666667,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnGridSearchMulticlassInt-Dec4,0.0005672231835778803,4.5238119751985264e-06,912.0,9.932429436594248e-05,4.175053311259273e-06,3,6,True,True,1.17.4,1.6.34,1.0.991,,5.710820169414429,2.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnGridSearchRegressionFloat-OneOffArray-Dec4,1.2331314850598571e-05,4.5008101542697104e-07,152.0,5.502931773662567e-05,9.182048136033665e-07,3,2,True,True,1.17.4,1.6.34,1.0.991,,0.22408627542171508,0.6666666666666666,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnGridSerachRegressionInt-OneOffArray-Dec4,1.2894033221527934e-05,5.415226366186383e-07,192.0,6.127401604317129e-05,8.736487703676868e-07,3,3,True,True,1.17.4,1.6.34,1.0.991,,0.21043231787587252,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnHuberRegressor-Dec4,3.2246438320726146e-05,1.1852069538286356e-06,152.0,4.2370259296149015e-05,1.0210589848934156e-06,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.7610630394149367,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnIncrementalPCADefault,2.5295267812907692e-05,1.0031597998499477e-06,152.0,4.205881897360087e-05,1.2021828820105628e-06,1,2,True,True,1.17.4,1.6.34,1.0.991,,0.6014260131456571,2.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnKBinsDiscretiserOneHotDenseKMeans,3.8511793827638034e-05,9.36524776098083e-07,128.0,0.0007837228497955947,3.46860529161502e-06,2,35,True,True,1.17.4,1.6.34,1.0.991,,0.04913955722699985,17.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnKBinsDiscretiserOneHotDenseKMeansInt,3.8175208494067185e-05,8.765913217420975e-07,144.0,0.0007725726028438658,3.993897272352203e-06,2,35,True,True,1.17.4,1.6.34,1.0.991,,0.04941310156940973,17.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnKBinsDiscretiserOneHotDenseQuantile,3.859110805206001e-05,9.40264776833766e-07,128.0,0.0007844758634455503,6.664868282480351e-06,2,35,True,True,1.17.4,1.6.34,1.0.991,,0.049193493197561694,17.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnKBinsDiscretiserOneHotDenseQuantileInt,3.6176114110276106e-05,7.373798993034131e-07,144.0,0.0007653162397909909,3.490367831269325e-06,2,35,True,True,1.17.4,1.6.34,1.0.991,,0.04726949753497438,17.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnKBinsDiscretiserOneHotDenseUniform,3.6364156752824784e-05,9.056430287495918e-07,128.0,0.0007827793201431633,4.185786520414233e-06,2,35,True,True,1.17.4,1.6.34,1.0.991,,0.046455183238839404,17.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnKBinsDiscretiserOneHotDenseUniformInt,3.644458809867501e-05,9.480877223870031e-07,144.0,0.0007740569617599249,1.1469788615396892e-05,2,35,True,True,1.17.4,1.6.34,1.0.991,,0.047082566140627724,17.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnKBinsDiscretiserOrdinalKMeans,3.489431436173618e-05,8.513569635805353e-07,128.0,0.00014480608352459968,1.7870497944024582e-06,1,31,True,True,1.17.4,1.6.34,1.0.991,,0.24097270993320064,31.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnKBinsDiscretiserOrdinalKMeansInt,3.38223366998136e-05,8.42187408187324e-07,144.0,0.00013708139862865208,1.6780274583290727e-06,1,31,True,True,1.17.4,1.6.34,1.0.991,,0.24673177424631426,31.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnKBinsDiscretiserOrdinalQuantile,3.467727964743972e-05,9.325321409197991e-07,128.0,0.00014487108355388045,2.185594164284296e-06,1,31,True,True,1.17.4,1.6.34,1.0.991,,0.23936646842668605,31.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnKBinsDiscretiserOrdinalQuantileInt,3.452885546721518e-05,9.713535573173923e-07,144.0,0.00013651886070147157,1.6507009540419197e-06,1,31,True,True,1.17.4,1.6.34,1.0.991,,0.252923700723815,31.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnKBinsDiscretiserOrdinalUniform,3.3937235595658424e-05,8.3809539947405e-07,128.0,0.00014545312989503145,1.885795816459369e-06,1,31,True,True,1.17.4,1.6.34,1.0.991,,0.23332076539122787,31.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnKBinsDiscretiserOrdinalUniformInt,3.401952097192407e-05,9.410410900992737e-07,144.0,0.00013698489777743815,1.6774599085311403e-06,1,31,True,True,1.17.4,1.6.34,1.0.991,,0.24834504769420787,31.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnKMeans-Dec4,2.4158855667337767e-05,9.459998190725174e-07,128.0,0.00011451136530376973,1.4130113947968245e-06,1,7,True,True,1.17.4,1.6.34,1.0.991,,0.21097343135548532,7.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnKMeansCustom-Dec4,2.384059177711606e-05,9.898577681423036e-07,128.0,0.00011410572915337978,1.678486178968428e-06,1,7,True,True,1.17.4,1.6.34,1.0.991,,0.20893422226915334,7.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnKMeansInt-Dec4,3.556092735379934e-05,9.399936308520868e-07,624.0,0.00011739701079204678,3.1888641766712776e-06,1,8,True,True,1.17.4,1.6.34,1.0.991,,0.30291169352506603,8.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnKNeighborsClassifierBinary,0.0015182411265559491,6.745219827220058e-06,124.0,0.0003932395596057177,8.6569618151374e-06,1,22,True,True,1.17.4,1.6.34,1.0.991,,3.8608555255178705,22.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnKNeighborsClassifierMetricCityblock,0.0005416827914305031,3.370911560989805e-06,124.0,0.00038826010585762564,7.363047623444975e-06,1,24,True,True,1.17.4,1.6.34,1.0.991,,1.3951543907246997,24.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnKNeighborsClassifierMulti,0.0015975676018279044,2.600835485539065e-05,124.0,0.0003943258188664913,1.0890496021165374e-05,1,25,True,True,1.17.4,1.6.34,1.0.991,,4.051389803539089,25.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnKNeighborsClassifierWeightsDistance,0.0005508594019338488,3.2846105185289663e-06,124.0,0.0004272391705308109,8.173081923460479e-06,1,31,True,True,1.17.4,1.6.34,1.0.991,,1.2893466702724135,31.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnKNeighborsRegressor,0.00035756671079434447,2.531004569579198e-06,128.0,0.0003310240542050451,7.425867642355458e-06,1,10,True,True,1.17.4,1.6.34,1.0.991,,1.0801834677937276,10.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnKNeighborsRegressor2,0.00033539784280583264,2.7105769545536614e-06,128.0,0.00033143609040416777,9.04025650107172e-06,1,12,True,True,1.17.4,1.6.34,1.0.991,,1.0119532921017556,12.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnKNeighborsRegressorMetricCityblock,0.00035368614457547673,3.202898550392633e-06,128.0,0.0003274747487157583,7.466748543433608e-06,1,9,True,True,1.17.4,1.6.34,1.0.991,,1.0800409679296201,9.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnKNeighborsRegressorWeightsDistance-Dec3,0.0003459523117635399,2.6330103499005644e-06,128.0,0.0003309706239961088,3.446327833711131e-06,1,16,True,True,1.17.4,1.6.34,1.0.991,,1.0452659138945433,16.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnKNeighborsRegressorYInt,0.0003689474877901376,2.5689888848538132e-06,128.0,0.00033379560499452053,7.618349331218878e-06,1,10,True,True,1.17.4,1.6.34,1.0.991,,1.1053096034508727,10.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnLabelBinariserBinaryLabels,1.7989780055359008e-05,7.426311160038138e-07,104.0,0.00027063586050644515,2.628263382109508e-06,1,5,True,True,1.17.4,1.6.34,1.0.991,,0.06647227023682098,5.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnLabelBinariserDefault,1.749590109102428e-05,5.613193624045771e-07,104.0,0.00027563191298395393,2.343256646618325e-06,1,4,True,True,1.17.4,1.6.34,1.0.991,,0.06347560012777916,4.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnLabelBinariserNegLabel,1.7339491983875634e-05,6.228191003563259e-07,104.0,0.0002826984501443804,2.7108940383833903e-06,1,4,True,True,1.17.4,1.6.34,1.0.991,,0.0613356457208024,4.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnLabelBinariserNegPosLabel,1.769346371293068e-05,7.594117739919866e-07,104.0,0.0002832032600417733,2.6811405506497644e-06,1,4,True,True,1.17.4,1.6.34,1.0.991,,0.062476200698822607,4.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnLabelBinariserPosLabel,1.7533484846353532e-05,6.184018887472306e-07,104.0,0.00027671431959606707,3.1543995846975007e-06,1,4,True,True,1.17.4,1.6.34,1.0.991,,0.06336312797959999,4.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnLabelEncoder,1.2797972653061152e-05,5.005238755213906e-07,112.0,7.763873576186596e-05,1.4799832729604626e-06,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.16484004443754954,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnLabelEncoderFloat,1.1206260183826087e-05,5.038265150054819e-07,100.0,7.158160489052534e-05,1.3633858415695095e-06,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.15655223434798074,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnLabelEncoderInt,,,,,,1,1,True,,1.17.4,1.6.34,1.0.991,,,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnLars-Dec4,3.255612659268081e-05,1.0359257578456845e-06,152.0,4.335578694008291e-05,4.064300476059543e-07,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.7509061394197024,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnLarsCV-Dec4,3.195672924630344e-05,1.0279685514771679e-06,152.0,4.516375646926462e-05,7.808117275442949e-07,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.7075746515472207,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnLassoCV-Dec4,3.2003239961341025e-05,8.941635560993744e-07,152.0,4.150347411632538e-05,1.2009809559832232e-06,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.7710978572936514,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnLassoLars-Dec4,3.185120364651084e-05,2.6573587707821933e-07,152.0,4.412585194222629e-05,7.197193257173483e-07,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.7218263726264917,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnLassoLarsCV-Dec4,3.170256735756993e-05,9.076475077327557e-07,152.0,4.500786261633039e-05,7.473255074290431e-07,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.7043784244503795,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnLassoLarsIC-Dec4,3.2786638941615824e-05,1.2319384317750544e-06,152.0,4.405128885991872e-05,4.464261416674654e-07,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.744283306803485,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnLassoLarsInt-Dec4,3.685138770379126e-05,8.771250814623552e-07,192.0,4.433276201598345e-05,4.50001953607897e-07,1,2,True,True,1.17.4,1.6.34,1.0.991,,0.8312450212442234,2.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnLinearDiscriminantAnalysisBin-Dec3,1.617446797899902e-05,5.604966536302965e-07,120.0,6.674210936762393e-05,1.1280955856748005e-06,1,3,True,True,1.17.4,1.6.34,1.0.991,,0.24234277478267904,3.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnLinearRegression-Dec4,4.784376663155854e-05,1.4218797568988296e-06,152.0,3.983529424294829e-05,1.4255758646752975e-06,1,1,True,True,1.17.4,1.6.34,1.0.991,,1.201039619282539,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnLinearRegressionInt-Dec4,3.67148679215461e-05,8.787876071395042e-07,192.0,4.226828226819635e-05,4.7660330773855026e-07,1,2,True,True,1.17.4,1.6.34,1.0.991,,0.8686150927209842,2.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnLinearRegressionNoIntercept-Dec4,3.1769606517627836e-05,1.0395526801552157e-06,152.0,4.060018458403647e-05,4.459956423920528e-07,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.782499066029352,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnLinearSVCBinary-NoProb,0.00012650589644908904,2.556638435361576e-06,512.0,4.4932854129001504e-05,2.2419244371961064e-06,1,2,True,True,1.17.4,1.6.34,1.0.991,,2.81544315181699,2.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnLinearSVCMulti,0.0002632261670660228,1.6481247961996858e-06,512.0,4.438376543112099e-05,9.186054655083469e-07,1,1,True,True,1.17.4,1.6.34,1.0.991,,5.930685792635655,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnLinearSvr-Dec4,3.26119689270854e-05,1.03006790643305e-06,152.0,6.488720211200418e-05,0.00016848773938534054,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.5025947777928949,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnLinearSvrInt-Dec4,3.7805259926244626e-05,9.207284258953596e-07,192.0,4.110955633223057e-05,4.6293890445867536e-07,1,2,True,True,1.17.4,1.6.34,1.0.991,,0.9196221827527893,2.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnLogitisticCVRegressionBinary,0.000300855782115832,7.721598122188606e-06,512.0,7.781216152943671e-05,1.710960489350001e-06,1,4,True,True,1.17.4,1.6.34,1.0.991,,3.866436508154536,4.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnLogitisticRegressionBinary,0.00030060228984802966,7.3523655424727645e-06,512.0,7.326618931256234e-05,1.3842462749578807e-06,1,4,True,True,1.17.4,1.6.34,1.0.991,,4.102878731219721,4.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnLogitisticRegressionBinaryNoIntercept,0.00030103627406060697,7.315712405450804e-06,512.0,7.337998645380139e-05,1.6205300417511948e-06,1,4,True,True,1.17.4,1.6.34,1.0.991,,4.102430221217519,4.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnLogitisticRegressionMulti,0.0004131930931471288,8.773275199855719e-06,512.0,7.113259751349687e-05,2.049824970414317e-06,1,4,True,True,1.17.4,1.6.34,1.0.991,,5.808772736982204,4.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnLogitisticRegressionMultiLbfgs,0.0006898747410159558,3.0748311961414052e-06,512.0,8.650463656522334e-05,2.1897854221964414e-06,1,4,True,True,1.17.4,1.6.34,1.0.991,,7.97500305657951,4.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnLogitisticRegressionMultiLiblinearL1,0.000527652075048536,3.6356900675718237e-06,512.0,7.005262468010188e-05,1.731284637012022e-06,1,4,True,True,1.17.4,1.6.34,1.0.991,,7.532224202277651,4.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnLogitisticRegressionMultiNoIntercept,0.0004421989514958113,1.9904373277428488e-06,512.0,8.348368597216904e-05,1.7974982415377124e-06,1,4,True,True,1.17.4,1.6.34,1.0.991,,5.296830708256308,4.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnLogitisticRegressionMultiSagaElasticnet,0.00045606552856042976,4.992469413629942e-06,512.0,8.675740635953844e-05,2.1392654924592555e-06,1,4,True,True,1.17.4,1.6.34,1.0.991,,5.256790719058745,4.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMLPClassifierBinary,0.0005234402413479984,0.00024606778625070304,512.0,0.0003867203600239009,0.00033194661615210645,2,15,True,True,1.17.4,1.6.34,1.0.991,,1.3535368071017715,7.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMLPClassifierMultiClass,0.0009582355658058076,0.00033206668848827865,512.0,0.00039104422554373734,0.00029959295443475047,2,14,True,True,1.17.4,1.6.34,1.0.991,,2.450453179492434,7.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMLPClassifierMultiClassIdentityActivation,0.0009317775263916699,0.0004005202270940733,912.0,0.000259543291060254,0.00031192467362952,2,14,True,True,1.17.4,1.6.34,1.0.991,,3.590065929214691,7.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMLPClassifierMultiClassLogisticActivation,0.0014747774894349275,0.0011195916367640435,512.0,0.0003202473355922848,0.00025484200487254423,2,14,True,True,1.17.4,1.6.34,1.0.991,,4.605120247784059,7.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMLPClassifierMultiClassTanhActivation,0.0009499623561277984,0.00035770329167206716,512.0,0.00030700161145068706,0.00023228676105255917,2,14,True,True,1.17.4,1.6.34,1.0.991,,3.0943236800579093,7.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMLPClassifierMultiLabel,0.0009504927643574773,0.00035634930736979585,512.0,0.00030069855996407566,0.00026048267649985107,2,11,True,True,1.17.4,1.6.34,1.0.991,,3.1609488401641572,5.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMLPClassifierMultiLabelIdentityActivation,0.0010195685492362827,0.00036647728246657566,912.0,0.0002601685775443912,0.0002455167838129793,2,11,True,True,1.17.4,1.6.34,1.0.991,,3.918876594781394,5.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMLPClassifierMultiLabelLogisticActivation,0.0007895696589257568,0.00028442472404327474,512.0,0.00029720179666765034,0.00029816595015905016,2,11,True,True,1.17.4,1.6.34,1.0.991,,2.6566786196407253,5.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMLPClassifierMultiLabelTanhActivation,0.0008718764360528441,0.0002691753333951565,512.0,0.0002277954132296145,0.00027414669082753067,2,11,True,True,1.17.4,1.6.34,1.0.991,,3.82745387052199,5.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMLPRegressor-Dec4,0.00022919365251436832,0.0006243415047031978,152.0,0.0001059944392181933,1.7904171321613648e-06,1,8,True,True,1.17.4,1.6.34,1.0.991,,2.1623177046350994,8.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMLPRegressorIdentityActivation-Dec4,0.00021737269591540095,0.00012339046793118536,192.0,7.617605314590037e-05,4.615049322944309e-05,1,8,True,True,1.17.4,1.6.34,1.0.991,,2.8535568192154295,8.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMLPRegressorLogisticActivation-Dec4,0.00034398190467618405,0.0002156806250965861,152.0,7.864310056902468e-05,3.994996795538335e-05,1,8,True,True,1.17.4,1.6.34,1.0.991,,4.3739616341076575,8.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMLPRegressorTanhActivation-Dec4,0.00034011831460520624,0.00010097652278952741,152.0,8.415862685069442e-05,8.030840691505042e-05,1,8,True,True,1.17.4,1.6.34,1.0.991,,4.041395722967406,8.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnMRgDecisionTreeRegressor,1.269466499798e-05,6.0059911792356e-07,120.0,4.105910542421043e-05,8.969894754376376e-07,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.3091802626195215,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
