_model,onnxrt_time,onnxrt_std,input_size,original_time,original_std,nb_estimators,nb_onnx_nodes,_tested,onnxruntime,numpy-version,onnx-version,onnxruntime-version,stderr,ratio,ratio_nodes,CPU,CPUI
SklearnPipelineScalerMixed,1.3783351052552462e-05,4.6005273497726973e-07,240.0,9.519079653546214e-05,1.2046601788146456e-06,0,4,True,True,1.17.4,1.6.34,1.0.991,,0.14479709755782583,inf,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnPipelineTfidfTransformer,0.0018440827326849105,5.0045669648861074e-05,104.0,0.0014524548128247259,9.350885266761913e-06,3,7,True,True,1.17.4,1.6.34,1.0.991,,1.2696317409686217,2.3333333333333335,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnPolynomialFeaturesFloatDegree2,3.449567640200257e-05,1.5483662402806885e-06,128.0,5.8742114342749124e-05,1.8284917089111518e-06,1,31,True,True,1.17.4,1.6.34,1.0.991,,0.5872392709722164,31.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnPolynomialFeaturesFloatDegree3,4.3794325785711404e-05,5.080117128474936e-07,124.0,6.863169651478529e-05,1.968364466432701e-06,1,41,True,True,1.17.4,1.6.34,1.0.991,,0.638106414523453,41.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnPolynomialFeaturesFloatDegree4-Dec4,0.00011849024542607368,4.01531329119121e-06,128.0,9.97422884684056e-05,4.3936002741967595e-06,1,141,True,True,1.17.4,1.6.34,1.0.991,,1.187963974413989,141.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnPolynomialFeaturesIntDegree2,4.372305702418089e-05,2.9302161555806116e-06,144.0,6.67986881453544e-05,4.324783557081469e-06,1,46,True,True,1.17.4,1.6.34,1.0.991,,0.6545496362000287,46.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnPolynomialFeaturesIntDegree3,5.4592843865975736e-05,2.4937469204632617e-06,136.0,7.251535658724607e-05,2.791510889272336e-06,1,61,True,True,1.17.4,1.6.34,1.0.991,,0.7528452790588287,61.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnPolynomialFeaturesIntDegree4,0.000153030751273036,3.468290383638715e-06,144.0,9.929496725089848e-05,2.480711621447659e-06,1,211,True,True,1.17.4,1.6.34,1.0.991,,1.5411732891391965,211.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnRANSACRegressor-Dec4,3.270248696208e-05,8.621023262589806e-07,152.0,4.649469070136547e-05,5.922643665621085e-07,2,2,True,True,1.17.4,1.6.34,1.0.991,,0.7033595980265244,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnRANSACRegressorTree-Dec3,0.0039013483580201858,1.0524765642384365e-05,152.0,0.00011001524212770163,2.814610796412743e-06,4,2,True,True,1.17.4,1.6.34,1.0.991,,35.46188948520101,0.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnRFE,1.2205294566228986e-05,5.964922248282922e-07,144.0,4.206464323215186e-05,1.6417392535520858e-06,3,2,True,True,1.17.4,1.6.34,1.0.991,,0.2901556658609657,0.6666666666666666,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnRFECV,1.213968126103282e-05,5.233237935742324e-07,144.0,4.271174059249461e-05,9.837885175625664e-07,3,2,True,True,1.17.4,1.6.34,1.0.991,,0.28422352010552404,0.6666666666666666,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnRegDecisionTreeRegressor,1.2430786155164242e-05,5.661538098871752e-07,120.0,4.177949926815927e-05,8.035785622661908e-07,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.2975331531710796,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnRegExtraTreeRegressor,1.2082146946340801e-05,5.365064515003772e-07,120.0,4.235533159226179e-05,1.087494031612195e-06,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.28525681400988434,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnRegExtraTreesRegressor,2.1085192216560244e-05,6.235157390377688e-05,120.0,0.0005887773116119206,0.0003588507952414706,6,1,True,True,1.17.4,1.6.34,1.0.991,,0.03581182868414956,0.16666666666666666,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnRegMisRandomForestRegressor_mismatched_estimator_counts,0.00025804706430062653,3.344201081665298e-06,128.0,0.007629864424234256,7.724410386986313e-05,103,1,True,True,1.17.4,1.6.34,1.0.991,,0.03382066180376783,0.009708737864077669,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnRegNuSVR,1.850461051799357e-05,6.146057324592813e-07,124.0,5.629512458108366e-05,1.053392289467083e-06,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.3287071599129475,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnRegNuSVR2,1.8477982375770808e-05,5.639600920871559e-07,124.0,5.6347969220951206e-05,1.2766106838896521e-06,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.32792632336606653,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnRegRandomForestRegressor,2.4758746381849053e-05,2.830629246257378e-06,120.0,0.00044805840449407694,8.318464716695576e-05,6,1,True,True,1.17.4,1.6.34,1.0.991,,0.055257855077632735,0.16666666666666666,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnRegRandomForestRegressor_mismatched_estimator_counts,1.281725731678307e-05,8.665294459896845e-07,120.0,0.0004047114322893321,8.327563297272906e-06,6,1,True,True,1.17.4,1.6.34,1.0.991,,0.03167011429422604,0.16666666666666666,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnRegSVRLinear-Dec3,1.3622169150039555e-05,3.985878636876297e-07,124.0,5.64728295430541e-05,1.0571059956305356e-06,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.24121633819772043,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnRidge-Dec4,3.202942572534085e-05,2.77769094399779e-07,152.0,4.048812831752001e-05,4.1027125931809353e-07,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.7910819061369426,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnRidgeClassifierBin,0.00013608849211595953,9.486316027831634e-06,512.0,4.348571319133043e-05,1.5689686502453811e-06,2,2,True,True,1.17.4,1.6.34,1.0.991,,3.129498911911394,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnRidgeClassifierCVBin,0.00012593047018162907,3.1741985823737382e-06,512.0,4.320901469327509e-05,9.528793845239931e-07,2,2,True,True,1.17.4,1.6.34,1.0.991,,2.9144490119842623,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnRidgeClassifierCVMulti,0.00026650504232384267,6.458895175453035e-06,512.0,4.279379500076175e-05,1.012968404762283e-06,2,1,True,True,1.17.4,1.6.34,1.0.991,,6.227656189854131,0.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnRidgeClassifierMulti,0.0002669203132390976,7.09473909408971e-06,512.0,4.145109187811613e-05,1.1795877099822263e-06,2,1,True,True,1.17.4,1.6.34,1.0.991,,6.439403671776779,0.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnRidgeInt-Dec4,3.699618065729737e-05,9.572673491921576e-07,192.0,4.270449536852537e-05,4.553531445448393e-07,1,2,True,True,1.17.4,1.6.34,1.0.991,,0.8663298872409761,2.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnRndBinDecisionTreeClassifier,1.9387244712561368e-05,6.233394285728122e-07,120.0,6.313662766478955e-05,1.2434219897601291e-06,1,3,True,True,1.17.4,1.6.34,1.0.991,,0.30706810657505823,3.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnRndBinExtraTreeClassifier,1.96101947221905e-05,6.860850895616966e-07,120.0,6.352310860529542e-05,1.2874452008557957e-06,1,3,True,True,1.17.4,1.6.34,1.0.991,,0.3087096200540122,3.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnRndBinExtraTreesClassifier,2.2911172825843092e-05,1.0060109982541786e-06,120.0,0.0004865021696314216,4.2305070101991495e-05,6,3,True,True,1.17.4,1.6.34,1.0.991,,0.047093670400690714,0.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnRndBinGradientBoostingClassifier1Deviance,1.96755095385015e-05,6.242146604516779e-07,120.0,0.0001519750878214836,2.2970327360308684e-06,2,3,True,True,1.17.4,1.6.34,1.0.991,,0.1294653605439149,1.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnRndBinGradientBoostingClassifier3,2.064915420487523e-05,6.913001634567173e-07,120.0,0.00015582352504134179,2.6375017305336793e-06,2,3,True,True,1.17.4,1.6.34,1.0.991,,0.1325162821172013,1.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnRndBinRandomForestClassifier,2.063248632475734e-05,5.778945859574486e-07,120.0,0.00053254579519853,0.0001736782362700999,6,3,True,True,1.17.4,1.6.34,1.0.991,,0.03874312126915896,0.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnRndBinVotingClassifierHard,4.3726757634431125e-05,2.304344878585377e-06,120.0,0.0002716922773979604,7.3931605892379365e-06,8,23,True,True,1.17.4,1.6.34,1.0.991,,0.1609422176191725,2.875,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnRndBinVotingClassifierSoft,2.9962248867377642e-05,1.2026331897848577e-06,120.0,0.00017913081822916867,2.5231412167992383e-06,8,14,True,True,1.17.4,1.6.34,1.0.991,,0.16726462349457832,1.75,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnRndBinVotingClassifierWeightedSoft,3.0447336379438642e-05,1.4818213994024732e-06,120.0,0.00022534182807430625,4.773438864915901e-06,8,14,True,True,1.17.4,1.6.34,1.0.991,,0.13511622160710732,1.75,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnRndBinVotingClassifierWeightsHard,4.255712986923754e-05,2.360778458167469e-06,120.0,0.0003525130904745311,0.00022891658967731275,8,23,True,True,1.17.4,1.6.34,1.0.991,,0.12072496318349424,2.875,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnRndMclDecisionTreeClassifier,2.1333073964342474e-05,7.417096692944209e-07,120.0,6.300277239643039e-05,1.0720918883676198e-06,1,3,True,True,1.17.4,1.6.34,1.0.991,,0.33860532089142104,3.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnRndMclExtraTreeClassifier,2.186981262639165e-05,7.093585512357684e-07,120.0,6.354744802229107e-05,1.2566372801610355e-06,1,3,True,True,1.17.4,1.6.34,1.0.991,,0.34414934520612367,3.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnRndMclExtraTreesClassifier,2.3973001167178156e-05,1.7264078427291312e-06,120.0,0.00061505296966061,0.0002388097245533765,6,3,True,True,1.17.4,1.6.34,1.0.991,,0.038977132620636894,0.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnRndMclGradientBoostingClassifier,2.632839605212212e-05,7.116510547070078e-07,120.0,0.00023496718355454503,2.4870383771791757e-06,2,3,True,True,1.17.4,1.6.34,1.0.991,,0.11205137523389633,1.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnRndMclOneVsRestClassifier,3.587274136953056e-05,1.3999777105237994e-06,120.0,0.0002623221839312464,6.607040274523173e-06,6,18,True,True,1.17.4,1.6.34,1.0.991,,0.13675069653633515,3.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnRndMclOneVsRestClassifierF2,7.751587056554853e-05,0.00017261311044909974,120.0,0.0005368651426397264,0.00044330971758092737,6,18,True,True,1.17.4,1.6.34,1.0.991,,0.14438611190961048,3.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnRndMclOneVsRestClassifierString,3.792499308474362e-05,1.076989916167937e-06,120.0,0.00039060105266980826,0.00035214586073664125,6,18,True,True,1.17.4,1.6.34,1.0.991,,0.09709393465665654,3.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnRndMclRandomForestClassifier,4.847745504230261e-05,0.00014113304438533416,120.0,0.0005573204529937357,0.00022164448318689762,6,3,True,True,1.17.4,1.6.34,1.0.991,,0.08698308985772589,0.5,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnRndMclVotingClassifierHard,5.151742021553218e-05,4.353202374364219e-06,120.0,0.0005012862714938818,0.0003459075290089162,8,22,True,True,1.17.4,1.6.34,1.0.991,,0.10277045900739563,2.75,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnRndMclVotingClassifierSoft,3.313021711073816e-05,1.6121645067726459e-06,120.0,0.00020283222245052457,4.233122743656667e-06,8,14,True,True,1.17.4,1.6.34,1.0.991,,0.16333803727274832,1.75,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnRndMclVotingClassifierWeighted42Soft,7.974812388420104e-05,0.0002055365147045469,120.0,0.0005127187203615904,0.0002557535139113925,14,20,True,True,1.17.4,1.6.34,1.0.991,,0.15553971547588388,1.4285714285714286,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnRndMclVotingClassifierWeighted4Soft,4.3446253985166554e-05,1.075868078332365e-06,120.0,0.0005762415425851941,0.000336225257767133,14,20,True,True,1.17.4,1.6.34,1.0.991,,0.07539590740065961,1.4285714285714286,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnRndMclVotingClassifierWeightedHard,4.8645329661667355e-05,1.061731155217355e-06,120.0,0.0002828032094985247,9.32612941780285e-06,8,22,True,True,1.17.4,1.6.34,1.0.991,,0.1720112361805467,2.75,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnRndMclVotingClassifierWeightedSoft,3.4516480285674336e-05,1.1684626692026722e-06,120.0,0.0002589614491444081,3.7007005767287765e-06,8,14,True,True,1.17.4,1.6.34,1.0.991,,0.13328810291923587,1.75,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnRobustScalerFloat32,1.1183355702087282e-05,4.6690957119808577e-07,124.0,4.068487859331071e-05,9.704004019652308e-07,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.27487745051120827,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnRobustScalerNoCenteringScalingFloat32,1.1186305666342378e-05,4.979030586970164e-07,124.0,2.8984389035031202e-05,6.845256105188362e-07,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.38594243448852245,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnRobustScalerNoScalingFloat32,1.1249430011957884e-05,5.812515633336605e-07,124.0,3.7130778888240457e-05,8.160943621456623e-07,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.3029677897632427,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnRobustScalerWithCenteringFloat32,1.107786362990737e-05,4.763488766288701e-07,124.0,3.762335330247879e-05,9.093195293268726e-07,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.29444115575890234,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnSGDClassifierBinaryElasticnetPowerT-Out0,0.00023159382981248198,2.3474074177343503e-06,512.0,5.078701162710786e-05,7.867145051131544e-07,1,10,True,True,1.17.4,1.6.34,1.0.991,,4.560099568624105,10.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnSGDClassifierBinaryHinge-Out0,0.00032217516470700504,0.00020944433572505627,512.0,5.878240475431085e-05,7.053555127872696e-05,1,10,True,True,1.17.4,1.6.34,1.0.991,,5.480809539071776,10.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnSGDClassifierBinaryHingeInt-Out0,0.0004903698435518892,0.000366039177803813,912.0,5.094488291069865e-05,9.400825743211641e-07,1,11,True,True,1.17.4,1.6.34,1.0.991,,9.62549750897375,11.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnSGDClassifierBinaryLog-Dec4,0.00046578288101591173,0.0010084099892656057,512.0,8.375946199521423e-05,1.4257383239953943e-06,1,14,True,True,1.17.4,1.6.34,1.0.991,,5.560958367217368,14.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnSGDClassifierBinaryLogInt,0.00032631597970612345,0.00010600327239515254,912.0,8.321049553342164e-05,1.171088718006515e-06,1,15,True,True,1.17.4,1.6.34,1.0.991,,3.9215723643306277,15.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnSGDClassifierBinaryLogL1NoIntercept-Dec4,0.00028488545701839033,0.00010894784130022378,512.0,8.312159776687622e-05,1.2125350135185803e-06,1,14,True,True,1.17.4,1.6.34,1.0.991,,3.427333745645546,14.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnSGDClassifierBinaryPerceptron-Out0,0.0003777866226155311,0.0002651939460220774,512.0,5.0759820733219376e-05,7.51251725415127e-07,1,10,True,True,1.17.4,1.6.34,1.0.991,,7.442631143263505,10.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnSGDClassifierBinarySquaredHinge-Out0,0.00030867226677946746,0.00011249924977607295,512.0,7.536142086610198e-05,0.0001395913910919593,1,10,True,True,1.17.4,1.6.34,1.0.991,,4.095892344279168,10.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnSGDClassifierMultiElasticnetPowerT-Out0,0.0005052493738476187,1.9530660874285604e-06,512.0,4.7767856158316136e-05,1.0959773391725559e-06,1,9,True,True,1.17.4,1.6.34,1.0.991,,10.577183371451293,9.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnSGDClassifierMultiHinge-Out0,0.0007447754221502691,2.8466178285571167e-06,512.0,4.794132267124951e-05,1.3602621451722638e-06,1,8,True,True,1.17.4,1.6.34,1.0.991,,15.535145478931732,8.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnSGDClassifierMultiHingeInt-Out0,0.0005356816246639937,2.5129610138432084e-06,912.0,4.78731351904571e-05,1.179091256292604e-06,1,10,True,True,1.17.4,1.6.34,1.0.991,,11.189608170278662,10.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnSGDClassifierMultiLog,3.505243477411568e-05,9.482256512834908e-07,512.0,7.649930822663009e-05,1.9338755074933967e-06,1,20,True,True,1.17.4,1.6.34,1.0.991,,0.45820590521253385,20.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnSGDClassifierMultiLogInt,3.720110142603517e-05,7.685482362046349e-07,912.0,7.744613988324999e-05,1.641462366638578e-06,1,21,True,True,1.17.4,1.6.34,1.0.991,,0.48034803906451384,21.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnSGDClassifierMultiLogL1NoIntercept-Dec4,3.515844931825996e-05,8.558613523877251e-07,512.0,7.550659729167819e-05,1.4431844081569357e-06,1,20,True,True,1.17.4,1.6.34,1.0.991,,0.4656341376693832,20.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnSGDClassifierMultiPerceptron-Out0,0.0005057566710747778,2.6594733587684997e-06,512.0,4.785447078756988e-05,1.351274166052743e-06,1,9,True,True,1.17.4,1.6.34,1.0.991,,10.56863993585626,9.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnSGDClassifierMultiSquaredHinge-Out0,0.000504659403115511,2.4612327257941e-06,512.0,4.7917391639202834e-05,1.1376655373146623e-06,1,9,True,True,1.17.4,1.6.34,1.0.991,,10.531862980259387,9.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnSGDRegressor-Dec4,3.1680010724812736e-05,8.974354586084493e-07,152.0,4.439082951284945e-05,5.036533345448593e-07,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.7136611564251707,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnSGDRegressorInt-Dec4,3.7137737497687344e-05,1.8809313203053325e-06,192.0,4.45700460113585e-05,8.66024850319603e-07,1,2,True,True,1.17.4,1.6.34,1.0.991,,0.8332443158847747,2.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnSVRInt-Dec4,0.006024828902212903,6.85332214563186e-05,192.0,7.059293496422471e-05,2.3785009274483145e-06,1,2,True,True,1.17.4,1.6.34,1.0.991,,85.34606055501422,2.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnSelectFdr,3.862959123216569e-05,8.580423769938689e-07,352.0,6.99200383387506e-05,1.398051166738149e-06,1,2,True,True,1.17.4,1.6.34,1.0.991,,0.5524824091916533,2.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnSelectFpr,1.2330799363553525e-05,4.925076599757959e-07,144.0,4.521325347013772e-05,1.3940634818244338e-06,1,2,True,True,1.17.4,1.6.34,1.0.991,,0.2727253275789526,2.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnSelectFromModel,1.2147682020440695e-05,5.910446166145317e-07,144.0,9.452544082887471e-05,1.6374270554674813e-06,3,2,True,True,1.17.4,1.6.34,1.0.991,,0.128512302232289,0.6666666666666666,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnSelectFwe,3.858906542882323e-05,8.761301945283693e-07,352.0,4.581122030504048e-05,9.748294915240956e-07,1,2,True,True,1.17.4,1.6.34,1.0.991,,0.8423496508469429,2.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnSelectKBest,1.2385392328724264e-05,7.113770651911904e-07,144.0,4.701157985255122e-05,1.0789896117828421e-06,1,2,True,True,1.17.4,1.6.34,1.0.991,,0.26345407594405984,2.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnSelectPercentile,1.231352798640728e-05,7.24419277400402e-07,144.0,0.00020294114924035967,2.5470199815785907e-06,1,2,True,True,1.17.4,1.6.34,1.0.991,,0.06067536343663536,2.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnSimpleImputerMeanFloat32,1.118047721683979e-05,4.5032072571677925e-07,120.0,9.44676580838859e-05,1.5771257089002908e-06,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.11835243345306273,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnStandardScalerFloat32,1.1450596153736115e-05,3.9084201686445713e-07,124.0,4.085738072171807e-05,1.194748051216071e-06,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.28025771479887,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnStandardScalerFloat32NoMean,1.1272462783381344e-05,4.976487446431e-07,124.0,3.7714763311669235e-05,1.0864529098231636e-06,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.2988872736712511,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnStandardScalerFloat32NoMeanStd,1.1411824263632295e-05,5.267313304050137e-07,124.0,2.9417832847684626e-05,9.443963015771879e-07,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.3879219901315905,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnStandardScalerFloat32NoStd,1.1157000670209527e-05,4.7435046566708593e-07,124.0,3.7583799101412295e-05,1.010574194168111e-06,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.29685664932660516,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnStandardScalerInt64,1.1358257848769424e-05,4.5346337782441214e-07,136.0,3.98316711653024e-05,8.137497283507803e-07,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.2851564475322258,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnTfidfTransform,1.1122570838779213e-05,5.220685975509969e-07,184.0,0.00029292145580984654,2.9046475285495407e-06,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.03797117151431735,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnTfidfTransformIdf,1.2277893023565413e-05,5.03832330526009e-07,184.0,0.00047020698431879285,3.0199742294808817e-06,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.02611167726773109,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnTfidfTransformIdfSmooth,1.236947625875473e-05,5.421277898328743e-07,184.0,0.00046926699345931414,2.6943644808541674e-06,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.02635914400791364,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnTfidfTransformL1,1.1330248089507222e-05,5.349400232439865e-07,184.0,0.0003280718044843525,2.3745442211559287e-06,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.034535878836999,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnTfidfTransformL1Idf,1.36132026091218e-05,6.812485049433947e-07,184.0,0.000507286692969501,3.5155474224584993e-06,1,2,True,True,1.17.4,1.6.34,1.0.991,,0.02683532368932108,2.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnTfidfTransformL1IdfSmooth,1.3781025540083646e-05,4.998020136553527e-07,184.0,0.0005067844262812287,3.299363917207867e-06,1,2,True,True,1.17.4,1.6.34,1.0.991,,0.027193072291523367,2.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnTfidfTransformL1Smooth,1.1514520505443214e-05,4.867510712942445e-07,184.0,0.0003285229280591011,2.8993882919542937e-06,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.03504936648857506,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnTfidfTransformL2,1.1584582505747674e-05,5.014622444852692e-07,184.0,0.00032822122098878024,2.3071374934934783e-06,1,1,True,True,1.17.4,1.6.34,1.0.991,,0.035295044210878965,1.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnTfidfTransformL2Idf,1.3777817832306028e-05,5.742139132321509e-07,184.0,0.0005092405751347542,3.1750405549029643e-06,1,2,True,True,1.17.4,1.6.34,1.0.991,,0.027055616745896908,2.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
SklearnTfidfTransformL2IdfSmooth,1.3693016255274415e-05,5.120193573329016e-07,184.0,0.0005069781898055227,5.086079749788252e-06,1,2,True,True,1.17.4,1.6.34,1.0.991,,0.027009083488437776,2.0,,Intel(R) Xeon(R) CPU E3-1220 V2 @ 3.10GHz
