lib,N,dim,nbnode,repeat,number,min,max,min3,max3,mean,lower,upper,count,median,error_c
ort,100,10,150,20,2,0.002631832379847765,0.0027332957834005356,0.002636644057929516,0.0026497123762965202,0.002648188709281385,0.002631832379847765,0.0026966131596853865,20,0.0026395220775157213,0
npy,100,10,150,20,2,0.002262632828205824,0.002341747749596834,0.0022923541255295277,0.0023316461592912674,0.0023082179483026265,0.002267193554071945,0.002341747749596834,20,0.002308287424966693,0
ort,1000,10,150,20,2,0.02534421905875206,0.02552826190367341,0.025366466958075762,0.02550456579774618,0.02542230566032231,0.02534421905875206,0.025524240920735748,20,0.025417925789952278,0
npy,1000,10,150,20,2,0.011938977986574173,0.012114075012505054,0.01201605424284935,0.012110375333577394,0.012060598633252085,0.01196851284631123,0.012114075012505054,20,0.01207335852086544,0
ort,10000,10,150,20,2,0.24816738395020366,0.26082093780860305,0.25063735293224454,0.25672605400905013,0.25325571624562143,0.24816738395020366,0.2593690283413217,20,0.25270015513524413,0
npy,10000,10,150,20,2,0.10202096728608012,0.10616265796124935,0.10221571521833539,0.10375209804624319,0.1030947885941714,0.10202096728608012,0.10529765836316426,20,0.10279204533435404,0
ort,1,10,200,20,2,0.00016939779743552208,0.0010057450272142887,0.0001696879044175148,0.00017267093062400818,0.00021310753654688597,0.00016939779743552208,0.0005696779093992726,20,0.0001699624117463827,0
npy,1,10,200,20,2,0.0013726339675486088,0.0014159642159938812,0.001387489028275013,0.0014101061969995499,0.0013956353301182388,0.0013729816927541378,0.0014159642159938812,20,0.0013949088752269745,0
ort,10,10,200,20,2,0.0004701768048107624,0.0005865939892828465,0.00047046318650245667,0.00047640688717365265,0.00047741641756147144,0.0004701768048107624,0.0005267043302626522,20,0.0004708894994109869,0
npy,10,10,200,20,2,0.0016089119017124176,0.0016566412523388863,0.0016243238933384418,0.0016429359093308449,0.0016323741292580962,0.0016126718126763164,0.001652076445839876,20,0.001631786348298192,0
ort,100,10,200,20,2,0.003503444604575634,0.003644730895757675,0.003505019936710596,0.003512740135192871,0.0035152461379766462,0.003503444604575634,0.003574371064330517,20,0.0035075030755251646,0
npy,100,10,200,20,2,0.0030478769913315773,0.0031690718606114388,0.0030736620537936687,0.003143934067338705,0.003104064241051674,0.0030478769913315773,0.0031673638716951057,20,0.0031010315287858248,0
ort,1000,10,200,20,2,0.033780890982598066,0.03409033082425594,0.03381605027243495,0.03399234404787421,0.03387132643256337,0.033780890982598066,0.034025839230848086,20,0.033854790730401874,0
npy,1000,10,200,20,2,0.01587545918300748,0.01619156403467059,0.01600181171670556,0.016077104955911636,0.0160389918833971,0.015915820215454277,0.016162163551339925,20,0.01603549625724554,0
ort,10000,10,200,20,2,0.33102766005322337,0.338692557066679,0.333448369987309,0.3369964677840471,0.3347995455609635,0.3312199953310533,0.33837909579087366,20,0.33485536416992545,0
npy,10000,10,200,20,2,0.13693004520609975,0.13752573123201728,0.13699456676840782,0.13730449136346579,0.13715306960511953,0.13693004520609975,0.13743617295729146,20,0.13711683405563235,0
ort,1,10,250,20,2,0.0002025947906076908,0.001108031254261732,0.00020271306857466698,0.00021192431449890137,0.0002497045323252678,0.0002025947906076908,0.0006357646631206049,20,0.00020309537649154663,0
npy,1,10,250,20,2,0.0017052460461854935,0.0017729359678924084,0.0017143990844488144,0.0017494270578026772,0.0017337344819679857,0.0017052460461854935,0.0017657460029814895,20,0.0017354704905301332,0
ort,10,10,250,20,2,0.000580458901822567,0.0007251719944179058,0.0005811131559312344,0.0005862400867044926,0.0005892109824344516,0.000580458901822567,0.0006504189543481785,20,0.0005816356278955936,0
npy,10,10,250,20,2,0.0020297821611166,0.002096284180879593,0.0020389249548316,0.002072622999548912,0.002055414533242583,0.0020297821611166,0.0020874824586497674,20,0.002055256860330701,0
ort,100,10,250,20,2,0.004375816322863102,0.00451978575438261,0.00437864800915122,0.00438996497541666,0.004389062291011214,0.004375816322863102,0.004448430918778678,20,0.004381036618724465,0
npy,100,10,250,20,2,0.003805230837315321,0.003920356743037701,0.0038368371315300465,0.0038939272053539753,0.0038588861003518104,0.003805230837315321,0.0039140367216630965,20,0.003850713139399886,0
ort,1000,10,250,20,2,0.04220625478774309,0.04249933594837785,0.04225028306245804,0.042329729069024324,0.042302415263839065,0.04220625478774309,0.04241926260807262,20,0.04230248648673296,0
npy,1000,10,250,20,2,0.019932078663259745,0.020349110942333937,0.019984218757599592,0.02016232395544648,0.020094941672869026,0.019932078663259745,0.020287974129031848,20,0.02009818935766816,0
ort,10000,10,250,20,2,0.4164408603683114,0.42173537891358137,0.4168453677557409,0.42078815307468176,0.4190755182411522,0.4164408603683114,0.42173537891358137,20,0.41941770911216736,0
npy,10000,10,250,20,2,0.16917002713307738,0.17037458205595613,0.1694379593245685,0.16999282268807292,0.1696439752355218,0.16917002713307738,0.170164052896526,20,0.1696103480644524,0
ort,1,10,300,20,2,0.0002382686361670494,0.0011647297069430351,0.00023856991901993752,0.0002632788382470608,0.0002877330873161554,0.0002382686361670494,0.0006823566239868064,20,0.00023882952518761158,0
npy,1,10,300,20,2,0.002031147014349699,0.00211861589923501,0.0020657232962548733,0.0021004388108849525,0.002082341187633574,0.002044412744745387,0.00211861589923501,20,0.002082207938656211,0
ort,10,10,300,20,2,0.0006907670758664608,0.0008504721336066723,0.000691042747348547,0.0006967158988118172,0.0007005132967606187,0.0006907670758664608,0.0007681036600464721,20,0.0006916550919413567,0
npy,10,10,300,20,2,0.0024264706298708916,0.0024968627840280533,0.002443848177790642,0.002483699005097151,0.0024619371630251407,0.0024264706298708916,0.0024968627840280533,20,0.0024632979184389114,0
ort,100,10,300,20,2,0.005240690894424915,0.005429718643426895,0.005246620159596205,0.005263171158730984,0.005260327667929232,0.005240690894424915,0.005337358496314226,20,0.00525143975391984,0
npy,100,10,300,20,2,0.004564806818962097,0.0047021908685564995,0.004582578781992197,0.004669991787523031,0.004621823993511498,0.004564806818962097,0.004691474617003123,20,0.004617762519046664,0
ort,1000,10,300,20,2,0.050643779803067446,0.051168973091989756,0.050673036836087704,0.05082093831151724,0.050754538946785034,0.050643779803067446,0.050977458022505334,20,0.05072481697425246,0
npy,1000,10,300,20,2,0.024027810897678137,0.024280886631458998,0.024056870955973864,0.024235975928604603,0.02411980484612286,0.024027810897678137,0.024263002624047153,20,0.024100329726934433,0
ort,10000,10,300,20,2,0.49535029381513596,0.5053522628732026,0.49901094287633896,0.5043152589350939,0.5008241006871685,0.495650304770758,0.5053522628732026,20,0.5003749632742256,0
npy,10000,10,300,20,2,0.20338094513863325,0.2043298534117639,0.20348137756809592,0.20406506210565567,0.20372592718340457,0.20338094513863325,0.20427269238530024,20,0.20360279735177755,0
ort,1,100,1,20,2,2.6733148843050003e-05,0.0008293231949210167,2.679973840713501e-05,2.7230940759181976e-05,6.718891672790051e-05,2.6733148843050003e-05,0.00040988827529907294,20,2.6935478672385216e-05,0
npy,1,100,1,20,2,1.3116281479597092e-05,2.1616928279399872e-05,1.3171695172786713e-05,1.3552140444517136e-05,1.3729650527238846e-05,1.3116281479597092e-05,1.7292010134421226e-05,20,1.327740028500557e-05,0
ort,10,100,1,20,2,4.290696233510971e-05,5.9157609939575195e-05,4.295259714126587e-05,4.389416426420212e-05,4.401516634970904e-05,4.290696233510971e-05,5.0852159272336314e-05,20,4.310347139835358e-05,0
npy,10,100,1,20,2,2.0388979464769363e-05,2.891896292567253e-05,2.0592007786035538e-05,2.111494541168213e-05,2.1255295723676682e-05,2.0388979464769363e-05,2.4737579919935932e-05,20,2.0932871848344803e-05,0
ort,100,100,1,20,2,0.00019956519827246666,0.00022703595459461212,0.00020131096243858337,0.0002027139998972416,0.00020388409029692411,0.00019956519827246666,0.0002171651262435674,20,0.00020175939425826073,0
npy,100,100,1,20,2,6.767874583601952e-05,8.298084139823914e-05,6.826501339673996e-05,7.120892405509949e-05,6.98483781889081e-05,6.767874583601952e-05,7.613531167173579e-05,20,6.909295916557312e-05,0
ort,1000,100,1,20,2,0.001767702866345644,0.001872051041573286,0.0018539330922067165,0.0018716799095273018,0.0018530406523495913,0.001783413504487393,0.001872051041573286,20,0.0018686610274016857,0
npy,1000,100,1,20,2,0.000582065898925066,0.0006034658290445805,0.000584885012358427,0.0005946708843111992,0.0005876458017155528,0.000582065898925066,0.0005975765202972323,20,0.0005854254122823477,0
ort,10000,100,1,20,2,0.017613178119063377,0.018624867778271437,0.017693825997412205,0.018597560934722424,0.018334178370423615,0.017613178119063377,0.018624867778271437,20,0.018537814961746335,0
npy,10000,100,1,20,2,0.00614274712279439,0.006409381050616503,0.0061942837201058865,0.006267799995839596,0.006234067073091864,0.00614274712279439,0.006343416417590038,20,0.006228843005374074,0
ort,1,100,2,20,2,2.8668902814388275e-05,0.006218278780579567,2.8907321393489838e-05,2.9808375984430313e-05,0.00033878462854772804,2.8668902814388275e-05,0.0029825282064104867,20,2.9159942641854286e-05,0
npy,1,100,2,20,2,2.0277220755815506e-05,3.039184957742691e-05,2.039968967437744e-05,2.0762905478477478e-05,2.1024676971137524e-05,2.0277220755815506e-05,2.5252700847844554e-05,20,2.0491424947977066e-05,0
ort,10,100,2,20,2,6.108591333031654e-05,7.982086390256882e-05,6.122887134552002e-05,6.198231130838394e-05,6.240585353225469e-05,6.108591333031654e-05,7.027135843807485e-05,20,6.138114258646965e-05,0
npy,10,100,2,20,2,3.3507589250802994e-05,5.386676639318466e-05,3.372691571712494e-05,4.219077527523041e-05,3.5784696228802205e-05,3.3507589250802994e-05,4.535235339363175e-05,20,3.395578823983669e-05,0
ort,100,100,2,20,2,0.0003413851372897625,0.00039854366332292557,0.0003577321767807007,0.00038831960409879684,0.0003709959564730525,0.00034406844913349466,0.00039792346381261034,20,0.00037163286469876766,0
npy,100,100,2,20,2,0.00012090383097529411,0.00014751125127077103,0.0001230146735906601,0.00012734206393361092,0.00012526947539299728,0.00012090383097529411,0.00013714441285059278,20,0.00012338301166892052,0
ort,1000,100,2,20,2,0.0033077457919716835,0.0036670593544840813,0.003470777068287134,0.0036177639849483967,0.0035351468017324806,0.00337170716897154,0.0036670593544840813,20,0.0035565393045544624,0
npy,1000,100,2,20,2,0.001000773161649704,0.001030829269438982,0.0010013650171458721,0.0010278732515871525,0.0010104000335559248,0.001000773161649704,0.001030829269438982,20,0.001003732206299901,0
ort,10000,100,2,20,2,0.034726280719041824,0.03566142823547125,0.034868596121668816,0.0356543711386621,0.0354432626394555,0.034822584496512224,0.03566142823547125,20,0.03558667050674558,0
npy,10000,100,2,20,2,0.010345203801989555,0.01068373303860426,0.010388181079179049,0.010551996994763613,0.010451590665616095,0.010345203801989555,0.010619231016079273,20,0.010425355052575469,0
ort,1,100,3,20,2,3.0981842428445816e-05,0.006292969919741154,3.1085219234228134e-05,3.18051315844059e-05,0.00034456471912562846,3.0981842428445816e-05,0.003019294190792585,20,3.1354138627648354e-05,0
npy,1,100,3,20,2,2.711685374379158e-05,4.272535443305969e-05,2.720113843679428e-05,3.669131547212601e-05,2.9222876764833928e-05,2.711685374379158e-05,3.7606279078011384e-05,20,2.7512433007359505e-05,0
ort,10,100,3,20,2,7.613981142640114e-05,9.838398545980453e-05,7.836893200874329e-05,8.028512820601463e-05,7.992363534867764e-05,7.613981142640114e-05,8.845150139656409e-05,20,7.909839041531086e-05,0
npy,10,100,3,20,2,4.6321190893650055e-05,6.419885903596878e-05,4.639383405447006e-05,4.843901842832565e-05,4.824730567634106e-05,4.6321190893650055e-05,5.676668529494493e-05,20,4.675821401178837e-05,0
ort,100,100,3,20,2,0.0005406830459833145,0.000569567084312439,0.0005419258959591389,0.0005501797422766685,0.0005468844901770353,0.0005406830459833145,0.0005600365986680411,20,0.0005450320895761251,0
npy,100,100,3,20,2,0.00017426908016204834,0.0001929006539285183,0.00017646094784140587,0.0001775752753019333,0.00017790414858609438,0.00017426908016204834,0.00018564213484157228,20,0.00017698993906378746,0
ort,1000,100,3,20,2,0.00501043489202857,0.005274187307804823,0.005220371764153242,0.0052583119831979275,0.005222381418570876,0.005099340991039583,0.005274187307804823,20,0.005241888342425227,0
npy,1000,100,3,20,2,0.0014144196175038815,0.0014882120303809643,0.0014160312712192535,0.0014449041336774826,0.0014260439435020088,0.0014144196175038815,0.0014596147042539392,20,0.0014190394431352615,0
ort,10000,100,3,20,2,0.051806492265313864,0.05273487139493227,0.05260210670530796,0.05271711386740208,0.05254014926031232,0.05193962195216438,0.05273487139493227,20,0.052658671513199806,0
npy,10000,100,3,20,2,0.014360020868480206,0.014765501022338867,0.01440203096717596,0.014546845108270645,0.014463598397560418,0.014360020868480206,0.01463669686930575,20,0.01443500630557537,0
ort,1,100,5,20,2,3.547687083482742e-05,0.006185003090649843,3.558211028575897e-05,3.873836249113083e-05,0.0003443294204771519,3.547687083482742e-05,0.002970626906494819,20,3.58636025339365e-05,0
npy,1,100,5,20,2,4.1489023715257645e-05,5.195010453462601e-05,4.172837361693382e-05,4.237005487084389e-05,4.244756419211626e-05,4.1489023715257645e-05,4.6748793654444e-05,20,4.196958616375923e-05,0
ort,10,100,5,20,2,0.00011285487562417984,0.0001374618150293827,0.00011395895853638649,0.000115963164716959,0.00011676196008920669,0.00011285487562417984,0.0001296318254130806,20,0.00011458247900009155,0
npy,10,100,5,20,2,7.170019671320915e-05,8.235173299908638e-05,7.223989814519882e-05,7.403828203678131e-05,7.350787054747344e-05,7.170019671320915e-05,7.772001664621244e-05,20,7.317611016333103e-05,0
ort,100,100,5,20,2,0.0008640852756798267,0.000903658103197813,0.0008804821409285069,0.0009009619243443012,0.0008845863630995154,0.0008659064676191113,0.0009032662585799195,20,0.0008842174429446459,0
npy,100,100,5,20,2,0.00028078770264983177,0.00029932986944913864,0.0002836962230503559,0.00029070116579532623,0.000285486807115376,0.00028078770264983177,0.0002930451901433067,20,0.0002843064721673727,0
ort,1000,100,5,20,2,0.008458178956061602,0.00868462398648262,0.00849468493834138,0.008661400992423296,0.008588827191852033,0.00845841426266874,0.00868462398648262,20,0.008600991917774081,0
npy,1000,100,5,20,2,0.0022462490014731884,0.0022776899859309196,0.002252540085464716,0.002275482751429081,0.002260517352260649,0.0022462490014731884,0.0022776899859309196,20,0.002257974585518241,0
ort,10000,100,5,20,2,0.08575081406161189,0.08703734911978245,0.08635074878111482,0.0866226558573544,0.08641536559443921,0.08587954743621357,0.08695118375266486,20,0.08644506381824613,0
npy,10000,100,5,20,2,0.022971471305936575,0.023367289919406176,0.023028914351016283,0.02322366740554571,0.0230970059055835,0.022971471305936575,0.023302770073960845,20,0.023061714367941022,0
ort,1,100,10,20,2,4.703272134065628e-05,0.0058009508065879345,4.721386358141899e-05,4.8037152737379074e-05,0.00033527393825352194,4.703272134065628e-05,0.002792942283460018,20,4.7501642256975174e-05,0
npy,1,100,10,20,2,7.744599133729935e-05,0.00010322500020265579,7.783481851220131e-05,7.867906242609024e-05,7.981720846146345e-05,7.744599133729935e-05,9.10922623845993e-05,20,7.807835936546326e-05,0
ort,10,100,10,20,2,0.00020054122433066368,0.000227305106818676,0.00020106183364987373,0.00020434008911252022,0.0002042410196736455,0.00020054122433066368,0.00021857292516818142,20,0.0002017458900809288,0
npy,10,100,10,20,2,0.0001342971809208393,0.00016265083104372025,0.00013627205044031143,0.00013969093561172485,0.00013905784580856562,0.0001342971809208393,0.00015102802213611842,20,0.0001373866107314825,0
ort,100,100,10,20,2,0.0017203623428940773,0.0017570680938661098,0.0017280522733926773,0.001736300066113472,0.0017323325388133525,0.0017203623428940773,0.0017459486504091545,20,0.0017319561447948217,0
npy,100,100,10,20,2,0.000545842107385397,0.0005653947591781616,0.0005495110526680946,0.0005583479069173336,0.0005529245361685752,0.000545842107385397,0.0005614175227480094,20,0.0005521075800061226,0
ort,1000,100,10,20,2,0.016790833789855242,0.017196590080857277,0.01682315021753311,0.01704332884401083,0.016964959166944026,0.016790833789855242,0.01716634018723512,20,0.01697011897340417,0
npy,1000,100,10,20,2,0.004236739128828049,0.004339529667049646,0.004244278185069561,0.004291657358407974,0.004263436328619719,0.004236739128828049,0.004314115828187871,20,0.004250332480296493,0
ort,10000,100,10,20,2,0.17023049108684063,0.17164100520312786,0.1710259523242712,0.17138548800721765,0.1711259260540828,0.17046924009069056,0.17164100520312786,20,0.17118330323137343,0
npy,10000,100,10,20,2,0.04353070119395852,0.04462793096899986,0.04361546132713556,0.04432483483105898,0.043828286998905244,0.04353070119395852,0.044397859056160026,20,0.04375006933696568,0
ort,1,100,50,20,2,0.0001381528563797474,0.006422583945095539,0.00013832980766892433,0.00014905398711562157,0.00045429500751197337,0.0001381528563797474,0.0031379744646225526,20,0.00013881782069802284,0
npy,1,100,50,20,2,0.0003552497364580631,0.00038572074845433235,0.0003615310415625572,0.00036770105361938477,0.00036547726485878227,0.0003552497364580631,0.0003784198044693608,20,0.00036462885327637196,0
ort,10,100,50,20,2,0.000902026891708374,0.000945019070059061,0.000902778934687376,0.0009092763066291809,0.0009068782441318035,0.000902026891708374,0.0009247022792440082,20,0.0009041239973157644,0
npy,10,100,50,20,2,0.0006337701342999935,0.0006558280438184738,0.0006376290693879128,0.0006521777249872684,0.0006444983649998903,0.0006337701342999935,0.0006558280438184738,20,0.0006435930263251066,0
ort,100,100,50,20,2,0.008476030081510544,0.008551512844860554,0.008486826904118061,0.008526303805410862,0.008505567582324148,0.008476030081510544,0.008541846230912021,20,0.00850441842339933,0
npy,100,100,50,20,2,0.0026544262655079365,0.002717370167374611,0.002683074213564396,0.0027121608145534992,0.0026918603340163826,0.0026620725250427486,0.002717370167374611,20,0.002690353896468878,0
ort,1000,100,50,20,2,0.08298356598243117,0.08501448994502425,0.08387485286220908,0.08454616600647569,0.08404987065587192,0.08317154657679736,0.08492819473494649,20,0.08401726745069027,0
npy,1000,100,50,20,2,0.02101172786206007,0.021262453868985176,0.021036474965512753,0.021169287152588367,0.021082488377578555,0.02101172786206007,0.021213875849294007,20,0.02105660503730178,0
ort,10000,100,50,20,2,0.8478429787792265,0.850538965780288,0.8488596086390316,0.8498327150009573,0.8493409615475684,0.8482421571989434,0.8504397658961935,20,0.8493095671292394,0
npy,10000,100,50,20,2,0.2103733429685235,0.21143041597679257,0.21068698912858963,0.21126985596492887,0.21090211397968234,0.2103733429685235,0.21143041597679257,20,0.2108639506623149,0
ort,1,100,100,20,2,0.0002507306635379791,0.005610103718936443,0.0002509350888431072,0.00025511160492897034,0.0005206350469961762,0.0002507306635379791,0.00280916597305908,20,0.0002512207720428705,0
npy,1,100,100,20,2,0.0007120859809219837,0.0007498562335968018,0.0007151030004024506,0.0007422878406941891,0.0007225304841995239,0.0007120859809219837,0.0007432819812777307,20,0.0007194322533905506,0
ort,10,100,100,20,2,0.0017756996676325798,0.0018499339930713177,0.001775939017534256,0.001799396239221096,0.0017861588625237347,0.0017756996676325798,0.0018192229877207415,20,0.0017796300817281008,0
npy,10,100,100,20,2,0.0012777452357113361,0.001328268088400364,0.0012836409732699394,0.0013191108591854572,0.001298552704975009,0.0012777452357113361,0.001328268088400364,20,0.0012935241684317589,0
ort,100,100,100,20,2,0.0169074940495193,0.01708884909749031,0.01693747006356716,0.016976532991975546,0.016959135327488183,0.0169074940495193,0.017028237687300697,20,0.016955931205302477,0
npy,100,100,100,20,2,0.0052809929475188255,0.0054112826474010944,0.0053540002554655075,0.0054082442075014114,0.005369848967529833,0.005304116467732733,0.0054112826474010944,20,0.005367614328861237,0
ort,1000,100,100,20,2,0.16573065612465143,0.16884194081649184,0.16642885468900204,0.16863104794174433,0.16739086196757852,0.16573065612465143,0.16884194081649184,20,0.1674887859262526,0
npy,1000,100,100,20,2,0.04170795902609825,0.04195945058017969,0.04175172001123428,0.04190109996125102,0.04182745404541492,0.04170795902609825,0.04195361907839367,20,0.04183523450046778,0
ort,10000,100,100,20,2,1.6947464980185032,1.6982292458415031,1.6955667580477893,1.6972796679474413,1.6961273720255121,1.6947464980185032,1.6977645795044978,20,1.695840104483068,0
npy,10000,100,100,20,2,0.4192378376610577,0.42212639609351754,0.41967029171064496,0.4215428722091019,0.4203764335019514,0.4192378376610577,0.42197325762190036,20,0.4200593866407871,0
ort,1,100,150,20,2,0.00036155199632048607,0.005299075040966272,0.0003617210313677788,0.0003860499709844589,0.000611690292134881,0.00036155199632048607,0.002719444631974853,20,0.0003621771465986967,0
npy,1,100,150,20,2,0.0010649701580405235,0.00109807588160038,0.0010740910656750202,0.001092216931283474,0.0010810529813170433,0.00106581745829701,0.0010962885043370766,20,0.0010803842451423407,0
ort,10,100,150,20,2,0.002648747991770506,0.00273946113884449,0.0026519508101046085,0.002656946424394846,0.0026583457132801414,0.002648747991770506,0.0026954786369410193,20,0.002653263509273529,0
npy,10,100,150,20,2,0.0018963692709803581,0.0019982578232884407,0.001902084331959486,0.0019728667102754116,0.0019277214072644711,0.0018963692709803581,0.001983189709279071,20,0.0019201196264475584,0
ort,100,100,150,20,2,0.025347365997731686,0.025722568854689598,0.025400179903954268,0.02548504900187254,0.02544184438884258,0.025347365997731686,0.025591650790994343,20,0.025422131177037954,0
npy,100,100,150,20,2,0.00794041296467185,0.008091346826404333,0.008004441857337952,0.008074797224253416,0.008042129897512495,0.007972652490725629,0.008091346826404333,20,0.008050312753766775,0
ort,1000,100,150,20,2,0.24796229554340243,0.25416234601289034,0.24861398711800575,0.25161880115047097,0.2500733663327992,0.24796229554340243,0.2529553671759711,20,0.2501365279313177,0
npy,1000,100,150,20,2,0.06277180509641767,0.06318565038964152,0.0628194771707058,0.06313139013946056,0.06292340215295553,0.06277180509641767,0.06315389781031279,20,0.0628981536719948,0
ort,10000,100,150,20,2,2.542023390997201,2.545513632707298,2.543235255405307,2.5452655320987105,2.5440527386963367,2.54222429108116,2.545513632707298,20,2.544010519515723,0
npy,10000,100,150,20,2,0.621057387907058,0.6249538976699114,0.6216525030322373,0.6241827933117747,0.622762830206193,0.621057387907058,0.6248322187886536,20,0.6225689561106265,0
ort,1,100,200,20,2,0.000474332831799984,0.005231818184256554,0.00047455308958888054,0.0005003819242119789,0.0007177416002377868,0.000474332831799984,0.002747586458319921,20,0.0004762476310133934,0
npy,1,100,200,20,2,0.0013898303732275963,0.0014528380706906319,0.001408006064593792,0.0014453791081905365,0.0014211590168997645,0.0013898303732275963,0.0014528380706906319,20,0.0014195351395756006,0
ort,10,100,200,20,2,0.003524784930050373,0.0036409227177500725,0.0035316217690706253,0.0035586003214120865,0.003541637188754976,0.003524784930050373,0.0035896483450982503,20,0.0035337968729436398,0
npy,10,100,200,20,2,0.002540888264775276,0.002642217092216015,0.0025449739769101143,0.002607824746519327,0.0025715791154652832,0.002540888264775276,0.0026251880551277575,20,0.002566106151789427,0
ort,100,100,200,20,2,0.03383037215098739,0.034263518173247576,0.03387472778558731,0.03404405200853944,0.03394812473561615,0.03383037215098739,0.034137310259399034,20,0.033928079064935446,0
npy,100,100,200,20,2,0.01066556479781866,0.01148020289838314,0.010709900874644518,0.010974242817610502,0.010831680567935108,0.01066556479781866,0.011213729677928636,20,0.010740076890215278,0
ort,1000,100,200,20,2,0.33104589814320207,0.3379535269923508,0.33145761862397194,0.3358747991733253,0.3334389646304771,0.33104589814320207,0.33744869322988064,20,0.33319658460095525,0
npy,1000,100,200,20,2,0.08451979840174317,0.08560757804661989,0.08477689372375607,0.08515124907717109,0.08495745258405804,0.08451979840174317,0.08542387225964675,20,0.08494326542131603,0
ort,10000,100,200,20,2,3.390806149225682,3.395248787011951,3.3923516599461436,3.3937590681016445,3.393019277229905,3.391031471710198,3.395007082749612,20,3.3929222864098847,0
npy,10000,100,200,20,2,0.8423587079159915,0.8503281907178462,0.8432608200237155,0.8467057310044765,0.8446470004506409,0.8423587079159915,0.848320851309225,20,0.844189879251644,0
ort,1,100,250,20,2,0.0005843718536198139,0.005779031198471785,0.0005854987539350986,0.0006170650012791157,0.0008506073616445064,0.0005843718536198139,0.003066798394249156,20,0.0005859795492142439,0
npy,1,100,250,20,2,0.0017574517987668514,0.0018219859339296818,0.0017744600772857666,0.0017959731630980968,0.0017866278765723109,0.00176076928125641,0.0018124864718882118,20,0.0017890234012156725,0
ort,10,100,250,20,2,0.004397011827677488,0.004537250380963087,0.004400795791298151,0.004420286975800991,0.004413512744940817,0.004397011827677488,0.004471123115133525,20,0.004404561128467321,0
npy,10,100,250,20,2,0.0031515788286924362,0.0032791090197861195,0.003180617932230234,0.003244719933718443,0.003202977171167731,0.0031515788286924362,0.0032623443410648096,20,0.003199026919901371,0
ort,100,100,250,20,2,0.04228322533890605,0.04266577214002609,0.04231437295675278,0.042511516716331244,0.042401106818579136,0.04228322533890605,0.04257695309914478,20,0.042388972360640764,0
npy,100,100,250,20,2,0.013292906805872917,0.014359875116497278,0.01333319814875722,0.013786289375275373,0.013510033185593785,0.013292906805872917,0.014017951068276737,20,0.01342231803573668,0
ort,1000,100,250,20,2,0.41267255088314414,0.42273964220657945,0.41472927387803793,0.4217062368988991,0.4176165097625926,0.41267255088314414,0.42273964220657945,20,0.41739828791469336,0
npy,1000,100,250,20,2,0.1050830059684813,0.10538400989025831,0.10518117109313607,0.10537259373813868,0.10525921231601387,0.10508511636629043,0.10538400989025831,20,0.10527117713354528,0
ort,10000,100,250,20,2,4.2388220662251115,4.255851069930941,4.239966539200395,4.243953364901245,4.2421608085045595,4.2388220662251115,4.2490324274701825,20,4.241407747846097,0
npy,10000,100,250,20,2,1.0439286408945918,1.0507147167809308,1.0446429490111768,1.0500092692673206,1.046979519049637,1.0439286408945918,1.0507147167809308,20,1.046775912400335,0
ort,1,100,300,20,2,0.0006959852762520313,0.005348884966224432,0.0006976891309022903,0.0007193633355200291,0.0009352864930406213,0.0006959852762520313,0.0029199406580853538,20,0.0007005895022302866,0
npy,1,100,300,20,2,0.002105053048580885,0.0022711209021508694,0.0021290197037160397,0.0022480818443000317,0.00216434127651155,0.002105053048580885,0.002248407044861308,20,0.002156397793442011,0
ort,10,100,300,20,2,0.005272277165204287,0.00543419411405921,0.005274286959320307,0.005294824950397015,0.005288658803328872,0.005272277165204287,0.0053558910112837515,20,0.005278333090245724,0
npy,10,100,300,20,2,0.0038008498959243298,0.003892363980412483,0.0038194763474166393,0.003873918205499649,0.003842251002788544,0.0038008498959243298,0.003892048052157568,20,0.003838583827018738,0
ort,100,100,300,20,2,0.0506686856970191,0.051101540215313435,0.05071273911744356,0.050861291121691465,0.0508044395595789,0.0506686856970191,0.05100637867966267,20,0.05078259902074933,0
npy,100,100,300,20,2,0.015918794088065624,0.017206907738000154,0.016007141210138798,0.016523446887731552,0.01621585851535201,0.015918794088065624,0.01681609752384993,20,0.016127957263961434,0
ort,1000,100,300,20,2,0.4934751992113888,0.5063904230482876,0.4965617689304054,0.5022859601303935,0.5000083109131083,0.4940326774299377,0.5059839443962788,20,0.5004129472654313,0
npy,1000,100,300,20,2,0.12440354097634554,0.12689332710579038,0.12448087288066745,0.12551625166088343,0.12503215121105313,0.12440354097634554,0.12625977531494784,20,0.12485001957975328,0
ort,10000,100,300,20,2,5.085414081811905,5.0988574847579,5.087526728399098,5.090851052198559,5.089145272504538,5.085414081811905,5.094568564049125,20,5.088325507706031,0
npy,10000,100,300,20,2,1.2378983963280916,1.2524914843961596,1.2406814182177186,1.2468894580379128,1.2438545224023982,1.2378983963280916,1.2504220262477028,20,1.2435427065938711,0
