lib,N,dim,nbnode,repeat,number,min,max,min3,max3,mean,lower,upper,count,median,error_c
ort,10000,1,5,20,2,0.0008775028400123119,0.0009336252696812153,0.000884306151419878,0.0009046527557075024,0.0008909090189263225,0.0008775028400123119,0.0009138421753089322,20,0.0008885622955858707,0
npy,10000,1,5,20,2,0.00021530920639634132,0.00023135077208280563,0.00021686870604753494,0.00022347969934344292,0.00021890022326260806,0.00021530920639634132,0.00022611940771803581,20,0.00021752226166427135,0
ort,1,1,10,20,2,2.957228571176529e-05,6.313994526863098e-05,2.9682181775569916e-05,3.0978117138147354e-05,3.164650406688452e-05,2.957228571176529e-05,4.584092364904837e-05,20,2.9839109629392624e-05,0
npy,1,1,10,20,2,8.440716192126274e-05,0.00011190632358193398,8.47051851451397e-05,8.699996396899223e-05,8.724052459001541e-05,8.440716192126274e-05,9.880300205757087e-05,20,8.571334183216095e-05,0
ort,10,1,10,20,2,3.053992986679077e-05,6.797490641474724e-05,3.055902197957039e-05,3.2199081033468246e-05,3.3676601015031336e-05,3.053992986679077e-05,5.1447529163543533e-05,20,3.0714087188243866e-05,0
npy,10,1,10,20,2,7.500592619180679e-05,8.161505684256554e-05,7.536076009273529e-05,7.682200521230698e-05,7.619718089699746e-05,7.500592619180679e-05,7.891836654277811e-05,20,7.585552521049976e-05,0
ort,100,1,10,20,2,4.599429666996002e-05,6.733881309628487e-05,4.606693983078003e-05,4.659872502088547e-05,4.7371373511850834e-05,4.599429666996002e-05,5.640249330202506e-05,20,4.6216417104005814e-05,0
npy,100,1,10,20,2,7.625902071595192e-05,8.398713544011116e-05,7.663015276193619e-05,7.790513336658478e-05,7.742240559309721e-05,7.625902071595192e-05,8.052201181075653e-05,20,7.699965499341488e-05,0
ort,1000,1,10,20,2,0.00019820267334580421,0.00022896099835634232,0.00020008115097880363,0.00022383639588952065,0.00020433617755770682,0.00019820267334580421,0.00022203137186473153,20,0.00020070606842637062,0
npy,1000,1,10,20,2,0.00011869799345731735,0.00013451417908072472,0.00011914223432540894,0.0001256088726222515,0.00012180977500975132,0.00011869799345731735,0.00012952210197482274,20,0.00011946656741201878,0
ort,10000,1,10,20,2,0.0017253803089261055,0.0018227272666990757,0.001740030013024807,0.0018069371581077576,0.0017601503990590573,0.0017253803089261055,0.0018162561987085264,20,0.0017462570685893297,0
npy,10000,1,10,20,2,0.00041725579649209976,0.00044874101877212524,0.0004188097082078457,0.0004369937814772129,0.00042556498665362595,0.00041725579649209976,0.00044185357767467684,20,0.0004234267398715019,0
ort,1,1,50,20,2,5.2921008318662643e-05,0.0001040976494550705,5.308398976922035e-05,5.431473255157471e-05,5.621723830699921e-05,5.2921008318662643e-05,7.781031804100694e-05,20,5.352240987122059e-05,0
npy,1,1,50,20,2,0.0003958931192755699,0.00047645997256040573,0.0003994600847363472,0.0004219086840748787,0.00040877636056393387,0.0003958931192755699,0.00044233043811997726,20,0.00040293438360095024,0
ort,10,1,50,20,2,5.922280251979828e-05,0.00010129529982805252,5.948031321167946e-05,6.067706272006035e-05,6.205448880791664e-05,5.922280251979828e-05,7.97283174732496e-05,20,6.005680188536644e-05,0
npy,10,1,50,20,2,0.0003446298651397228,0.0004233820363879204,0.0003458932042121887,0.00037459516897797585,0.0003593646688386798,0.0003446298651397228,0.00039797043843620925,20,0.0003527700901031494,0
ort,100,1,50,20,2,0.00013582594692707062,0.00021085189655423164,0.00013603176921606064,0.00016200728714466095,0.0001435010926797986,0.00013582594692707062,0.00018034023116293092,20,0.00013632094487547874,0
npy,100,1,50,20,2,0.0003562052734196186,0.00037827715277671814,0.0003574378788471222,0.0003663930110633373,0.000361686060205102,0.0003562052734196186,0.00037203748628366294,20,0.0003602465149015188,0
ort,1000,1,50,20,2,0.0009008562192320824,0.0009849867783486843,0.0009021866135299206,0.0009299041703343391,0.0009157262276858092,0.0009008562192320824,0.000956062747295851,20,0.0009061950258910656,0
npy,1000,1,50,20,2,0.0005632997490465641,0.0006428048945963383,0.0005674250423908234,0.0006112297996878624,0.0005855742841958999,0.0005632997490465641,0.0006241594726059287,20,0.0005809334106743336,0
ort,10000,1,50,20,2,0.008578060194849968,0.008722089231014252,0.008581879083067179,0.00871752668172121,0.008639066689647734,0.008578060194849968,0.008722089231014252,20,0.008632024982944131,0
npy,10000,1,50,20,2,0.0020091431215405464,0.002055354882031679,0.00201640697196126,0.0020393216982483864,0.002025980385951698,0.0020091431215405464,0.0020487436499400254,20,0.00202418165281415,0
ort,1,1,100,20,2,8.20159912109375e-05,0.00016065780073404312,8.204998448491096e-05,8.465396240353584e-05,8.770572021603585e-05,8.20159912109375e-05,0.00012222067876920646,20,8.241506293416023e-05,0
npy,1,1,100,20,2,0.0007709809578955173,0.00081656314432621,0.0007844371721148491,0.0008135968819260597,0.0007946026744320989,0.0007717638199634898,0.00081656314432621,20,0.0007933364249765873,0
ort,10,1,100,20,2,9.4579067081213e-05,0.000159453134983778,9.472901001572609e-05,9.541679173707962e-05,9.822130668908357e-05,9.4579067081213e-05,0.000125763209507829,20,9.49040986597538e-05,0
npy,10,1,100,20,2,0.0006887931376695633,0.0007260460406541824,0.0006932937540113926,0.0007180487737059593,0.0007047694874927401,0.0006887931376695633,0.000724169586123855,20,0.0007041804492473602,0
ort,100,1,100,20,2,0.000247396994382143,0.0003165062516927719,0.0002480028197169304,0.00025652535259723663,0.0002529767574742436,0.000247396994382143,0.0002825030044124442,20,0.0002484999131411314,0
npy,100,1,100,20,2,0.0007080370560288429,0.000746685080230236,0.0007152324542403221,0.000728486105799675,0.000722028105519712,0.0007080370560288429,0.000741163126434983,20,0.0007201000116765499,0
ort,1000,1,100,20,2,0.0017764940857887268,0.0018695597536861897,0.0017800778150558472,0.0017868103459477425,0.001788868964649737,0.0017764940857887268,0.0018303339857341893,20,0.0017821809742599726,0
npy,1000,1,100,20,2,0.001105193980038166,0.0011772490106523037,0.0011121532879769802,0.0011314949952065945,0.00112343009095639,0.001105193980038166,0.001151889238393131,20,0.0011202027089893818,0
ort,10000,1,100,20,2,0.017055987380445004,0.017411741893738508,0.017114114947617054,0.01722139585763216,0.01717571213375777,0.017055987380445004,0.01734311807469763,20,0.017155926441773772,0
npy,10000,1,100,20,2,0.003989281598478556,0.004110119771212339,0.004018167965114117,0.00406801188364625,0.004040458076633513,0.003990028451618329,0.004090887701648697,20,0.0040417141281068325,0
ort,1,1,150,20,2,0.0001109871082007885,0.00024349428713321686,0.00011127162724733353,0.00011309375986456871,0.00011847224086523057,0.0001109871082007885,0.0001747059224574567,20,0.00011165742762386799,0
npy,1,1,150,20,2,0.0011629844084382057,0.001201326958835125,0.0011731521226465702,0.0012000692076981068,0.0011817668797448277,0.0011629844084382057,0.001201326958835125,20,0.0011764506343752146,0
ort,10,1,150,20,2,0.00013026176020503044,0.0002149399369955063,0.00013039307668805122,0.00013194000348448753,0.00013615123461931943,0.00013026176020503044,0.0001730760849517687,20,0.0001306899357587099,0
npy,10,1,150,20,2,0.0010298332199454308,0.0010723378509283066,0.0010400069877505302,0.0010667811147868633,0.0010531900450587272,0.0010298332199454308,0.0010723378509283066,20,0.0010531179141253233,0
ort,100,1,150,20,2,0.00035913893952965736,0.0004514208994805813,0.0003593382425606251,0.0003683478571474552,0.0003657475812360644,0.00035913893952965736,0.0004046985350838613,20,0.0003596388269215822,0
npy,100,1,150,20,2,0.0010530482977628708,0.0010900842025876045,0.0010606059804558754,0.0010796929709613323,0.0010708000976592303,0.0010530482977628708,0.001088584715950181,20,0.0010712456423789263,0
ort,1000,1,150,20,2,0.002650521695613861,0.002781135030090809,0.002653141040354967,0.0027043852023780346,0.0026722900103777645,0.002650521695613861,0.002741329334428177,20,0.0026574539951980114,0
npy,1000,1,150,20,2,0.0016575711779296398,0.0017256038263440132,0.0016637342050671577,0.0017062178812921047,0.0016885719029232859,0.0016575711779296398,0.0017248455829956082,20,0.0016942820511758327,0
ort,10000,1,150,20,2,0.025608155876398087,0.026042060926556587,0.025636878330260515,0.02574233990162611,0.025694809784181417,0.025608155876398087,0.025903378833748703,20,0.025652233976870775,0
npy,10000,1,150,20,2,0.00601256312802434,0.006078939884901047,0.006019269116222858,0.0060715749859809875,0.006039117998443544,0.00601256312802434,0.006076471690681945,20,0.006035801954567432,0
ort,1,1,200,20,2,0.0001410958357155323,0.0002725874073803425,0.00014133797958493233,0.00014260504394769669,0.00014819588977843523,0.0001410958357155323,0.00020413924949072982,20,0.0001414839643985033,0
npy,1,1,200,20,2,0.0015484793111681938,0.0016158968210220337,0.0015627462416887283,0.0016003269702196121,0.0015797240426763891,0.0015484793111681938,0.001615315221215242,20,0.0015777910593897104,0
ort,10,1,200,20,2,0.00016564270481467247,0.00027981074526906013,0.0001660301350057125,0.00016745086759328842,0.000172292604111135,0.00016564270481467247,0.00022064894481468037,20,0.0001666832249611616,0
npy,10,1,200,20,2,0.0013619265519082546,0.0014087031595408916,0.001374965999275446,0.001390659250319004,0.0013836425729095935,0.0013621125538331466,0.0014051725919860404,20,0.0013855549041181803,0
ort,100,1,200,20,2,0.0004709828644990921,0.0005912240594625473,0.0004714089445769787,0.00047623924911022186,0.00047831390984356406,0.0004709828644990921,0.0005291762372658526,20,0.0004719644784927368,0
npy,100,1,200,20,2,0.0013994951732456684,0.0014616148546338081,0.0014149481430649757,0.0014491970650851727,0.0014283411670476197,0.0013994951732456684,0.001459101036464642,20,0.0014242848847061396,0
